Jurisdiction,site,year,plotid,obs,pre_post_fire,postTime,burn_y/n,FireSeverity,slope_percent,aspect_degree,Horz_Shape,Ver_Shape,ExistingVeg,WTreeDistance_m1,WTreeAzimuth_deg1,WTreeTagNo1,TOT_VEG_percent,TOT_all_percent,TOT_HT_m,DT_all_percent,DT_HT_m,TOV_percent,TOV_HT_m,TSA_percent,TSA_HT_m,TSE_percent,TSE_HT_m,0.05E_percent,0.05E_HT_m,TOS_percent,TOS_HT_m,DS_percent,DS_HT_m,ST_percent,ST_HT_m,SM_percent,SM_HT_m,SL_percent,SL_HT_m,TOF_percent,TOF_HT_m,TOG_percent,TOG_HT_m,BARESOIL,LITTER,BlackLitter,CWD,CONES,Boulder/Bedrock,SMROCK,ROCK,ASH,BASALVEG,CRYPTOGRAMS,STUMPS,RD,TOT_Black_percent,PRE % SHRUB COVER,% SHRUB TORCHED,% SHRUB SCORCHED,% SHRUB UNBURNED,History,NOTES,
InyoNF,springsfire,2020,Springs01,"jw, vs, mm",postfire,1yr,yes,2,6,310,LL,LL,"PIJE, ARTR, PURTRI",11,12,1,26,25,17,0,na,25,17,1,,0.05,0.1,0,na,0.05,0.7,1,0.5,0,na,0.05,0.7,1,0.5,0.05,0.1,0.05,0.3,9,85,2,0.05,1,0,0.05,0,2,1,0,,0,,,,,,,Lots of anthills on bare ground; black ground & white ash@2% each,
InyoNF,springsfire,2020,Springs02,"jw, vs, mm",postfire,1yr,yes,1,13,358,LL,LL,"PIJE, PURTRI, carex1",10.1,2,12,29,22,14,0,na,22,14,0,na,0.05,0.1,0,na,5,0.5,2,0.5,0,na,2,0.6,3,0.3,0.05,0.1,2,0.2,30,35,7,0,0.05,0,20,0,7,1,0,,0,,,,,,,,
InyoNF,springsfire,2020,Springs03,"jw, vs, mm",postfire,1yr,yes,2,3,252,CC,CC,"PIJE, ELYELY, PURTRI",10.4,12,18,35,26,9,0,na,26,9,0,na,0.05,0.1,0,na,16,0.7,16,0.7,0,na,16,0.7,0.05,0.2,0.05,0.1,1,0.2,30,37,8,0.05,0.05,0,22,0,2,1,0,,0,,,,,,,,
InyoNF,springsfire,2020,Springs04,"jw, vs, mm",postfire,1yr,yes,1,8,48,LL,LL,"PURTRI, PIJE, carex1",6.3,48,28,30,7,13,0,na,7,13,0,na,0.05,0.2,0,na,18,0.5,1,0.5,0,na,16,0.6,18,0.5,0.05,0.1,6,0.1,26,37,1,0,0.05,0,35,0,0.05,1,0,,0,,,,,,,,
InyoNF,springsfire,2020,Springs05,"vs, mm",postfire,1yr,yes,2,32,280,LL,LL,"PIJE, PURTRI, carex1",,,,28,22,17.5,0,na,22,17.5,0,na,0.05,0.1,0,na,6,0.7,7,0.7,0,na,6,0.7,0.05,0.5,0.05,0.1,0.05,0.1,33,14,2,0,1,3,44,0.05,2,1,0,,0,,,,,,,trace dead SE in macro,
InyoNF,springsfire,2020,Springs06,"km, ag, pm",postfire,1yr,yes,1,4,38,LL,LL,"PICO, PURTRI, carex1",10.5,22,36,70,50,11,1,6.3,50,11,0.05,1.6,0.05,0.6,0.05,0.4,20,0.5,1,0.4,0,na,1,0.6,20,0.5,0.05,0.1,1,0.1,8,84.25,6,0.05,0.5,0,0.5,0,0.05,0.75,0,,0,,,,,,,cap pic taken after plot photos,
InyoNF,springsfire,2020,Springs07,"vs, mm, pm, km",postfire,1yr,yes,1,13,320,LL,LL,"PICO, carex, elyeli",5.4,1,65,39,29,18,1,10.2,27,18,2,2,0.05,0.5,0.05,0.2,0.05,0.2,0,na,0,na,0,na,0.05,0.2,0.05,0.1,10,0.1,8,20,35,0,15,0,16,0,4,2,0,,0,,,,,,,,
InyoNF,springsfire,2020,Springs08,"vs, mm",postfire,1yr,yes,2,6,19,LL,LL,"PIJE, PICO, PURTRI",9.3,2,82,46,42,9.5,22,4,42,12,0,na,0,na,0.05,0.5,2,0.5,4,0.5,0,na,2,0.6,2,0.5,0.05,0.1,2,0.1,14,45,8,0,1,0,30,0,1,1,0,,0,,,,,,,,
InyoNF,springsfire,2020,Springs09,"km, ag, pm",postfire,1yr,yes,3,4,316,LL,LL,"PICO, PURTRI, carex1",3.3,19,99,30,25,10,18,6,25,10,0,na,0.05,0.02,0.05,0.2,5,0.5,1,0.4,0,na,1,0.6,5,0.5,0.05,0.2,1.25,0.1,15,72.5,3,8,0.5,0,0.05,0,0.05,1,0,,0,,,,,,,,
InyoNF,springsfire,2020,Springs10,"km, ag, pm",postfire,1yr,yes,2,5,8,LL,LL,"PICO, PIJE, PURTRI",7.7,19,113,70,68,8,0.05,6,68,8,0,na,0.05,0.02,0.05,0.1,0.5,0.5,0.5,0.6,0,na,0.05,0.6,0.5,0.5,0.05,0.1,1,0.1,1.5,95,2,0.05,0.5,0,0.05,0,0.05,1,0,,0,,,,,,,,
InyoNF,springsfire,2020,Springs11,"km, ag, pm, be",postfire,1yr,yes,2,18,360,LL,LL,"PIJE, luparg, elyeli",4.6,136,126,53,38,14,0,na,38,14,0,na,0.05,0.02,0,na,0.05,0.1,2,0.5,0,na,0,na,0.05,0.1,10,0.1,5,0.3,3,93.5,1,0.5,1,0,0.05,0,0.05,1,0,,0,,,,,,,,
InyoNF,springsfire,2020,Springs12,"km, ag, pm",postfire,1yr,yes,2,26,38,LL,LL,"PIJE, luparg, PURTRI",4.73,50,131,55,37,14,0,na,37,14,0,na,0.05,0.2,0.05,0.2,0.05,0.6,4,0.5,0,na,0.05,0.6,0.05,0.5,14,0.2,5,0.2,14,85.5,0.05,0.05,0.05,0,0.05,0,0.05,0.5,0,,0,,,,,,,,
InyoNF,springsfire,2020,Springs13,"km, ag, pm",postfire,1yr,yes,2,13,1,LL,LL,"PIJE, luparg, RIVI",7.4,44,140,25,13,12,0,na,13,12,0.05,2,0.05,0.05,0.05,0.4,0.75,0.5,4,1.2,0,na,0,na,0.75,0.5,11,0.2,5,0.2,12,86.75,1,0.05,0.05,0,0.05,0,0.05,0.25,0,,0,,,,,,,,
InyoNF,springsfire,2020,Springs14,"km, ag, pm, be",postfire,1yr,yes,2,7,356,LL,LL,"PIJE, PURTRI, elyeli",10.1,4,145,38,35,16,0,na,35,16,0,na,0.05,0.02,0.05,0.3,0.05,0.5,2,0.5,0,na,0.05,0.6,0.05,0.5,0.5,0.2,3,0.1,4,94.75,0.5,0.05,0.05,0,0.05,0,0.05,0.75,0,,0,,,,,,,,
InyoNF,springsfire,2020,Springs15,"km, ag, pm",postfire,1yr,yes,2,8,272,LL,LL,"PIJE, PICO, PURTRI",9,54,155,38,25,14,0.05,5,25,14,0,na,0.05,0.02,0.05,0.5,12,0.6,15,0.6,0,na,12,0.6,12,0.5,0.05,0.1,2,0.1,10,82,7,0.05,0.05,0,0.5,0,0.05,0.5,0,,0,,,,,,,half plot severity 1 other 2,
InyoNF,springsfire,2020,Springs16,"km, ag, pm",postfire,1yr,yes,1,4,316,LL,LL,"PIJE, PURTRI, ARTR",11,8,162,44,33,14,0,na,33,14,0,na,0.05,0.02,0.05,0.5,11,0.6,2,0.5,0,na,11,0.6,11,0.5,0.05,0.05,2.5,0.1,20,60.25,18,0.05,0.05,0,0.75,0,0.05,1,0,,0,,,,,,,,
InyoNF,springsfire,2020,Springs17,"km, ag, pm",postfire,1yr,yes,1,4,244,LL,LL,"PIJE, carex1, elyeli",3,99,167,23,17,15,0,na,17,15,0,na,0.05,0.02,0.05,0.3,1,0.6,0.05,0.5,0,na,1,0.6,1,0.5,0.05,0.1,5,0.1,30,67.5,1.5,0.05,0.05,0,1,0,0.05,0.05,0,,0,,,,,,,chipping sparrow,
InyoNF,springsfire,2020,Springs18,"km, ag, pm",postfire,1yr,yes,2,6,344,LL,LL,"PIJE, PURTRI, carex1",9,24,170,41,40,15,0,na,40,15,0,na,0.05,0.02,0,na,1,0.6,40,0.55,0,na,1,0.55,1,0.5,0.05,0.3,2,0.07,9,45,45,0.05,0.05,0,0.05,0,0.05,1,0,,0,,,,,,,,
InyoNF,springsfire,2020,Springs19,"vs, mm",postfire,1yr,yes,2,9,250,LL,LL,"PIJE, PURTRI, carex1",2.9,2,179,25,16,13,0,na,16,13,0,na,0.05,0.1,0,na,1,0.6,7,0.6,0,na,1,0.6,1,0.5,2,0.1,4,0.2,30,17,7,0,0.05,0,44,0,1,1,0,,0,,,,,,,lots of anthills,
InyoNF,springsfire,2020,Springs20,"vs, mm",postfire,1yr,yes,2,17,38,LL,LL,"PIJE, PURTRI, carex1",5,44,187,32,28,12,0.05,4,28,12,0,na,0.05,0.1,0,na,1,0.7,7,0.7,0,na,1,0.7,1,0.5,0.05,0.1,2,0.2,21,27,11,0,0.05,0,30,0,10,1,0,,0,,,,,,,,
InyoNF,springsfire,2020,Springs21,"km, ag, pm",postfire,1yr,yes,3,12,8,LL,LL,"PIJE, PURTRI, carex1",6.7,44,193,65,60,16,0,na,60,16,0,na,0.05,0.02,0,na,0.05,0.05,12,0.4,0,na,0,na,0.05,0.05,2,0.1,3,0.1,3,96,0.05,0.05,0.05,0,0.05,0,0.05,1,0,,0,,,,,,,,
InyoNF,springsfire,2020,Springs22,"km, ag, pm",postfire,1yr,yes,1,8,298,LL,LL,"PIJE, luparg, carex1",8,109,201,25,22,17,0,na,22,17,0,na,0.05,0.05,0.05,0.15,0.05,0.2,2.5,0.5,0,na,0.05,0.6,0.05,0.5,3,0.3,1,0.05,5,93,1,0.05,0.05,0,0.05,0,0.05,1,0,,0,,,,,,,,
InyoNF,springsfire,2020,Springs23,"jw, vs, mm",postfire,1yr,yes,1,5,317,LL,LL,"PIJE, ARTR, carex1",6,60,208,45,25,16,0,na,25,16,0,na,0.05,0.1,0,na,15,0.7,3,0.5,0,na,15,0.7,15,0.5,0.05,0.3,8,0.2,24,70,3,0,0.05,0,2,0,0.05,1,0,,0,,,,,,,,
InyoNF,springsfire,2020,Springs24,whole gang,postfire,1yr,yes,3,8,354,LL,LL,"PIJE, PURTRI, carex1",12,8.8,214,25,22,16,2,5,22,16,0,na,0.05,0.02,0,na,0.05,0.1,10,0.5,0,na,0,na,0.05,0.1,1,0.1,1,0.1,5,94.25,0.05,0,0.05,0,0.05,0,0.05,0.75,0,,0,,,,,,,,
InyoNF,springsfire,2020,Springs25,"vs, mm",postfire,1yr,yes,2,18,265,LL,LL,"PIJE, PURTRI, stipa1",11,36,220,29,17,11,0,na,17,11,0.05,1.6,0,na,0,na,9,0.7,6,0.7,0,na,9,0.7,9,0.5,0.05,0.1,3,0.3,31,19,0,0,0.05,0,47,0,2,1,0,,0,,,,,,,,
InyoNF,springsfire,2020,Springs26,"km, ag, pm",postfire,1yr,yes,3,6,327,LL,LL,"PIJE, PICO, carex1",6.9,3,223,27,27,15,15,8,27,15,2,3,0,na,0,na,0.05,0.15,0.05,0.2,0,na,0.05,0.6,0.05,0.15,0.05,0.05,0.75,0.1,27,65.5,3,2,0.05,0,1,0,0.05,1.5,0,,0,,,,,,,,
InyoNF,springsfire,2020,Springs27,"km, ag, pm",postfire,1yr,yes,3,7,334,LL,LL,"PICO, PIJE, carex1",9.7,14,254,27,25,9,0.05,9,25,9,0,na,0,na,0.05,0.3,0.5,0.5,0.5,0.4,0,na,0.05,0.7,0.05,0.4,0.05,0.1,2,0.1,25,54.5,18,0.05,0.05,0,1.5,0,0.05,1,0,,0,,,,,,,,
InyoNF,springsfire,2020,Springs28,"jw, vs, mm",postfire,1yr,yes,2,7,322,LL,LL,"PIJE, carex1, PURTRI",11.1,25,270,30,28,5.5,5,5.5,26,6,2,1.8,0,na,0,na,1,0.3,1,0.3,0,na,1,0.5,1,0.5,0.05,0.2,2,0.2,27,29.5,15,0.05,0.05,0,26,0,2,0.5,0,,0,,,,,,,,
InyoNF,springsfire,2020,Springs29,"jw, vs, mm",postfire,1yr,yes,1,7,301,LL,LL,"PIJE, PURTRI, carex1",4.2,2,299,17,8,15,0,na,8,15,0.05,1.5,0.05,0.1,0,na,6,0.7,0.05,0.4,0,na,5,0.7,6,0.5,0.05,0.1,8,0.3,30,26,5.5,0,0.05,0,37,0,1,0.5,0,,0,,,,,,,,
InyoNF,springsfire,2020,Springs30,"jw, vs, mm",postfire,1yr,yes,2,12,296,LL,LL,"PIJE, LUPARG, carex1",3.5,7,304,20,20,6,7,5,15,6.5,0.05,3,0,na,0,na,1,0.3,0.05,0.5,0,na,1,0.5,1,0.5,1,0.1,1,0.2,16.5,70,10,0.05,0.05,0,2,0,0.05,1.5,0,,0,,,,,,,,
InyoNF,springsfire,2020,Springs31,"vs, mm",postfire,1yr,yes,2,,,,,"PIJE, carex, elyeli",,,,38,34,14,1,8,32,14,2,2,0.05,0.1,0.05,0.5,0.05,0.5,0.05,0.5,0,na,0.05,0.5,0.05,0.2,0.05,0.1,4,0.3,10,24,24,0,0.05,0,38,0,2,2,0,,0,,,,,,,,
InyoNF,springsfire,2020,Springs33,"vs, mm",postfire,1yr,yes,2,,,,,"PIJE, PURTRI, ARTR",,,,28,22,15,0,na,22,15,0,na,0,na,0,na,3,0.6,6,0.6,0,na,3,0.6,3,0.5,0.05,0.1,3,0.3,19,17,6,0,0.05,0,57,0,0.05,1,0,,0,,,,,,,,
InyoNF,springsfire,2020,Springs34,"vs, mm",postfire,1yr,yes,2,,,,,"PIJE, PURTRI, elyeli",,,,28,22,18,0,na,22,18,0.05,1.4,1,0.4,1,0.4,3,0.6,6,0.6,0,na,3,0.6,3,0.5,0.05,0.1,3,0.3,19,17,6,0,0.05,0,57,0,0.05,1,0,,0,,,,,,,,
InyoNF,springsfire,2020,Springs35,"vs, mm, pm, km",postfire,1yr,yes,2,,,,,"PICO, PIJE, carex",6.4,12,368,35,23,13.2,0,na,33,13.2,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0.05,0.1,2,0.2,12,27,12,6,10,0,30,0,2,1,0,,0,,,,,,,,
InyoNF,springsfire,2020,Springs37,"vs, mm",postfire,1yr,yes,2,4,285,LL,LL,"PIJE, PICO, PURTRI",8.6,48,386,38,38,16,2,5,38,16,0,na,0,na,0.05,0.7,0.05,0.7,1,0.7,0,na,0.05,0.7,0.05,0.2,0.05,0.1,0.05,0.2,10,25,25.5,0,1,0,36,0,1,1.5,0,,0,,,,,,,,
InyoNF,springsfire,2020,Springs38,"km, ag, pm",postfire,1yr,yes,1,5,319,LL,LL,"PIJE, PICO, carex1",9.5,4,402,35,35,17,4,16,35,18,0,na,0.05,0.02,0,na,0.05,0.1,0.05,0.3,0,na,0,na,0.05,0.2,0.05,0.1,1,0.1,10,86,1,0.05,0.05,0,2,0,0.05,1,0,,0,,,,,,,most bare ground is ant hills,
InyoNF,springsfire,2020,Springs39,"km, ag, pm",postfire,1yr,yes,1,5,15,LL,LL,"PIJE, PICO, elyeli",2.1,13,411,26,25,17,5,13,25,18,0,na,0.05,0.03,0.05,0.2,0.05,0.3,2,0.5,0,na,0.05,0.6,0.05,0.3,0.05,0.15,2,0.1,20,69.5,0.05,0.05,0.05,0,10,0,0.05,0.5,0,,0,,,,,,,,
InyoNF,springsfire,2020,Springs40,"km, ag, pm",postfire,1yr,yes,2,5,300,LL,LL,"PICO, PIJE, PURTRI",5,14,415,36,27,4,2,6,27,5,0,na,0,na,0,na,8,0.55,12,0.5,0,na,8,0.6,8,0.5,0.05,0.15,1,0.1,25,71.5,0.05,1,0.05,0,2,0,0.05,0.5,0,,0,,,,,,,,
InyoNF,springsfire,2020,Springs41,"vs, mm",prefire,NA,no,0,3,290,LL,LL,"PIJE, putr, ARTR",9,33,2351,29,38,17,0,na,38,17,0,na,0,na,0,na,27,1,0,na,0,na,27,1,1,0.5,0.05,0.1,0.05,0.2,10,66,0,0,3,0,20,0,0,1,0,,0,,,,,,,lots of anthills,
InyoNF,springsfire,2020,Springs42,"km, ag, pm",prefire,NA,no,0,5,320,LL,LL,"PIJE, PURTRI, ARTR",5,86,1401,65,25,15,0,na,22,15,0,na,0.05,0.6,0,na,40,0.6,0.05,0.2,0,na,40,0.6,40,0.5,0.05,0.06,0.05,0.1,2,95.25,0,0.75,0.5,0,0.5,0,0,1,0,,0,,,,,,,no burn light grazing,
InyoNF,springsfire,2020,Springs43,"vs, mm",prefire,NA,no,0,5,290,LL,LL,"PIJE, putr, ARTR",4.5,20,2359,66,36,6,0,na,35,6,1,2.2,0.05,0.4,0,na,44,0.7,2,0.2,0,na,41,0.7,44,0.5,0.05,0.1,1,0.1,21,45.5,0,0,2,0,30,0,0,1.5,0,,0,,,,,,,lots of anthills,
InyoNF,springsfire,2020,Springs44,"km, ag, pm",prefire,NA,no,0,10,152,LL,LL,"PIJE, PURTRI, ARTR",6,26,1405,60,43,16,2,12.9,43,16,0,na,0.05,0.1,0,na,15,0.65,0.05,0.2,0,na,12,0.65,15,0.5,0.05,0.1,0.05,0.1,0.05,98.5,0,0.05,0.5,0,0.05,0,0,1,0,,0,,,,,,,no burn light grazing,
InyoNF,springsfire,2020,Springs45,"km, ag, pm",prefire,NA,no,0,2,308,LL,LL,"PIJE, PICO, PURTRI",4.3,64,1415,78,18,16,0,na,18,16,0.05,1.8,0.05,0.5,0.05,0.3,60,0.6,1,0.6,0,na,60,0.6,60,0.5,0.05,0.05,1,0.1,20,77.25,0,0.05,1,0,1,0,0,0.75,0,,0,,,,,,,no burn light grazing,
InyoNF,springsfire,2020,Springs46,"vs, mm",prefire,NA,no,0,3,280,LL,LL,"PIJE, PICO, PURTRI",7,27,2377,61,42,20,0,na,42,20,0.05,2,0.05,0.1,21,0.6,21,0.6,1,0.6,0,na,20,0.6,21,0.5,0.05,0.1,7,0.1,7,77,0.05,1,4,0,10,0,0,1,0,,0,,,,,,,,
InyoNF,springsfire,2020,Springs47,"vs, mm",prefire,NA,no,0,1,240,LL,LL,"PIJE, PURTRI, ARTR",5,27,1435,35,35,15,0,na,35,15,0,na,0.05,0.5,41,0.7,41,0.7,5,0.3,0,na,37,0.7,41,0.5,0.05,0.1,2,0.1,2,69,0.05,5,20,0,3,0,0,1,0,,0,,,,,,,,
InyoNF,springsfire,2020,Springs48,"vs, mm",prefire,NA,no,0,4,329,CC,CC,"PIJE, PURTRI, ARTR",10,74,2374,47,20,17.8,0,na,20,17.8,0,na,0.05,0.1,30,0.7,30,0.7,0.05,0.5,0,na,27,0.7,30,0.5,0.05,0.1,5,0.1,2,87,0.05,5,2,0,3,0,0,1,0,,0,,,,,,,,
InyoNF,springsfire,2020,Springs49,"km, ag, pm",prefire,NA,no,0,7,300,LL,LL,"PIJE, PURTRI, ARTR",2.8,38,1419,65,60,16.6,0,na,60,16.6,0.05,2,0.05,0.2,0,na,10,0.7,0.05,0.1,0,na,7,0.7,10,0.5,0.05,0.025,0.05,0.1,0.05,95,0,1,3,0,0.05,0,0,1,0,,0,,,,,,,no recent burn but bole char on trees ,
InyoNF,springsfire,2020,Springs50,"km, ag, pm",prefire,NA,no,0,5,177,LL,LL,"PIJE, PURTRI, ARTR",8.7,113,1425,57,30,17,0,na,30,17,0,na,0.05,0.2,0,na,22,0.6,0.05,0.2,0,na,15,0.6,22,0.5,0.05,0.025,5,0.2,4,90.75,0,1,3,0,0.5,0,0,0.75,0,,0,,,,,,,,
InyoNF,springsfire,2020,Springs51,"km, ag, pm",prefire,NA,no,0,4,288,LL,LL,"PIJE, PURTRI, ARTR",9,,1429,73,65,17.5,0,na,65,17.5,0.05,1.8,0.05,0.1,0,na,8,0.5,0.05,0.15,0,na,5,0.6,8,0.4,0.05,0.025,0.5,0.1,1,88.5,0,0.5,9,0,0.05,0,0,1,0,,0,,,,,,,,
TNC,frenchmeadows,2019,fm1001,rh.ms.nr.ag,prefire,NA,no,0,16,301,LL,LL,"pila,abco,abma",11.2,91,84,50,30,25,1,20,30,25,0.05,3,0.05,0.02,0,x,20,0.4,0.05,0.6,0,x,0.05,1,20,0.3,0.05,0.3,0.05,0.7,0.05,94.5,0,4,0.05,0,0.05,0.05,0,1.5,0,,0,,,,,,,,
TNC,frenchmeadows,2019,fm10010,rh.ms.nr.ag,prefire,NA,no,0,18,317,LL,LL,"abco, cade, pila",7,1,93,55,50,15,0.05,2,50,15,0.05,3,0.05,0.02,0,x,10,0.25,0,x,0.05,2,0.05,1.4,10,0.3,1,0.2,0.05,0.6,0.05,96,0,2,0.05,0,0.05,0.05,0,2,0,,0,,,,,,,,
TNC,frenchmeadows,2019,fm10011,rh.ms.nr.ag,prefire,NA,no,0,17,11,LL,LL,"abco, cade, conu",10.3,4,94,80,70,10,3,22,55,10,30,3,5,0.1,0,x,25,0.3,0,x,3,2.2,15,1.8,15,0.3,2,0.1,0.5,0.5,1,95.5,0,1.5,0.05,0,0.05,0.05,0,2,0.05,,0,,,,,,,,
TNC,frenchmeadows,2019,fm10012,rh.ms.nr.ag,prefire,NA,no,0,26,330,LL,LL,"abco,conu,cade",0.3,1,95,70,40,15,0.05,11,40,8,1,2,3,0.1,0,x,2,1,0,x,0.05,2.3,0.05,1,0.05,0.1,7,0.2,0.05,0.1,0.05,93,0,4,0.05,0,0.05,0.05,0,3,0,,0,,,,,,,old skid road running through E side of plot,
TNC,frenchmeadows,2019,fm10013,rh.ms.nr.ag,prefire,NA,no,0,21,307,LL,LL,"pipo, cade, abco",9.2,74,96,95,35,11,0,x,33,10,2,1.5,0.05,0.02,0,x,75,1,0.05,0.4,0.05,2,60,0.6,75,0.2,1,0.2,0.05,0.5,0.05,98,0,0.05,t4,0,0.05,0.05,0,1,0,,0,,,,,,,,
TNC,frenchmeadows,2019,fm10014,rh.ms.nr.ag,prefire,NA,no,0,15,271,LL,LL,"abco, abma, cade",11,30,97,70,70,25,0.05,7.5,70,10,0.05,1.4,0.05,0.2,0,x,6,0.3,0,x,0,x,3,0.5,2,0.1,1,0.2,0,x,0.05,92,0,6,0.05,0,0.05,0.05,0,2,0,,0,,,,,,,,
TNC,frenchmeadows,2019,fm10015,rh.ms.nr.ag,prefire,NA,no,0,38,4,LL,LL,"abco, pila, cade",8,4,98,55,55,5,0.05,7,45,22,2,2,0.05,0.2,0,x,5,0.3,0,x,0,x,1,0.5,4,0.3,1,0.2,0.05,0.1,1,93,0,4,0.05,0,0.05,0.05,0,2,0,,0,,,,,,,,
TNC,frenchmeadows,2019,fm1002,rh.ms.nr.ag,prefire,NA,no,0,27,330,LL,LL,"abma, abco, conu",3.69,8,85,80,70,15,0.05,9,70,15,3,6,3,0.3,0,x,1,0.5,0,x,0,x,0.5,1,1,0.4,0.05,0.4,0.05,0.3,0.05,95,0,2,0.05,0,0.05,0.05,0,3,0,,0,,,,,,,,
TNC,frenchmeadows,2019,fm1003,rh.ms.nr.ag,prefire,NA,no,0,12,313,CC,CC,"abco, abma, cade",7.3,2,86,75,60,9,0,x,60,9,1,5,0.05,0.3,0,x,6,1,0,x,0,x,5,1,5,0.4,2,0.3,0.05,0.4,0.05,95.5,0,2.5,0.05,0,0.05,0.05,0,2,0,,0,,,,,,,,
TNC,frenchmeadows,2019,fm1004,rh.ms.nr.ag,prefire,NA,no,0,36,278,LL,LL,"abco, pila, cade",4,24,87,70,40,12.3,2,30,40,20,0.05,3,0.05,0.02,0,x,15,0.3,0,x,0.05,2.2,5,0.6,15,0.3,1,0.2,1,0.3,0.05,97,0,1,0.05,0,0.05,1,0,1,0,,0,,,,,,,,
TNC,frenchmeadows,2019,fm1005,rh.ms.nr.ag,prefire,NA,no,0,24,298,LL,LL,"cade,abco, pila",11,74,88,70,60,10,0.05,1.5,60,10,4,5,0.05,0.5,0,x,5,0.3,0,x,0,x,1,1,5,0.2,5,0.4,0.05,0.2,0.05,96.5,0,2,0.05,0,0.05,0.05,0,1.5,0,,0,,,,,,,,
TNC,frenchmeadows,2019,fm1006,rh.ms.nr.ag,prefire,NA,no,0,12,342,LL,LL,"abco, cade, pila",4.7,10,89,70,42,12,2,10,42,17,0.05,2.7,0.05,0.01,0,x,10,0.2,0,x,0,x,0,x,10,0.2,3,0.3,0.05,0.1,0.05,88,0,10,0.05,0,0.05,0.05,0,2,0,,0,,,,,,,,
TNC,frenchmeadows,2019,fm1007,rh.ms.nr.ag,prefire,NA,no,0,11,328,UN,LL,"abco, cade, pila",5,3,90,80,73,20,1,6,73,20,0.05,1.6,0.05,0.01,0,x,2,0.1,0,x,0,x,0,x,2,0.1,14,0.2,0.05,0.1,0.05,92,0,6,0.05,0,0.05,0.05,0,2,0,,0,,,,,,,,
TNC,frenchmeadows,2019,fm1008,rh.ms.nr.ag,prefire,NA,no,0,25,340,LL,LL,"abco,pila,conu",9.2,31,91,90,80,8,0,x,60,8,25,3,5,0.5,0,x,22,0.3,0,x,tt,2.5,1,1.4,22,0.6,2,0.2,0.05,0.1,0.05,95,0,2,0.05,0,0.05,0.05,0,3,0,,0,,,,,,,,
TNC,frenchmeadows,2019,fm1009,rh.ms.nr.ag,prefire,NA,no,0,17,350,LL,LL,"abco,pila,conu",7.2,3,92,85,50,7,0.05,6.5,35,7,30,3,1,0.3,0,x,35,1.2,0.05,0.5,15,1.9,30,1,35,0.3,4,0.3,0.05,0.2,0.05,95,0,3,0.05,0,0.05,0.05,0,2,0,,0,,,,,,,,
TNC,frenchmeadows,2019,fm1901,rh.ms.nr.ag,prefire,NA,no,0,23,132,LL,LL,"abco,cade,abma",9.6,13,77,55,50,13,0.05,21,50,13,0.05,1.25,0.05,0.09,0,x,5,0.7,0,x,0,x,3,0.7,2,0.15,0.05,0.1,0.05,0.1,0.05,92,0,5,0.05,0,0.05,1.5,0,1.5,0,,0,,,,,,,,
TNC,frenchmeadows,2019,fm1902,rh.ms.nr.ag,prefire,NA,no,0,34,69,LL,LL,"abco,cade,abma",6.4,14,78,70,45,11,0.05,3,45,11,1,4,0.05,0.02,0,x,20,0.3,0,x,0,x,0.05,0.5,20,0.3,0.05,0.1,0.05,0.4,0.05,94,0,4,0.05,0,0.05,0.05,0,2,0,,0,,,,,,,,
TNC,frenchmeadows,2019,fm1903,rh.ms.nr.ag,prefire,NA,no,0,27,70,LL,LL,"abma, abco,cade",6,24,79,45,43,15,0.05,10,43,15,0.05,2,0.05,0.02,0,x,5,0.3,0,x,0,x,0,x,5,0.3,0.05,0.1,0.05,0.3,0,77,0,20,0.05,0,0.05,0,0.05,3,0,,0,,,,,,,,
TNC,frenchmeadows,2019,fm1904,rh.ms.nr.ag,prefire,NA,no,0,30,240,LL,LL,"abco,cade,pije",9,38,80,70,70,15,0.05,4,70,15,0.05,3,0.05,0.02,0,x,0.05,0.2,0,x,0,x,0,x,0.05,0.2,0.05,0.2,0,x,0.05,93,0,4,0.05,0,0.05,0,0,3,0,,0,,,,,,,,
TNC,frenchmeadows,2019,fm1905,rh.ms.nr.ag,prefire,NA,no,0,32,150,LL,LL,"abco, abma, cade",8,14,81,65,65,19,0.05,6,65,19,0.05,3,0.05,0.02,0,x,0.05,0.3,0,x,0,x,0,x,0.05,0.3,0.05,0.1,0.05,0.3,0.05,96,0,1,0.05,0,0.05,1,0,2,0,,0,,,,,,,tons of Caterpillar  frass!!,
TNC,frenchmeadows,2019,fm1906,nr ag ms rh,prefire,NA,no,0,36,89,LL,LL,"pije,abco,qmba",7,110,82,60,7,15,0.05,5,7,15,0.05,1.5,0.05,7,0,x,45,0.6,0.05,0.2,0,x,10,0.6,45,0.4,2,0.35,0.05,0.2,0,69,0,0.05,0.05,10,20,0.05,0,1,0,,0,,,,,,,no cade nearest regen was found,
TNC,frenchmeadows,2019,fm1907,rh.ms.nr.ag,prefire,NA,no,0,50,70,LL,LL,"abma,pimo,quva",8,72,83,65,23,7.9,0.05,9,22,7.9,1,3,2,1,0,x,40,0.5,0,x,0,x,10,0.6,40,0.3,0.05,0.4,0.05,0.3,0.05,95,0,3,0.05,0.05,1,0.05,0,1,0,,0,,,,,,,,
