Jurisdiction,site,year,plotid,obs,pre_post_fire,postTime,burn_y/n,FireSeverity,slope_percent,aspect_degree,Horz_Shape,Ver_Shape,ExistingVeg,WTreeDistance_m1,WTreeAzimuth_deg1,WTreeTagNo1,TOT_VEG_percent,TOT_all_percent,TOT_HT_m,DT_all_percent,DT_HT_m,TOV_percent,TOV_HT_m,TSA_percent,TSA_HT_m,TSE_percent,TSE_HT_m,0.05E_percent,0.05E_HT_m,TOS_percent,TOS_HT_m,DS_percent,DS_HT_m,ST_percent,ST_HT_m,SM_percent,SM_HT_m,SL_percent,SL_HT_m,TOF_percent,TOF_HT_m,TOG_percent,TOG_HT_m,BARESOIL,LITTER,BlackLitter,CWD,CONES,Boulder/Bedrock,SMROCK,ROCK,ASH,BASALVEG,CRYPTOGRAMS,STUMPS,RD,TOT_Black_percent,PRE % SHRUB COVER,% SHRUB TORCHED,% SHRUB SCORCHED,% SHRUB UNBURNED,History,NOTES,
ModocNF,Modoc,2020,Modoc13,"km, vs, mm",prefire,NA,no,0,4,25,LL,LL,"abco, pipo, moss",9,14,91,27,25,27,0.05,5,30,27,0.05,1.5,0.05,0.1,0,na,0.05,0.3,0.05,0.4,0,na,0.05,1.3,0.05,0.3,0.05,0.2,0.05,0.6,0.05,98,0,0.05,0.05,0,0.05,0,0.05,1,1,,0,,,,,,,,
ModocNF,Modoc,2020,Modoc15,"km, vs, pm",prefire,NA,no,0,3,89,CC,LL,"pipo, abco, lathyrus",2.2,75,399,68,9,19,0,na,9,19,0,na,0.05,0.1,3,0.5,4,0.7,1,0.6,0,na,3,0.7,4,0.1,21,0.1,6,0.7,0.05,98.5,0,0.05,0.05,0.05,0.05,0.05,0.05,1.5,0.05,,0,,,,,,,TRE count as shrub resprout,
ModocNF,Modoc,2020,Modoc17,"km, vs, pm",prefire,NA,no,0,7,6,LL,CC,"pipo, cade, ceve",1,25,2405,38,24,8,0,na,24,8,0,na,0.05,0.1,7,0.5,17,0.5,2,0.5,0.05,1.9,15,0.55,17,0.1,11,0.1,4,0.6,0.05,98.5,0,0.05,0.05,0.05,0.05,0,0.05,1.5,0.05,,0,,,,,,,TRE count as shrub resprout,
ModocNF,Modoc,2020,Modoc19,"km, vs, pm",prefire,NA,no,0,10,91,CC,LL,"pipo, cade, abco",3.1,20,2410,46,45,15,0,na,45,15,0,na,0.05,0.1,4,0.5,4,0.7,0.05,0.6,0,na,4,0.7,0.05,0.1,3,0.1,0.05,0.5,0.05,74,0,0,0.05,25,0.05,0,0.05,1,0.05,,0,,,,,,,,
ModocNF,Modoc,2020,Modoc21,"km, vs, pm",prefire,NA,no,0,0,0,UN,UN,"pipo, abco, cepr",9.6,170,2423,40,17,24,0.05,18.8,17,24,0,na,0.05,0.1,0.05,na,6,0.5,0.05,0.5,0,na,0.05,0.55,6,0.1,19,0.1,1,0.2,0.05,96.5,0,2.5,0.05,0,0.05,0,0.05,1,0.05,,0,,,,,,,,
ModocNF,Modoc,2020,Modoc23,"mm, vs ",prefire,NA,no,0,2,38,UN,CC,"abco, cade, pipo",9,16,2335,65,38,23,0,na,38,23,0,na,0.05,0.1,20,0.8,25,0.8,0.05,0.5,0,na,21,0.8,25,0.1,8,0.1,2,0.4,7.5,90,0,0.05,1,0.05,0.05,0,0.05,1.5,0.05,,0,,,,,,,,
ModocNF,Modoc,2020,Modoc25,"mm, vs ",prefire,NA,no,0,4,155,CC,CC,"pipo, cade, abco",11,5,2340,53,44,,0,na,44,,1,0.2,0,na,0,na,6,0.2,0.05,0.2,0,na,0.05,0.2,6,0.2,3,0.2,0.05,0.5,0,94,0,0.05,2,0,0,3,0,1,0.05,,0,,,,,,,,
ModocNF,Modoc,2020,Modoc27,"mm, vs ",prefire,NA,no,0,2,195,CC,LL,"pipo, cade, abco",3.2,24,2346,29,18,16,0,na,18,16,na,na,0.05,0.1,0,na,8,0.2,0.05,0.4,0,na,0,na,8,0.2,3,0.2,0.05,0.4,0,94,0,0,2,0,0,3,0,1,0.05,,0,,,,,,,,
ModocNF,Modoc,2020,Modoc02,"ag, pm, km",prefire,NA,no,0,4,280,LL,LL,"abco, pije, cade",5.5,13,301,75,75,6,0.05,8,75,6,15,,0.05,,0,na,0.05,0.4,0,na,0,na,0,na,0.05,0.4,1,0.2,0.05,0.3,0.05,98,0,1,0.05,0,0.05,0.05,0,1,0.05,,0,,,,,,,declination 14.5 changed!!,
ModocNF,Modoc,2020,Modoc04,"ag, pm, km",prefire,NA,no,0,2,128,LL,LL,"pipo, abco, cade",2.29,28,341,30,30,29,0.05,2,30,29,0.05,4,0.05,0.1,0,na,1,0.6,0.05,0.5,0,na,0.05,0.6,1,0.1,0.05,0.4,0.05,0.2,0.05,96.75,0,1.5,0.75,0,0.05,0,0,1,0.05,,0,,,,,,,black bear babe :),
ModocNF,Modoc,2020,Modoc06,"ag, jw, mm",prefire,NA,no,0,5,28,LL,LL,"pipo, abco, cade",7,7,52,65,65,37,0,na,65,37,0.05,2,0.05,0.05,0,na,0.05,0.5,0,na,0,na,0.05,0.6,0.05,0.5,0.05,,0.05,,0,97.25,0,1.5,0.5,0,0.05,0.05,0,0.75,0.05,,0,,,,,,,,
ModocNF,Modoc,2020,Modoc07,"ag, mm",prefire,NA,no,0,5,64,LL,LL,"pipo, cade, abco",2,2,59,32,30,25,0,na,30,25,0,na,0.05,,0,na,2,0.2,0.05,0.3,0,na,0.05,0.7,2,0.3,0.05,0.02,0.05,0.2,0.05,90.5,0,2,0.05,5,0.05,2,0,0.5,0.05,,0,,,,,,masticated,lots o grazing,
ModocNF,Modoc,2020,Modoc08,"ag, mm",prefire,NA,no,0,9,318,LL,LL,"pipo, abco, cade",4,83,69,20,20,22,0,na,20,22,2,3,0.05,0.5,0,na,2,0.25,7,0.4,0,na,0.05,0.6,2,0.25,1,0.1,1,0.1,3,93,0,0.5,0.05,0.05,0.05,3,0,0.5,0.05,,0,,,,,,masticated,,
ModocNF,Modoc,2020,Modoc10,"ag, pm",prefire,NA,no,0,2,342,LL,LL,"abco, cade, pipo",9,101,382,26,7,24,20,22,7,24,0,na,3,0.05,0.05,0.2,2,0.025,0,na,0,na,0,na,2,0.025,6,0.3,10,0.6,4.5,93,0,0.05,0.05,0,0.05,1.5,0.05,1,0.05,,0,,,,,,2018 burn,grazing lots og deer poop,
ModocNF,Modoc,2020,Modoc12,"ag, pm",prefire,NA,no,0,1,243,LL,LL,"abco, pipo, cade",7.5,9,384,50,40,24,0.05,6.9,40,24,0,na,1,0.05,0.05,0.05,1,0.025,0.5,0.6,0,na,0,na,1,0.025,2,0.05,9,1,0.05,96.25,0,3,0.05,0,0.05,0,0.05,0.75,0.05,,0,,,,,,2018 burn,grazing,
ModocNF,Modoc,2020,Modoc14,"ag, pm",prefire,NA,no,0,0,na,LL,LL,"abco, pipo, cade",3.9,24,391,50,50,34,0.05,8,50,34,1,3,0.05,0.05,0.05,0.05,0.05,0.4,0.05,0.6,0,na,0.05,0.55,0.05,0.4,4,0.15,4,0.7,0.05,98.5,0,0.05,0.05,0,0.05,0,0,1.5,0.05,,0,,,,,,2018 burn,,
ModocNF,Modoc,2020,Modoc16,"ag, mm",prefire,NA,no,0,8,225,LL,LL,"pipo, cade, ceve",8,18,2315,65,10,21,0,na,10,21,0,na,0.05,0.01,5,0.4,25,0.7,20,0.6,0,na,22,0.7,25,0.7,5,0.1,19,0.5,0.5,95.5,0,0.05,0.05,1,0.05,3,0.05,0.05,0.05,,0,,,,,,2 prior burn,,
ModocNF,Modoc,2020,Modoc18,"ag, mm",prefire,NA,no,0,18,70,LL,LL,"cade, pipo, cepr",3,10,2318,70,40,18,1,41,40,17,0,na,0.05,na,1,0.2,14,0.1,7,0.7,0,na,1,0.6,14,0.1,1,0.1,13,1.3,0.05,79.5,0,0.05,0.05,0.5,0.05,19,0.05,1,0.05,,0,,,,,,2 prior burn,,
ModocNF,Modoc,2020,Modoc20,"ag, mm",prefire,NA,no,0,6,54,LL,UN,"cade, pipo, cepr",8,60,2325,75,38,16,0.05,na,38,16,0.05,1.9,0.05,0.05,0.05,0.2,40,0.5,2,0.5,0,na,11.5,0.7,40,0.1,2,0.2,5,0.7,1,79,0,0.05,0.05,4,0.05,16,0.05,0.05,0.05,,0,,,,,,2 prior burn,,
ModocNF,Modoc,2020,Modoc22,"ag, mm",prefire,NA,no,0,0,na,LL,LL,"pipo, abco, cepr",6.9,48,2332,30,19,14,0.05,2,19,14,0,na,0.05,0.02,0.05,0.3,3,0.01,1.5,0.4,0,na,1,0.55,3,0.01,5,0.15,3,0.6,0.05,99.75,0,0.05,0.05,0,0.05,0,0.05,0.25,0.05,,0,,,,,,2018 burn,,
ModocNF,Modoc,2020,Modoc24,"km, ag, pm",prefire,NA,no,0,11,52,LL,LL,"pipo, abco, cade",9,18,2429,40,35,24,0,na,35,24,0,na,0.05,0.02,0.05,0.5,0.05,0.5,7,0.7,0,na,0,na,0.05,0.5,1,0.05,4,0.3,0.05,94,0,1,0.05,0.05,0.05,4,0.05,1,0.05,,0,,,,,,2 prior burn,grazing plus deer poop,
ModocNF,Modoc,2020,Modoc26,"km, ag, pm",prefire,NA,no,0,9,75,LL,CC,"abco, pipo, cade",6.75,104,2347,33,30,8,0.05,6,30,8,0.05,5,0.05,0.01,0.05,0.1,2,0.01,0.05,0.4,0,na,0.5,0.7,2,0.01,1,0.1,0.05,0.5,5,91.5,0,1.5,0.05,0,0.05,1,0,1,0.05,,0,,,,,,mastication. plot on partial skid rd,,
ModocNF,Modoc,2020,Modoc28,"km, ag, pm",prefire,NA,no,0,6,293,UN,LL,"cade, cepr, phldif",8,123,2348,13,3,10,0,na,3,10,0,na,0.05,0.01,5,0.3,10,0.1,8,0.3,0,na,0.05,0.9,10,0.1,0.05,0.05,0.05,0.1,2,83,0,0.05,0.05,15,0.05,0,0,0.05,0.05,,0,,,,,,,,
EID,slypark ,2019,hcp1,ag.nr.ms.rh,prefire,NA,no,0,29,313,LL,LL,"cade,abco,psme",3.8,15,7,70,62,27,0.05,17,59,27,1,1,0,0,,,0.05,0.2,0,0,0,0,0,0,0.05,0.2,1,0.5,0.05,0.75,0.05,95.5,0,3,0.05,0,0,0,0,1.5,0,,0,,,,,,,,
EID,slypark,2019,hcp10,ag.nr.ms.rh,prefire,NA,no,0,26,179,LL,LL,"pipo,cade,psme",3.3,14,59,85,85,27,0,0,65,27,0,,0.05,0.09,0.05,0.5,0.05,0.3,0,0,0,0,0,0,0.05,0.2,27,0.25,0.05,0.4,0.05,99,0,0,0.05,0,0.05,0,0,1,0,,0,,,,,,,,
EID,slypark,2019,hcp11,ag.nr.ms.rh,prefire,NA,no,0,42,186,LL,LL,"psme,quke,cade",6.3,30,68,90,60,40,0,0,60,40,0,0,0.05,0.08,0.05,0.1,0.05,0.3,0,0,0,0,0.05,0.5,0.05,0.3,25,0.25,2,0.4,1,98,0,0.05,0.05,0,0.05,0.05,0,1,0,,0,,,,,,,,
EID,slypark ,2019,hcp2,ag.nr.ms.rh,prefire,NA,no,0,19,249,LL,LL,"cade,abco, psme",2.6,74,17,40,40,23,0.05,9,40,50,1.5,0.2,0,0,,,0.05,0.2,0,0,0,0,0,0,0.05,0.2,1,0.1,0.05,0.5,0.05,96,0,3,0.05,0,0.05,0,0,0.05,0,,0,,,,,,heavy mastication,,
EID,slypark,2019,hcp3,nr.ag.rh.ms,prefire,NA,no,0,14,244,LL,LL,"pipo,psme,cade",9,4,23,70,65,29,0,0,65,29,0,0,1,0.56,0,0,0,0,0,0,0,0,0,0,0,0,5,0.8,0.05,0.3,0,97,0,1,0.05,0,0,0,0,2,0,,0,,,,,,,,
EID,slypark,2019,hcp4,nr.rh.ms,prefire,NA,no,0,14,194,LL,LL,"psme,pipo,cade",8.9,98,33,55,52,24,0,0,52,24,0,0,0.05,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.13,0.05,1,0,98,0,0.05,0.05,0,0,0,0,2,0,,0,,,,,,piles to burn on sw quad on plot and w of plot,,
EID,slypark,2019,hcp5,nr.ag.rh.ms,prefire,NA,no,0,17,219,UN,CV,"pipo,quke,chfo",9.5,32,SPI0 no tag,75,15,15,0,0,15,15,0.05,1.4,0.05,0.7,0,0,4,0.5,0.05,0.1,0,0,2,0.5,2,0.25,55,0.2,2,1,1,97,0,0,0.05,0,0.05,0,0,2,0,,0,,,,,,,,
EID,slypark,2019,hcp6,nr.ag.rh.ms,prefire,NA,no,0,32,199,LL,UN,"pipo,psme,cein",9.3,27,SPI0 no tag,75,40,23,0,0,40,23,0.05,2,0.05,0.3,1,1.5,25,1,0,0,0.05,2.2,17,1.2,25,0.4,30,0.3,1,1,0.05,98,0,0.05,0.05,0,0.05,0,0,1,0,,0,,,,,,,,
EID,slypark ,2019,hcp7,ag.nr.ms.rh,prefire,NA,no,0,16,298,LL,UN,"pipo, cade, quke",9,11,SPI0no tag,70,35,18,0,0,35,30,0.05,0.5,0.05,0.08,0,0,1,0.75,0,0,0,0,0.05,0.5,1,0.3,55,0.2,,0.05,0.05,98,0,0,0.05,0,0.05,0.05,0,1,0,,0,,,,,,edge of summit and shoulder,,
EID,slypark ,2019,hcp8,ag.nr.ms.rh,prefire,NA,no,0,0,0,CC,CC,"pipo,quke,chfo",10,53,SPI0no tag,90,30,19,0,0,30,34,0,0,0.05,0.08,0,0,0.05,0.3,0,0,0,0,0,0,0.05,0.3,80,0.25,0.05,0.7,0.05,99,0,0.05,0.05,0,0.05,0,0,0.05,0,,0,,,,,,at summit energy healing arrowhead,,
EID,slypark,2019,hcp9,ag.nr.ms.rh,prefire,NA,no,0,16,300,LL,LL,"quke,cade,pipo",6,17,47,92,75,20,0,0,75,20,0,0,0.05,0.05,0,0,0.05,0.2,0,0,0,0,0,0,0.05,0.2,35,0.13,0.05,0.6,0.05,97.5,0,1.5,0.05,0,0.05,0.05,0,1,0,,0,,,,,,,,
SPI,slypark,2019,spi1,rh.ag,prefire,NA,no,0,0,0,LL,LL,"pipo,cade,psme",5.7,16,SPI0no tag,70,70,17,0,0,68,17,0.05,5,2,0.6,0.05,0.1,0.05,0.2,0,0,0,0,0,0,0.05,0.2,0.05,0.05,0.05,0.1,15,83,0,0.05,0.05,0,0.05,0.05,0.05,2,0,,0,,,,,,"pile burning with charred piles, bare soil mostly handlines by piles",,
SPI,slypark,2019,spi10,nr.ag.rh.ms,prefire,NA,no,0,19,246,LL,UN,"pipo, cade, quke",8.6,44,SPI0no tag,90,75,20,0,0,75,20,15,2.5,1,0.8,0,0,0.05,0.3,0,0,0,0,0.05,0.6,0.05,0.3,40,0.5,0.05,0.7,0,97,0,1,0.05,0,0.05,0,0,2,0,,0,,,,,,,,
SPI,slypark,2019,spi11,nr.ag.rh.ms,prefire,NA,no,0,20,192,LL,LL,"pipo, cade, quke",8.8,36,SPI0no tag,90,70,18,0.05,9,70,18,0.05,2.3,2,1.3,0,0,0.05,0.3,0,0,0,0,0,0,0.05,0.3,35,0.3,4,0.5,0.05,97,0,0.05,0.05,0,0.05,0,0,3,0,,0,,,,,,,,
SPI,slypark,2019,spi2,rh.ag.nr,prefire,NA,no,0,20,240,LL,UN,"pipo, psme, cade",4.68,9,SPI0no tag,80,80,21,0,0,80,21,0,0,0.05,0.25,0.05,0.2,0.05,0.2,0,0,0,0,0,0,0.05,0.2,0.05,0.075,0.05,0.6,0.05,97.5,0,1,0.05,0,0.05,0,0,1.5,0,,0,,,,,,skid tracks make divits in verticle shape,,
SPI,slypark,2019,spi3,rh.ag.nr,prefire,NA,no,0,0,0,LL,LL,"pipo,cade,quke",1,134,SPI0no tag,25,22,27.5,0,0,22,27.5,0,0,2,0.7,0.05,0.3,0.05,0.1,0,0,0,0,0,0,0.05,0.1,1,0.3,0.05,0.8,2,97,0,0.05,0.05,0,0.05,0,0,1,0,,0,,,,,,,,
SPI,slypark,2019,spi4,rh.nr.ag,prefire,NA,no,0,12,292,LL,LL,"pipo,psme,cade",9,43,SPI0no tag,10,10,23,0,0,10,23,0.05,1.4,0.05,0.11,0.05,0.5,0.05,0.2,0,0,0,0,0,0,0.05,0.2,0.05,0.2,0.05,0.4,20,78,0,2,0.05,0,0.05,0,0,0.05,0,,0,,,,,,mastication,,
SPI,slypark,2019,spi5,nr.ag.rh.,prefire,NA,no,0,10,251,LL,LL,"cade,psme,pipo",9,92,SPI0 no tag,35,34,20,0,0,34,20,0.05,1.4,1,0.6,0.05,0.7,0.05,0.2,0,0,0,0,0,0,0.05,0.5,0.05,0.2,0.05,0.6,1,98,0,1,0.05,0,0.05,0,0,0.05,0,,0,,,,,,mastication,,
SPI,slypark,2019,spi6,rh.nr.ag,prefire,NA,no,0,30,296,LL,LL,"cade,psme,abco",3.5,139,SPI0no tag,60,45,30,0.05,9,45,30,0.05,2,0.05,0.4,0,0,25,0.4,0,0,0.05,1.9,2,0.6,25,0.4,0.05,0.2,0.05,0.5,1,97,0,1,0.05,0,0.05,0,0,1,0,,0,,,,,,mastication,,
SPI,slypark,2019,spi7,rh.nr.ag,prefire,NA,no,0,13,278,LL,LL,"pipo, cade,psme",10.2,57,SPI0no tag,85,70,20,0,0,70,20,0.05,2.5,0.05,0.95,0.05,0.8,0.05,0.5,0,0,0,0,0.05,0.5,0.05,0.3,40,0.3,0.05,0.5,0,96,0,3,0.05,0,0.05,0,0,1,0,,0,,,,,,top of shoulder,,
SPI,slypark,2019,spi8,nr.ag.rh.ms,prefire,NA,no,0,13,280,LL,LL,"pipo,abco,cade",6.4,13,SPI0 no tag,90,60,15,0,0,60,15,1,1.8,0.05,0.5,0,0,0.05,0.4,0,0,0,0,0.05,0.5,0.05,0.3,45,0.3,0.05,0.6,0,97,0,1,0.05,0,0.05,0.05,0,2,0,,0,,,,,,,,
SPI,slypark,2019,spi9,nr.ag.rh.ms,prefire,NA,no,0,14,218,LL,LL,"pipo,abco,quke",7.7,32,SPI0no tag,97,60,19,0,0,60,19,0.05,2.5,0.05,0.2,0,0,0.05,0.4,0,0,0,0,0.05,0.5,0.05,0.4,90,0.4,0.05,0.6,0,98,0,0.05,0.05,0,0.05,0.05,0,2,0,,0,,,,,,,,
SaveTheRedwoods,calaveras,2020,BigTrees22,"ag, pm, km, lh",prefire,NA,no,0,8,124,LL,LL,"PILA, ABCO, CADE",6,44,ABCO,90,50,30,0.05,28.5,2,48,2,1.7,13,0.5,0,na,85,2.3,0,na,75,2.3,85,1.7,85,0.5,0.05,0.4,0,na,0,70.5,0,25,.5 PILA,0,0,0,0,4,0.05,0,0,,,,,,,,
SaveTheRedwoods,calaveras,2020,BigTrees24,"ag, pm, km, lh",prefire,NA,no,0,6,144,LL,LL,"SEGI, ABCO, CONU",8,178,SEGI,100,35,21.25,1,26.8,35,19.3,0.05,1.8,5,0.6,0,na,90,2,0,na,50,2,85,1.6,85,0.5,0.05,0.1,0,na,0,77.5,0.05,20,0.05 PILA,0,0,0,0,2,0.05,0.5,0,,,,,,burnt logs,,
SaveTheRedwoods,calaveras,2020,BigTrees36,"ag, pm, km, lh",prefire,NA,no,0,11,180,LL,LL,"CADE, ABCO, CONU",9,16,ABCO,99,60.5,17,1,4,46,30,1.5,2,13,1,0,na,80,2,0,na,65,2,85,1.8,85,0.5,0.5,0.1,0,na,0,67.5,0,30,0.05,0,0,0,0,2,0.05,0.5,0,,,,,,,,
SaveTheRedwoods,calaveras,2020,BigTrees27,"ag, pm, km, lh",prefire,NA,no,0,8,68,LL,LL,"CONU, CADE, ABCO",10,80,CADE,95,19,2,3,19,19,20,8,0.8,20,0.4,0,na,75,1.8,0,na,73,1.9,75,1.8,75,0.5,2,0.3,0.05,0.5,0,91.5,0,7,0.05,0,0,0,0,1.5,0.05,0.05,0,,,,,,,,
SaveTheRedwoods,calaveras,2020,BigTrees25,"ag, pm, km",prefire,NA,no,0,10,140,LL,LL,"CONU, CADE, ABCO",4.1,54,ABCO,95,31,19,0.05,15.5,28,9,7,1.2,3,0.4,0,na,95,2.3,0,na,90,2.3,90,1.8,90,0.5,0.05,0.2,0,na,0.5,73.5,0,25,0.05,0,0,0,0,1,0.05,0.05,0,,,,,,,,
SaveTheRedwoods,calaveras,2020,BigTrees29,"ag, pm, km",prefire,NA,no,0,19,180,LL,LL,"PILA, CONU, ABCO",8,90,PILA,75,40,47.5,1,1.8,40,47.5,1,1.6,3,0.2,0,na,30,2.2,0,na,10,2.2,2.7,1.8,30,0.5,0.05,0.05,0.05,0.25,0,76,0,15,8 PILA,0,0,0,0,1,0.05,0.05,0,,,,,,,east transect offset at 80° due to large PILA,
SaveTheRedwoods,calaveras,2020,BigTrees01,"ag, pm, km",prefire,NA,no,0,30,341,LL,CC,"CONU, COCO, ABCO",6.3,138,ABCO,100,20,46,0.05,30,20,7,3,1.5,5,0.8,0,na,98,2.5,0,na,90,2.5,98,1.8,98,0.5,12,0.1,0,na,0.05,89.25,0,10,0.05,0,0,0,0,0.75,0.05,0.05,0,,,,,,,,
SaveTheRedwoods,calaveras,2020,BigTrees35,"ag, pm, km",prefire,NA,no,0,35,0,LL,LL,"CONU, PILA, ABCO",8,30,ABCO,95,55,40,0.05,12,55,40,6,1.7,13,0.6,0,na,95,2.3,0,na,85,2.3,95,1.8,95,0.5,11,0.8,0,na,0.05,94,0,1.5,1.5 PILA,0,0,0.05,0,3,0.05,0.05,0,,,,,,,,
SaveTheRedwoods,calaveras,2020,BigTrees06,"pm, km, vs, mm",prefire,NA,no,0,4,281,LL,LL,"CEVE, CADE, QUKE",8.2,30,CADE,85,75,4,3,4,75,11,1,1.4,3,0.7,0,na,25,3.2,0,na,25,3.2,25,1.8,25,0.5,0.05,0.1,0,na,0.05,84.75,0.05,12.5,0.05,0,0.05,0,0,2.75,0.05,0.05,0,,,,,,,"plot had clear evidence of being burned (black litter, depression from burned out tree)",
SaveTheRedwoods,calaveras,2020,BigTrees32,"km, pm",prefire,NA,no,0,21,237,LL,LL,"CADE, ABCO, PIPO",7.6,125,ABCO,75,30,9,0.25,13,30,9,9,1.6,23,0.8,0,na,7,1,0,na,0.05,2,2,0.7,7,0.5,1,0.3,7,1.2,0.05,67,0,30,0.05,0,0.5,1,0,1,0.5,0.05,0,,,,,,,,
SaveTheRedwoods,calaveras,2020,BigTrees14,"km, pm",prefire,NA,no,0,19,219,LL,LL,"CADE, ABCO, PIPO",10.9,16,PIPO,80,80,13,7,12,28,28,70,1.6,80,0.9,0,na,5,3,0,na,4,3,4,1.8,5,0.5,0,na,0,na,0,84.5,0,12.5,0.05,0,0,0,0,3,0.05,0.05,0,,,,,,"tree tag on dead PILA, not ours tag 235",,
SaveTheRedwoods,calaveras,2020,BigTrees04,"km, pm",prefire,NA,no,0,16,347,CV,LL,"CADE, CONU, CEVE",6.2,151,ABCO,72,50,3,1,3,35,15,38,2,15,0.7,0,na,45,1.7,0,na,35,1.9,40,1.8,45,0.5,2,0.3,6,0.4,0.05,78,0.05,20,0.05,0,0,0,0,2,0.05,0.05,0,,,,,,,,
SaveTheRedwoods,calaveras,2020,BigTrees05,"km, pm",prefire,NA,no,0,7,205,LL,LL,"ABCO, CEVE, CADE",6.7,3,PIPO,75,60,22,3,12,25,22,36,2.6,17,1,0,na,27,3.7,0,na,25,3.7,25,1.8,27,0.5,0,na,0.05,0.1,0.5,69,0.05,28.5,0.05,0,0,0,0,2,0.05,0,0,,,,,,,south transect offset at 184° due to large dead CADE,
SaveTheRedwoods,calaveras,2020,BigTrees34,"km, pm",prefire,NA,no,0,22,209,CC,LL,"CONU, acer, ABCO",8,13,ABCO,98,60,19,9,17,58,19,12,4.5,3,0.4,0,na,85,4.5,0,na,75,4.5,80,1.8,85,0.5,0.5,0.1,0,na,0.05,84.5,0,13,0.05,0,0.05,0,0,2.5,0.05,0.05,0,,,,,,,"plot between road and trail, garbage in plot",
SaveTheRedwoods,calaveras,2020,BigTrees21,"jw, vs, mm",prefire,NA,no,0,4,180,LL,LL,"CONU, PILA, ABCO",8,60,ABCO,58,31,20,4,24,22,19,3,2,0.05,0.3,0,na,78,2,0,na,0,na,78,1.8,78,0.5,0.05,0.1,0.05,0.4,0.05,90,0.05,7,1,0,0.05,0.05,0,2,0.05,0,0,,,,,,,frass on many fallen logs,
SaveTheRedwoods,calaveras,2020,BigTrees23,"jw, vs, mm",prefire,NA,no,0,4,120,LL,LL,"CONU, PILA, CADE",5,7,SEGI,75,75,38,0,na,26,38,50,1.5,0.05,0.1,0,na,20,2,0,na,1,0,20,1.8,20,0.5,0.05,0.1,0,na,0,90,1,6,1,0,0,0,0,2,0.05,0,0,,,,,,,cut CWD,
SaveTheRedwoods,calaveras,2020,BigTrees28,"jw, vs, mm",prefire,NA,no,0,5,165,LL,LL,"CONU, ABCO, PTEAQU",10,81,ABCO,76,24,46,1,55,23,46,0.05,2.4,0.05,0.5,0,na,55,2,0.05,2,20,2.4,55,1.8,55,0.5,3,1,0,na,2,90,0.05,6,0.05,0,0.05,0,0,2,0.05,0,0,,,,,,,"slash pile, deer scat; pteridophytes are not forbs",
SaveTheRedwoods,calaveras,2020,BigTrees20,"jw, vs, mm",prefire,NA,no,0,3,165,LL,LL,"CONU, PILA, CADE",10,47,PIPO,77,40,25,0,na,34,25,9,0.9,0.05,0.4,0,na,45,2,0,na,4,2,45,1.8,45,0.5,0.05,1,0.05,0.3,0.05,72,0.05,24,3,0,0.05,0,0,0.5,0.05,0.5,0,,,,,,,deer browsing,
SaveTheRedwoods,calaveras,2020,BigTrees19,"jw, vs, mm",prefire,NA,no,0,4,180,UN,LL,"CONU, PILA, CADE",9,30,CADE,66,39,20,0.75,46,17,9,16,1.1,6,0.1,0,na,50,2.4,0.05,2,18,2.4,50,1.8,50,0.5,1,1,0,na,0.05,90,0.05,8,0.05,0,0,0,0,2,0.05,0,0,,,,,,,lots of cuts from small bits of bark,
SaveTheRedwoods,calaveras,2020,BigTrees18 ,"jw, vs, mm",prefire,NA,no,0,2,225,LL,LL,"CONU, ABCO, CADE",10,64,ABCO,42,16,8,1,27.5,16,8,0.05,1,0.05,0.4,0,na,32,2,0,na,5,2.5,32,1.8,32,0.5,0.05,0.2,0.05,0.2,2,85,0.05,11,0.05,0,0.05,0,0.05,2,0.05,0,0,,,,,,,"slash pile, deer/bear tracks",
SaveTheRedwoods,calaveras,2020,BigTrees17,"jw, vs, mm",prefire,NA,no,0,3,165,LL,LL,"CONU, PILA, CADE",10,26,CADE,45,49,20,0,na,49,20,10,0.9,0.05,0.1,0,na,23,2,0,na,6,2,20,1.8,23,0.5,6,0.5,0.05,0.5,0.05,91,0.05,6,1,0,0.05,0,0,2,0.05,0,0,,,,,,,"old cuts composting, not 100% on DT XRef tree data jic",
SaveTheRedwoods,calaveras,2020,BigTrees09,"jw, vs, mm",prefire,NA,no,0,27,320,UN,UN,"CONU, PILA, CADE",8,37,CADE,45,31,24,0.05,,15,24,10,1.7,5,0.1,0,na,24,2,0,na,11,3.6,24,1.8,24,0.5,0.05,0.3,0.05,0.3,2,88,0.05,8,0.05,0,0.05,0,0,2,0.05,0,0,,,,,,,deer trail n browsing,
SaveTheRedwoods,calaveras,2020,BigTrees08,"jw, vs, mm",prefire,NA,no,0,25,350,LL,LL,"CONU, PILA, ABCO",1.5,2,CADE,85,62,35.5,0.5,10.5,44,35.5,68,1.6,0.05,0.4,0,na,6,2,0,na,2,2,6,1.8,6,0.5,1,0.9,0,na,0,94,0.05,3,1,0.05,0,0.05,0,2,0.05,0,0,,,,,,,,
