project,site,year,plotid,pre_post_fire,postFire,tag_id,status,species,dbh_cm,ht_m,ht2crown_m,livecrownratio_perc,crownclass,crownwidth_m,decay,scorch_ht_m,torch_ht_m,bolechar_m,healthCode,notes,ht2dead_m,scorch_percent,torch_percent,healthCode2,resprout,stump_diameter_cm,stump_ht_m,presentPostThin,StatusPostThin,samplingTime,Beetles2019,DeadPriorFire
CPFMP,caples,2013-2018,37,prefire,,264,L,ABCO,9.9,3.4,0.3,,IN,0.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,37,prefire,,265,L,CADE27,9,3.6,1.8,,IN,1,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,37,prefire,,266,L,CADE27,8.8,3.6,0.6,,IN,1,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,37,prefire,,267,L,CADE27,9.8,3.7,2.9,,IN,0.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,37,prefire,,268,L,QUKE,29.1,12.1,4.5,,IN,2.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,37,prefire,,269,L,QUKE,19.3,7.8,3.7,,IN,1.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,37,prefire,,270,L,QUKE,23.2,15.4,4.2,,IN,2.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,37,prefire,,271,L,QUKE,24.1,14.6,8.6,,IN,2.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,37,prefire,,272,L,QUKE,31.3,15.1,6.5,,IN,2.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,37,prefire,,273,L,QUKE,32.3,13.1,3.7,,IN,2.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,37,prefire,,274,L,ABCO,24.2,8.5,10,,OT,3.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,37,prefire,,275,L,QUKE,21,8.5,1,,OT,3.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,37,prefire,,276,L,ABCO,36.7,15,2.2,,IN,4.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,37,prefire,,277,L,CADE27,11.6,4.9,3.8,,OT,1,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,37,prefire,,278,L,ABCO,19.2,7.4,3.6,,OT,1.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,37,prefire,,279,L,ABCO,20.2,10,3.5,,OT,2,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,37,prefire,,280,L,ABCO,18.2,6.9,0.1,,IN,3.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,37,prefire,,281,L,CADE27,8.9,2.9,0.6,,IN,1.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,37,prefire,,282,L,CADE27,10.7,4.4,2,,IN,1.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,37,prefire,,283,L,CADE27,72.3,21.4,5.9,,DO,5.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,37,prefire,,284,L,CADE27,7.9,3,2.5,,IN,1,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,37,prefire,,285,L,CADE27,27.1,10.4,3.2,,IN,2.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,37,prefire,,286,L,CADE27,14.9,5.9,3.8,,OT,0.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,37,prefire,,287,L,CADE27,12.5,5.1,4,,OT,1,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,37,prefire,,288,L,CADE27,31.1,10.9,3,,IN,2.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,37,prefire,,289,L,ABCO,8.1,4.9,1.2,,OT,1.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,37,prefire,,290,L,ABCO,39.7,17,1.5,,IN,3.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,37,prefire,,291,L,ABCO,22.8,10.4,2.3,,OT,2,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,37,prefire,,292,L,ABCO,38.3,15.7,2,,IN,4.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,37,prefire,,,D,ABCO,17.3,11.4,,,"",,3,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,37,prefire,,,D,ABCO,20.9,3.1,,,"",,3,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,37,prefire,,,D,ABCO,26.2,12.7,,,"",,2,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,37,prefire,,,D,ABCO,28,13.5,,,"",,2,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,37,prefire,,,D,ABCO,31,5.4,,,"",,3,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,37,prefire,,,D,ABCO,42.8,7.7,,,"",,2,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,37,prefire,,,D,CADE27,8.4,3.6,,,"",,2,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,37,prefire,,,D,CADE27,8.8,3.7,,,"",,1,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,37,prefire,,,D,QUKE,12,3.8,,,"",,3,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,38,prefire,,293,L,ABCO,102.2,27.7,0.9,,CO,5.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,39,prefire,,294,L,ABCO,60,23.9,16.7,,IN,2,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,39,prefire,,295,L,ABCO,99.7,28.4,10,,IN,5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,39,prefire,,296,L,ABCO,67.8,24.8,12.8,,IN,4,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,39,prefire,,297,L,PIJE,75.3,30.1,16.1,,IN,3,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,39,prefire,,298,L,ABCO,52.8,19,13.4,,OT,2.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,39,prefire,,299,L,ABCO,72.3,31.4,12.6,,IN,4.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,39,prefire,,300,L,ABCO,67.6,21,10.9,,IN,4.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,4,prefire,,465,L,ABCO,47.7,21.9,2.8,,CO,4.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,4,prefire,,466,L,CADE27,14.2,6.6,0.1,,IN,3,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,4,prefire,,467,L,PICO,50.6,32.6,7.5,,CO,5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,4,prefire,,471,L,PICO,78.7,31.9,0.7,,CO,7.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,4,prefire,,472,L,ABCO,13.7,6.2,1.4,,OT,2,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,4,prefire,,473,L,PICO,14.5,12.6,5.7,,IN,1.5,,,,,"",Mostly dead,,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,4,prefire,,474,L,PICO,72.3,35.9,6.6,,CO,4,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,4,prefire,,475,L,ABCO,15.4,7.4,7,,OT,2.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,4,prefire,,476,L,CADE27,8.8,3.6,5,,OT,0.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,4,prefire,,477,L,ABCO,12.3,4.9,4,,OT,1,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,4,prefire,,478,L,PICO,39,26.7,13.2,,IN,4,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,4,prefire,,479,L,ABCO,9.4,4,1.3,,OT,2,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,4,prefire,,480,L,ABCO,39.8,22.8,5.1,,IN,5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,4,prefire,,481,L,PICO,40.5,30.9,1,,CO,6,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,4,prefire,,482,L,PICO,23,22.1,11.8,,OT,1,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,4,prefire,,483,L,PICO,30.6,23.7,16,,IN,1.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,4,prefire,,484,L,ABCO,13.1,7.5,1.5,,OT,2.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,4,prefire,,485,L,PICO,31.2,28.4,13.6,,CO,4.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,4,prefire,,486,L,CADE27,9,4.2,1,,OT,1.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,4,prefire,,487,L,PICO,33.5,27.7,12.3,,CO,4,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,4,prefire,,488,L,CADE27,8.1,3.5,1,,OT,1.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,4,prefire,,489,L,ABCO,58.8,25,3.8,,CO,4,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,4,prefire,,490,L,ABCO,22.5,12.6,1.3,,IN,3.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,4,prefire,,491,L,CADE27,8.2,4.2,0.3,,IN,1.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,4,prefire,,492,L,PIJE,32.8,17,8.4,,CO,3.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,4,prefire,,493,L,PIJE,39,22.3,10.6,,CO,3,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,4,prefire,,,D,ABCO,103.8,4.5,,,"",,3,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,4,prefire,,,D,PICO,11.6,6,,,"",,3,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,4,prefire,,,D,PICO,19.6,11,,,"",,3,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,40,prefire,,301,L,PIJE,41.4,13.8,1.8,,IN,4,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,40,prefire,,302,L,ABMA,55,16.8,2.6,,IN,3,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,40,prefire,,303,L,PIJE,11.1,4.9,0.7,,OT,1.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,40,prefire,,304,L,PIJE,13.3,4.4,1,,OT,2,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,40,prefire,,305,L,ABMA,35.6,15.6,2.1,,IN,3,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,40,prefire,,306,L,JUOC,231.7,16,2.1,,DO,10.5,,,,,"",Monster,,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,40,prefire,,307,L,ABMA,9.6,3,1.2,,IN,1.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,40,prefire,,308,L,ABMA,13.3,3.6,2,,IN,2,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,40,prefire,,309,L,ABMA,10.5,3.9,2,,IN,2,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,40,prefire,,310,L,PIJE,18,7.4,2.1,,IN,2,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,40,prefire,,311,L,ABMA,43.9,8.1,1.9,,IN,2.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,40,prefire,,312,L,PIJE,23.6,10,1,,IN,1.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,40,prefire,,313,L,JUOC,31.4,7.7,1.3,,IN,2.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,40,prefire,,,D,ABMA,8.9,2.9,,,"",,2,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,40,prefire,,,D,ABMA,9.6,4.6,,,"",,2,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,41,prefire,,314,L,JUOC,41.4,8,1.2,,OP,5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,41,prefire,,315,L,JUOC,28.6,4.5,0.5,,OT,4,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,41,prefire,,316,L,PIJE,51.1,17.4,1.4,,CO,5.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,42,prefire,,317,L,ABMA,73.3,16.4,4.6,,OP,4.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,42,prefire,,318,L,JUOC,115.2,8.6,0.1,,IN,5.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,42,prefire,,319,L,ABMA,16.3,5,1.3,,OT,1.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,42,prefire,,320,L,PIJE,11.8,3,0.3,,IN,0.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,42,prefire,,321,L,ABMA,16.9,3.5,0.1,,IN,1,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,42,prefire,,322,L,ABMA,22.3,7.9,0.2,,OP,2,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,42,prefire,,323,L,ABMA,20.8,6.2,0.2,,OP,1,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,42,prefire,,324,L,PIMO,12.3,3.7,0.1,,OT,0.5,,,,,"",Has some rust,,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,42,prefire,,325,L,PIJE,8.8,3.5,0.1,,IN,1,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,43,prefire,,326,L,ABMA,39.3,5.4,1,,OP,0.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,44,prefire,,327,L,PICO,64,27.3,4.9,,CO,3.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,44,prefire,,328,L,PICO,76.6,27,1.9,,CO,4,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,44,prefire,,329,L,PICO,80.2,23,2.6,,CO,3.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,44,prefire,,330,L,PICO,76.1,22.4,1.9,,CO,4.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,44,prefire,,331,L,PICO,72.7,27.3,5.8,,CO,4,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,44,prefire,,332,L,PICO,18.4,6.2,1.8,,OT,1,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,44,prefire,,333,L,PICO,41.8,13.8,1.8,,IN,3,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,44,prefire,,334,L,PICO,53.9,27.2,1.7,,CO,4,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,44,prefire,,335,L,PICO,39.7,22.4,2.1,,IN,2,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,44,prefire,,336,L,PICO,58.5,25.5,3,,CO,4,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,44,prefire,,337,L,PICO,12.3,8.3,0.5,,OT,1.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,44,prefire,,338,L,PICO,45.1,22.8,1.9,,CO,2.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,44,prefire,,339,L,PICO,28.7,20.8,4.8,,IN,2,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,44,prefire,,340,L,PICO,13.6,5.8,1.3,,OT,1,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,44,prefire,,341,L,PICO,54.4,19.6,1.7,,IN,2,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,44,prefire,,342,L,PICO,43,17.8,3.2,,IN,2.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,44,prefire,,343,L,PICO,60.5,19.2,4.6,,IN,2,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,45,prefire,,344,L,PIMO,25.8,12.5,1.1,,IN,1.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,45,prefire,,345,L,ABMA,40.1,12.9,2.5,,IN,2,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,45,prefire,,346,L,PIMO,77.6,26.3,3.7,,DO,5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,45,prefire,,347,L,ABMA,22.6,7.9,1.7,,OT,1.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,45,prefire,,348,L,PICO,15.3,9.4,4.2,,IN,0.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,45,prefire,,349,L,PICO,20.3,10.9,1,,IN,0.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,45,prefire,,350,L,PICO,35.5,17,1.2,,IN,3.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,45,prefire,,351,L,ABMA,33.8,10.1,3.1,,OT,2,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,45,prefire,,352,L,PICO,61.8,14.9,3,,IN,3.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,45,prefire,,353,L,ABMA,29.5,10.5,3,,IN,0.5,,,,,"",Nearly dead,,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,45,prefire,,354,L,PIMO,73.6,21.5,0.2,,DO,5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,45,prefire,,355,L,PICO,12.7,5.8,0.3,,IN,0.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,45,prefire,,,D,ABMA,7.9,2.9,,,"",,1,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,45,prefire,,,D,ABMA,18.5,7.1,,,"",,1,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,45,prefire,,,D,ABMA,25.7,10.1,,,"",,1,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,46,prefire,,356,L,ABMA,21.1,10.5,1.9,,OT,2,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,46,prefire,,357,L,ABMA,19.4,8.9,0.2,,IN,2,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,46,prefire,,358,L,PICO,56.5,22.7,3.1,,CO,4.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,46,prefire,,359,L,ABMA,9.8,3.2,0.1,,OT,1.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,46,prefire,,360,L,POTR5,61.3,22.4,10.1,,CO,4,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,46,prefire,,361,L,PICO,8.3,5.6,2,,OT,0.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,46,prefire,,362,L,PICO,57.8,23.3,2.1,,CO,4.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,46,prefire,,363,L,PICO,61.9,26.8,4.5,,CO,5.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,46,prefire,,364,L,ABMA,8.9,3.8,0.1,,OT,0.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,46,prefire,,365,L,ABMA,26.1,9,0.1,,IN,2.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,46,prefire,,366,L,ABMA,11,4.9,0.2,,OT,2,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,46,prefire,,,D,PICO,27.9,14.4,,,"",,3,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,46,prefire,,,D,PICO,38.7,10.6,,,"",,2,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,46,prefire,,,D,PICO,46,24.3,,,"",,1,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,46,prefire,,,D,PICO,62.3,6.5,,,"",,2,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,47,prefire,,367,L,ABMA,31,11.9,1.9,,IN,2,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,47,prefire,,368,L,PICO,57.5,20.6,1.3,,CO,3.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,47,prefire,,369,L,ABMA,16.1,3.9,0.6,,OT,1,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,47,prefire,,370,L,PICO,46.3,22.6,3.8,,CO,2.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,47,prefire,,371,L,PICO,10.9,4.4,0.3,,OP,2,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,47,prefire,,372,L,ABMA,11.7,5.5,0.8,,OT,2,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,47,prefire,,373,L,ABMA,13.6,6.8,1.3,,OT,2,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,47,prefire,,374,L,PICO,22.3,10.7,1.9,,OP,2,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,47,prefire,,375,L,ABMA,19,8,1.8,,OP,2,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,47,prefire,,,D,PICO,39,17.4,,,"",,2,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,48,prefire,,376,L,PICO,33,1.9,0.1,,IN,1.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,48,prefire,,377,L,PICO,58.9,11.2,4.1,,OP,3.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,49,prefire,,378,L,PIMO,18.6,3.1,0.3,,IN,0.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,49,prefire,,379,L,PICO,42.3,14.8,3.8,,CO,2.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,49,prefire,,380,L,PICO,32.5,10.3,3.1,,OT,1.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,49,prefire,,381,L,PICO,22,7.7,2.2,,IN,2,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,49,prefire,,382,L,PICO,17.8,11.6,2.1,,IN,2,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,49,prefire,,383,L,PICO,24.4,10.3,2.3,,IN,2,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,49,prefire,,384,L,PICO,23.6,11.4,3.2,,IN,2,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,49,prefire,,385,L,PICO,21.6,4.3,4,,OT,0.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,49,prefire,,386,L,PICO,7.7,4.3,2.1,,OT,1,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,49,prefire,,387,L,PICO,22.6,10,1.8,,IN,1.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,49,prefire,,388,L,PICO,26.9,8.5,0.2,,IN,1.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,49,prefire,,389,L,PICO,9.3,2.8,1.2,,IN,1,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,49,prefire,,390,L,PICO,35.6,11.5,0.2,,CO,2.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,49,prefire,,391,L,PICO,27.9,2.9,0.1,,OT,2,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,49,prefire,,392,L,PICO,18.7,6.3,0.5,,IN,2,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,49,prefire,,393,L,PICO,39.9,12.3,0.2,,IN,2.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,49,prefire,,394,L,JUOC,17.2,5.7,0.1,,IN,3,,,,,"","394,395,396,397,398 all same tree",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,49,prefire,,395,L,JUOC,24.9,5.7,0.1,,IN,3,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,49,prefire,,396,L,JUOC,33.9,5.7,0.1,,IN,3,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,49,prefire,,397,L,JUOC,19.9,5.7,0.1,,IN,3,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,49,prefire,,398,L,JUOC,22.8,5.7,0.1,,IN,3,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,49,prefire,,399,L,PIMO,52.1,15.2,3.6,,CO,3.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,49,prefire,,,D,ABMA,28.5,4.1,,,"",,2,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,49,prefire,,,D,TSME,23.6,3.5,,,"",,2,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,49,prefire,,,D,TSME,24.9,7.4,,,"",,2,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,49,prefire,,,D,TSME,33.2,3.7,,,"",,2,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,5,prefire,,494,L,ABCO,25.4,16.1,9.4,,OT,2.54,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,5,prefire,,495,L,ABCO,10.9,5.9,2.2,,OT,2,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,5,prefire,,496,L,ABCO,7.9,4.6,2,,OT,1.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,5,prefire,,497,L,CADE27,39.1,18.7,7.4,,IN,3,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,5,prefire,,498,L,PIJE,99.7,38.5,20.3,,DO,5.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,5,prefire,,499,L,ABCO,15.6,7.2,1,,OT,2.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,5,prefire,,500,L,ABCO,42.2,24.9,10.4,,IN,3.5,,,,,"","",,,,,,,,,,0,"",""
CPFMP,caples,2013-2018,5,prefire,,628,L,PIJE,87.8,39,24.3,,CO,4.5,,,,,"","",,,,,,,,,,0,"",""
