project,site,year,plotid,obs,pre_post_fire,pre_post_thin,postTime,burn_y/n,FireSeverity,slope_percent,aspect_degree,Horz_Shape,Ver_Shape,ExistingVeg,WTreeDistance_m1,WTreeAzimuth_deg1,WTreeTagNo1,TOT_VEG_percent,TOT_all_percent,TOT_HT_m,DT_all_percent,DT_HT_m,TOV_percent,TOV_HT_m,TSA_percent,TSA_HT_m,TSE_percent,TSE_HT_m,TRE_percent,TRE_HT_m,TOS_percent,TOS_HT_m,DS_percent,DS_HT_m,ST_percent,ST_HT_m,SM_percent,SM_HT_m,SL_percent,SL_HT_m,TOF_percent,TOF_HT_m,TOG_percent,TOG_HT_m,BARESOIL,LITTER,BlackLitter,ASH,CWD,stumps,CONES,Boulder/Bedrock,ROCK,SMROCK,BASALVEG,CRYPTOGRAMS,RD,BURNPILE,TOT_Black_percent,PRE % SHRUB COVER,%FORB SCORCH,%GRAM SCORCH,shrub_scorch_percent,shrub_torch_percent,shrub_unburn_percent,%UNDERSTORY TORCH,%UNDERSTORY SCORCH,history,NOTES,
CPFMP,DryCreek,2020,DryCreek46,"ag, km, pm",prefire,,NA,no,0,2,51,LL,LL,"PIJE, PICO, PURTRI",10.3,11,1378,56,46,5,0.05,5,45,5,0.5,4,0.5,0.7,0,na,7,0.6,0,na,0,na,7,0.6,7,0.5,0.05,0.3,1,0.2,0.05,84.5,0,0,12,,0.05,0.05,0,2,1.5,0,0,,,,,,,,,,,,,
CPFMP,DryCreek,2020,DryCreek48,"vs, mm",prefire,,NA,no,0,1,110,LL,LL,"PIJE, PICO, PURTRI",10,164,1266,29,27,24,0,na,27,24,0.05,1.8,0,na,0,na,1,0.7,1,0.7,0,na,1,0.7,1,0.5,1,0.1,0.05,0.3,1,82.5,0,0,0.05,,13,0,0.05,3,0.5,0,0,,,,,,,,,,,,"sm mammal burrows; valley bottom, unlike the other sites visited",
CPFMP,DryCreek,2020,DryCreek50,"ag, km, pm",prefire,,NA,no,0,5,32,LL,LL,"PIJE, PURTRI, ARTR",6.2,62,1370,60,35,7,0,na,35,7,0.05,1.8,0.05,0.9,0,na,20.5,0.6,0.05,0.5,0,na,20.5,0.6,20.5,0.5,0.05,0.1,4,0.2,0.05,84.5,0,0,0,,11/PIJE,0,0.05,3,1.5,0,0,,,,,,,,,,,,,
CPFMP,DryCreek,2020,DryCreek52,"vs, mm",prefire,,NA,no,0,1,basin,LL,LL,"PIJE, PURTRI",6.5,55,1270,12,9,3,0,na,9,3,3,2.2,0.05,0.6,0,na,13,1,0,na,0,na,13,1,13,0.5,0.05,0.2,0.05,0.3,40,7,0,0,0.05,,2,0,0,50,1,0,0,,,,,,,,,,,,"sm mammal burrows, anthills; valley bottom, unlike the other sites visited; dead and down, snags just outside plot",
CPFMP,frenchmeadows,2022,FM019-20,"bk, kw, mm, zm",postfire,,1yr,yes,3,34,176,,,,3.4,288,4075,59,59,,5,,54,,0,na,tr,0.05,0,na,0,na,0,na,,,,,,,0,na,0,na,2,94,2,0,na,na,na,na,2,na,tr,na,,,,,,,,,,,,,,
CPFMP,FrenchMeadows,2021,FM019-20,"km, mm, mv",postfire,,immediate,yes,3,,,LL,LL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tr,3,65.5,15,8,,0,5,0.5,0,3,0,0,,,,,,na,na,na,,,,,
CPFMP,frenchmeadows,2022,FM019-3,"zm, bk, kw, mm",postfire,,1yr,yes,3,27,70,,,,6,24,79,33,31,,10,,31,,0,na,tr,0.05,0,na,tr,0.2,0,na,,,,,,,tr,0.05,tr,0.2,tr,89.5,tr,0,5,tr,tr,0,tr,tr,tr,5,,,,,,,,,,,,,,
CPFMP,FrenchMeadows,2021,FM019-3,"km, mm, mv",postfire,,immediate,yes,3,,,LL,LL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tr,3,74.5,16,5,,0,0.25,0,0,1.25,tr,0,,,,,,98,95,2,,,,,
CPFMP,frenchmeadows,2022,FM019-6,"zm, bk, kw, mm",postfire,,1yr,yes,1,36,89,,,,1.5,122,1625,40,6,,tr,,6,,tr,,tr,,tr,,12,0.5,8,0.5,,,,,,,20,0.5,tr,0.3,tr,58,1,tr,tr,tr,tr,40,tr,1,tr,tr,,,,,,,,,,,,,,
CPFMP,FrenchMeadows,2021,FM019-6,"km, mm, mv",postfire,,immediate,yes,1,,,LL,LL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tr,64.25,7,0.25,0.5,,tr,7,0,20,1,tr,0,,,,,,85,30,15,,,,,
CPFMP,frenchmeadows,2022,FM019-7,"zm, bk, kw, mm",postfire,,1yr,yes,1,50,70,,,,8,72,83,75,31,,3,,31,,tr,2.5,tr,0.05,0,na,16.5,1.2,tr,0.5,,,,,,,20,0.1,tr,0.5,5,86.5,1,0,5,tr,tr,0,1,tr,1,tr,,,,,,,,,,,,,,
CPFMP,FrenchMeadows,2021,FM019-7,"km,mm,mv",postfire,,immediate,yes,1,,,LL,LL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,64.5,10,0.75,15,,0,8,0.25,0,1.25,tr,0,,,,,,10,3,90,,,,,
CPFMP,frenchmeadows,2020,FM037,"vs, mm",prefire,,NA,no,0,23,50,LL,CV,,8,128,265,47,16,,1,,15,,3,,3,,,,13,0.5,0,na,0,na,13,1.8,20,0.5,3,0.5,0.05,0.4,6.5,63,0.05,0,2.5,,0.05,4,12,10,1,1,0,,,,,,,,,,,,"sm mammal burrows, deer scat, ephemeral stream",
CPFMP,frenchmeadows,2022,FM038,"zm, bk, kw, mm",postfire,,1yr,yes,1,41,90,,,,7.4,298,246,75,40,,0.5,,25,,10,2,1,0.6,0,na,32,0.2,tr,0.5,,,,,,,20,0.4,tr,0.3,tr,100,tr,tr,tr,tr,tr,0,tr,tr,tr,tr,,,,,,,,,,,,,,
CPFMP,FrenchMeadows,2021,FM038,"km, mm, mv",postfire,,immediate,yes,1,,,LL,CV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tr,63.5,28,3,2,,tr,0.25,0,2,1.25,tr,0,,,,,,20,5,80,,,,,
CPFMP,frenchmeadows,2020,FM038,"vs, mm",prefire,,NA,no,0,41,90,LL,CV,,7,52,245,61,33,,0.05,,35,,2,,1,,0,na,25,0.5,0,na,2,,13,1.8,25,0.5,0.05,0.4,0.05,0.6,4,84,0,0,4,,0.05,0.05,0.5,4,1.5,2,0,,,,,,,,,,,,,
CPFMP,frenchmeadows,2022,FM039,"zm, bk, kw, mm",postfire,,1yr,yes,2,54,353,,,,9.6,46,2967,65,25,3,tr,4.5,15,22,2,2,tr,0.05,0,na,30.5,0.5,1.5,0.9,,,,,,,25,0.3,tr,0.4,tr,83.5,5,tr,1.5,tr,tr,10,tr,tr,tr,tr,,,,,,,,,,,,,,
CPFMP,FrenchMeadows,2021,FM039,"km,mm,mv",postfire,,immediate,yes,1,,,LL,CV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tr,91,3,1,2,,0,2,0,0,1,tr,0,,,,,,10,1,90,,,,,
CPFMP,frenchmeadows,2020,FM039,"km, pm",prefire,,NA,no,0,54,353,LL,CV,"SYMO, CELE, MONODO",9.6,46,2967,85,20,,1,,10,,9,2.8,6,0.8,0,na,43,0.15,0,na,0,na,26,1.2,43,0.5,26,0.4,1,0.5,0.05,95.5,0,0,2,,0,0.5,0.25,0.75,1,0.05,0,,,,,,,,,,,,large rock outcrop to SW,
CPFMP,frenchmeadows,2022,FM040,"zm, bk, kw, mm",postfire,,1yr,yes,1,38,144,,,,11.3,5,2953,,35.5,,0.5,,35.5,,tr,2.5,tr,0.05,0,na,19,0.15,tr,0.5,,,,,,,1,0.15,tr,0.3,1.5,94,tr,tr,1.5,tr,tr,0,0,2,1,tr,,,,,,,,,,,,,,
CPFMP,FrenchMeadows,2021,FM040,"km, mm, mv",postfire,,immediate,yes,1,,,LL,LL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,70,12,7,3,,tr,0,tr,6,1.5,tr,0,,,,,,35,15,65,,,,,
CPFMP,frenchmeadows,2020,FM040,"km, pm",prefire,,NA,no,0,38,144,LL,LL,"ABCO, CELE, yellowaster",11.3,5,2953,85,54,,0.5,,52,,3,1.7,1,0.5,0,na,27,1,0.5,0.7,0.05,1.9,23,1,27,0.5,21,0.1,0.5,0.5,0.25,86.25,0,0,3,,".25, pila",0,0,8,2.25,0.05,0,,,,,,,,,,,,,
CPFMP,frenchmeadows,2020,FM041,"vs, mm",prefire,,NA,no,0,,,LL,LL,,8,4,1519,71,71,,0.05,,71,,1,,0.05,,,,0.05,0.2,0,na,0,na,0,na,0.05,0.2,0.05,0.2,0,na,0.05,72,0.05,0,20,,0.05,0.05,0.05,0.05,4,4,0,,,,,,,,,,,,,
CPFMP,frenchmeadows,2020,FM042,"vs, mm",prefire,,NA,no,0,25,55,UN,LL,,4,40,1501,91,85,,1,,85,,0.05,,0.05,,,,7,2.4,0,na,4,2.4,7,1.8,4,0.5,3,1,0,na,1,76,0.05,0,19,,0.05,0.05,0.05,0.05,3,1,0,,,,,,,,,,,,,
CPFMP,frenchmeadows,2020,FM043,"vs, mm",prefire,,NA,no,0,16,95,CV,LL,,2,5,1888,61,60,,0.05,,50,,0.05,,0.05,,,,0,na,0,na,0,na,0,na,0,na,0.05,0.1,0.05,1.2,4,87,0.05,0,4,,0.05,0.05,0.05,1,4,0.05,0,,,,,,,,,,,,,
CPFMP,frenchmeadows,2020,FM044,"vs, mm, jw, pm, km",prefire,,NA,no,0,27,120,LL,LL,,,,,64,62,,2,,62,,0.05,,0.05,,0.05,,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0.05,68,0.05,0,29.5,,0.05,0.05,0.05,0.05,2.5,0.05,0,,,,,,,,,,,,"sm mammal burrows, cwd underground",
CPFMP,frenchmeadows,2020,FM045,"vs, mm, jw, pm, km",prefire,,NA,no,0,28,120,CV,CV,,4.2,2,2924,80,29,,1,,29,,0.05,,0.05,,,,59,1.8,0.05,1.8,31,2.3,54,1.8,57,0.5,1,0.5,0,na,1,93.5,0,0,3,,0.05,0,0.05,1,1.5,0.05,0,,,,,,,,,,,,sm mammal burrows,
CPFMP,frenchmeadows,2022,FM046,"bk, kw, mm, zm",postfire,,1yr,yes,3,53,115,,,,7.7,185,2937,40,32,,6,,25,,tr,2.5,tr,0.05,0,na,8,1.3,2,0.7,,,,,,,3,0.5,tr,0.4,2,94.5,1,0,na,na,na,na,1,na,1.5,na,,,,,,,,,,,,,,
CPFMP,FrenchMeadows,2021,FM046,"km, mm, mv",postfire,,immediate,yes,3,,,LL,LL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,23,40,27.25,3,,0,3,0,0.5,2.25,tr,0,,,,,,55,6,45,,,,,
CPFMP,frenchmeadows,2020,FM046,"km, pm",prefire,,NA,no,0,53,115,LL,LL,"ABCO, QUEVAC, CADE",5.8,1,2975,96,50,,2,,45,,7,3,0.5,0.05,0,na,60,1.3,0,na,2,2,53,1.3,60,0.5,12,0.2,1.75,0.5,0.5,95.5,0,0,1.5,,0.05,0.25,0.25,0.05,1.75,0.05,0,,,,,,,,,,,,,
CPFMP,frenchmeadows,2022,FM047,"bk, kw, mm, zm",postfire,,1yr,yes,3,40,54,,,,11,224,6499,60,47,,3,,44,,0,na,tr,0.1,0,na,8,0.9,1,1.2,,,,,,,4,0.4,tr,0.5,2,97,1,0,na,na,na,na,tr,na,tr,na,,,,,,,,,,,,,,
CPFMP,FrenchMeadows,2021,FM047,"km, mm, mv",postfire,,immediate,yes,3,,,LL,LL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,3,26.25,60,8,,tr,tr,0.25,0,2,tr,0,,,,,,100,30,0,,,,,
CPFMP,frenchmeadows,2020,FM047,"km, pm",prefire,,NA,no,0,40,54,LL,LL,"ABCO, QUEVAC, ABMA",3.9,1,1705,92,52,,3,,45,,6,2.8,0.05,0.05,0,na,50,1,0,na,4,2,35,1,50,0.5,5,0.2,1.25,0.5,0.05,89.5,0,0,8,,0.05,0,0.25,0.05,2.25,0.05,0,,,,,,,,,,,,,
CPFMP,frenchmeadows,2022,FM048,"zm, bk, kw, mm",postfire,,1yr,yes,3,38,90,,,,5,350,256,15,11.5,,1.5,,10,,tr,2,tr,0.05,0,na,tr,,0.5,0.5,,,,,,,tr,0.2,0,na,tr,95,2,tr,2,tr,tr,0,0,1,tr,tr,,,,,,,,,,,,,,
CPFMP,FrenchMeadows,2021,FM048,"km, mm, mv",postfire,,immediate,yes,3,,,LL,CV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tr,1.5,69,24,4,,0,0,0,0.25,1.25,tr,0,,,,,,100,77,0,,,,,
CPFMP,frenchmeadows,2020,FM048,"vs, mm",prefire,,NA,no,0,38,90,LL,CV,,5,175,255,53,46,,2,,41,,3,,1,,,,4,0.5,0,na,1,1.8,1,1.8,4,0.5,0.05,0.4,0.05,0.6,1.5,70,0.05,0,25,,0.05,0,0.05,1,1.5,1,0,,,,,,,,,,,,sm mammal burrows,
CPFMP,frenchmeadows,2020,FM049,"vs, mm",prefire,,NA,no,0,34,130,UN,CV,,11,4,1801,85,70,,2,,71,,0.05,,0.05,,,,3,0.55,0,na,1,1.8,2,0.55,2,0.3,5,0.4,0.05,1,27,54,0.05,0,1.5,,0.05,0.05,0.05,16,1.5,0.05,0,,,,,,,,,,,,"deet trail, deer scat",
CPFMP,frenchmeadows,2020,FM050,"vs, mm",prefire,,NA,no,0,39,90,UN,CV,,9.5,3,1815,65,50,,1,,50,,1,,1,,,,16,0.5,0,na,0,na,13,1.7,4,0.5,1,0.4,0.05,0.5,4,88,0,0,6,,0.05,0.05,0.05,1,0,1,0,,,,,,,,,,,,"bear scat, sm mammal burrows",
CPFMP,frenchmeadows,2020,FM051,"vs, mm",prefire,,NA,no,0,42,90,UN,CV,,7,6,1872,62,31,,0.05,,29,,2,,2,,,,30,1.8,0,na,1,2.2,28,1.8,30,0.5,0.05,0.6,0.05,0.9,0.05,90,0.05,0,3.5,,0.05,0.05,2.5,1,2,1,0,,,,,,,,,,,,,
CPFMP,frenchmeadows,2020,FM052,"vs, mm",prefire,,NA,no,0,37,80,CC,CV,,10,205,296,89,14,,0.05,,13,,1,,0.05,,,,44,0.5,0,na,4,4,34,1.8,43,0.5,31,0.3,0.05,1,9,46,0,0,1.5,,0.05,1,22,20,0.5,0,0,,,,,,,,,,,,rocky shoulder,
CPFMP,frenchmeadows,2020,FM053,"vs, mm",prefire,,NA,no,0,30,80,UN,CV,,8.5,45,1847,75,72,,0,na,66,,40,,11,,,,0.05,0.5,0,na,0,na,0.05,1.8,4,0.2,0.05,0.3,0,na,0.05,80,0,0,9,,0.05,0.05,0.05,2,3.5,5.5,0,,,,,,,,,,,,"deer tracks, sm mammal burrows",
CPFMP,frenchmeadows,2020,FM054,"vs, mm",prefire,,NA,no,0,32,130,CV,CV,,5,8,1831,54,47,,1,,40,,6,,0.05,,,,4,0.2,0,na,0,na,0.05,1.8,4,0.2,0.05,0.3,0,na,0.05,70.5,0.05,0,25,,0.05,0.05,0.05,0.05,3.5,1,0,,,,,,,,,,,,"bear scat, sm mammal burrows",
CPFMP,frenchmeadows,2020,FM055,"km, pm",prefire,,NA,no,0,30,117,LL,LL,"ABCO, CADE, ARCNEV",7.7,4,2937,67,67,,2,,65,,3,3,0.5,0.5,0,na,4,0.1,0,na,0,na,0,na,4,0.1,0.05,0.1,0,na,0.05,92,0,0,5,,0.05,0,0.25,0.25,2.5,0.05,0,,,,,,,,,,,,"deer trail just outside SE edge of plot, deer scat in plot, many unattached white mushrooms",
CPFMP,frenchmeadows,2020,FM056,"vs, mm",prefire,,NA,no,0,40,70,LL,CV,,11,13,270,47,35,,0,na,32,,2,,1,,,,16,0.5,0,na,0,na,7,1.8,12,0.5,0.05,0.4,0.05,0.7,50,32,0.05,0,5,,0.05,0.05,2.5,9,1.5,0.05,0,,,,,,,,,,,,,
CPFMP,frenchmeadows,2020,FM057,"km, pm",prefire,,NA,no,0,18,90,LL,CV,"CADE, PILA, ABCO",7.7,84,1731,64,60.5,,2,,6,,1,2.1,0.5,0.07,0,na,4.25,3,0,na,4,3,4,1.8,0.25,0.15,0.25,0.5,0.05,0.4,0.05,77.75,0,0,20,,0.05,0,0.05,0.05,2,0.05,0,,,,,,,,,,,,,
CPFMP,frenchmeadows,2020,FM062,"km, pm (vs, mm for trees)",prefire,,NA,no,0,50,99,LL,LL,"ABCO, SYMO, ABMA",8.5,12,1757,85,44,,0.05,,40,,7,3,1.5,0.8,0,na,25,0.2,0,na,8,2,18,0.6,25,0.5,10,0.4,3.5,0.4,0.05,90,0,0,6,,0.05,0.05,2,0.05,2,0.05,0,,,,,,,,,,,,,
CPFMP,frenchmeadows,2020,FM063,"vs, mm",prefire,,NA,no,0,32,135,UN,UN,,6,3,1569,72,64,,1,,64,,1,,0.05,,,,6,1.8,0.05,1.8,0.05,1.9,3,1.8,6,0.5,0.05,0.3,0.05,0.6,0.05,92,0.05,0,3,,2.5,0,0,0.05,2.5,0.05,0,,,,,,,,,,,,,
CPFMP,frenchmeadows,2020,FM064,"vs, mm",prefire,,NA,no,0,26,170,UN,UN,,10,18,1554,78,59,,1,,59,,1,,0.05,,,,18,1.8,0.05,1.8,2,2.1,13,1.8,8,0.5,0.05,0.3,0.05,1.3,3,87,0.05,0,1.5,,1.5,0.05,1,3,3,0.05,0,,,,,,,,,,,,,
CPFMP,frenchmeadows,2020,FM068,"km, pm",prefire,,NA,no,0,32,96,LL,LL,"QUEVAC, CEA sm lvs, ARPA",30,176,PILA0D,66,0,na,0,na,0,na,0,na,0.25,0.8,0,na,65,0.6,0,na,0,na,62,0.6,65,0.5,0.75,0.07,0,na,7,28,0,0,0,,0,0,0.25,64.5,0.25,0,0,,,,,,,,,,,,,
CPFMP,frenchmeadows,2020,FM069,"km, pm",prefire,,NA,no,0,25,142,LL,LL,"SYMO, QUEVAC, CELE",8.7,82,1751,98,22,,0,na,13,,6,2.2,5,0.7,0,na,93,0.3,1,0.4,0.05,1.9,70,1.3,93,0.5,2,0.3,20,0.5,0.05,91.75,0,0,5,,0.05,0.25,0.05,0.05,3,0.05,0,,,,,,,,,,,,large basal veg from grass and shrub,
CPFMP,frenchmeadows,2019,fm10-1,rh.ms.nr.ag,prefire,,NA,no,0,16,301,LL,LL,"pila,abco,abma",11.2,91,84,50,30,25,1,20,30,25,0.05,3,0.05,0.02,0,x,20,0.4,0.05,0.6,0,x,0.05,1,20,0.3,0.05,0.3,0.05,0.7,0.05,94.5,0,0,4,,0.05,0,0.05,0.05,1.5,0,0,,,,,,,,,,,,,
CPFMP,frenchmeadows,2019,fm10-10,rh.ms.nr.ag,prefire,,NA,no,0,18,317,LL,LL,"abco, cade, pila",7,1,93,55,50,15,0.05,2,50,15,0.05,3,0.05,0.02,0,x,10,0.25,0,x,0.05,2,0.05,1.4,10,0.3,1,0.2,0.05,0.6,0.05,96,0,0,2,,0.05,0,0.05,0.05,2,0,0,,,,,,,,,,,,,
CPFMP,frenchmeadows,2019,fm10-11,rh.ms.nr.ag,prefire,,NA,no,0,17,11,LL,LL,"abco, cade, conu",10.3,4,94,80,70,10,3,22,55,10,30,3,5,0.1,0,x,25,0.3,0,x,3,2.2,15,1.8,15,0.3,2,0.1,0.5,0.5,1,95.5,0,0,1.5,,0.05,0,0.05,0.05,2,0.05,0,,,,,,,,,,,,,
CPFMP,frenchmeadows,2019,fm10-12,rh.ms.nr.ag,prefire,,NA,no,0,26,330,LL,LL,"abco,conu,cade",0.3,1,95,70,40,15,0.05,11,40,8,1,2,3,0.1,0,x,2,1,0,x,0.05,2.3,0.05,1,0.05,0.1,7,0.2,0.05,0.1,0.05,93,0,0,4,,0.05,0,0.05,0.05,3,0,0,,,,,,,,,,,,old skid road running through E side of plot,
CPFMP,frenchmeadows,2019,fm10-13,rh.ms.nr.ag,prefire,,NA,no,0,21,307,LL,LL,"pipo, cade, abco",9.2,74,96,95,35,11,0,x,33,10,2,1.5,0.05,0.02,0,x,75,1,0.05,0.4,0.05,2,60,0.6,75,0.2,1,0.2,0.05,0.5,0.05,98,0,0,0.05,,t4,0,0.05,0.05,1,0,0,,,,,,,,,,,,,
CPFMP,frenchmeadows,2019,fm10-14,rh.ms.nr.ag,prefire,,NA,no,0,15,271,LL,LL,"abco, abma, cade",11,30,97,70,70,25,0.05,7.5,70,10,0.05,1.4,0.05,0.2,0,x,6,0.3,0,x,0,x,3,0.5,2,0.1,1,0.2,0,x,0.05,92,0,0,6,,0.05,0,0.05,0.05,2,0,0,,,,,,,,,,,,,
CPFMP,frenchmeadows,2019,fm10-15,rh.ms.nr.ag,prefire,,NA,no,0,38,4,LL,LL,"abco, pila, cade",8,4,98,55,55,5,0.05,7,45,22,2,2,0.05,0.2,0,x,5,0.3,0,x,0,x,1,0.5,4,0.3,1,0.2,0.05,0.1,1,93,0,0,4,,0.05,0,0.05,0.05,2,0,0,,,,,,,,,,,,,
CPFMP,frenchmeadows,2019,fm10-2,rh.ms.nr.ag,prefire,,NA,no,0,27,330,LL,LL,"abma, abco, conu",3.69,8,85,80,70,15,0.05,9,70,15,3,6,3,0.3,0,x,1,0.5,0,x,0,x,0.5,1,1,0.4,0.05,0.4,0.05,0.3,0.05,95,0,0,2,,0.05,0,0.05,0.05,3,0,0,,,,,,,,,,,,,
CPFMP,frenchmeadows,2019,fm10-3,rh.ms.nr.ag,prefire,,NA,no,0,12,313,CC,CC,"abco, abma, cade",7.3,2,86,75,60,9,0,x,60,9,1,5,0.05,0.3,0,x,6,1,0,x,0,x,5,1,5,0.4,2,0.3,0.05,0.4,0.05,95.5,0,0,2.5,,0.05,0,0.05,0.05,2,0,0,,,,,,,,,,,,,
CPFMP,frenchmeadows,2019,fm10-4,rh.ms.nr.ag,prefire,,NA,no,0,36,278,LL,LL,"abco, pila, cade",4,24,87,70,40,12.3,2,30,40,20,0.05,3,0.05,0.02,0,x,15,0.3,0,x,0.05,2.2,5,0.6,15,0.3,1,0.2,1,0.3,0.05,97,0,0,1,,0.05,0,1,0.05,1,0,0,,,,,,,,,,,,,
CPFMP,frenchmeadows,2019,fm10-5,rh.ms.nr.ag,prefire,,NA,no,0,24,298,LL,LL,"cade,abco, pila",11,74,88,70,60,10,0.05,1.5,60,10,4,5,0.05,0.5,0,x,5,0.3,0,x,0,x,1,1,5,0.2,5,0.4,0.05,0.2,0.05,96.5,0,0,2,,0.05,0,0.05,0.05,1.5,0,0,,,,,,,,,,,,,
CPFMP,frenchmeadows,2019,fm10-6,rh.ms.nr.ag,prefire,,NA,no,0,12,342,LL,LL,"abco, cade, pila",4.7,10,89,70,42,12,2,10,42,17,0.05,2.7,0.05,0.01,0,x,10,0.2,0,x,0,x,0,x,10,0.2,3,0.3,0.05,0.1,0.05,88,0,0,10,,0.05,0,0.05,0.05,2,0,0,,,,,,,,,,,,,
CPFMP,frenchmeadows,2019,fm10-7,rh.ms.nr.ag,prefire,,NA,no,0,11,328,UN,LL,"abco, cade, pila",5,3,90,80,73,20,1,6,73,20,0.05,1.6,0.05,0.01,0,x,2,0.1,0,x,0,x,0,x,2,0.1,14,0.2,0.05,0.1,0.05,92,0,0,6,,0.05,0,0.05,0.05,2,0,0,,,,,,,,,,,,,
CPFMP,frenchmeadows,2019,fm10-8,rh.ms.nr.ag,prefire,,NA,no,0,25,340,LL,LL,"abco,pila,conu",9.2,31,91,90,80,8,0,x,60,8,25,3,5,0.5,0,x,22,0.3,0,x,tt,2.5,1,1.4,22,0.6,2,0.2,0.05,0.1,0.05,95,0,0,2,,0.05,0,0.05,0.05,3,0,0,,,,,,,,,,,,,
CPFMP,frenchmeadows,2019,fm10-9,rh.ms.nr.ag,prefire,,NA,no,0,17,350,LL,LL,"abco,pila,conu",7.2,3,92,85,50,7,0.05,6.5,35,7,30,3,1,0.3,0,x,35,1.2,0.05,0.5,15,1.9,30,1,35,0.3,4,0.3,0.05,0.2,0.05,95,0,0,3,,0.05,0,0.05,0.05,2,0,0,,,,,,,,,,,,,
CPFMP,frenchmeadows,2019,fm19-1,rh.ms.nr.ag,prefire,,NA,no,0,23,132,LL,LL,"abco,cade,abma",9.6,13,77,55,50,13,0.05,21,50,13,0.05,1.25,0.05,0.09,0,x,5,0.7,0,x,0,x,3,0.7,2,0.15,0.05,0.1,0.05,0.1,0.05,92,0,0,5,,0.05,0,1.5,0.05,1.5,0,0,,,,,,,,,,,,,
CPFMP,frenchmeadows,2019,fm19-10,rh.ms.nr.ag,prefire,,NA,no,0,55,126,LL,LL,"abma,  abco, pila",6,20,1,70,70,28,1,12,70,28,0.05,4,0.05,0.02,0,x,0.05,0.4,0,x,0.05,2.2,0.05,0.6,0.05,0.3,1,0.4,0.05,0.3,0,95.5,0,0,2,,0.05,0,0.05,0.05,2.5,0.05,0,,,,,,,,,,,,,
CPFMP,frenchmeadows,2019,fm19-11,rh.ms.nr.ag,prefire,,NA,no,0,44,94,LL,LL,"abco, abma, pije",6,19,2,90,30,15,1,15,28,15,1,2,0.05,0.02,0,x,75,1,0.05,0.2,0,x,60,1.2,75,0.4,2,0.6,0.05,0.5,0.05,95.5,0,0,2,,0.05,0,0.05,1,1.5,0.05,0,,,,,,,,,,,,,
CPFMP,frenchmeadows,2019,fm19-12,rh.ms.nr.ag,prefire,,NA,no,0,30,117,LL,LL,"abco, cade pije",4.4,2,3,70,51,19,1,6.5,51,19,1,1.8,0.05,0.02,0,x,34,0.4,0,x,0,x,0.05,1.3,20,0.4,2,0.5,0.05,0.5,0.05,96,0,0,2,,0.05,0,0.05,0.05,2,0,0,,,,,,,,,,,,,
CPFMP,frenchmeadows,2019,fm19-13,rh.ms.nr.ag,prefire,,NA,no,0,31,20,LL,LL,"abco, abma, acgl",2,9,4,70,20,33,0.05,33,20,33,2,1.4,2,0.01,0,x,16,0.02,0,x,0,x,1,1.1,16,0.02,2,0.01,0.05,0.01,0.05,95,0,0,3,,0.05,0.05,0.05,0.05,2,0,0,,,,,,,,,,,,,
CPFMP,frenchmeadows,2019,fm19-14,la rh nr ms,prefire,,NA,no,0,25,273,LL,LL,"abco, cade, quva",9.8,42,2182,56,1,4,0.05,1.4,1,4,0.05,2,1,1,0,,55,0.6,0,,0,,50,0.6,55,0.3,0.5,0.2,0.05,0.4,0.5,45,0,0,0.05,,0,0,1.5,53,0.05,0.05,0,,,,,,,,,,,,,
CPFMP,frenchmeadows,2019,fm19-15,la rh nr ms,prefire,,NA,no,0,31,157,LL,LL,"abco,pila,pipo",6,41,2186,88,85,23,5,32,80,23,5,2,0.05,0.45,0,,2.5,0.35,0,,0,,2,0.55,2.5,0.4,0.05,0.25,0.05,0.45,1,69,0,0,25,,1.5,0,0.5,0.05,3,0,0,,,,,,,,,,,,,
CPFMP,frenchmeadows,2019,fm19-16,la rh nr ms,prefire,,NA,no,0,46,100,LL,LL,"abco,abma,acgl",7.4,38,2218,90,86,,1,,85,,5,2.5,3,0.4,0,,8.5,,0.05,0.3,0,,5.5,0.55,8.5,0.45,0.05,0.3,0.05,0.4,0.05,88,0,0,7,,0.05,0,0.05,0.05,5,0,0,,,,,,,,,,,,,
CPFMP,frenchmeadows,2019,fm19-17,la rh nr ms,prefire,,NA,no,0,17,118,LL,LL,"pipo,sasc,cade",8.8,9,2251,100,85,,0.05,3,75,,50,2.5,0.5,,50,2.5,37,0.45,0,,0,,10,2,37,0.45,0.05,0.3,0.05,0.3,0,95,0,0,0.5,,0.05,0,1.5,0.05,3,0,0,,,,,,,,,,,,,
