project,site,year,plotid,obs,pre_post_fire,pre_post_thin,postTime,burn_y/n,FireSeverity,slope_percent,aspect_degree,Horz_Shape,Ver_Shape,ExistingVeg,WTreeDistance_m1,WTreeAzimuth_deg1,WTreeTagNo1,TOT_VEG_percent,TOT_all_percent,TOT_HT_m,DT_all_percent,DT_HT_m,TOV_percent,TOV_HT_m,TSA_percent,TSA_HT_m,TSE_percent,TSE_HT_m,TRE_percent,TRE_HT_m,TOS_percent,TOS_HT_m,DS_percent,DS_HT_m,ST_percent,ST_HT_m,SM_percent,SM_HT_m,SL_percent,SL_HT_m,TOF_percent,TOF_HT_m,TOG_percent,TOG_HT_m,BARESOIL,LITTER,BlackLitter,ASH,CWD,stumps,CONES,Boulder/Bedrock,ROCK,SMROCK,BASALVEG,CRYPTOGRAMS,RD,BURNPILE,TOT_Black_percent,PRE % SHRUB COVER,%FORB SCORCH,%GRAM SCORCH,shrub_scorch_percent,shrub_torch_percent,shrub_unburn_percent,%UNDERSTORY TORCH,%UNDERSTORY SCORCH,history,NOTES,
CPFMP,caples,2019,13,"CM, AM",postfire,,immediate,yes,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,
CPFMP,caples,2013,13,"CR,AP",prefire,,NA,no,,22,54,UN,UN,"PIJE,CADE,ABCO",,,,36,35,10,0.5,11,35,10,,,0.5,0.2,,,1,0.4,0,0,0,0,0.5,0.8,1,0.4,0.5,0.3,1,0.2,0.5,79.5,,0,2,,,1,1,,0.5,0,13,0,,,,,,,,,,,TSE includes TSA and TSE (considered all understory),
CPFMP,caples,2020,14,"vs, mm",postfire,,1yr,yes,4,,,,,"abco, quva, prem",,,,32,10,11,1,2,10,11,0,na,0,na,0,na,21,0.1,35,1,0,na,9,1,21,0.1,tr,0.1,tr,0.3,12,46,7,13,tr,,tr,"10,2",6,4,1,tr,0,,,,,,,,,,,,"deer tracks, herbivory, ant hills",
CPFMP,caples,2019,14,"MP, KB",postfire,,immediate,yes,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,
CPFMP,caples,2013,14,"CR,AP",prefire,,NA,no,,25,172,LL,UN,"ABCO,PIJE,PILA",,,,70,5,9,0.5,10,5,9,,,0.5,0.6,,,55,0.9,0.5,0.1,2,1.6,50,0.9,3,0.3,0.5,0.4,0,0,0.5,95,,0,0.5,,,2,1,,0.5,0,14,0,,,,,,,,,,,TSE includes TSA and TSE (considered all understory),
CPFMP,caples,2020,15,"ag, mm, pm",postfire,,1yr,yes,3,,,,,"quke, cade",,,,22,0,na,0,na,0,na,0,na,0,na,18,0.9,18,0.9,75,2,0,na,14,0.9,18,0.5,3,0.1,1,1.1,28,1.5,1,3,tr,,0,55,10,1,0.5,tr,0,,,,,,,,,,,,concave slope angle changes severity,
CPFMP,caples,2019,15,"AR, MP",postfire,,immediate,yes,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,
CPFMP,caples,2013,15,"CR,AP",prefire,,NA,no,,49,168,LL,CV,"QUKE,CADE,ABCO",,,,0,0,0,0,0,0,0,,,0,0,,,100,1.3,5,0.3,10,1.7,100,1.3,5,0.2,0.5,0.2,0.5,0.8,0.5,96,,0,0.5,,,1,0.5,,0.5,0,15,0,,,,,,,,,,,TSE includes TSA and TSE (considered all understory),
CPFMP,caples,2020,16,"ag, pm, km, vs, mm",postfire,,1yr,no,0,,,,,"abco, cade, abma",,,,80,60,9,0.5,5,60,9,1,2.5,1,0.3,0,na,9,0.7,tr,0.1,0,na,6,0.7,9,0.2,5,0.35,10,0.7,0.5,88,0,0,8,,tr,1,1,tr,1.5,tr,0,,,,,,,,,,,,,
CPFMP,caples,2013,16,"CR,AP",prefire,,NA,no,,27,284,CV,CV,"ABCO,CADE,PIJE",,,,50,50,5,0,0,50,5,,,0.5,0.2,,,2,1.2,0.5,0.2,0.5,1.9,2,1.2,0.5,0.3,1,0.3,1,0.6,0.5,95.5,,0,1,,,0.5,1,,0.5,0,16,0,,,,,,,,,,,TSE includes TSA and TSE (considered all understory),
CPFMP,caples,2020,17,"vs, mm",postfire,,1yr,no,1,,,,,"pije, abco, cade",,,,40,38,,1,,37,,1,1.4,tr,0.4,1,0.2,1,0.2,0,na,0,na,tr,0.6,1,0.2,1,0.1,1,1,14,73,0,0,6,,tr,4,tr,2,1,tr,0,,,,,,,,,,,,"ant hills, sm mammal burrows",
CPFMP,caples,2013,17,"CR,AP",prefire,,NA,no,,5,178,UN,UN,"ABCO,PIJE,ABMA",,,,30,30,12,0.5,11,30,12,,,0.5,0.3,,,0.5,0.6,0,0,0,0,0.5,0.6,0.5,0.2,0.5,0.2,0.5,0.5,1,9,,0,1,,,0.5,1,,0.5,0,17,0,,,,,,,,,,,TSE includes TSA and TSE (considered all understory),
CPFMP,caples,2020,18,"ag, mm, pm",postfire,,1yr,yes,5 - high severity,,,,,"abco, pije",,,,15,0,na,0,na,0,na,0,na,0,na,15,0.15,15,0.15,65,1,0,na,0,na,15,0.15,tr,0.08,0,na,52,tr,9,4,tr,,0,25,8,2,tr,0,0,,,,,,,,,,,,no witness,
CPFMP,caples,2019,18,"NH, AR",postfire,,immediate,yes,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,
CPFMP,caples,2013,18,"CR,AP",prefire,,NA,no,,28,178,UN,UN,"ABCO,PIJE,",,,,95,0,0,0,0,0,0,,,0,0,,,95,1,1,0.1,1,1.9,95,1,45,0.3,0.5,0.1,,,1,97,,0,0.5,,,1,1,,0.5,0,18,0,,,,,,,,,,,TSE includes TSA and TSE (considered all understory),
CPFMP,caples,2020,19,"ag, pm, km",postfire,,1yr,yes,1,,,,,"juoc, pije",,,,60,20,5,tr,4.5,20,5,0.5,4,0.25,0.4,tr,0.1,32,1.3,3,0.7,0,na,16,1.1,32,0.3,5,0.15,6,0.07,40,29.5,tr,tr,tr,,tr,25,3,1,1.5,tr,0,,,,,,,,,,,,,
CPFMP,caples,2013,19,"CR,AP",prefire,,NA,no,,27,202,CV,LL,"JUOC,PIJE,QUKE",,,,20,12,15,0.5,1,12,15,,,0.5,1,,,5,1.2,0.5,0.4,1,2,5,1.2,0.5,0.3,3,0.2,1,0.1,2,88,,0,0.5,,,1.5,3.5,,0.5,0,19,0,,,,,,,,,,,TSE includes TSA and TSE (considered all understory),
CPFMP,caples,2020,20,"ag, pm, km",postfire,,1yr,yes,2,,,,,"pije, cade, juoc",,,,33,7,3,2.5,3,7,21,0,na,0,na,0.5,0.1,0.5,0.1,17,1.1,0,na,tr,0.6,0.5,0.1,13,0.2,12,0.3,56.5,7,tr,tr,0.5,,tr,35,0.5,tr,0.5,tr,0,,,,,,,,,,,,,
CPFMP,caples,2019,20,"CM, AM",postfire,,immediate,yes,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,
CPFMP,caples,2013,20,"CR,AP",prefire,,NA,no,,23,122,UN,LL,"CADE,JUOC,PIJE",,,,35,10,6,1,3,10,6,,,0.5,1.2,,,25,1.3,2,0.2,0.5,1.9,20,1.3,3,0.2,1,0.3,1,0.2,0.5,75,,0,2,,,19,1.5,,0.5,0,20,0,,,,,,,,,,,TSE includes TSA and TSE (considered all understory),
CPFMP,caples,2020,21,"ag, vs, pm, mm, km",postfire,,1yr,no,0,,,,,"pije, abco, abma",,,,72,54,25.3,1,22,54,25.3,tr,3.3,tr,0.1,0,na,21,0.7,0,na,0,na,20,0.7,21,0.2,tr,0.1,3,0.1,10,84.5,0,0,1.5,,tr,1,tr,2,1,tr,0,,,,,,,,,,,,,
CPFMP,caples,2013,21,"CR,AP",prefire,,NA,no,,37,160,LL,LL,"ABCO,CADE,PIJE",,,,60,60,20,0,0,60,20,,,0.5,1.7,,,2,0.4,0.5,0.1,0,0,0.5,0.7,2,0.4,0.5,0.3,1,0.7,0.5,100,,0,0.5,,,0.5,1,,0.5,0,21,0,,,,,,,,,,,TSE includes TSA and TSE (considered all understory),
CPFMP,caples,2020,22,"TRP, ZTC, HEP",postfire,,1yr,yes,5,,,,,"ABCO, PIJE",,,,15,0,0,na,na,0,0,0,0,na,na,na,na,15,0.2,na,na,0,0,0,0,15,0.2,0,0,0,0,71,3,na,na,0.5,,na,na,25,na,0.5,0,0,,,,,,,,,,,,,
CPFMP,caples,2019,22,"AM, SD",postfire,,immediate,yes,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,
CPFMP,caples,2013,22,"CR,AP,BE",prefire,,NA,no,,30,196,CC,CC,"ABCO,PIJE,CADE",,,,85,2,6,0,0,2,6,,,0.5,0.4,,,85,1,0.5,0.3,2,1.7,85,1,40,0.3,5,0.2,0,0,1,88,,0,1,,,10.5,0,,0.5,0,22,0,,,,,,,,,,,TSE includes TSA and TSE (considered all understory),
CPFMP,caples,2020,23,"TRP, ZTC, HEP",postfire,,1yr,yes,2,,,,,"ABCO, CADE, PIJE",,,,45,40,20.6,na,na,40,20.6,0.5,0.03,na,na,na,na,5,0.28,na,na,0,0,0,0,5,0.5,0.5,5,0,0,34,34,na,na,1,,na,na,30,na,1,0,0,,,,,,,,,,,,,
CPFMP,caples,2019,23,"CM, AR, AM, MP",postfire,,immediate,yes,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,
CPFMP,caples,2013,23,"CR,AP,BE",prefire,,NA,no,,26,180,LL,CV,"ABCO,PIJE,CADE",,,,55,35,11,0.5,2,35,11,,,0.5,1.4,,,25,1.2,0.5,0.4,1,1.9,20,1.2,10,0.3,0.5,0.2,0,0,0.5,96,,0,1,,,0.5,2,,0.5,0,23,0,,,,,,,,,,,TSE includes TSA and TSE (considered all understory),
CPFMP,caples,2020,24,"TRP, ZTC, HEP",postfire,,1yr,yes,3,,,,,"ABCO, CADE, PILA",,,,30,30,22.1,na,na,30,22.1,0.5,0.03,na,na,na,na,0.5,0.5,na,na,0,0,0,0,0.5,0.03,0.5,20,0,0,10,34.5,na,na,5,,na,na,50,na,0.5,0,0,,,,,,,,,,,,,
CPFMP,caples,2019,24,"CM, MP, AR, AM",postfire,,immediate,yes,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,
CPFMP,caples,2013,24,"CR,AP,BE",prefire,,NA,no,,45,0,UN,LL,"ABCO,PIJE,PIJA",,,,75,75,10,0,4,75,10,,,0.5,1.3,,,0.5,0.4,0,0,0,0,0.5,1.2,0.5,0.4,0.5,0.4,0,0,0.5,92,,0,3,,,1.5,2,,0.5,0,24,0,,,,,,,,,,,TSE includes TSA and TSE (considered all understory),
CPFMP,caples,2020,25,ZTC TRP HEP,postfire,,1yr,yes,0,,,,,JUOC PICO PIJE,,,,50,1,9.2,na,na,1,9.2,0.5,1.2,na,na,na,na,50,1.12,na,na,0,0,30,1.12,0.2,0.39,0.5,15.1,1,8.2,27.5,20,na,na,1,,na,na,50,na,1,0.5,0,,,,,,,,,,,,100,
CPFMP,caples,2013,25,"CR,AP",prefire,,NA,no,,6,254,UN,UN,"PICO,JUOC,PIJE",,,,50,4,9,0,0,4,90,,,0.5,0.8,,,45,1.2,0.5,0.3,0.5,1.9,40,1.2,5,0.4,0.5,0.1,0.5,0.2,1,55,,0,0.5,,,21,18.5,,0.5,0,25,0,,,,,,,,,,,TSE includes TSA and TSE (considered all understory),
CPFMP,caples,2020,26,ZTC TRP HEP,postfire,,1yr,yes,1,,,,,PIJE CADE JUOC,,,,30,2,8.2,na,na,1,8.2,0.5,1,na,na,na,na,20,0.6,na,na,1,0.1,20,0.6,0,0,7,16,5,58.3,10,22.5,na,na,1,,na,na,65,na,1,0.5,0,,,,,,,,,,,,100,
CPFMP,caples,2019,26,"CM, AM",postfire,,immediate,yes,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,
CPFMP,caples,2013,26,"CR,AP",prefire,,NA,no,,23,208,BR,BR,"JUOC,PIJE,CADE",,,,20,3,7,0,0,3,7,,,0.5,1.2,,,15,1.4,0.5,1.9,0,0,12,1.4,3,0.4,0.5,0.2,1,0.6,0.5,34,,0,0.5,,,46,3,,0.5,0,26,0,,,,,,,,,,,TSE includes TSA and TSE (considered all understory),
CPFMP,caples,2020,27,"ag, pm, km",postfire,,1yr,yes,2,,,,,"pije, cade, juoc",,,,3,0.5,3,tr,4,tr,3,tr,2,tr,0.05,3,0.9,3,0.9,35,1.1,0,na,2,1.3,3,0.4,tr,0.1,tr,0.2,34.75,20.5,7,3,0.25,,tr,30,2.5,1.5,0.5,tr,0,,,,,,,,,,,,took cap photo after panos,
CPFMP,caples,2013,27,"CR,AP",prefire,,NA,no,,45,126,BR,UN,"PIJE,CADE,JUOC",,,,85,2,,0.5,,2,,,,0.5,0.9,,,85,1,0.5,0.3,0.5,1.9,75,1,10,0.4,0.5,0.2,0.5,0.2,0.5,83,,0,0.5,,,5.5,1,,0.5,0,27,0,,,,,,,,,,,TSE includes TSA and TSE (considered all understory),
CPFMP,caples,2020,28,"vs, mm",postfire,,1yr,yes,5 - high severity,,,,,"cade, pije, abco",,,,25,25,8,25,8,0,na,0,na,tr,0.1,0,na,tr,0.1,0,na,0,na,0,na,tr,0.1,tr,0.1,0,na,2,14,42,14,3,,tr,1,17,4,3,tr,0,,,,,,,,,,,,deer tracks,
CPFMP,caples,2019,28,"CM, AM",postfire,,immediate,yes,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,
CPFMP,caples,2013,28,"CR,AP",prefire,,NA,no,,22,148,LL,LL,"CADE,PIJE,QUKE",,,,95,95,8,0.5,6,95,8,,,0.5,1.2,,,0.5,0.4,0,0,0,0,0,0,0.5,0.4,0,0,0,0,0,97,,0,1,,,0.5,1,,1,0,28,0,,,,,,,,,,,TSE includes TSA and TSE (considered all understory),
CPFMP,caples,2020,29,"vs, mm",postfire,,1yr,yes,4,,,,,"cade, abco, quke",,,,20,18,5,24,5,18,7.5,0,na,tr,0.1,0,na,2,0.5,16,0.5,0,na,1,1,1,0.2,0,na,tr,0.1,4,22,38,4,4,,tr,7,17,2,2,tr,0,,,,,,,,,,,,acorns present too,
CPFMP,caples,2019,29,"AR, MP",postfire,,immediate,yes,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,
CPFMP,caples,2013,29,"CR,AP",prefire,,NA,no,,2,220,UN,CC,"CADE,PIJE,ABCO",,,,80,65,4,0,0,65,4,,,0.5,1,,,65,1.7,0.5,0.2,20,2.1,50,1.7,3,0.4,0,0,0,0,0.5,97,,0,1,,,1,0.5,,0.5,0,29,0,,,,,,,,,,,TSE includes TSA and TSE (considered all understory),
CPFMP,caples,2020,30,"ag, pm, km",postfire,,1yr,yes,1,,,,,"pije, juoc, pico",,,,3,1.5,4,tr,3,1,4.5,0.5,1.5,0,na,tr,0.1,1,0.1,25,1.2,0,na,0.25,1.1,1,0.1,tr,0.15,tr,0.3,25,2.5,tr,tr,0.5,,0,70,0.5,1.5,tr,tr,0,,,,,,,,,,,,,
CPFMP,caples,2019,30,"MP, AR",postfire,,immediate,yes,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,
CPFMP,caples,2013,30,"CR,AP",prefire,,NA,no,,29,156,BR,UN,"PIJE,CADE,JUOC",,,,40,5,5,0,0,5,5,,,0.5,1.7,,,35,1.3,0,0,0,0,30,1.6,10,0.4,0.5,0.2,0,0,1,54,,0,1,,,35,2,,0.5,0,30,0,,,,,,,,,,,TSE includes TSA and TSE (considered all understory),
CPFMP,caples,2020,31,"TRP, ZTC, HEP,",postfire,,1yr,yes,0,,,,,"CADE, ABCO, PIJE",,,,95,0,0,na,na,0,0,0,0,na,na,na,na,0,0,na,na,0,0,0,0,0,0,55,60,55,60,94,5,na,na,0,,na,na,0,na,0.5,0.5,0,,,,,,,,,,,,"BARE=to standing water, may be litter below",
CPFMP,caples,2013,31,"CR,AP",prefire,,NA,no,,0,162,LL,LL,"PICO,ABCO,CADE",,,,100,0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,25,0.6,75,0.4,0,19,,0,0,,,0,0,,1,0,31,0,,,,,,,,,,,TSE includes TSA and TSE (considered all understory),
CPFMP,caples,2020,32,"vs, mm",postfire,,1yr,yes,3,,,,,"pije, cade abco",,,,50,48,8,4,6,48,9,0,na,tr,0.5,tr,0.5,tr,0.1,12,0.7,0,na,0,na,tr,0.1,0,na,0,na,0,17,10,15,2,,tr,25,25,tr,3,3,0,,,,,,,,,,,,"bear poop, deer herbivory, sm mammal burrows",
CPFMP,caples,2019,32,"AR, MP",postfire,,immediate,yes,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,
CPFMP,caples,2013,32,"CR,AP,BE",prefire,,NA,no,,10,368,CV,UN,"CADE,ABCO,POTR",,,,85,85,17,0.5,16,85,17,,,0.5,1.1,,,5,1.2,0.5,0.3,0.5,1.9,4,1.2,1,0.4,0.5,0.1,0,0,0.5,91,,0,1,,,5.5,1.5,,1,0,32,0,,,,,,,,,,,TSE includes TSA and TSE (considered all understory),
CPFMP,caples,2020,33,"TRP, ZTC, HEP",postfire,,1yr,yes,2,,,,,"PICO, CADE, ABCO",,,,60,60,14.1,na,na,60,14.1,0.5,0.04,na,na,na,na,0,0,na,na,0,0,0,0,0,0,0.5,16,0,0,53,25,na,na,6,,na,na,0,na,1,15,0,,,,,,,,,,,,Morels present!,
CPFMP,caples,2019,33,"AM, AR, NH, K",postfire,,immediate,yes,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,
CPFMP,caples,2013,33,"CR,AP,BE",prefire,,NA,no,,3,218,LL,LL,"PICO,CADE,ABCO",,,,68,68,11,3,6,65,11,,,0.5,0.3,,,0.5,0.4,0,0,0,0,0,0,0.5,0.4,0.5,0.6,0,0,0.5,99,,0,1,,,0,0,,0.5,0,33,0,,,,,,,,,,,TSE includes TSA and TSE (considered all understory),
CPFMP,caples,2020,34,"TRP, ZTC, HEP",postfire,,1yr,yes,2,,,,,"PIJE, CADE",,,,60,15,10.4,na,na,15,10.4,0.5,0.04,na,na,na,na,2,0.25,na,na,0,0,0,0,0,0.25,40,32.5,5,37.5,43.5,15,na,na,0.5,,na,na,40,na,0.5,0.5,0,,,,,,,,,,,,,
CPFMP,caples,2019,34,"KB,MR",postfire,,immediate,yes,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,
CPFMP,caples,2013,34,"CR,AP,BE",prefire,,NA,no,,27,234,UN,UN,"CADE,PIJE,ABCO",,,,35,5,4,0.5,4,5,4,,,0.5,0.2,,,30,1.6,0.5,0.3,0.5,1.9,25,1.6,5,0.3,0.5,0.4,0.5,0.2,1,56,,0,0.5,,,35,1.5,,0.5,0,34,0,,,,,,,,,,,TSE includes TSA and TSE (considered all understory),
CPFMP,caples,2020,35,"HEP, ZTC",postfire,,1yr,yes,3,,,,,"CADE, PIJE, ABCO",,,,25,2,4.9,na,na,2,4.9,0.5,0.4,na,na,na,na,5,0.35,na,na,0,0,0,0,5,0.35,12,53,2,42,23.5,10,na,na,0.5,,na,na,65,na,0.5,0.5,0,,,,,,,,,,,,,
CPFMP,caples,2019,35,"NH, AR",postfire,,immediate,yes,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,
CPFMP,caples,2013,35,"CR,AP,BE",prefire,,NA,no,,19,286,CV,UN,"CADE,PIJE,QUKE",,,,35,10,4,0,0,10,4,,,0.5,0.3,,,25,1.6,0.5,0.3,0,0,15,1.6,10,0.4,0.5,0.4,0.5,0.3,1,46,,0,0.5,,,46,1.5,,0.5,0,35,0,,,,,,,,,,,TSE includes TSA and TSE (considered all understory),
CPFMP,caples,2020,36,"TRP, HEP, ZTC",postfire,,1yr,yes,3,,,,,"CADE, PICO, PIJE",,,,75,10,27.2,na,na,10,27.2,0.5,1.2,na,na,na,na,0.5,1.2,na,na,0,0,3,0.5,0.5,0.1,60,48.2,60,62.3,49,48,na,na,1,,na,na,0,na,1,1,0,,,,,,,,,,,,100,
CPFMP,caples,2019,36,"NH, AR",postfire,,immediate,yes,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,
CPFMP,caples,2013,36,"CR,AP,BE",prefire,,NA,no,,2,134,LL,LL,"PICO,CADE,PIJE",,,,100,15,5,0,0,15,5,,,0.5,1,,,0,0,0,0,0,0,0,0,0,0,1,0.7,95,0.1,0.5,98,,0,1,,,0,0.5,,1,0,36,0,,,,,,,,,,,TSE includes TSA and TSE (considered all understory),
CPFMP,caples,2020,37,"TRP, HEP, ZTC",postfire,,1yr,yes,4,,,,,"CADE, ABCO, QUKE",,,,2,0.5,0.24,na,na,0.5,12.2,0.5,0.24,na,na,na,na,1,0.16,na,na,0,0,0,0,1,0.16,1,30,0.5,28,26,26.5,na,na,2,,na,na,45,na,0.5,0,0,,,,,,,,,,,,100,
CPFMP,caples,2019,37,"NH, AR",postfire,,immediate,yes,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,
CPFMP,caples,2013,37,"CR,AP,BE",prefire,,NA,no,,22,158,UN,UN,"CADE,ABCO,QUKE",,,,75,60,3,0.5,8,60,3,,,0.5,1.3,,,10,1.3,0.5,0.2,0.5,1.9,5,1.3,5,0.4,0.5,0.3,0.5,0.4,0.5,94,,0,1,,,4.5,1.5,,0.5,0,37,0,,,,,,,,,,,TSE includes TSA and TSE (considered all understory),
CPFMP,caples,2013,38,"CR,AP",prefire,,NA,no,,6,196,LL,LL,"ABCO,PIJE,POTR",,,,55,20,27.7,0,0,20,27.7,,,0.5,0.4,,,0,0,0,0,0,0,0,0,0,0,2,0.3,45,1.1,3,94,,0,1,,,0,1,,0.5,0,38,0,,,,,,,,,,,TSE includes TSA and TSE (considered all understory),
CPFMP,caples,2013,39,"CR,AP",prefire,,NA,no,,18,156,UN,LL,"ABCO,PIJE,",,,,30,30,30,0,0,30,30,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0.5,,34,2,,,4,1,,0.5,0.5,39,0,,,,,,,,,,,TSE includes TSA and TSE (considered all understory),
CPFMP,caples,2020,40,"TRP, HEP, ZTC",postfire,,1yr,no,0,,,,,"Abma, pije, juoc",,,,60,55,17.4,na,na,50,17.5,0.5,0.9,na,na,na,na,1,0.7,na,na,0,0,0.5,0.7,1,0.4,5,18,2,15,40,51,na,na,5,,na,na,3,na,1,0,0,,,,,,,,,,,,,
CPFMP,caples,2013,40,"CR,AP",prefire,,NA,no,,16,142,LL,LL,"JUOC,AMBA,PIJE",,,,53,50,15,0.5,4,50,15,,,0.5,1,,,0,0,0,0,0,0,0,0,0,0,2,0.4,1,0.3,0.5,95,,0,2,,,0.5,1.5,,1,0,40,0,,,,,,,,,,,TSE includes TSA and TSE (considered all understory),
CPFMP,caples,2013,41,"CR,AP",prefire,,NA,no,,28,156,LL,LL,"JUOC,PIJE,ABMA",,,,15,10,8,0,0,10,8,,,0.5,1,,,0,0,0,0,0,0,0,0,0,0,5,0.5,0.5,0.3,5,30,,0,0,,,0.5,61,,0.5,0.5,41,0,,,,,,,,,,,TSE includes TSA and TSE (considered all understory),
CPFMP,caples,2013,42,"CR,AP",prefire,,NA,no,,28,340,LL,CV,"JUOC,PIJE,ABMA",,,,10,10,3,0,0,10,3,,,0.5,0.9,,,0,0,0,0,0,0,0,0,0,0,0.5,0.4,0.5,0.3,1,25,,0,1,,,0.5,43,,0.5,0,42,0,,,,,,,,,,,TSE includes TSA and TSE (considered all understory),
