project,site,year,Plot ID,pre_post_fire,postTime,Regen1_m,Regen1_spp,Regen2_m,Regen2_spp,SS1_m,SS1_spp,SS2_m,SS2_spp,SS3_m,SS3_spp,SS4_m,SS4_spp,SS5_m,SS5_spp
CPFMP,calaveras,2020,BigTrees22,prefire,,,,,,,,,,,,,,,
CPFMP,calaveras,2020,BigTrees24,prefire,,,,,,,,,,,,,,,
CPFMP,calaveras,2020,BigTrees36,prefire,,,,,,,,,,,,,,,
CPFMP,calaveras,2020,BigTrees27,prefire,,,,,,,,,,,,,,,
CPFMP,calaveras,2020,BigTrees25,prefire,,,,,,,,,,,,,,,
CPFMP,calaveras,2020,BigTrees29,prefire,,,,,,,,,,,,,,,
CPFMP,calaveras,2020,BigTrees01,prefire,,,,,,,,,,,,,,,
CPFMP,calaveras,2020,BigTrees35,prefire,,,,,,,,,,,,,,,
CPFMP,calaveras,2020,BigTrees06,prefire,,,,,,,,,,,,,,,
CPFMP,calaveras,2020,BigTrees32,prefire,,,,,,,,,,,,,,,
CPFMP,calaveras,2020,BigTrees14,prefire,,,,,,,,,,,,,,,
CPFMP,calaveras,2020,BigTrees04,prefire,,,,,,,,,,,,,,,
CPFMP,calaveras,2020,BigTrees05,prefire,,,,,,,,,,,,,,,
CPFMP,calaveras,2020,BigTrees34,prefire,,,,,,,,,,,,,,,
CPFMP,calaveras,2020,BigTrees21,prefire,,,,,,,,,,,,,,,
CPFMP,calaveras,2020,BigTrees23,prefire,,,,,,,,,,,,,,,
CPFMP,calaveras,2020,BigTrees28,prefire,,,,,,,,,,,,,,,
CPFMP,calaveras,2020,BigTrees20,prefire,,,,,,,,,,,,,,,
CPFMP,calaveras,2020,BigTrees19,prefire,,,,,,,,,,,,,,,
CPFMP,calaveras,2020,BigTrees18 ,prefire,,,,,,,,,,,,,,,
CPFMP,calaveras,2020,BigTrees17,prefire,,,,,,,,,,,,,,,
CPFMP,calaveras,2020,BigTrees09,prefire,,,,,,,,,,,,,,,
CPFMP,calaveras,2020,BigTrees08,prefire,,,,,,,,,,,,,,,
CPFMP,calaveras,2020,BigTrees02,prefire,,,,,,,,,,,,,,,
CPFMP,calaveras,2020,BigTrees03,prefire,,,,,,,,,,,,,,,
CPFMP,calaveras,2020,BigTrees31,prefire,,,,,,,,,,,,,,,
CPFMP,calaveras,2020,BigTrees30,prefire,,,,,,,,,,,,,,,
CPFMP,calaveras,2020,BigTrees13,prefire,,,,,,,,,,,,,,,
CPFMP,calaveras,2020,BigTrees11,prefire,,,,,,,,,,,,,,,
CPFMP,calaveras,2020,BigTrees12,prefire,,,,,,,,,,,,,,,
CPFMP,calaveras,2020,BigTrees10,prefire,,,,,,,,,,,,,,,
CPFMP,calaveras,2020,BigTrees07,prefire,,,,,,,,,,,,,,,
CPFMP,calaveras,2020,BigTrees15,prefire,,,,,,,,,,,,,,,
CPFMP,calaveras,2020,BigTrees33,prefire,,,,,,,,,,,,,,,
CPFMP,Antelope,2020,Antelope01,prefire,,,,,,,,,,,,,,,
CPFMP,Antelope,2020,Antelope02,prefire,,11,PIJE,,,,,,,,,,,,
CPFMP,Antelope,2020,Antelope03,prefire,,1.5,PIJE,,,,,,,,,,,,
CPFMP,Antelope,2020,Antelope04,prefire,,10,PIJE,,,,,,,,,,,,
CPFMP,Antelope,2020,Antelope05,prefire,,9,PIJE,,,,,,,,,,,,
CPFMP,Antelope,2020,Antelope06,prefire,,,,,,,,,,,,,,,
CPFMP,Antelope,2020,Antelope07,prefire,,,,,,,,,,,,,,,
CPFMP,Antelope,2020,Antelope08,prefire,,43,PIJE,,,,,,,,,,,,
CPFMP,Antelope,2020,Antelope09,prefire,,,,,,,,,,,,,,,
CPFMP,Antelope,2020,Antelope10,prefire,,,,,,,,,,,,,,,
CPFMP,Antelope,2020,Antelope11,prefire,,,,,,,,,,,,,,,
CPFMP,Antelope,2020,Antelope12,prefire,,,,,,,,,,,,,,,
CPFMP,Antelope,2020,Antelope13,prefire,,,,,,,,,,,,,,,
CPFMP,Antelope,2020,Antelope14,prefire,,14,PIJE,,,,,,,,,,,,
CPFMP,Antelope,2020,Antelope15,prefire,,,,,,,,,,,,,,,
CPFMP,Antelope,2020,Antelope16,prefire,,13.7,PIJE,,,,,,,,,,,,
CPFMP,Antelope,2020,Antelope17,prefire,,,,,,,,,,,,,,,
CPFMP,Antelope,2020,Antelope18,prefire,,15.7,PIJE,,,,,,,,,,,,
CPFMP,Antelope,2020,Antelope19,prefire,,,,,,,,,,,,,,,
CPFMP,DryCreek,2020,DryCreek21,prefire,,7,PIJE,,,,,,,,,,,,
CPFMP,DryCreek,2020,DryCreek22,prefire,,12,PIJE,,,,,,,,,,,,
CPFMP,DryCreek,2020,DryCreek23,prefire,,13,PIJE,,,,,,,,,,,,
CPFMP,DryCreek,2020,DryCreek24,prefire,,,,,,,,,,,,,,,
CPFMP,DryCreek,2020,DryCreek25,prefire,,30,PIJE,,,,,,,,,,,,
CPFMP,DryCreek,2020,DryCreek26,prefire,,8,PIJE,,,,,,,,,,,,
CPFMP,DryCreek,2020,DryCreek27,prefire,,,,,,,,,,,,,,,
CPFMP,DryCreek,2020,DryCreek28,prefire,,,,,,,,,,,,,,,
CPFMP,DryCreek,2020,DryCreek29,prefire,,11,PIJE,,,,,,,,,,,,
CPFMP,DryCreek,2020,DryCreek30,prefire,,,,,,,,,,,,,,,
CPFMP,DryCreek,2020,DryCreek31,prefire,,,,,,,,,,,,,,,
CPFMP,DryCreek,2020,DryCreek32,postfire,2yr,,,,,,,,,,,,,,
CPFMP,DryCreek,2020,DryCreek33,postfire,2yr,,,,,,,,,,,,,,
CPFMP,DryCreek,2020,DryCreek34,postfire,2yr,,,,,,,,,,,,,,
CPFMP,DryCreek,2020,DryCreek35,postfire,2yr,,,,,,,,,,,,,,
CPFMP,DryCreek,2020,DryCreek36,postfire,2yr,,,,,,,,,,,,,,
CPFMP,DryCreek,2020,DryCreek37,postfire,2yr,,,,,,,,,,,,,,
CPFMP,DryCreek,2020,DryCreek38,postfire,2yr,12,PIJE,,,,,,,,,,,,
CPFMP,DryCreek,2020,DryCreek39,postfire,2yr,,,,,,,,,,,,,,
CPFMP,DryCreek,2020,DryCreek40,postfire,2yr,,,,,,,,,,,,,,
CPFMP,DryCreek,2020,DryCreek41,postfire,2yr,,,,,,,,,,,,,,
CPFMP,DryCreek,2020,DryCreek43,postfire,2yr,,,,,,,,,,,,,,
CPFMP,DryCreek,2020,DryCreek46,prefire,,2,PIJE,,,,,,,,,,,,
CPFMP,DryCreek,2020,DryCreek48,prefire,,,,,,,,,,,,,,,
CPFMP,DryCreek,2020,DryCreek50,prefire,,8,PIJE,,,,,,,,,,,,
CPFMP,DryCreek,2020,DryCreek52,prefire,,,,,,,,,,,,,,,
CPFMP,downieville,2020,RedAnt46,prefire,,,,,,,,,,,,,,,
CPFMP,downieville,2020,RedAnt49,prefire,,,,,,,,,,,,,,,
CPFMP,downieville,2020,RedAnt50,prefire,,,,,,,,,,,,,,,
CPFMP,downieville,2020,RedAnt39,prefire,,,,,,,,,,,,,,,
CPFMP,downieville,2020,RedAnt38,prefire,,,,,,20,PILA,>50,CADE,50,QUKE,,,,
CPFMP,downieville,2020,RedAnt51,prefire,,,,,,>50,QUKE,>50,CONU,,,,,,
CPFMP,downieville,2020,RedAnt28,prefire,,,,,,13,PSME,,,,,,,,
CPFMP,downieville,2020,RedAnt52,prefire,,,,,,,,,,,,,,,
CPFMP,downieville,2020,RedAnt44,prefire,,,,,,,,,,,,,,,
CPFMP,downieville,2020,RedAnt42,prefire,,,,,,,,,,,,,,,
CPFMP,downieville,2020,RedAnt41,prefire,,,,,,,,,,,,,,,
CPFMP,downieville,2020,RedAnt40,prefire,,,,,,,,,,,,,,,
CPFMP,downieville,2020,RedAnt59,prefire,,,,,,,,,,,,,,,
CPFMP,downieville,2020,RedAnt56,prefire,,,,,,,,,,,,,,,
CPFMP,downieville,2020,RedAnt55,prefire,,,,,,,,,,,,,,,
CPFMP,downieville,2020,RedAnt57,prefire,,,,,,,,,,,,,,,
CPFMP,downieville,2020,RedAnt54,prefire,,,,,,,,,,,,,,,
CPFMP,downieville,2020,RedAnt29,prefire,,,,,,13,PILA,>50,ABCO,,,,,,
CPFMP,downieville,2020,RedAnt30,prefire,,13,PIPO,,,25,PILA,>50,ABCO,,,,,,
CPFMP,downieville,2020,RedAnt45,prefire,,>50,PIPO,>50,PIJE,23,PSME,,,,,,,,
CPFMP,downieville,2020,RedAnt43,prefire,,,,,,,,,,,,,,,
CPFMP,downieville,2020,RedAnt62,prefire,,,,,,16.9,PILA,46.5,ABCO,28.7,PIJE,28.7,PIPO,,
CPFMP,downieville,2020,RedAnt30,prefire,,,,,,>50,ABCO,18,QUKE,,,,,,
CPFMP,downieville,2020,RedAnt32,prefire,,,,,,>50,CADE,>50,ABCO,11.5,QUKE,,,,
CPFMP,downieville,2020,RedAnt35,prefire,,,,,,>50,PILA,>50,QUKE,,,,,,
CPFMP,downieville,2020,RedAnt36,prefire,,,,,,>50,QUKE,,,,,,,,
CPFMP,downieville,2020,RedAnt37,prefire,,,,,,80,QUKE,,,,,,,,
CPFMP,downieville,2020,RedAnt60,prefire,,,,,,>50,QUWI,,,,,,,,
CPFMP,downieville,2020,RedAnt61,prefire,,,,,,80,QUKE,,,,,,,,
CPFMP,downieville,2020,RedAnt53,prefire,,,,,,,,,,,,,,,
CPFMP,downieville,2020,RedAnt58,prefire,,,,,,32,QUKE,,,,,,,,
CPFMP,caples,2020,Caples002,postfire,1yr,>50,JUOC,na,,na,,na,,,,,,,
CPFMP,caples,2020,Caples003,postfire,1yr,na,,na,,na,,na,,,,,,,
CPFMP,caples,2020,Caples004,postfire,1yr,na,,na,,na,,na,,,,,,,
CPFMP,caples,2020,Caples013,postfire,1yr,10,intolerant,3,tolerant,14,intolerant,6.4,tolerant,,,,,,
CPFMP,caples,2020,Caples014,postfire,1yr,na,,na,,na,,na,,,,,,,
CPFMP,caples,2020,Caples015,postfire,1yr,11,intolerant,na,,11.3,intolerant,32.1,tolerant,,,,,,
CPFMP,caples,2020,Caples016,postfire,1yr,5,PILA,3.5,ABCO,23,PILA,3,ABCO,,,,,,
CPFMP,caples,2020,Caples017,postfire,1yr,na,,na,,na,,na,,,,,,,
CPFMP,caples,2020,Caples018,postfire,1yr,150,intolerant,na,,78,intolerant,83.6,tolerant,,,,,,
CPFMP,caples,2020,Caples019,postfire,1yr,4,JUOC,na,,8,JUOC,na,,10,PIJE,,,,
CPFMP,caples,2020,Caples020,postfire,1yr,na,,na,,7.6,intolerant,22.2,tolerant,,,,,,
CPFMP,caples,2020,Caples021,postfire,1yr,1.2,intolerant,2,tolerant,10,intolerant,1,tolerant,,,,,,
CPFMP,caples,2020,Caples027,postfire,1yr,7,intolerant,100,tolerant,11.6,intolerant,13.8,tolerant,,,,,,
CPFMP,caples,2020,Caples028,postfire,1yr,na,,na,,na,,na,,,,,,,
CPFMP,caples,2020,Caples029,postfire,1yr,na,,na,,na,,na,,,,,,,
CPFMP,caples,2020,Caples030,postfire,1yr,10,intolerant,12.7,tolerant,9,intolerant,53,CADE,,,,,,
CPFMP,caples,2020,Caples032,postfire,1yr,na,,na,,na,,na,,,,,,,
CPFMP,caples,2020,Caples075,postfire,1yr,na,,na,,na,,na,,,,,,,
CPFMP,caples,2020,Caples076,postfire,1yr,na,,9.3,tolerant,5,intolerant,na,,,,,,,
CPFMP,caples,2020,Caples077,postfire,1yr,na,,na,,na,,na,,,,,,,
CPFMP,caples,2020,Caples115,postfire,1yr,5,intolerant,3,tolerant,3.8,intolerant,8.5,tolerant,,,,,,
CPFMP,caples,2020,Caples122,postfire,1yr,12.5,intolerant,7,tolerant,9,intolerant,2,tolerant,,,,,,
CPFMP,caples,2020,Caples125,postfire,1yr,na,,na,,na,,na,,,,,,,
CPFMP,caples,2020,Caples126,postfire,1yr,5,PIJE,na,,5.8,intolerant,6.9,tolerant,,,,,,
CPFMP,caples,2020,Caples127,postfire,1yr,6,PIJE,4,ABCO,23,PIJE,1.5,ABCO,18,PICO,,,,
CPFMP,caples,2020,Caples128,postfire,1yr,na,,na,,na,,na,,,,,,,
CPFMP,LoneBobcatWoods,2020,lbw2,prefire,,,,,,18,CADE,2,PIPO,7,QUKE,2,QUCH,,
CPFMP,LoneBobcatWoods,2020,lbw3,prefire,,,,,,6,QUKE,51,PSME,1,CADE,18,QUCH,,
CPFMP,LoneBobcatWoods,2020,lbw4,prefire,,,,,,4,QUKE,6,CADE,11,PSME,,,,
CPFMP,LoneBobcatWoods,2020,lbw7,prefire,,6.6,PSME,,,,,,,,,,,,
CPFMP,LoneBobcatWoods,2020,lbw5,prefire,,,,,,14.2,QUCH,,,,,,,,
CPFMP,LoneBobcatWoods,2020,lbw1,prefire,,,,,,6,CADE,1,QUKE,,,,,,
CPFMP,SugarPineSP,2020,sugarpine1,prefire,,,,,,18.4,PICO,,,,,,,,
CPFMP,SugarPineSP,2020,sugarpine2,prefire,,,,,,33,ABCO,,,,,,,,
CPFMP,Valentine,2019,VR22N,prefire,,7.7,ABIES,,,3.7,PICO,15.3,ABMA,1,ALNINC,,,,
CPFMP,Valentine,2019,VR16,prefire,,8.8,ABCO,,,,,,,,,,,,
CPFMP,Valentine,2019,VR20N,prefire,,,,,,9.5,PIMO,,,,,,,,
CPFMP,Valentine,2019,VR21N,prefire,,,,,,10.6,PIJE,,,,,,,,
CPFMP,Valentine,2019,VR24N,prefire,,,,,,14.5,ABCO,7.8,ABMA,7.6,PICO,2.5,ALNINC,,
CPFMP,Valentine,2019,VR25N,prefire,,,,,,1.95,ABCO,2.77,PICO,8.4,ABMA,10.6,PIJE,,
CPFMP,Valentine,2019,VR25S,prefire,,,,,,6.4,ABCO,7.6,PICO,7.1,PIJE,,,,
CPFMP,Valentine,2019,VR26N,prefire,,,,,,1.5,PICO,1.5,ACO,28,PIJE,,,,
CPFMP,Valentine,2019,VR26S,prefire,,,,,,1,PIJE,4,ABCO,,,,,,
CPFMP,Valentine,2019,VR40E,prefire,,,,,,2.4,ABMA,24.4,PIJE,8,PICO,9,ABCO,,
CPFMP,Valentine,2019,VR35N,prefire,,,,,,1.5,PICO,0.3,ABCO,4.5,POTR,,,,
CPFMP,Valentine,2019,VR1N,prefire,,,,,,4,PICO,5,ABMA,4.5,PIMO,,,,
CPFMP,Valentine,2019,VR2N,prefire,,,,,,0.6,ABCO,1.2,ABMA,11.4,PICO,,,,
CPFMP,Valentine,2019,VR30N,prefire,,,,,,4,ABMA,11,ABCO,5,PICO,12,PIJE,17,ALNINC
CPFMP,Valentine,2019,VR14N,prefire,,,,,,9.1,PICO,7.1,ABCO,7.2,ABMA,,,,
CPFMP,Valentine,2019,VR4N,prefire,,,,,,5.1,PICO,9,ABCO,8.1,POTR,,,,
CPFMP,Valentine,2019,VR3N,prefire,,,,,,3.5,ABMA,5,ABCO,25.2,POTR,,,,
CPFMP,Valentine,2019,VR33N,prefire,,,,,,3.1,POTR,7.3,PICO,7.6,ABCO,3.35,ALNINC,,
CPFMP,Valentine,2019,VR19,prefire,,,,,,5.3,PIMO,19,PIJE,20.1,POTR,20.4,ALNINC,19.3,FRAVEL
CPFMP,Valentine,2019,VR16,prefire,,,,,,2.7,ABCO,4.4,PIJE,9.6,PICO,,,,
CPFMP,Valentine,2019,VR10,prefire,,,,,,1.5,ABMA,4.5,PIMO,,,,,,
CPFMP,Valentine,2019,VR4,prefire,,,,,,3.1,ABCO,13,PICO,2.8,POTR,,,,
CPFMP,Valentine,2019,VR3,prefire,,,,,,2,ABCO,4,ABMA,,,,,,
CPFMP,Valentine,2019,VR26,prefire,,,,,,2,ABCO,5,PICO,,,,,,
CPFMP,Valentine,2019,VR2,prefire,,,,,,3.05,PICO,2.8,ABCO,4,ABMA,,,,
CPFMP,Valentine,2019,VR22N,prefire,,,,,,100,POTR,15.5,PIJE,5,PICO,4.5,ABCO,5,ABMA
CPFMP,Valentine,2019,VR21N,prefire,,,,,,6,ABMA,7,PICO,,,,,,
CPFMP,Valentine,2019,VR30N,prefire,,,,,,1,PIJE,4.5,ABMA,12,ABCO,,,,
CPFMP,Valentine,2019,VR44,prefire,,,,,,11.3,ABMA,8.6,PICO,6.8,ABCO,4.4,POTR,,
CPFMP,Valentine,2019,VR40,prefire,,,,,,3.5,ABMA,5.5,ABCO,7.3,PIJE,14.8,PICO,,
CPFMP,Valentine,2019,VR14,prefire,,,,,,14.5,PICO,14,PIJE,1.5,ABCO,15,ABMA,,
CPFMP,Valentine,2019,VR13,prefire,,,,,,4.3,ABCO,4.4,PICO,5,ALNINC,14.2,POTR,,
CPFMP,Valentine,2019,VR12,prefire,,,,,,4.4,ABCO,3,ABMA,14,PICO,21.5,POTR,44,ALNINC
CPFMP,Valentine,2019,VR34,prefire,,,,,,0.4,PICO,0.9,ABCO,13.4,POTR,,,,
CPFMP,Valentine,2019,VR35,prefire,,,,,,5.1,ABMA,6,ABCO,3.1,PICO,7.2,PIJE,25.4,POTR
CPFMP,Valentine,2019,VR31,prefire,,,,,,4.35,POTR,5,PICO,2.5,ABCO,7.9,ABMA,,
CPFMP,Valentine,2019,VR23,prefire,,,,,,5,PICO,5.5,ALNINC,6,ABMA,,,,
CPFMP,Valentine,2019,VR20,prefire,,,,,,36.1,PIJE,8.4,PIMO,,,,,,
CPFMP,Valentine,2019,VR1,prefire,,,,,,1.5,PIMO,4,ABMA,6,PICO,TSUMER,7,,
CPFMP,Valentine,2019,VR11,prefire,,,,,,3.5,ABCO,1.2,ABMA,5.3,PIMO,46.9,PIJE,,
CPFMP,Valentine,2019,VR29,prefire,,,,,,1.6,ABMA,3.2,ABCO,3.3,PICO,5.4,ALNINC,,
CPFMP,Valentine,2019,VR16N,prefire,,,,,,1,ABCO,2,PICO,,,,,,
CPFMP,Valentine,2019,VR43,prefire,,,,,,2,POTR,1.5,ABCO,8,PICO,,,,
CPFMP,Valentine,2019,VR25,prefire,,,,,,1.3,ABCO,4.4,PICO,11.8,PIJE,,,,
CPFMP,Valentine,2019,VR24,prefire,,,,,,3.7,PICO,6.1,ABCO,11.4,ABMA,,,,
CPFMP,Valentine,2019,VR52,prefire,,,,,,49.2,PIJE,16.2,ABCO,13.5,POTR,,,,
CPFMP,Valentine,2019,VR33,prefire,,,,,,1,ABCO,6,ABMA,5,PICO,12,POTR,,
CPFMP,Valentine,2019,VR10N,prefire,,,,,,6,ABMA,5,PIMO,8,PICO,,,,
CPFMP,Valentine,2019,VR11N,prefire,,,,,,5,ABMA,11.4,PICO,26.2,PIJE,,,,
CPFMP,Valentine,2019,VR12N,prefire,,,,,,25,PIJE,2,ABMA,16.4,POTR,16.8,ALNINC,11.4,PICO
CPFMP,Valentine,2019,VR13N,prefire,,,,,,2,ABCO,6.2,PIJE,5,PICO,11.4,POTR,18,ALNINC
CPFMP,Valentine,2019,VR31N,prefire,,,,,,1.2,ABCO,2.6,ABMA,2.5,PICO,8,POTR,,
