site,plotid,year,pre_post_fire,postTime,azimuth,slope_percent,x1h_length_m,x10h_length_m,x100h_length_m,x1000h_length_m,count_x1h,count_x10h,count_x100h,duff1_cm,litter1_cm,fuel1_cm,duff2_cm,litter2_cm,fuel2_cm,fuel3_cm,notes,project,observer,offset_dist_direction,burnpile_ht_m,ID,litter3_cm,duff3_cm
slypark,HCP03,2019,prefire,,90,,2,2,4,11.3,14,3,2,0.05,5,,1,5,,,againlotsofmasticatedfuels,CPFMP,"RH, MS",,,NA,NA,NA
slypark,HCP04,2019,prefire,,0,,2,2,4,11.3,52,12,0,6,5,,7,8,,,180,CPFMP,"RH, MS",,,NA,NA,NA
slypark,HCP04,2019,prefire,,270,,2,2,4,11.3,34,7,4,4,8,,12,6,,,,CPFMP,"RH, MS",,,NA,NA,NA
slypark,HCP04,2019,prefire,,E,,2,2,4,11.3,18,8,0,4,5,,4,4,,,mixedduffandmasticationonsite,CPFMP,"RH, MS",,,NA,NA,NA
slypark,HCP04,2019,prefire,,S,,2,2,4,11.3,19,7,0,3,5,,2,1,,,,CPFMP,"RH, MS",,,NA,NA,NA
slypark,HCP05,2019,prefire,,0,,2,2,4,11.3,3,7,0,0,3,,1,0,,,,CPFMP,"RH, MS",,,NA,NA,NA
slypark,HCP05,2019,prefire,,180,,2,2,4,11.3,0,0,0,3,3,,0,3,,,,CPFMP,"RH, MS",,,NA,NA,NA
slypark,HCP05,2019,prefire,,270,,2,2,4,11.3,8,3,0,0,1,,0,2,,,,CPFMP,"RH, MS",,,NA,NA,NA
slypark,HCP05,2019,prefire,,90,,2,2,4,11.3,7,6,0,0,8,,0,1,,,,CPFMP,"RH, MS",,,NA,NA,NA
slypark,HCP06,2019,prefire,,0,32,2,2,4,11.3,43,12,5,0.5,1,,3,1.5,,,,CPFMP,"RH, MS",,,NA,NA,NA
slypark,HCP06,2019,prefire,,180,34,2,2,4,11.3,13,7,1,4,5,,0,1,,,,CPFMP,"RH, MS",,,NA,NA,NA
slypark,HCP06,2019,prefire,,270,,2,2,4,11.3,27,11,2,0,2,,0,1,,,,CPFMP,"RH, MS",,,NA,NA,NA
slypark,HCP06,2019,prefire,,90,,2,2,4,11.3,16,11,0,5,4,,2,1,,,,CPFMP,"RH, MS",,,NA,NA,NA
slypark,HCP09,2019,prefire,,0,,2,2,4,11.3,11,4,1,1,5,,5,2,,,,CPFMP,"RH, MS",,,NA,NA,NA
slypark,HCP09,2019,prefire,,180,,2,2,4,11.3,10,6,1,3,2,,0,3,,,,CPFMP,"RH, MS",,,NA,NA,NA
slypark,HCP09,2019,prefire,,270,,2,2,4,11.3,2,1,0,0.05,1,,1,2,,,,CPFMP,"RH, MS",,,NA,NA,NA
slypark,HCP09,2019,prefire,,90,,2,2,4,11.3,21,5,1,1,1,,1,2,,,,CPFMP,"RH, MS",,,NA,NA,NA
slypark,hcp10,2019,prefire,,0,24,2,2,4,11.3,3,2,2,6,4,,0.05,3,,,,CPFMP,"RH, MS",,,NA,NA,NA
slypark,hcp10,2019,prefire,,180,24,2,2,4,11.3,7,13,1,0.05,1,,1,2,,,,CPFMP,"RH, MS",,,NA,NA,NA
slypark,hcp10,2019,prefire,,270,,2,2,4,11.3,2,7,4,6,6,,1,4,,,,CPFMP,"RH, MS",,,NA,NA,NA
slypark,hcp10,2019,prefire,,90,,2,2,4,11.3,10,10,1,10,5,,2,2,,,,CPFMP,"RH, MS",,,NA,NA,NA
slypark,hcp11,2019,prefire,,0,39,2,2,4,11.3,12,3,0,0,7,,0,3,,,,CPFMP,"RH, MS",,,NA,NA,NA
slypark,hcp11,2019,prefire,,180,43,2,2,4,11.3,35,6,0,0,4,,4,0,,,,CPFMP,"RH, MS",,,NA,NA,NA
slypark,hcp11,2019,prefire,,270,,2,2,4,11.3,4,1,0,0,1,,0,2,,,,CPFMP,"RH, MS",,,NA,NA,NA
slypark,hcp11,2019,prefire,,90,,2,2,4,11.3,56,6,0,3,2,,2,1,,,,CPFMP,"RH, MS",,,NA,NA,NA
slypark,spi01,2019,prefire,,0,,2,2,4,11.3,5,21,0,5,4,,3.5,7,,,,CPFMP,"RH, MS",,,NA,NA,NA
slypark,spi01,2019,prefire,,180,,2,2,4,11.3,1,4,0,4,3,,2,0.05,,,,CPFMP,"RH, MS",,,NA,NA,NA
slypark,spi01,2019,prefire,,270,,2,2,4,11.3,4,1,6,5.5,4,,7,0.05,,,,CPFMP,"RH, MS",,,NA,NA,NA
slypark,spi01,2019,prefire,,90,,2,2,4,11.3,13,5,0,4,1,,4,4,,,,CPFMP,"RH, MS",,,NA,NA,NA
slypark,spi01,2020,postfire,immediate,0,,2,2,4,11.3,3,5,0,3,2,,5,3.5,,,,CPFMP,JR,,,NA,NA,NA
slypark,spi01,2020,postfire,immediate,180,,2,2,4,11.3,1,4,0,2,2,,0.5,0.5,,,,CPFMP,JR,,,NA,NA,NA
slypark,spi01,2020,postfire,immediate,270,,2,2,4,11.3,3,1,0,3,0.5,,0.5,5,,,,CPFMP,JR,,,NA,NA,NA
slypark,spi01,2020,postfire,immediate,90,,2,2,4,11.3,21,5,0,1,2,,7,2,,,,CPFMP,JR,,,NA,NA,NA
slypark,spi01,2021,postfire,1yr,E,,2,2,3,11.3,23,8,1,6,2.5,3.1,2,4,3.3,,,CPFMP,mm,,,NA,NA,NA
slypark,spi01,2021,postfire,1yr,N,,2,2,3,11.3,1,6,0,0.2,2.4,2.2,0.3,2.2,2,,,CPFMP,mm,,,NA,NA,NA
slypark,spi01,2021,postfire,1yr,S,,2,2,3,11.3,1,5,0,0.8,1.5,2.5,3,4.2,4,,,CPFMP,mm,,,NA,NA,NA
slypark,spi01,2021,postfire,1yr,W,,2,2,3,11.3,1,3,3,0.5,3,3.3,0.5,3.4,1.8,,2measuredatregenflagduetohivealongthetransect,CPFMP,mm,,,NA,NA,NA
slypark,spi02,2019,prefire,,0,,2,2,4,11.3,2,9,2,11,14,,5,2,,,,CPFMP,"RH, MS",,,NA,NA,NA
slypark,spi02,2019,prefire,,180,,2,2,4,11.3,2,5,0,0.05,1,,2,3,,,,CPFMP,"RH, MS",,,NA,NA,NA
slypark,spi02,2019,prefire,,270,,2,2,4,11.3,4,8,1,0.05,21,,2,2,,,,CPFMP,"RH, MS",,,NA,NA,NA
slypark,spi02,2019,prefire,,90,,2,2,4,11.3,3,12,4,3,1,,2,1,,,,CPFMP,"RH, MS",,,NA,NA,NA
slypark,spi02,2020,postfire,immediate,0,,2,2,4,11.3,0,9,2,4,3,,4,7,,,,CPFMP,JR,,,NA,NA,NA
slypark,spi02,2020,postfire,immediate,180,,2,2,4,11.3,2,5,0,1,0,,0.5,0,,,,CPFMP,JR,,,NA,NA,NA
slypark,spi02,2020,postfire,immediate,270,,2,2,4,11.3,2,5,1,6,2,,0.5,4,,,,CPFMP,JR,,,NA,NA,NA
slypark,spi02,2020,postfire,immediate,90,,2,2,4,11.3,0,12,2,3,1,,3,0.5,,,,CPFMP,JR,,,NA,NA,NA
slypark,spi02,2021,postfire,1yr,E,,2,2,3,11.3,1,3,1,1.4,5.9,5.1,2.2,7.3,6.4,,,CPFMP,mv,,,NA,NA,NA
slypark,spi02,2021,postfire,1yr,N,,2,2,3,11.3,0,11,2,8.4,0.5,3.1,0,7,6.5,,,CPFMP,mv,,,NA,NA,NA
slypark,spi02,2021,postfire,1yr,S,,2,2,3,11.3,3,2,0,0.5,3.9,5.6,0,5.1,4.3,,,CPFMP,mv,,,NA,NA,NA
slypark,spi02,2021,postfire,1yr,W,,2,2,3,11.3,0,6,4,5,4.5,5.8,0,5.1,6.3,,,CPFMP,mv,,,NA,NA,NA
slypark,spi03,2019,prefire,,0,,2,2,4,11.3,17,2,3,0.05,0.05,,7,0.05,,,,CPFMP,"RH, MS",,,NA,NA,NA
slypark,spi03,2019,prefire,,180,,2,2,4,11.3,26,6,3,1,1,,6,9,,,,CPFMP,"RH, MS",,,NA,NA,NA
slypark,spi03,2019,prefire,,270,,2,2,4,11.3,51,11,5,4,2,,0.05,0.05,,,,CPFMP,"RH, MS",,,NA,NA,NA
slypark,spi03,2019,prefire,,90,,2,2,4,11.3,33,10,4,2,5,,0.05,1,,,,CPFMP,"RH, MS",,,NA,NA,NA
slypark,spi03,2020,postfire,immediate,0,,2,2,4,11.3,17,2,3,0.5,0.5,,0.5,0,,,,CPFMP,JR,,,NA,NA,NA
slypark,spi03,2020,postfire,immediate,180,,2,2,4,11.3,26,6,3,1,1,,1,0.5,,,,CPFMP,JR,,,NA,NA,NA
slypark,spi03,2020,postfire,immediate,270,,2,2,4,11.3,2,5,4,0,0.5,,0.5,0.5,,,,CPFMP,JR,,,NA,NA,NA
slypark,spi03,2020,postfire,immediate,90,,2,2,4,11.3,6,1,4,0.5,1,,2,1,,,,CPFMP,JR,,,NA,NA,NA
slypark,spi03,2021,postfire,1yr,E,,2,2,3,11.3,0,1,4,0,0.3,0.2,0,1.2,1,,,CPFMP,mv,,,NA,NA,NA
slypark,spi03,2021,postfire,1yr,N,,2,2,3,11.3,13,5,2,0,0.9,0.9,0.5,0.8,1,,,CPFMP,mv,,,NA,NA,NA
slypark,spi03,2021,postfire,1yr,S,,2,2,3,11.3,18,8,3,0,1.8,1.5,3,3.7,3.3,,,CPFMP,mv,,,NA,NA,NA
slypark,spi03,2021,postfire,1yr,W,,2,2,3,11.3,5,2,4,0,2.8,2.5,0,1,0.8,,,CPFMP,mv,,,NA,NA,NA
slypark,spi04,2019,prefire,,0,,2,2,4,11.3,6,6,3,0.05,0.05,,5,0.05,,,,CPFMP,"RH, MS",,,NA,NA,NA
slypark,spi04,2019,prefire,,180,,2,2,4,11.3,30,17,2,0.05,1,,0.05,5,,,,CPFMP,"RH, MS",,,NA,NA,NA
slypark,spi04,2019,prefire,,270,,2,2,4,11.3,15,6,3,1.5,0.05,,5,0.05,,,,CPFMP,"RH, MS",,,NA,NA,NA
slypark,spi04,2019,prefire,,90,,2,2,4,11.3,18,12,11,0.05,0.05,,8,1,,,,CPFMP,"RH, MS",,,NA,NA,NA
slypark,spi04,2020,postfire,immediate,0,,2,2,4,11.3,18,6,2,0,1,,0,0,,,,CPFMP,JR,,,NA,NA,NA
slypark,spi04,2020,postfire,immediate,180,,2,2,4,11.3,0,2,0,1,0,,0,0,,,,CPFMP,JR,,,NA,NA,NA
slypark,spi04,2020,postfire,immediate,270,,2,2,4,11.3,15,6,3,0.5,0,,0,0,,,,CPFMP,JR,,,NA,NA,NA
slypark,spi04,2020,postfire,immediate,90,,2,2,4,11.3,2,2,1,0.5,0,,0,0,,,,CPFMP,JR,,,NA,NA,NA
slypark,spi04,2021,postfire,1yr,E,,2,2,3,11.3,8,3,4,2.9,2.7,3.7,1,3,1.5,,,CPFMP,"mv, mm",,,NA,NA,NA
slypark,spi04,2021,postfire,1yr,N,,2,2,3,11.3,8,6,0,0.3,2.4,1.5,0,0.2,0.8,,,CPFMP,"mv, mm",,,NA,NA,NA
slypark,spi04,2021,postfire,1yr,S,,2,2,3,11.3,2,0,0,0,0.5,0.6,1,0.5,0.6,,,CPFMP,"mv, mm",,,NA,NA,NA
slypark,spi04,2021,postfire,1yr,W,,2,2,3,11.3,10,3,2,0,1.8,2,0,0.5,1.2,,,CPFMP,"mv, mm",,,NA,NA,NA
slypark,spi05,2019,prefire,,0,,2,2,4,11.3,48,21,8,11,0.05,,1,2,,,,CPFMP,"RH, MS",,,NA,NA,NA
slypark,spi05,2019,prefire,,180,,2,2,4,11.3,30,5,1,8,1,,4,7,,,,CPFMP,"RH, MS",,,NA,NA,NA
slypark,spi05,2019,prefire,,270,,2,2,4,11.3,21,17,5,4,2,,2,15,,,,CPFMP,"RH, MS",,,NA,NA,NA
slypark,spi05,2019,prefire,,90,,2,2,4,11.3,34,9,5,0,2,,0,1,,,,CPFMP,"RH, MS",,,NA,NA,NA
slypark,spi05,2020,postfire,immediate,0,,2,2,4,11.3,3,4,1,0.5,1,,2,4,,,,CPFMP,JR,,,NA,NA,NA
slypark,spi05,2020,postfire,immediate,180,,2,2,4,11.3,14,6,0,0.5,1,,4,3,,,,CPFMP,JR,,,NA,NA,NA
slypark,spi05,2020,postfire,immediate,270,,2,2,4,11.3,0,1,0,0.5,1,,2,1,,,,CPFMP,JR,,,NA,NA,NA
slypark,spi05,2020,postfire,immediate,90,,2,2,4,11.3,0,2,0,1,0,,5,0,,,,CPFMP,JR,,,NA,NA,NA
slypark,spi05,2021,postfire,1yr,E,,2,2,3,11.3,3,1,0,0,0,0.5,6.1,2.8,1.4,,,CPFMP,mv,,,NA,NA,NA
slypark,spi05,2021,postfire,1yr,N,,2,2,3,11.3,5,5,2,0,0.8,1,0,0.5,0.5,,,CPFMP,mm,,,NA,NA,NA
slypark,spi05,2021,postfire,1yr,S,,2,2,3,11.3,3,5,0,3.2,8,4,2.5,1,3.6,,,CPFMP,mv,,,NA,NA,NA
slypark,spi05,2021,postfire,1yr,W,,2,2,3,11.3,1,8,0,0.5,1.5,1.2,0.3,0.7,1.1,,,CPFMP,mm,,,NA,NA,NA
slypark,spi06,2019,prefire,,0,20,2,2,4,11.3,25,22,10,16,2,,12,2,,,,CPFMP,"RH, MS",,,NA,NA,NA
slypark,spi06,2019,prefire,,180,,2,2,4,11.3,16,10,2,4.5,0.05,,3,0.05,,,,CPFMP,"RH, MS",,,NA,NA,NA
slypark,spi06,2019,prefire,,270,27,2,2,4,11.3,6,14,6,1,1,,3,0.05,,,,CPFMP,"RH, MS",,,NA,NA,NA
slypark,spi06,2019,prefire,,90,26,2,2,4,11.3,31,9,3,9,3,,7,4,,,,CPFMP,"RH, MS",,,NA,NA,NA
slypark,spi06,2020,postfire,immediate,0,20,2,2,4,11.3,0,0,3,0,0,,6,0,,,,CPFMP,JR,,,NA,NA,NA
slypark,spi06,2020,postfire,immediate,180,,2,2,4,11.3,24,9,2,2,0.5,,5,0,,,,CPFMP,JR,,,NA,NA,NA
slypark,spi06,2020,postfire,immediate,270,27,2,2,4,11.3,24,7,5,1,2,,1,0.5,,,,CPFMP,JR,,,NA,NA,NA
slypark,spi06,2020,postfire,immediate,90,26,2,2,4,11.3,29,6,2,0.5,5,,0,7,,,,CPFMP,JR,,,NA,NA,NA
slypark,spi06,2021,postfire,1yr,E,26,2,2,3,11.3,6,3,4,7.3,7.9,6.3,2.9,3.4,1.3,,,CPFMP,mv,,,NA,NA,NA
slypark,spi06,2021,postfire,1yr,N,20,2,2,3,11.3,3,2,0,0.6,1.2,1,0,0.8,0.5,,,CPFMP,mm,,,NA,NA,NA
slypark,spi06,2021,postfire,1yr,S,0,2,2,3,11.3,13,15,2,0,1,1.8,2.4,4.2,5.1,,,CPFMP,mv,,,NA,NA,NA
slypark,spi06,2021,postfire,1yr,W,27,2,2,3,11.3,2,11,5,0,1.1,1.2,0.3,1.2,1,,,CPFMP,mm,,,NA,NA,NA
slypark,spi07,2019,prefire,,0,,2,2,4,11.3,0,0,0,8,8,,1,3,,,,CPFMP,"RH, MS",,,NA,NA,NA
slypark,spi07,2019,prefire,,180,,2,2,4,11.3,1,3,2,2.5,2.5,,5,6,,,,CPFMP,"RH, MS",,,NA,NA,NA
slypark,spi07,2019,prefire,,270,,2,2,4,11.3,0,2,4,5,10,,3,3,,,,CPFMP,"RH, MS",,,NA,NA,NA
slypark,spi07,2019,prefire,,90,,2,2,4,11.3,0,0,1,10,8,,7,6,,,,CPFMP,"RH, MS",,,NA,NA,NA
slypark,spi07,2020,postfire,immediate,0,,2,2,4,11.3,0,0,0,7,3,,2,0.5,,,,CPFMP,JR,,,NA,NA,NA
slypark,spi07,2020,postfire,immediate,180,,2,2,4,11.3,1,8,2,8,2,,6,1,,,,CPFMP,JR,,,NA,NA,NA
slypark,spi07,2020,postfire,immediate,270,,2,2,4,11.3,2,4,4,7,0,,9,0,,,,CPFMP,JR,,,NA,NA,NA
slypark,spi07,2020,postfire,immediate,90,,2,2,4,11.3,0,4,1,7,6,,3,2,,,,CPFMP,JR,,,NA,NA,NA
slypark,spi07,2021,postfire,1yr,E,,2,2,3,11.3,0,2,2,3.1,3.5,4.3,2.1,0.5,1.3,,,CPFMP,mv,,,NA,NA,NA
slypark,spi07,2021,postfire,1yr,N,,2,2,3,11.3,2,1,1,3,6.7,5.7,0,0.5,2.3,,,CPFMP,mm,,,NA,NA,NA
slypark,spi07,2021,postfire,1yr,S,,2,2,3,11.3,3,3,3,2,15,9.7,4.6,6.1,6.3,,,CPFMP,mv,,,NA,NA,NA
slypark,spi07,2021,postfire,1yr,W,,2,2,3,11.3,1,1,1,0,0.5,3.7,3.3,6.8,7,,,CPFMP,mm,,,NA,NA,NA
slypark,spi08,2019,prefire,,0,,2,2,4,11.3,1,2,0,1,6,,2,6,,,,CPFMP,"RH, MS",,,NA,NA,NA
slypark,spi08,2019,prefire,,0,,2,2,4,11.3,2,0,0,4,6,,2,5,,,,CPFMP,"RH, MS",,,NA,NA,NA
slypark,spi08,2019,prefire,,180,,2,2,4,11.3,1,0,1,6,6,,7,6,,,,CPFMP,"RH, MS",,,NA,NA,NA
slypark,spi08,2019,prefire,,180,,2,2,4,11.3,5,2,0,3,7,,2,3,,,,CPFMP,"RH, MS",,,NA,NA,NA
slypark,spi08,2019,prefire,,270,,2,2,4,11.3,0,0,0,2,5,,2,6,,,,CPFMP,"RH, MS",,,NA,NA,NA
slypark,spi08,2019,prefire,,270,,2,2,4,11.3,0,3,4,4,5,,1,2,,,,CPFMP,"RH, MS",,,NA,NA,NA
slypark,spi08,2019,prefire,,90,,2,2,4,11.3,1,4,2,5,6,,7,5,,,,CPFMP,"RH, MS",,,NA,NA,NA
slypark,spi08,2019,prefire,,90,,2,2,4,11.3,9,2,0,2,7,,3,7,,,,CPFMP,"RH, MS",,,NA,NA,NA
slypark,spi08,2020,postfire,immediate,0,,2,2,4,11.3,1,1,0,5,6,,1,2,,,,CPFMP,JR,,,NA,NA,NA
slypark,spi08,2020,postfire,immediate,180,,2,2,4,11.3,5,2,0,7,11,,3,3,,,,CPFMP,JR,,,NA,NA,NA
slypark,spi08,2020,postfire,immediate,270,,2,2,4,11.3,1,3,0,5,4,,2,1,,,,CPFMP,JR,,,NA,NA,NA
slypark,spi08,2020,postfire,immediate,90,,2,2,4,11.3,0,1,0,7,6,,2,3,,,,CPFMP,JR,,,NA,NA,NA
slypark,spi08,2021,postfire,1yr,E,,2,2,4,11.3,6,3,0,2,9,13.3,0,0.1,5.7,,bulldozeronlitter2,CPFMP,ag,,,NA,NA,NA
slypark,spi08,2021,postfire,1yr,N,,2,2,4,11.3,6,1,4,2,0.5,1,1,9,7.3,,,CPFMP,jw,,,NA,NA,NA
slypark,spi08,2021,postfire,1yr,S,,2,2,4,11.3,5,1,0,6,3,6,0.1,3,1.7,,,CPFMP,ag,,,NA,NA,NA
slypark,spi08,2021,postfire,1yr,W,,2,2,4,11.3,2,2,1,2,1,2.7,3,3,4.4,,,CPFMP,jw,,,NA,NA,NA
slypark,spi09,2020,postfire,immediate,0,,2,2,4,11.3,0,1,0,5,8,,2,3,,,,CPFMP,JR,,,NA,NA,NA
slypark,spi09,2020,postfire,immediate,180,,2,2,4,11.3,0,2,0,2,5,,1,3,,,,CPFMP,JR,,,NA,NA,NA
slypark,spi09,2020,postfire,immediate,270,,2,2,4,11.3,2,0,1,4,1,,0,0,,,,CPFMP,JR,,,NA,NA,NA
slypark,spi09,2020,postfire,immediate,90,,2,2,4,11.3,4,10,2,4,7,,1,5,,,,CPFMP,JR,,,NA,NA,NA
slypark,spi09,2021,postfire,1yr,E,,2,2,3,11.3,0,4,0,3.6,16,10.7,0,0.5,7.1,,,CPFMP,mm,,,NA,NA,NA
slypark,spi09,2021,postfire,1yr,N,,2,2,3,11.3,0,0,0,6,12.3,9.9,4.4,9,8.8,,,CPFMP,mm,,,NA,NA,NA
slypark,spi09,2021,postfire,1yr,S,,2,2,3,11.3,0,0,0,8.2,7.2,4.2,3,4,4,,,CPFMP,mm,,,NA,NA,NA
slypark,spi09,2021,postfire,1yr,W,,2,2,3,11.3,6,2,1,0,4.2,3.7,0,2.3,2.9,,,CPFMP,mm,,,NA,NA,NA
slypark,spi10,2019,prefire,,0,,2,2,4,11.3,2,3,0,2,4,,1,5,,,,CPFMP,"RH, MS",,,NA,NA,NA
slypark,spi10,2019,prefire,,180,,2,2,4,11.3,3,1,0,3,4,,2,5,,,,CPFMP,"RH, MS",,,NA,NA,NA
slypark,spi10,2019,prefire,,270,,2,2,4,11.3,6,0,0,4,5,,4,4,,,,CPFMP,"RH, MS",,,NA,NA,NA
slypark,spi10,2019,prefire,,90,,2,2,4,11.3,7,0,0,0.05,6,,1,2,,,,CPFMP,"RH, MS",,,NA,NA,NA
slypark,spi10,2020,postfire,immediate,0,,2,2,4,11.3,0,2,0,4,5,,2,1,,,,CPFMP,JR,,,NA,NA,NA
slypark,spi10,2020,postfire,immediate,180,,2,2,4,11.3,1,2,3,4,5,,3,2,,,,CPFMP,JR,,,NA,NA,NA
slypark,spi10,2020,postfire,immediate,270,,2,2,4,11.3,4,0,0,4,3,,0,0.5,,,,CPFMP,JR,,,NA,NA,NA
slypark,spi10,2020,postfire,immediate,90,,2,2,4,11.3,4,1,0,6,3,,0.5,1,,,,CPFMP,JR,,,NA,NA,NA
slypark,spi10,2021,postfire,1yr,E,0,2,2,3,11.3,0,0,1,0,0,0.5,0.2,7.3,7.5,,,CPFMP,mm,,,NA,NA,NA
slypark,spi10,2021,postfire,1yr,N,0,2,2,3,11.3,2,4,2,0.2,10.1,11.2,3.9,2.1,5.4,,,CPFMP,mm,,,NA,NA,NA
slypark,spi10,2021,postfire,1yr,S,0,2,2,3,11.3,0,1,2,1.5,5.4,5.6,2,4.8,6.3,,,CPFMP,mm,,,NA,NA,NA
slypark,spi10,2021,postfire,1yr,W,0,2,2,3,11.3,1,12,2,0.2,4.8,5.4,2.7,6.4,7,,,CPFMP,mm,,,NA,NA,NA
slypark,spi11,2019,prefire,,0,,2,2,4,11.3,0,1,1,1,4,,1,4,,,,CPFMP,"RH, MS",,,NA,NA,NA
slypark,spi11,2019,prefire,,180,,2,2,4,11.3,3,1,0,3,5,,3,6,,,,CPFMP,"RH, MS",,,NA,NA,NA
slypark,spi11,2019,prefire,,270,,2,2,4,11.3,25,6,0,2,3,,6,5,,,,CPFMP,"RH, MS",,,NA,NA,NA
slypark,spi11,2019,prefire,,90,,2,2,4,11.3,6,0,0,0.05,4,,0.05,5,,,,CPFMP,"RH, MS",,,NA,NA,NA
slypark,spi11,2020,postfire,immediate,0,,2,2,4,11.3,0,6,2,4,2,,1,0.5,,,,CPFMP,JR,,,NA,NA,NA
slypark,spi11,2020,postfire,immediate,180,,2,2,4,11.3,0,5,0,2,4,,0.5,3,,,,CPFMP,JR,,,NA,NA,NA
slypark,spi11,2020,postfire,immediate,270,,2,2,4,11.3,16,1,0,3,3,,4,5,,,,CPFMP,JR,,,NA,NA,NA
slypark,spi11,2020,postfire,immediate,90,,2,2,4,11.3,3,0,0,3,4,,0.5,0.5,,,,CPFMP,JR,,,NA,NA,NA
slypark,spi11,2021,postfire,1yr,E,0,2,2,3,11.3,2,3,0,7.1,4.7,3.9,0.5,3,3.5,,,CPFMP,mv,,,NA,NA,NA
slypark,spi11,2021,postfire,1yr,N,0,2,2,3,11.3,0,2,1,3,4.7,5.5,4,5.5,5.9,,,CPFMP,mv,,,NA,NA,NA
slypark,spi11,2021,postfire,1yr,S,0,2,2,3,11.3,0,2,0,2,5.5,6.3,2.9,7.7,10.3,,,CPFMP,mv,,,NA,NA,NA
slypark,spi11,2021,postfire,1yr,W,0,2,2,3,11.3,6,1,0,4,3.2,3,3.9,3.1,5.2,,,CPFMP,mv,,,NA,NA,NA
springsfire,springs01,2019,postfire,immediate,0,0,2,2,4,11.3,2,1,0,0,0,,1,1,,,,CPFMP,"RH, MS",,,NA,NA,NA
springsfire,springs01,2019,postfire,immediate,180,0,2,2,4,11.3,0,3,0,0,0.05,,1,2,,,,CPFMP,"RH, MS",,,NA,NA,NA
springsfire,springs01,2019,postfire,immediate,270,0,2,2,4,11.3,0,0,0,1,0.05,,0.05,0.05,,,,CPFMP,"RH, MS",,,NA,NA,NA
springsfire,springs01,2019,postfire,immediate,90,0,2,2,4,11.3,0,0,0,0,0.05,,1,0.05,,,,CPFMP,"RH, MS",,,NA,NA,NA
springsfire,springs01,2019,prefire,,0,0,2,2,4,11.3,4,6,0,17,4,,3,4,,,,CPFMP,"RH, MS",,,NA,NA,NA
springsfire,springs01,2019,prefire,,180,0,2,2,4,11.3,0,7,0,0,0.05,,2,1,,,,CPFMP,"RH, MS",,,NA,NA,NA
springsfire,springs01,2019,prefire,,270,0,2,2,4,11.3,0,3,3,5,15,,0,3,,,,CPFMP,"RH, MS",,,NA,NA,NA
springsfire,springs01,2019,prefire,,90,0,2,2,4,11.3,0,1,1,0,1,,0.05,3,,,,CPFMP,"RH, MS",,,NA,NA,NA
springsfire,springs01,2020,postfire,1yr,E,,2,2,3,11.3,0,1,0,0,0,0.5,0.3,0.2,0.3,,,CPFMP,mm,,,NA,NA,NA
springsfire,springs01,2020,postfire,1yr,N,,2,2,3,11.3,2,0,0,0,0,0.3,0.3,0.2,0.4,,,CPFMP,mm,,,NA,NA,NA
springsfire,springs01,2020,postfire,1yr,S,,2,2,3,11.3,1,1,0,0.5,0.1,0.3,0,0,0.5,,,CPFMP,mm,,,NA,NA,NA
springsfire,springs01,2020,postfire,1yr,W,,2,2,3,11.3,0,0,0,0,0.1,0.1,0,0,0.2,,,CPFMP,mm,,,NA,NA,NA
springsfire,springs02,2019,postfire,immediate,0,0,2,2,4,11.3,2,3,5,1,3,,1,2,,,,CPFMP,"RH, MS",,,NA,NA,NA
springsfire,springs02,2019,postfire,immediate,180,0,2,2,4,11.3,2,0,0,0,0.05,,0,0.05,,,,CPFMP,"RH, MS",,,NA,NA,NA
springsfire,springs02,2019,postfire,immediate,270,0,2,2,4,11.3,1,1,0,0.05,2,,0.05,2,,,,CPFMP,"RH, MS",,,NA,NA,NA
springsfire,springs02,2019,postfire,immediate,90,0,2,2,4,11.3,13,2,0,0,0,,0,1,,,,CPFMP,"RH, MS",,,NA,NA,NA
springsfire,springs02,2019,prefire,,0,0,2,2,4,11.3,2,3,3,0.05,0.05,,3,2,,,,CPFMP,"RH, MS",,,NA,NA,NA
springsfire,springs02,2019,prefire,,180,0,2,2,4,11.3,28,1,1,3,0.05,,0,0.05,,,,CPFMP,"RH, MS",,,NA,NA,NA
springsfire,springs02,2019,prefire,,270,0,2,2,4,11.3,4,6,3,0.05,3,,4,3,,,,CPFMP,"RH, MS",,,NA,NA,NA
springsfire,springs02,2019,prefire,,90,0,2,2,4,11.3,5,0,0,2,1,,0,0.05,,,,CPFMP,"RH, MS",,,NA,NA,NA
springsfire,springs02,2020,postfire,1yr,E,,2,2,3,11.3,0,1,0,1.1,0,1.2,0,0,0,,,CPFMP,mm,,,NA,NA,NA
springsfire,springs02,2020,postfire,1yr,N,,2,2,3,11.3,2,2,2,1.5,0.2,1,0.8,0.1,0.5,,,CPFMP,mm,,,NA,NA,NA
springsfire,springs02,2020,postfire,1yr,S,,2,2,3,11.3,3,0,0,2,0.1,2,0,0,0.7,,,CPFMP,mm,,,NA,NA,NA
springsfire,springs02,2020,postfire,1yr,W,,2,2,3,11.3,1,0,0,1.8,0.1,1.5,0.3,0,0.2,,,CPFMP,mm,,,NA,NA,NA
springsfire,springs03,2019,postfire,immediate,0,0,2,2,4,11.3,0,2,0,0,0.05,,0,1,,,,CPFMP,"RH, MS",,,NA,NA,NA
springsfire,springs03,2019,postfire,immediate,180,0,2,2,4,11.3,0,0,0,0,2,,0,1,,,,CPFMP,"RH, MS",,,NA,NA,NA
