site,plotid,year,pre_post_fire,postTime,azimuth,slope_percent,x1h_length_m,x10h_length_m,x100h_length_m,x1000h_length_m,count_x1h,count_x10h,count_x100h,duff1_cm,litter1_cm,fuel1_cm,duff2_cm,litter2_cm,fuel2_cm,fuel3_cm,notes,project,observer,offset_dist_direction,burnpile_ht_m,ID,litter3_cm,duff3_cm
Calaveras,BTN31,2020,prefire,,0,,2,2,3,11.3,1,0,0,0,0.2,0.2,0.3,0,0.1,,,CPFMP,mm,,,NA,NA,NA
Calaveras,BTN31,2020,prefire,,180,,2,2,3,11.3,0,1,2,0,0.1,3,0.2,0,15,,,CPFMP,mm,,,NA,NA,NA
Calaveras,BTN31,2020,prefire,,270,,2,2,3,11.3,1,0,0,0,0.1,0,0.2,0,0.1,,,CPFMP,mm,,,NA,NA,NA
Calaveras,BTN31,2020,prefire,,90,27,2,2,3,11.3,6,3,0,0,2.2,1.5,1.2,0,0.8,,,CPFMP,mm,,,NA,NA,NA
Calaveras,BTN32,2020,prefire,,0,,2,2,4,11.3,1,1,1,0,2,4.5,56.3,0,28.2,,,CPFMP,pm,,,NA,NA,NA
Calaveras,BTN32,2020,prefire,,180,,2,2,4,11.3,65,14,2,5,6.5,5,18.7,7,12.7,,,CPFMP,pm,,,NA,NA,NA
Calaveras,BTN32,2020,prefire,,270,,2,2,4,11.3,15,5,4,0,28,2,47.7,0,37.3,,,CPFMP,pm,,,NA,NA,NA
Calaveras,BTN32,2020,prefire,,90,,2,2,4,11.3,38,14,2,0,6.5,3.5,43.8,0,116.8,,,CPFMP,pm,,,NA,NA,NA
Calaveras,BTN33,2020,prefire,,0,,2,2,3,11.3,20,22,8,3,3.6,2.8,9,3.4,9.1,,,CPFMP,mm,,,NA,NA,NA
Calaveras,BTN33,2020,prefire,,180,,2,2,3,11.3,5,2,0,2.5,27,6.3,30,4.2,10,,,CPFMP,mm,,,NA,NA,NA
Calaveras,BTN33,2020,prefire,,270,,2,2,3,11.3,1,5,0,3,4,7.6,8,3.6,13,,,CPFMP,mm,,,NA,NA,NA
Calaveras,BTN33,2020,prefire,,90,,2,2,3,11.3,6,3,6,6,9,0.2,18,0,0.8,,,CPFMP,mm,,,NA,NA,NA
Calaveras,BTN34,2020,prefire,,0,,2,2,4,11.3,14,2,1,0,2,3.5,7.3,2,11.7,,,CPFMP,pm,,,NA,NA,NA
Calaveras,BTN34,2020,prefire,,180,,2,2,4,11.3,50,19,0,4,4,6.5,11,7,15,,,CPFMP,pm,,,NA,NA,NA
Calaveras,BTN34,2020,prefire,,270,,2,2,4,11.3,18,13,4,17,8,5,45,2,22.7,,,CPFMP,pm,,,NA,NA,NA
Calaveras,BTN34,2020,prefire,,90,,2,2,4,11.3,18,5,0,2.5,2.5,0.25,80,2.5,2.6,,,CPFMP,pm,,,NA,NA,NA
Calaveras,BTN35,2020,prefire,,0,35,2,2,4,11.3,28,8,1,2.5,5,6.5,24.3,6.5,12.5,,,CPFMP,pm,,,NA,NA,NA
Calaveras,BTN35,2020,prefire,,180,35,2,2,4,11.3,18,3,0,16.5,5.5,8,7.5,12.5,21.7,,,CPFMP,pm,,,NA,NA,NA
Calaveras,BTN35,2020,prefire,,270,,2,2,4,11.3,13,6,0,0,2.5,1.5,5.8,0,10.2,,,CPFMP,pm,,,NA,NA,NA
Calaveras,BTN35,2020,prefire,,90,,2,2,4,11.3,24,2,0,5.5,4.5,2.5,8.2,4,14.2,,,CPFMP,pm,,,NA,NA,NA
Calaveras,BTN36,2020,prefire,,0,,2,2,4,11.3,7,2,2,1,8,9,138,0.5,55,,,CPFMP,pm,,,NA,NA,NA
Calaveras,BTN36,2020,prefire,,180,,2,2,4,11.3,26,9,0,6,6.5,26,16.3,9,39.5,,,CPFMP,pm,,,NA,NA,NA
Calaveras,BTN36,2020,prefire,,270,,2,2,4,11.3,35,15,3,2,10,8,100,3.5,43,,,CPFMP,pm,,,NA,NA,NA
Calaveras,BTN36,2020,prefire,,90,,2,2,4,11.3,72,14,1,4,5.5,9,14.8,1,27.7,,,CPFMP,pm,,,NA,NA,NA
caples,1,2013-2018,prefire,NA,E,5,2,2,3,11.3,7,1,2,2,2,2.5,2,3,3,NA,,NA,NA,NA,NA,8,NA,NA
caples,1,2013-2018,prefire,NA,N,2,2,2,3,11.3,6,2,1,0,1,0.5,0,0,0.5,NA,,NA,NA,NA,NA,7,NA,NA
caples,1,2013-2018,prefire,NA,S,2,2,2,3,11.3,2,6,3,0,2,5,0,0,0.5,NA,,NA,NA,NA,NA,1,NA,NA
caples,1,2013-2018,prefire,NA,W,5,2,2,3,11.3,7,0,0,0,1,0.5,0,0,0.5,NA,,NA,NA,NA,NA,2,NA,NA
caples,1,2019,postfire,immediate,E,5,2,2,3,11.3,2,1,0,0,0,0.2,0,0,0.1,0,,NA,NA,NA,NA,2,0,0
caples,1,2019,postfire,immediate,N,2,2,2,3,11.3,0,0,0,0,0,0,0,0,0.1,0,,NA,NA,NA,NA,1,0,0
caples,1,2019,postfire,immediate,S,2,2,2,3,11.3,0,0,0,0,0,0.5,0,2,2,2,,NA,NA,NA,NA,3,2,0
caples,1,2019,postfire,immediate,W,5,2,2,3,11.3,0,0,0,0,1,0.6,0,0,0.2,0,,NA,NA,NA,NA,4,0,0
caples,1,2020,postfire,1yr,E,NA,2,2,3,11.3,6,4,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,583,1,2
caples,1,2020,postfire,1yr,N,NA,2,2,3,11.3,6,0,0,0,0,0,0,0,3,8,,NA,NA,NA,NA,522,1,0
caples,1,2020,postfire,1yr,S,NA,2,2,3,11.3,0,0,0,0,4,0,0,0,0,0,,NA,NA,NA,NA,644,1,0
caples,1,2020,postfire,1yr,W,NA,2,2,3,11.3,6,1,0,1,1,0,0,0,7.5,4,,NA,NA,NA,NA,518,1,0
caples,10,2013-2018,prefire,NA,E,2,2,2,3,11.3,56,5,0,2,3,3,3,6,7,NA,,NA,NA,NA,NA,94,NA,NA
caples,10,2013-2018,prefire,NA,N,5,2,2,3,11.3,43,4,1,4,6,6,1,1,1,NA,,NA,NA,NA,NA,93,NA,NA
caples,10,2013-2018,prefire,NA,S,5,2,2,3,11.3,52,3,1,5,6,7,5,7,7,NA,,NA,NA,NA,NA,91,NA,NA
caples,10,2013-2018,prefire,NA,W,2,2,2,3,11.3,49,2,4,1,3,3,0,1,2,NA,,NA,NA,NA,NA,92,NA,NA
caples,10,2019,postfire,immediate,E,2,2,2,3,11.3,1,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,38,0,0
caples,10,2019,postfire,immediate,N,5,2,2,3,11.3,0,1,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,37,0,0
caples,10,2019,postfire,immediate,S,5,2,2,3,11.3,1,0,2,0,0,0,0,0,0,0,,NA,NA,NA,NA,39,0,0
caples,10,2019,postfire,immediate,W,2,2,2,3,11.3,1,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,40,0,0
caples,10,2020,postfire,1yr,E,NA,2,2,3,11.3,0,0,1,0,1,0,0,0,0,0,,NA,NA,NA,NA,589,0,0
caples,10,2020,postfire,1yr,N,NA,2,2,3,11.3,2,0,0,0,1,8.8,0,0,0,0,,NA,NA,NA,NA,528,0,0
caples,10,2020,postfire,1yr,S,NA,2,2,3,11.3,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,650,1,0
caples,10,2020,postfire,1yr,W,NA,2,2,3,11.3,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,669,0,0
caples,100,2013-2018,prefire,NA,E,15,2,2,3,11.3,0,5,3,0,0,0.4,0,1,0.6,NA,,NA,NA,NA,NA,418,NA,NA
caples,100,2013-2018,prefire,NA,N,16,2,2,3,11.3,4,0,0,0,1,0.7,0,0,0.3,NA,,NA,NA,NA,NA,7,NA,NA
caples,100,2013-2018,prefire,NA,S,16,2,2,3,11.3,20,2,0,4,7,6.6,6,4,11.7,NA,,NA,NA,NA,NA,8,NA,NA
caples,100,2013-2018,prefire,NA,W,15,2,2,3,11.3,1,0,0,4,2,5.3,0,0,2.5,NA,,NA,NA,NA,NA,5,NA,NA
caples,100,2019,postfire,immediate,E,15,2,2,3,11.3,1,1,0,0,0,0,0,2,1.5,1,SD:  I believe this missing data exists on a paper datasheet.  I will attempt to fill in (Check with me),NA,NA,NA,NA,133,NA,NA
caples,100,2019,postfire,immediate,N,16,2,2,3,11.3,3,5,1,0,0,0.5,0,2,1.5,7,,NA,NA,NA,NA,132,0,0
caples,100,2019,postfire,immediate,S,16,2,2,3,11.3,1,1,0,0,1,1,0,0,0,0,SD:  I believe this missing data exists on a paper datasheet.  I will attempt to fill in (Check with me),NA,NA,NA,NA,134,NA,NA
caples,100,2019,postfire,immediate,W,15,2,2,3,11.3,6,9,1,0,1,1,0,0,0,2,SD:  I believe this missing data exists on a paper datasheet.  I will attempt to fill in (Check with me),NA,NA,NA,NA,135,NA,NA
caples,100,2020,postfire,1yr,E,NA,2,2,3,11.3,1,1,0,0,0,0,0,5,0,0,,NA,NA,NA,NA,607,0,0
caples,100,2020,postfire,1yr,N,NA,2,2,3,11.3,1,0,0,0,0,6,0,0,0,0,SL-278 burned,NA,NA,NA,NA,546,0,0
caples,100,2020,postfire,1yr,S,NA,2,2,3,11.3,6,2,0,0,1,0,0,1,0,0,,NA,NA,NA,NA,481,1,0
caples,100,2020,postfire,1yr,W,NA,2,2,3,11.3,0,1,0,0,0,0,0,1,0,0,,NA,NA,NA,NA,687,0,0
caples,101,2013-2018,prefire,NA,E,55,2,2,3,11.3,2,0,0,4,4,3.9,5,5,5.2,NA,,NA,NA,NA,NA,18,NA,NA
caples,101,2013-2018,prefire,NA,N,40,2,2,3,11.3,15,8,3,7,7,7.1,8,3,3.4,NA,,NA,NA,NA,NA,20,NA,NA
caples,101,2013-2018,prefire,NA,S,40,2,2,3,11.3,11,3,0,8,4,4.1,3,5,3.7,NA,,NA,NA,NA,NA,19,NA,NA
caples,101,2013-2018,prefire,NA,W,55,2,2,3,11.3,0,0,0,0,2,2.3,0,3,3.2,NA,,NA,NA,NA,NA,17,NA,NA
caples,101,2019,postfire,immediate,E,55,2,2,3,11.3,1,0,0,0,0,0.5,0,0,0.5,0,,NA,NA,NA,NA,137,0,0
caples,101,2019,postfire,immediate,N,40,2,2,3,11.3,11,2,1,0,0,0,0,0,0,4,,NA,NA,NA,NA,136,0,0
caples,101,2019,postfire,immediate,S,40,2,2,3,11.3,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,138,0,0
caples,101,2019,postfire,immediate,W,55,2,2,3,11.3,2,0,0,0,2,2.5,0,0,0.5,0,,NA,NA,NA,NA,139,0,0
caples,101,2020,postfire,1yr,E,NA,2,2,3,11.3,0,0,0,0,0,0,0,2,0,0,,NA,NA,NA,NA,608,0,0
caples,101,2020,postfire,1yr,N,NA,2,2,3,11.3,0,1,1,0,2,2.6,0,2,0,0,,NA,NA,NA,NA,547,2,0
caples,101,2020,postfire,1yr,S,NA,2,2,3,11.3,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,482,0,0
caples,101,2020,postfire,1yr,W,NA,2,2,3,11.3,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,688,0,0
caples,102,2013-2018,prefire,NA,E,38,2,2,3,11.3,3,0,0,1,10,9.5,0,4,3.5,NA,,NA,NA,NA,NA,54,NA,NA
caples,102,2013-2018,prefire,NA,N,29,2,2,3,11.3,15,1,0,0,1,12.7,2,2,1.2,NA,,NA,NA,NA,NA,465,NA,NA
caples,102,2013-2018,prefire,NA,S,10,2,2,3,11.3,15,1,0,0,4,3.9,10,2,7.1,NA,,NA,NA,NA,NA,55,NA,NA
caples,102,2013-2018,prefire,NA,W,38,2,2,3,11.3,5,4,1,10,4,3.5,0,1,3,NA,,NA,NA,NA,NA,468,NA,NA
caples,102,2019,postfire,immediate,E,38,2,2,3,11.3,11,6,0,0,0,0,0,0,3,0,Browns mostly newly detached dead bush,NA,NA,NA,NA,141,0,0
caples,102,2019,postfire,immediate,N,29,2,2,3,11.3,6,0,0,0,0,0,0,0,0.1,0,,NA,NA,NA,NA,140,0,0
caples,102,2019,postfire,immediate,S,10,2,2,3,11.3,2,2,1,0,0,0,0,0,0.5,0,,NA,NA,NA,NA,142,0,0
caples,102,2019,postfire,immediate,W,38,2,2,3,11.3,1,1,0,0,1,1,0,0,0,0,Litter fresh fallen,NA,NA,NA,NA,143,0,0
caples,102,2020,postfire,1yr,E,NA,2,2,3,11.3,0,0,1,1,0,0,1,1,0,0,,NA,NA,NA,NA,609,0,0
caples,102,2020,postfire,1yr,N,NA,2,2,3,11.3,18,1,0,0,0,0,0,1,0,0,,NA,NA,NA,NA,548,1,0
caples,102,2020,postfire,1yr,S,NA,2,2,3,11.3,3,2,0,0,3,0,0,1,0,2,,NA,NA,NA,NA,483,0,0
caples,102,2020,postfire,1yr,W,NA,2,2,3,11.3,1,0,0,0,2,9.4,0,0,0,0,,NA,NA,NA,NA,689,0,0
caples,103,2013-2018,prefire,NA,E,15,2,2,3,11.3,10,2,6,0,6,3,2,8,3,12,,NA,NA,NA,NA,17,0,3
caples,103,2013-2018,prefire,NA,N,15,2,2,3,11.3,43,15,5,1,2,3,0,4,2.5,1,,NA,NA,NA,NA,20,3,0
caples,103,2013-2018,prefire,NA,S,15,2,2,3,11.3,16,5,1,3,4,6,0,5,3,8,,NA,NA,NA,NA,18,5,0
caples,103,2013-2018,prefire,NA,W,15,2,2,3,11.3,12,4,3,6,3,0,7,2,0,1,,NA,NA,NA,NA,19,8,2
caples,103,2019,postfire,immediate,E,15,2,2,3,11.3,0,0,0,0,0,0,0,0,4,2,,NA,NA,NA,NA,145,0,0
caples,103,2019,postfire,immediate,N,15,2,2,3,11.3,1,3,1,0,0,0,0,0,1.5,0,Snag at end of tramsect comsumed,NA,NA,NA,NA,144,0,0
caples,103,2019,postfire,immediate,S,15,2,2,3,11.3,6,2,0,0,0,1.5,0,0,0,0,,NA,NA,NA,NA,146,2,0
caples,103,2019,postfire,immediate,W,15,2,2,3,11.3,1,2,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,147,0,2
caples,103,2020,postfire,1yr,E,NA,2,2,3,11.3,8,0,0,0,1,0,0,0,0,0,,NA,NA,NA,NA,610,1,0
caples,103,2020,postfire,1yr,N,NA,2,2,3,11.3,3,1,0,0,1,0,0,2,0,2,,NA,NA,NA,NA,549,0,0
caples,103,2020,postfire,1yr,S,NA,2,2,3,11.3,3,2,0,0,2,0,0,0,0,0,,NA,NA,NA,NA,484,0,0
caples,103,2020,postfire,1yr,W,NA,2,2,3,11.3,3,1,0,0,0,15,3,1,0,0,,NA,NA,NA,NA,690,0,0
caples,104,2013-2018,prefire,NA,E,10,2,2,3,11.3,16,10,6,0,3,0,0,2,7,0,,NA,NA,NA,NA,24,2,0
caples,104,2013-2018,prefire,NA,N,10,2,2,3,11.3,6,1,0,4,8,8,9,5,32,3,,NA,NA,NA,NA,23,5,3
caples,104,2013-2018,prefire,NA,S,10,2,2,3,11.3,19,3,0,0,10,13,0,2,0,2,,NA,NA,NA,NA,22,3,0
caples,104,2013-2018,prefire,NA,W,10,2,2,3,11.3,0,1,0,2,7,0,0,9,0,2,,NA,NA,NA,NA,21,10,0
caples,105,2013-2018,prefire,NA,E,16,2,2,3,11.3,30,9,2,10,9,2,6,5,4,9,,NA,NA,NA,NA,26,2,3
caples,105,2013-2018,prefire,NA,N,16,2,2,3,11.3,33,5,0,0,3,0,0,0,0,0,,NA,NA,NA,NA,27,8,0
caples,105,2013-2018,prefire,NA,S,16,2,2,3,11.3,4,3,2,4,5,2,3,3,0,6,,NA,NA,NA,NA,25,3,3
caples,105,2013-2018,prefire,NA,W,16,2,2,3,11.3,28,9,0,6,2,0,5,4,2,3,,NA,NA,NA,NA,28,6,7
caples,105,2019,postfire,immediate,E,16,2,2,3,11.3,2,1,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,149,0,0
caples,105,2019,postfire,immediate,N,16,2,2,3,11.3,10,2,0,0,1,15,0,0,0,5,"Litter at 3.8 was mostly charred, so reduce ht by 50% for fuel",NA,NA,NA,NA,148,5,2
caples,105,2019,postfire,immediate,S,16,2,2,3,11.3,3,1,1,0,0,0,0,0,0,0,,NA,NA,NA,NA,150,0,0
caples,105,2019,postfire,immediate,W,16,2,2,3,11.3,1,1,0,0,0,0,0,0,0.01,0,,NA,NA,NA,NA,151,0,0
caples,105,2020,postfire,1yr,E,NA,2,2,3,11.3,6,0,0,0,2,0,0,0,0,2,,NA,NA,NA,NA,611,2,0
caples,105,2020,postfire,1yr,N,NA,2,2,3,11.3,28,6,0,1,2,3.1,2,1,5,2,,NA,NA,NA,NA,550,1,0
caples,105,2020,postfire,1yr,S,NA,2,2,3,11.3,3,0,0,0,1,0,0,0,0,33,,NA,NA,NA,NA,485,0,0
caples,105,2020,postfire,1yr,W,NA,2,2,3,11.3,16,1,0,0,1,2.9,0,0,2.7,0,,NA,NA,NA,NA,691,1,0
caples,106,2013-2018,prefire,NA,E,43,2,2,3,11.3,10,2,0,0,2,3,5,2,0,2,,NA,NA,NA,NA,29,2,4
caples,106,2013-2018,prefire,NA,N,43,2,2,3,11.3,13,3,4,0,3,0,4,0,12,10,,NA,NA,NA,NA,30,3,5
caples,106,2013-2018,prefire,NA,S,43,2,2,3,11.3,7,3,1,0,3,6,0,0,0,0,,NA,NA,NA,NA,31,4,3
caples,106,2013-2018,prefire,NA,W,43,2,2,3,11.3,8,1,0,6,3,0,0,2,0,0,,NA,NA,NA,NA,32,0,0
caples,107,2013-2018,prefire,NA,E,14,2,2,3,11.3,14,5,0,4,4,4,5,7,0,0,,NA,NA,NA,NA,34,5,0
caples,107,2013-2018,prefire,NA,N,14,2,2,3,11.3,16,6,2,5,6,4,6,6,0,7,,NA,NA,NA,NA,33,5,7
caples,107,2013-2018,prefire,NA,S,14,2,2,3,11.3,21,7,1,7,4,0,7,4,10,0,,NA,NA,NA,NA,35,6,15
caples,107,2013-2018,prefire,NA,W,14,2,2,3,11.3,22,8,1,11,8,11,1,10,0,0,,NA,NA,NA,NA,36,8,14
caples,108,2013-2018,prefire,NA,E,18,2,2,3,11.3,71,20,1,0,2,1,1,2,12,0,,NA,NA,NA,NA,38,7,0
caples,108,2013-2018,prefire,NA,N,18,2,2,3,11.3,13,9,0,4,4,0,4,5,3,0,,NA,NA,NA,NA,37,7,9
caples,108,2013-2018,prefire,NA,S,18,2,2,3,11.3,37,10,4,4,7,9,2,4,2,4,,NA,NA,NA,NA,39,5,3
caples,108,2013-2018,prefire,NA,W,18,2,2,3,11.3,5,5,1,5,10,5,10,6,3,0,,NA,NA,NA,NA,40,9,0
caples,109,2013-2018,prefire,NA,E,14,2,2,3,11.3,34,11,7,0,3,0,7,2,21,15,,NA,NA,NA,NA,41,10,0
caples,109,2013-2018,prefire,NA,N,14,2,2,3,11.3,19,6,2,0,1,0,2,6,88,1,,NA,NA,NA,NA,43,1,3
caples,109,2013-2018,prefire,NA,S,14,2,2,3,11.3,19,5,3,0,0,0,0,5,0,0,,NA,NA,NA,NA,44,0,0
caples,109,2013-2018,prefire,NA,W,14,2,2,3,11.3,29,11,5,2,5,2,7,4,0,6,,NA,NA,NA,NA,42,3,4
caples,11,2013-2018,prefire,NA,N,11,2,2,3,11.3,27,3,1,3,4,5,2,6,7,NA,,NA,NA,NA,NA,97,NA,NA
caples,11,2013-2018,prefire,NA,S,2,2,2,3,11.3,5,0,0,6,10,11,0,1,3,NA,,NA,NA,NA,NA,95,NA,NA
caples,11,2013-2018,prefire,NA,W,9,2,2,3,11.3,28,5,2,4,5,6,5,5,4,NA,,NA,NA,NA,NA,96,NA,NA
caples,11,2019,postfire,immediate,E,3,2,2,3,11.3,17,6,0,1,0,0,1,0,0,0,,NA,NA,NA,NA,42,0,0
caples,11,2019,postfire,immediate,N,11,2,2,3,11.3,6,1,0,0,0,0,0,0,0.9,2,,NA,NA,NA,NA,41,0,2
caples,11,2019,postfire,immediate,S,2,2,2,3,11.3,4,0,0,0,2,2,2,0,0,0,,NA,NA,NA,NA,43,0,0
caples,11,2019,postfire,immediate,W,9,2,2,3,11.3,1,1,0,2,0,0,2,2,0,0,,NA,NA,NA,NA,44,1,1
caples,11,2020,postfire,1yr,E,NA,2,2,3,11.3,18,0,0,0,2,0,0,2,0,2,,NA,NA,NA,NA,590,2,1
caples,11,2020,postfire,1yr,N,NA,2,2,3,11.3,8,2,0,0,6,0,0,2,2.6,14,,NA,NA,NA,NA,529,2,0
caples,11,2020,postfire,1yr,S,NA,2,2,3,11.3,10,1,0,0,0,0,0,1,6.2,0,,NA,NA,NA,NA,651,1,0
caples,11,2020,postfire,1yr,W,NA,2,2,3,11.3,6,1,0,0,1,7.5,0,2,0,0,,NA,NA,NA,NA,670,2,0
caples,110,2013-2018,prefire,NA,E,24,2,2,3,11.3,11,4,0,0,0,0,0,0,0,4,,NA,NA,NA,NA,47,3,7
caples,110,2013-2018,prefire,NA,N,24,2,2,3,11.3,53,7,0,12,5,0,6,3,1,0,,NA,NA,NA,NA,45,9,0
caples,110,2013-2018,prefire,NA,S,24,2,2,3,11.3,18,5,0,0,0,60,6,4,0,2,,NA,NA,NA,NA,46,0,4
caples,110,2013-2018,prefire,NA,W,24,2,2,3,11.3,25,2,0,6,4,7,2,5,3.5,19,,NA,NA,NA,NA,48,2,0
caples,111,2013-2018,prefire,NA,E,45,2,2,3,11.3,8,0,0,2,7,0,1,6,5,0,,NA,NA,NA,NA,50,10,2
caples,111,2013-2018,prefire,NA,N,45,2,2,3,11.3,12,1,1,5,1,0,6,6,0,0,,NA,NA,NA,NA,49,5,1
caples,111,2013-2018,prefire,NA,S,45,2,2,3,11.3,1,2,2,8,4,0,10,10,0,0,,NA,NA,NA,NA,51,6,16
caples,111,2013-2018,prefire,NA,W,45,2,2,3,11.3,1,2,1,8,5,2,18,10,0,0,,NA,NA,NA,NA,52,4,3
caples,111,2019,postfire,immediate,E,45,2,2,3,11.3,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,153,0,0
caples,111,2019,postfire,immediate,N,45,2,2,3,11.3,3,0,1,0,0,0,0,0,0,0,,NA,NA,NA,NA,152,0,0
caples,111,2019,postfire,immediate,S,45,2,2,3,11.3,6,5,0,0,0,0,0,5,5,6,"Everything consumed, new fuels & litter is freshly fallen",NA,NA,NA,NA,154,6,0
caples,111,2019,postfire,immediate,W,45,2,2,3,11.3,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,155,0,0
caples,111,2020,postfire,1yr,E,NA,2,2,3,11.3,1,0,0,0,11,0,0,2,0,3,,NA,NA,NA,NA,612,6,0
caples,111,2020,postfire,1yr,N,NA,2,2,3,11.3,5,1,0,0,1,0.7,0,4,0,4,,NA,NA,NA,NA,551,8,0
caples,111,2020,postfire,1yr,S,NA,2,2,3,11.3,16,1,1,0,0,41,0,2,5,0,,NA,NA,NA,NA,486,1,0
caples,111,2020,postfire,1yr,W,NA,2,2,3,11.3,3,1,0,0,1,0,0,1,0,0,,NA,NA,NA,NA,692,1,0
caples,112,2013-2018,prefire,NA,E,10,2,2,3,11.3,10,12,1,0,2,0,3,2,2,3,,NA,NA,NA,NA,55,2,3
caples,112,2013-2018,prefire,NA,N,10,2,2,3,11.3,4,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,54,1,0
caples,112,2013-2018,prefire,NA,S,10,2,2,3,11.3,6,1,0,0,4,0,0,3,0,0,,NA,NA,NA,NA,56,2,0
caples,112,2013-2018,prefire,NA,W,10,2,2,3,11.3,6,0,0,0,0,1,0,0,0,0,,NA,NA,NA,NA,53,2,0
caples,113,2013-2018,prefire,NA,E,25,2,2,3,11.3,16,5,0,0,6,0,6,1,3,0,,NA,NA,NA,NA,58,1,2
caples,113,2013-2018,prefire,NA,N,25,2,2,3,11.3,33,7,1,3,2,0,2,1,5,0,,NA,NA,NA,NA,57,4,5
caples,113,2013-2018,prefire,NA,S,25,2,2,3,11.3,12,3,0,0,3,0,0,2,0,0,,NA,NA,NA,NA,59,0,0
caples,113,2013-2018,prefire,NA,W,25,2,2,3,11.3,5,1,1,0,0,0,0,2,0,0,,NA,NA,NA,NA,60,1,0
caples,114,2013-2018,prefire,NA,E,15,2,2,3,11.3,9,3,0,4,2,1,10,4,0,0,,NA,NA,NA,NA,64,5,11
caples,114,2013-2018,prefire,NA,N,15,2,2,3,11.3,3,7,1,9,4,1,6,6,2,0,,NA,NA,NA,NA,61,8,10
caples,114,2013-2018,prefire,NA,S,15,2,2,3,11.3,3,8,0,0,0,0,0,7,0,0,,NA,NA,NA,NA,63,4,0
caples,114,2013-2018,prefire,NA,W,15,2,2,3,11.3,0,0,0,0,6,0,0,5,0,0,,NA,NA,NA,NA,62,5,0
caples,115,2013-2018,prefire,NA,E,24,2,2,3,11.3,0,6,0,3,2,1,0,2,0,1,,NA,NA,NA,NA,67,2,4
caples,115,2013-2018,prefire,NA,N,24,2,2,3,11.3,3,3,0,0,1,1,0,0,0,3,,NA,NA,NA,NA,65,2,0
caples,115,2013-2018,prefire,NA,S,24,2,2,3,11.3,1,0,0,0,0,0,0,3,4,0,,NA,NA,NA,NA,68,3,0
caples,115,2013-2018,prefire,NA,W,24,2,2,3,11.3,4,4,0,0,0,1,0,0,0,0,,NA,NA,NA,NA,66,4,4
caples,115,2019,postfire,immediate,E,24,2,2,3,11.3,2,0,0,1,0,0,0,0,0,0,,NA,NA,NA,NA,157,0,0
caples,115,2019,postfire,immediate,N,24,2,2,3,11.3,3,2,0,0,0,6,1,0,0,0,,NA,NA,NA,NA,156,2,0
caples,115,2019,postfire,immediate,S,24,2,2,3,11.3,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,158,0,0
caples,115,2019,postfire,immediate,W,24,2,2,3,11.3,0,3,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,159,0,0
caples,115,2020,postfire,1yr,E,NA,2,2,3,11.3,6,0,0,0,0,0,0,1,0,0,,NA,NA,NA,NA,638,0,0
caples,115,2020,postfire,1yr,N,NA,2,2,3,11.3,1,0,0,0,4,0.3,0,0,0,0,,NA,NA,NA,NA,577,3,0
caples,115,2020,postfire,1yr,S,NA,2,2,3,11.3,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,512,0,0
caples,115,2020,postfire,1yr,W,NA,2,2,3,11.3,0,0,0,0,2,0,0,0,0,0,,NA,NA,NA,NA,718,0,0
caples,116,2013-2018,prefire,NA,E,15,2,2,3,11.3,66,23,4,3,3,7,7,3,5,2,,NA,NA,NA,NA,70,5,3
caples,116,2013-2018,prefire,NA,N,15,2,2,3,11.3,10,2,7,7,5,3,6,8,0,2,,NA,NA,NA,NA,69,2,3
caples,116,2013-2018,prefire,NA,S,15,2,2,3,11.3,39,12,0,0,3,3,2,3,1.5,0,,NA,NA,NA,NA,71,2,4
caples,116,2013-2018,prefire,NA,W,15,2,2,3,11.3,19,13,1,7,5,2,3,6,1,0,,NA,NA,NA,NA,72,2,10
caples,117,2013-2018,prefire,NA,E,26,2,2,3,11.3,23,10,5,0,0,0,0,3,1,2,,NA,NA,NA,NA,74,2,0
caples,117,2013-2018,prefire,NA,N,26,2,2,3,11.3,11,0,2,5,2,3,0,2,1,0,,NA,NA,NA,NA,73,0,0
caples,117,2013-2018,prefire,NA,S,26,2,2,3,11.3,6,4,1,1,3,0,0,2,0,0,,NA,NA,NA,NA,75,1,1
caples,117,2013-2018,prefire,NA,W,26,2,2,3,11.3,9,5,0,2,4,2,0,2,1.5,2,,NA,NA,NA,NA,76,3,2
caples,117,2019,postfire,immediate,E,26,2,2,3,11.3,1,2,0,0,1,0,0,0,0,2,,NA,NA,NA,NA,161,0,0
