site,plot_id,year,pre_post_fire,azimuth,intersect_cm,large_cm,small_cm,length_m,decay,FieldNotes
frenchmeadows ,fm10-15,2019,prefire,N,61,61,25,13,4,
frenchmeadows ,fm10-15,2019,prefire,S,11,22,9,1.2,3,
frenchmeadows ,fm10-15,2019,prefire,S,25,26,23,1.7,5,
frenchmeadows ,fm10-15,2019,prefire,S,10,16,8,1.5,3,
frenchmeadows ,fm10-2,2019,prefire,W,10,12,5,9.4,3,
frenchmeadows ,fm10-2,2019,prefire,N,5,32,5,1.9,2,
frenchmeadows ,fm10-2,2019,prefire,S,12,15,10,2.5,3,
frenchmeadows ,fm10-2,2019,prefire,S,20,21,8,12.6,2,
frenchmeadows ,fm10-2,2019,prefire,S,10,11,3,6.7,2,
frenchmeadows ,Fm10-3,2019,prefire,W,26,29,22,4.6,4,
frenchmeadows ,Fm10-3,2019,prefire,S,80,80,70,12,5,
frenchmeadows ,Fm10-3,2019,prefire,S,12,50,2,22,5,
frenchmeadows ,Fm10-3,2019,prefire,N,12,13,8,1.85,4,
frenchmeadows ,Fm10-3,2019,prefire,N,24,50,2,22,5,
frenchmeadows ,Fm10-3,2019,prefire,S,10,13,7,3.9,3,
frenchmeadows ,Fm10-3,2019,prefire,S,74,80,70,12,5,
frenchmeadows ,fm10-4,2019,prefire,S,15,19,4,1.6,3,
frenchmeadows ,fm10-4,2019,prefire,S,34,35,18,0.75,4,
frenchmeadows ,fm10-4,2019,prefire,E,13,18,13,1.62,4,
frenchmeadows ,fm10-4,2019,prefire,E,14.3,14.9,11,5.8,4,
frenchmeadows ,fm10-4,2019,prefire,E,14,14,14,1.19,4,
frenchmeadows ,fm10-4,2019,prefire,W,14,14,7,5.72,5,
frenchmeadows ,fm10-5,2019,prefire,E,73,73,30,7.4,5,
frenchmeadows ,fm10-5,2019,prefire,E,26,90,26,6.23,5,
frenchmeadows ,fm10-5,2019,prefire,E,14,16,12,0.7,5,
frenchmeadows ,fm10-5,2019,prefire,N,20,24,5,17.6,5,
frenchmeadows ,fm10-5,2019,prefire,S,25,26,24,3.3,4,
frenchmeadows ,fm10-5,2019,prefire,S,75,111,60,11.6,4,
frenchmeadows ,fm10-6,2019,prefire,W,37,40,28,6.05,3,
frenchmeadows ,fm10-6,2019,prefire,W,9,9,4,0.5,4,
frenchmeadows ,fm10-6,2019,prefire,W,29,29,4,2.3,4,
frenchmeadows ,fm10-6,2019,prefire,W,18,18,7,1.6,4,
frenchmeadows ,fm10-6,2019,prefire,E,26,26,12,8.8,3,
frenchmeadows ,fm10-6,2019,prefire,E,14,15,6.5,0.36,4,
frenchmeadows ,fm10-6,2019,prefire,N,33,27,27,3.2,5,
frenchmeadows ,fm10-6,2019,prefire,S,10,20,4,9.2,5,
frenchmeadows ,fm10-6,2019,prefire,S,36,28,24,2.3,5,
frenchmeadows ,fm10-6,2019,prefire,S,60,75,30,6.1,5,
frenchmeadows ,fm10-7,2019,prefire,E,74,83,28,6,5,
frenchmeadows ,fm10-7,2019,prefire,W,10,15,8,3.1,4,
frenchmeadows ,fm10-7,2019,prefire,W,10,8,5,1.02,4,
frenchmeadows ,fm10-7,2019,prefire,S,22,22,5,2,3,
frenchmeadows ,fm10-7,2019,prefire,S,60,60,22,11.2,4,
frenchmeadows ,fm10-7,2019,prefire,S,10,10,3.5,0.23,3,
frenchmeadows ,fm10-7,2019,prefire,S,12,14,4.5,1.1,3,
frenchmeadows ,fm10-7,2019,prefire,S,9.5,13,9,1,4,
frenchmeadows ,fm10-7,2019,prefire,S,9,9,2,0.4,3,
frenchmeadows ,fm10-7,2019,prefire,S,10,10.5,3,0.25,3,
frenchmeadows ,fm10-8,2019,prefire,E,11,11,6,3.6,3,
frenchmeadows ,fm10-8,2019,prefire,E,9,11,4,2.2,3,
frenchmeadows ,fm10-8,2019,prefire,E,9,14,9,2.6,3,
frenchmeadows ,fm10-8,2019,prefire,W,17,18,12,2.3,4,
frenchmeadows ,fm10-8,2019,prefire,S,35,50,32,3.1,4,
frenchmeadows ,fm10-8,2019,prefire,S,7,9,4,2.6,4,
frenchmeadows ,fm10-9,2019,prefire,S,12,14,9,1,5,
frenchmeadows ,fm10-9,2019,prefire,S,14,17,11,0.57,4,
frenchmeadows ,fm10-9,2019,prefire,N,39,39,3.8,11,5,
frenchmeadows ,fm10-9,2019,prefire,N,38,38,11,23.3,4,
frenchmeadows ,fm10-9,2019,prefire,N,44,35,16,3.1,5,
frenchmeadows ,fm10-9,2019,prefire,E,80,80,40,14,3,
frenchmeadows ,fm10-9,2019,prefire,E,45,50,45,4.2,4,
frenchmeadows ,fm10-9,2019,prefire,W,30,32,18,17.7,4,
frenchmeadows ,fm10-9,2019,prefire,W,30,38,11,23.3,4,
frenchmeadows ,fm19-1,2019,prefire,N,22,22,19,3.2,4,
frenchmeadows ,fm19-1,2019,prefire,N,19,15,15,1.1,4,
frenchmeadows ,fm19-1,2019,prefire,S,40,55,25,11.9,5,
frenchmeadows ,fm19-1,2019,prefire,S,45,48,35,4.1,4,
frenchmeadows ,fm19-1,2019,prefire,E,32,52,7.5,25,3,
frenchmeadows ,fm19-1,2019,prefire,W,9,10,4,0.28,4,
frenchmeadows ,fm19-1,2019,prefire,W,9.5,9.5,3,0.36,4,
frenchmeadows ,fm19-1,2019,prefire,W,9,10,4,1.97,2,
frenchmeadows ,fm19-1,2019,prefire,W,37,43,9,5.9,3,
frenchmeadows ,FM19-2,2019,prefire,S,18,18,1,4.2,2,
frenchmeadows ,FM19-2,2019,prefire,S,13.9,25,4.4,9.9,2,
frenchmeadows ,FM19-2,2019,prefire,S,33,33,30,4,5,
frenchmeadows ,FM19-2,2019,prefire,S,36,36,18,0.71,5,
frenchmeadows ,FM19-2,2019,prefire,S,15,31,1.1,10,3,
frenchmeadows ,FM19-2,2019,prefire,S,33,42,16,20,5,
frenchmeadows ,FM19-2,2019,prefire,S,42,48,44,5.4,4,
frenchmeadows ,FM19-2,2019,prefire,N,60,70,50,5.8,5,
frenchmeadows ,FM19-2,2019,prefire,E,17,19.4,4,11.85,4,
frenchmeadows ,FM19-2,2019,prefire,E,41,60,0.12,5,4,
frenchmeadows ,FM19-2,2019,prefire,E,56,48,44,5.4,4,
frenchmeadows ,fm19-3,2019,prefire,E,24,31,4,7.43,2,
frenchmeadows ,fm19-3,2019,prefire,E,18,29,5,3.6,3,
frenchmeadows ,fm19-3,2019,prefire,E,15,13,9,0.85,3,
frenchmeadows ,fm19-3,2019,prefire,E,12,18,9,4.56,2,
frenchmeadows ,fm19-3,2019,prefire,E,14,23,9.5,5.75,2,
frenchmeadows ,fm19-3,2019,prefire,E,24,42,10,13.65,2,
frenchmeadows ,fm19-3,2019,prefire,W,15.5,17.5,8,0.75,3,
frenchmeadows ,fm19-3,2019,prefire,W,93,270,80,11.4,4,
frenchmeadows ,fm19-3,2019,prefire,W,16.5,32,14,1.72,4,
frenchmeadows ,fm19-3,2019,prefire,W,17.5,17.5,9,6.3,3,
frenchmeadows ,fm19-3,2019,prefire,N,104,104,42,40,2,
frenchmeadows ,fm19-3,2019,prefire,N,17,17,16,1.6,2,
frenchmeadows ,fm19-3,2019,prefire,N,8,16,3,6,3,
frenchmeadows ,fm19-3,2019,prefire,N,14.5,15,14.5,2.4,4,
frenchmeadows ,fm19-3,2019,prefire,S,16,27,6,13.6,4,
frenchmeadows ,fm19-3,2019,prefire,S,11,15,11,2.2,4,
frenchmeadows ,fm19-3,2019,prefire,S,100,270,80,11.4,5,
frenchmeadows ,fm19-3,2019,prefire,S,16,16,12,2.1,4,
frenchmeadows ,fm19-3,2019,prefire,S,35,45,35,1.8,3,
frenchmeadows ,fm19-4,2019,prefire,N,99,100,50,31,3,
frenchmeadows ,fm19-4,2019,prefire,N,18,21,4,6.8,2,
frenchmeadows ,fm19-4,2019,prefire,W,14,14,0.5,4.2,1,
frenchmeadows ,fm19-4,2019,prefire,W,15,16,11,1.3,2,
frenchmeadows ,fm19-4,2019,prefire,S,22,22,4,2,1,
frenchmeadows ,fm19-5,2019,prefire,W,31,31,25,14,3,
frenchmeadows ,fm19-5,2019,prefire,E,14,14,6.5,7.5,1,
frenchmeadows ,fm19-5,2019,prefire,E,10,20,0.5,15,2,
frenchmeadows ,fm19-5,2019,prefire,E,17,19,15,1.7,2,
frenchmeadows ,FM19-7,2019,prefire,N,44,90,44,3.7,4,
frenchmeadows ,FM19-7,2019,prefire,S,16,25,16,9.5,4,
frenchmeadows ,FM19-7,2019,prefire,S,11,10,9.5,4.6,4,
frenchmeadows ,FM19-7,2019,prefire,S,28,31,28,4.2,4,
frenchmeadows ,FM19-7,2019,prefire,S,15,30,14,5.3,4,
frenchmeadows ,FM19-7,2019,prefire,S,13,13,8,1.2,5,
frenchmeadows ,FM19-7,2019,prefire,S,21,25,13,6.7,2,
frenchmeadows ,FM19-7,2019,prefire,W,33,34,24,4.9,2,
frenchmeadows ,FM19-7,2019,prefire,W,9,9.5,8,0.7,2,
frenchmeadows ,FM19-7,2019,prefire,W,8,9,4,2,2,
frenchmeadows ,FM19-7,2019,prefire,W,15,27,15,7.6,4,
frenchmeadows ,FM19-7,2019,prefire,W,44,90,44,3.7,4,
frenchmeadows ,FM19-7,2019,prefire,E,47,47,45,1.3,2,
frenchmeadows ,FM19-7,2019,prefire,E,20,20,10,0.6,3,
frenchmeadows ,FM19-7,2019,prefire,E,29,30,18,6.7,3,
frenchmeadows ,fm19-8,2019,prefire,W,39,40,3.1,22.6,3,
frenchmeadows ,fm19-8,2019,prefire,N,130,130,35,6.8,4,
frenchmeadows ,fm19-8,2019,prefire,S,30,40,3.1,22.6,3,
frenchmeadows ,fm19-9,2019,prefire,E,30,33,12,3.77,4,
frenchmeadows ,fm19-10,2019,prefire,N,85,90,85,1.1,2,
frenchmeadows ,fm19-10,2019,prefire,S,75,80,75,18.8,4,
frenchmeadows ,fm19-11,2019,prefire,W,12.3,19,6,2.9,3,
frenchmeadows ,fm19-11,2019,prefire,E,23.9,35.3,19.4,8.5,3,
frenchmeadows ,fm19-11,2019,prefire,S,15,15,12,0.9,3,
frenchmeadows ,fm19-11,2019,prefire,S,15,20,9,11.1,2,
frenchmeadows ,fm19-12,2019,prefire,N,35,35,22,10.35,4,
frenchmeadows ,fm19-12,2019,prefire,W,20,25,13.3,7.97,3,
frenchmeadows ,fm19-13,2019,prefire,N,55,55,18,13.2,5,
frenchmeadows ,fm19-13,2019,prefire,S,8,9,5,3.6,4,
frenchmeadows ,fm19-13,2019,prefire,W,14,17,8,1.23,3,
frenchmeadows ,fm19-13,2019,prefire,W,19,65,14,13.2,5,
frenchmeadows ,fm19-13,2019,prefire,E,15,22,6,1.22,3,
frenchmeadows ,fm19-13,2019,prefire,E,13,13,5,0.5,3,
frenchmeadows ,fm19-13,2019,prefire,E,87,110,17,1.76,4,
frenchmeadows ,FM19-14,2019,prefire,E,17,29,1.5,12.6,3,
frenchmeadows ,FM19-15,2019,prefire,N,33,33,28,5.9,5,
frenchmeadows ,FM19-15,2019,prefire,N,9.8,11.3,9.8,0.73,4,
frenchmeadows ,FM19-15,2019,prefire,N,44,44,28,8.6,4,
frenchmeadows ,FM19-15,2019,prefire,N,28,29,26,3,3,
frenchmeadows ,FM19-15,2019,prefire,N,8.5,12.5,1,6,3,
frenchmeadows ,FM19-15,2019,prefire,N,19,19,4,5.6,4,
frenchmeadows ,FM19-15,2019,prefire,N,26,30,15,6,5,
frenchmeadows ,FM19-15,2019,prefire,S,20,25,20,4.25,4,
frenchmeadows ,FM19-15,2019,prefire,S,11,11,1,2.95,2,
frenchmeadows ,FM19-15,2019,prefire,S,13.9,17,1,7.1,2,
frenchmeadows ,FM19-15,2019,prefire,S,12.5,12.5,11,1.1,4,
frenchmeadows ,FM19-15,2019,prefire,E,30,30,25,4,4,
frenchmeadows ,FM19-15,2019,prefire,E,15,23,7,6.35,3,
frenchmeadows ,FM19-15,2019,prefire,E,15,30,15,6,5,
frenchmeadows ,FM19-15,2019,prefire,W,10,40,10,1.75,5,
frenchmeadows ,FM19-15,2019,prefire,W,15,20,15,1.56,5,
frenchmeadows ,FM19-15,2019,prefire,W,20,25,20,1.1,3,
frenchmeadows ,FM19-15,2019,prefire,W,32,40,32,10.85,3,
frenchmeadows ,FM19-15,2019,prefire,W,25,24,5.2,6.6,2,
frenchmeadows ,FM19-15,2019,prefire,W,32,32,2.5,1.95,3,
frenchmeadows ,FM19-16,2019,prefire,N,15,15,10,1.4,4,
frenchmeadows ,FM19-16,2019,prefire,N,18,35,1,7.12,3,
frenchmeadows ,FM19-16,2019,prefire,S,17,18,3,7.4,3,
frenchmeadows ,FM19-16,2019,prefire,S,11,14,0.5,10.5,2,
frenchmeadows ,FM19-16,2019,prefire,S,12,17,1,15.8,2,
frenchmeadows ,FM19-16,2019,prefire,S,20,13,3,1.75,4,
frenchmeadows ,FM19-16,2019,prefire,W,15,25,6,5.5,3,
frenchmeadows ,FM19-16,2019,prefire,W,20,13,3,1.75,4,
frenchmeadows ,FM19-17,2019,prefire,E,8,8,8,0.62,5,
frenchmeadows ,FM19-18,2019,prefire,W,18,15,2.5,7.2,3,
frenchmeadows ,FM19-18,2019,prefire,W,15,26,16,3,2,
frenchmeadows ,FM19-18,2019,prefire,W,22,25,13,5.25,2,
frenchmeadows ,FM19-18,2019,prefire,W,22,30,24,3.8,3,
frenchmeadows ,FM19-18,2019,prefire,N,15.5,20,5,5.4,2,
frenchmeadows ,FM19-18,2019,prefire,S,14,18,7,4.3,3,
frenchmeadows ,FM19-18,2019,prefire,S,18,33,18,9.6,4,
frenchmeadows ,FM19-18,2019,prefire,S,14,24,14,6.6,4,
frenchmeadows ,FM19-18,2019,prefire,S,9.5,9.5,2.5,3.9,4,
frenchmeadows ,FM19-18,2019,prefire,S,11,16,12,1.6,3,
frenchmeadows ,FM19-18,2019,prefire,S,28,31,22,5.7,4,
frenchmeadows ,FM19-18,2019,prefire,S,12,13,9,2.5,3,
frenchmeadows ,FM19-18,2019,prefire,S,10,12.5,7,2.6,4,
frenchmeadows ,FM19-19,2019,prefire,E,17,15,9,17,4,
frenchmeadows ,FM19-19,2019,prefire,E,16,17,5,4,5,
frenchmeadows ,FM19-19,2019,prefire,W,37,60,35,28,5,
frenchmeadows ,FM19-19,2019,prefire,W,13,22,6,4.8,2,
frenchmeadows ,FM19-19,2019,prefire,W,10,12,10,1.5,3,
frenchmeadows ,FM19-19,2019,prefire,W,70,70,45,4.8,5,
frenchmeadows ,FM19-19,2019,prefire,N,19,19,18,0.67,3,
frenchmeadows ,FM19-19,2019,prefire,N,12,13,12,0.9,4,
frenchmeadows ,FM19-19,2019,prefire,S,22,150,50,7.7,5,
frenchmeadows ,FM19-19,2019,prefire,S,30,80,15,9.4,5,
frenchmeadows ,FM19-19,2019,prefire,S,10,14,8,2.6,3,
frenchmeadows ,FM19-19,2019,prefire,S,18,22,6,8,2,
frenchmeadows ,FM19-19,2019,prefire,S,16,16,6,7,2,
frenchmeadows ,FM19-19,2019,prefire,S,13,20,6,6,2,
frenchmeadows ,FM19-19,2019,prefire,S,18,25,22,4,3,
frenchmeadows ,FM19-19,2019,prefire,S,12,20,8,4,3,
frenchmeadows ,FM19-20,2019,prefire,E,16,23,10,8,4,
frenchmeadows ,FM19-20,2019,prefire,E,27,27,23,2.9,3,
frenchmeadows ,FM19-20,2019,prefire,W,15,15,8.5,4.1,3,
frenchmeadows ,FM19-20,2019,prefire,W,32,32,24,4.9,3,
frenchmeadows ,FM19-20,2019,prefire,W,38,38,38,5,3,
frenchmeadows ,FM19-20,2019,prefire,N,8.5,5.5,5,0.52,3,
frenchmeadows ,FM19-21,2019,prefire,S,12,45,30,10,4,
frenchmeadows ,FM19-21,2019,prefire,S,13,21,6,13,2,
frenchmeadows ,FM19-21,2019,prefire,S,21,23,10,8,2,
frenchmeadows ,FM19-21,2019,prefire,N,35,30,2,15,1,
frenchmeadows ,FM19-21,2019,prefire,N,20,32,8,7.8,5,
frenchmeadows ,FM19-21,2019,prefire,N,23,50,10,5.5,5,
frenchmeadows ,FM19-21,2019,prefire,N,15,15,15,0.7,5,
frenchmeadows ,FM19-21,2019,prefire,E,38,51,31,20.2,2,
frenchmeadows ,FM19-21,2019,prefire,E,13,14.5,9,2.75,3,
frenchmeadows ,FM19-21,2019,prefire,E,28,28,26,7.2,3,
frenchmeadows ,FM19-21,2019,prefire,E,11,12,8,1.5,3,
frenchmeadows ,FM19-21,2019,prefire,E,13,14,11,2.2,4,
frenchmeadows ,FM19-21,2019,prefire,W,17.5,30,14,9,4,
frenchmeadows ,FM19-22,2019,prefire,W,32,49,1.8,17.3,4,
BurtonSP,burton1,2019,prefire,N,47,50,29,2.3,5,
BurtonSP,burton1,2019,prefire,N,28,30,10,3.4,4,
BurtonSP,burton1,2019,prefire,E,30,15,12,3.5,4,
BurtonSP,burton1,2019,prefire,W,65,70,65,4.1,5,
BurtonSP,burton1,2019,prefire,W,20,40,20,5.4,3,
BurtonSP,burton2 ,2019,prefire,W,10,10,22,0.7,5,
BurtonSP,burton2 ,2019,prefire,N,9,9,4,0.24,4,
BurtonSP,burton2 ,2019,prefire,N,16,17,7,0.32,4,
BurtonSP,burton2 ,2019,prefire,S,11,11,11,0.26,5,
BurtonSP,burton2 ,2019,prefire,S,33,41,10,12.55,4,
BurtonSP,burton2 ,2019,prefire,S,10,14,9,3,3,
BurtonSP,burton2 ,2019,prefire,S,50,50,31,8.3,4,
BurtonSP,burton2 ,2019,prefire,S,36,37,21,3.6,5,
BurtonSP,burton3,2019,prefire,N,25,30,5,19.5,3,
BurtonSP,burton3,2019,prefire,N,18.7,23,14,4.4,3,
BurtonSP,burton3,2019,prefire,N,13,13,7,2.3,3,
BurtonSP,burton3,2019,prefire,N,18,7,10,13.4,1,
BurtonSP,burton3,2019,prefire,S,12.5,47,2.5,19.7,3,
BurtonSP,burton3,2019,prefire,S,16,40,10,18.2,3,
BurtonSP,burton3,2019,prefire,E,17,55,5,18.4,3,
BurtonSP,burton3,2019,prefire,E,15,21,7,13.8,3,
BurtonSP,burton3,2019,prefire,E,16,15,12,12.2,4,
BurtonSP,burton3,2019,prefire,E,15,40,15,20.4,3,
BurtonSP,burton3,2019,prefire,E,20,29,11,12.4,3,
BurtonSP,burton3,2019,prefire,E,25,47,2.5,19.7,3,
BurtonSP,burton3,2019,prefire,E,17,15,4,21.9,3,
BurtonSP,burton3,2019,prefire,E,15,30,6,20,3,
BurtonSP,burton3,2019,prefire,E,20,50,8,20.5,3,
BurtonSP,burton3,2019,prefire,E,20,40,10,18.2,3,
BurtonSP,burton3,2019,prefire,W,18,30,6,17.9,3,
BurtonSP,burton6,2019,prefire,S,26,30,26,1.93,5,
BurtonSP,burton6,2019,prefire,E,30,22,15,4.8,4,
BurtonSP,burton6,2019,prefire,W,10,6,4,4.9,3,
BurtonSP,burton6,2019,prefire,W,15,60,12,18.6,4,
BurtonSP,burton6,2019,prefire,W,15,15,5,3.5,3,
BurtonSP,burton6,2019,prefire,W,13,13,5,6.05,3,
BurtonSP,burton6,2019,prefire,W,38,30,15,4.8,5,
BurtonSP,burton7,2019,prefire,N,24,46,1,15.2,2,
BurtonSP,burton7,2019,prefire,S,8,12,1,7.1,2,
BurtonSP,burton8,2019,prefire,N,16,16,14,2.4,3,
BurtonSP,burton8,2019,prefire,N,14,18,1,9.2,2,
BurtonSP,burton8,2019,prefire,E,13,13,10,3.2,2,
BurtonSP,burton8,2019,prefire,E,18,15,13,1,2,
BurtonSP,burton8,2019,prefire,E,15,10,10,3.65,2,
BurtonSP,burton8,2019,prefire,W,12,19,12,0.94,3,
BurtonSP,burton8,2019,prefire,W,13,18,13,0.75,2,
BurtonSP,burton9,2019,prefire,E,10,10,10,0.14,3,
BurtonSP,burton10,2019,prefire,E,13,18,19,4.1,2,
BurtonSP,burton10,2019,prefire,E,17,30,14,12,2,
BurtonSP,burton10,2019,prefire,N,23,30,14,12,2,
BurtonSP,burton10,2019,prefire,S,45,72,15,24,3,
BurtonSP,burton11,2019,prefire,S,70,70,24,14.4,5,
BurtonSP,burton11,2019,prefire,E,60,70,24,14.4,5,
BurtonSP,burton11,2019,prefire,W,21,20,13,0.59,3,
BurtonSP,burton11,2019,prefire,W,21,21,15,1,5,
BurtonSP,burton12,2019,prefire,E,29,14,22,13,2,
BurtonSP,burton12,2019,prefire,E,10,19,6,3.5,5,
BurtonSP,burton12,2019,prefire,W,12,13,1.5,4.2,3,
BurtonSP,burton12,2019,prefire,N,23,42,8,10,2,
BurtonSP,burton12,2019,prefire,N,12,13,8,6,3,
BurtonSP,burton12,2019,prefire,S,15,17,12,1,3,
BurtonSP,burton12,2019,prefire,S,23,41,9,15,2,
BurtonSP,burton12,2019,prefire,S,12,14,5,5,3,
BurtonSP,burton13,2019,prefire,E,50,60,57,1.6,3,
BurtonSP,burton13,2019,prefire,E,63,55,40,1.7,3,
BurtonSP,burton13,2019,prefire,W,20,25,18,2.3,3,
BurtonSP,burton13,2019,prefire,W,18,18,17,0.75,4,
BurtonSP,burton13,2019,prefire,N,20,35,15,9,3,
BurtonSP,burton13,2019,prefire,N,15,85,10,11,4,
BurtonSP,burton13,2019,prefire,N,25,85,20,10,4,
BurtonSP,burton13,2019,prefire,N,49,49,40,3,4,
BurtonSP,burton13,2019,prefire,S,24,28,9,5,2,
BurtonSP,burton13,2019,prefire,S,10,15,1,7,2,
BurtonSP,burton13,2019,prefire,S,26,31,26,3,4,
BurtonSP,burton13,2019,prefire,S,25,65,20,13,3,
BurtonSP,burton14,2019,prefire,N,10,11,8,0.44,3,
BurtonSP,burton14,2019,prefire,N,10,10,10,0.36,3,
BurtonSP,burton14,2019,prefire,N,8,7,5,0.37,4,
BurtonSP,burton14,2019,prefire,W,8.5,9,5,0.8,3,
BurtonSP,burton14,2019,prefire,W,8,10,8,1.1,2,
BurtonSP,burton14,2019,prefire,W,10,10,5,1.2,2,
BurtonSP,burton14,2019,prefire,W,9,9,5,1.8,2,
BurtonSP,burton15,2019,prefire,E,29,32,19,3.2,5,
BurtonSP,burton15,2019,prefire,W,32.4,39,9,13.6,3,
BurtonSP,burton15,2019,prefire,W,10,11,6,0.75,3,
BurtonSP,burton15,2019,prefire,W,9,11,9,2.5,5,
BurtonSP,burton15,2019,prefire,N,20,20,8,1.6,5,
BurtonSP,burton15,2019,prefire,N,60,65,42,16,3,
BurtonSP,burton15,2019,prefire,S,30,27,25,1.2,3,
BurtonSP,burton15,2019,prefire,S,9,11,7,3.2,3,
BurtonSP,burton16,2019,prefire,W,36,48,36,1.5,5,
BurtonSP,burton16,2019,prefire,W,11,23,11,0.25,3,
BurtonSP,burton16,2019,prefire,W,8,13,8,1.2,4,
BurtonSP,burton16,2019,prefire,W,8,8,8,0.65,4,
BurtonSP,burton16,2019,prefire,N,9,12,3,0.34,4,
BurtonSP,burton16,2019,prefire,S,53,90,20,1,5,
BurtonSP,burton17,2019,prefire,N,10,17,10,0.51,4,
BurtonSP,burton17,2019,prefire,S,13,21,1,1.33,2,
BurtonSP,burton17,2019,prefire,E,70,110,37,5,5,
BurtonSP,burton17,2019,prefire,W,25,30,25,3,3,
BurtonSP,burton17,2019,prefire,W,16,20,16,0.75,4,
BurtonSP,burton17,2019,prefire,W,20,20,5,3.5,3,
BurtonSP,burton18,2019,prefire,E,12,12,2,5,3,
BurtonSP,burton18,2019,prefire,E,17,24,10,5.9,3,
BurtonSP,burton18,2019,prefire,E,14,12,10,2.4,4,
BurtonSP,burton18,2019,prefire,E,12,18,12,3.2,4,
BurtonSP,burton18,2019,prefire,E,16,16,11,4.7,4,
BurtonSP,burton18,2019,prefire,E,26,26,18,1.1,5,
BurtonSP,burton18,2019,prefire,N,70,70,40,3,5,
BurtonSP,burton18,2019,prefire,N,18,55,10,17,4,
BurtonSP,burton18,2019,prefire,N,20,35,20,4,4,
BurtonSP,burton18,2019,prefire,N,46,44,40,1.5,5,
BurtonSP,burton18,2019,prefire,N,32,35,20,5,3,
BurtonSP,burton18,2019,prefire,N,35,56,48,4,4,
BurtonSP,burton18,2019,prefire,N,11,30,6,9,3,
BurtonSP,burton19,2019,prefire,N,42,45,42,12,4,
BurtonSP,burton19,2019,prefire,W,35,35,24,0.5,4,
BurtonSP,burton19,2019,prefire,E,44,45,42,12,4,
BurtonSP,burton20,2019,prefire,N,23,27,3,1.3,2,
BurtonSP,burton20,2019,prefire,N,15,20,5,0.34,3,
BurtonSP,burton20,2019,prefire,N,70,60,30,1.5,5,
BurtonSP,burton20,2019,prefire,N,27,13,11,1,5,
BurtonSP,burton20,2019,prefire,W,27,52,30,7,4,
BurtonSP,burton20,2019,prefire,W,43,43,25,4.2,3,
BurtonSP,burton21,2019,prefire,E,60,63,23,4.4,5,
BurtonSP,burton21,2019,prefire,W,41,120,18,5.9,4,
BurtonSP,burton21,2019,prefire,W,60,60,52,2.5,4,
BurtonSP,burton21,2019,prefire,N,51,50,35,3.15,4,
BurtonSP,burton21,2019,prefire,N,40,80,30,3.5,5,
BurtonSP,burton22,2019,prefire,N,11.5,30,1,15.8,1,
BurtonSP,burton22,2019,prefire,S,65,90,38,10.1,5,
BurtonSP,burton22,2019,prefire,S,28,29,25,2.6,3,
BurtonSP,burton22,2019,prefire,S,10,18,10,0.3,3,
BurtonSP,burton22,2019,prefire,S,19,23,18,1.7,3,
BurtonSP,burton22,2019,prefire,S,28,32,20,5,3,
BurtonSP,burton22,2019,prefire,S,10,22,10,5.3,3,
BurtonSP,burton22,2019,prefire,E,12,15,5,4.5,2,
BurtonSP,burton22,2019,prefire,W,15,22,10,5.3,3,
BurtonSP,burton24,2019,prefire,N,8,7,6,0.8,5,
BurtonSP,burton24,2019,prefire,N,17,17,11,1.3,3,
BlissSP,bliss 1,2019,prefire,S,27,40,28,3.45,2,
BlissSP,bliss 1,2019,prefire,E,35,35,23,2.45,3,
BlissSP,bliss 1,2019,prefire,W,125,40,36,5.3,5,
BlissSP,bliss 2,2019,prefire,W,21.5,22,21.5,0.2,4,
BlissSP,bliss 2,2019,prefire,N,150,160,80,19,5,
BlissSP,bliss 2,2019,prefire,S,38,40,35,3,5,
BlissSP,bliss 2,2019,prefire,S,34,38,33,2.3,4,
BlissSP,bliss 2,2019,prefire,s,10,13,7,1.5,4,
BlissSP,bliss 2,2019,prefire,s,15,17,15,1.3,5,
BlissSP,bliss 3,2019,prefire,E,27,90,16,19.7,3,
BlissSP,bliss 3,2019,prefire,W,30,40,20,41,4,
BlissSP,bliss 3,2019,prefire,W,16,80,25,15.1,4,
BlissSP,bliss 3,2019,prefire,W,33,50,30,6.8,3,
BlissSP,bliss 3,2019,prefire,N,11,11,10,1.3,3,
BlissSP,bliss 3,2019,prefire,N,27,27,16,4,3,
BlissSP,bliss 3,2019,prefire,S,25,25,3,5.3,3,
BlissSP,bliss 3,2019,prefire,S,12,13,12,2,3,
BlissSP,bliss 3,2019,prefire,S,70,200,70,7.1,3,
BlissSP,bliss 3,2019,prefire,S,90,78,65,3.5,4,
BlissSP,bliss 3,2019,prefire,S,11,15,15,2.3,3,
BlissSP,bliss 4,2019,prefire,S,40,51,13,7.1,3,
BlissSP,bliss 4,2019,prefire,S,80,82,79,3.9,3,
BlissSP,bliss 4,2019,prefire,S,44,70,28,8.3,3,
BlissSP,bliss 4,2019,prefire,E,8,10,1,1.9,4,
BlissSP,bliss 4,2019,prefire,E,35,70,28,18.3,3,
BlissSP,bliss 4,2019,prefire,E,10,11,10,0.9,4,
BlissSP,bliss 4,2019,prefire,W,30,40,34,3.2,3,
BlissSP,bliss 4,2019,prefire,W,11,11,9,0.95,3,
BlissSP,bliss 5,2019,prefire,N,70,110,30,11.6,4,
BlissSP,bliss 5,2019,prefire,W,40,40,32,2.75,4,
