"","site_plotid_time_azimuth","sum_d2_1000r_cm2","sum_d2_1000s_cm2"
"1330","MountainHome_13_2019_prefire_NA_314",0,0
"1331","MountainHome_14_2019_prefire_NA_10",0,0
"1332","MountainHome_14_2019_prefire_NA_310",0,0
"1333","MountainHome_16_2019_prefire_NA_177",0,0
"1334","MountainHome_16_2019_prefire_NA_237",0,0
"1335","MountainHome_17_2019_prefire_NA_265",0,0
"1336","MountainHome_17_2019_prefire_NA_325",0,0
"1337","MountainHome_18_2019_prefire_NA_280",0,0
"1338","MountainHome_18_2019_prefire_NA_340",0,0
"1339","MountainHome_2_2019_prefire_NA_140",0,0
"1340","MountainHome_2_2019_prefire_NA_200",0,0
"1341","MountainHome_20_2019_prefire_NA_119",0,0
"1342","MountainHome_20_2019_prefire_NA_59",0,0
"1343","MountainHome_21_2019_prefire_NA_150",0,0
"1344","MountainHome_21_2019_prefire_NA_210",0,0
"1345","MountainHome_22_2019_prefire_NA_151",0,0
"1346","MountainHome_22_2019_prefire_NA_211",0,0
"1347","MountainHome_24_2019_prefire_NA_348",0,0
"1348","MountainHome_24_2019_prefire_NA_48",0,0
"1349","MountainHome_25_2019_prefire_NA_353",0,0
"1350","MountainHome_25_2019_prefire_NA_53",0,0
"1351","MountainHome_26_2019_postfire_NA_108",0,0
"1352","MountainHome_26_2019_prefire_NA_108",0,0
"1353","MountainHome_26_2019_prefire_NA_168",0,0
"1354","MountainHome_27_2019_postfire_NA_46",0,0
"1355","MountainHome_27_2019_prefire_NA_346",0,0
"1356","MountainHome_27_2019_prefire_NA_46",0,0
"1357","MountainHome_28_2019_prefire_NA_174",0,0
"1358","MountainHome_28_2019_prefire_NA_234",0,0
"1359","MountainHome_29_2019_prefire_NA_156",0,0
"1360","MountainHome_29_2019_prefire_NA_216",0,0
"1361","MountainHome_3_2019_prefire_NA_144",0,0
"1362","MountainHome_3_2019_prefire_NA_204",0,0
"1363","MountainHome_30_2019_postfire_NA_150",0,0
"1364","MountainHome_30_2019_prefire_NA_150",0,0
"1365","MountainHome_30_2019_prefire_NA_210",0,0
"1366","MountainHome_31_2019_postfire_NA_202",0,0
"1367","MountainHome_31_2019_prefire_NA_142",0,0
"1368","MountainHome_31_2019_prefire_NA_202",0,0
"1369","MountainHome_32_2019_prefire_NA_220",0,0
"1370","MountainHome_33_2019_postfire_NA_118",0,0
"1371","MountainHome_33_2019_postfire_NA_178",0,0
"1372","MountainHome_33_2019_prefire_NA_118",0,0
"1373","MountainHome_33_2019_prefire_NA_178",0,0
"1374","MountainHome_34_2019_postfire_NA_238",0,0
"1375","MountainHome_34_2019_prefire_NA_178",0,0
"1376","MountainHome_34_2019_prefire_NA_238",0,0
"1377","MountainHome_38_2019_prefire_NA_178",0,0
"1378","MountainHome_38_2019_prefire_NA_238",0,0
"1379","MountainHome_39_2019_postfire_NA_186",0,0
"1380","MountainHome_39_2019_prefire_NA_126",0,0
"1381","MountainHome_39_2019_prefire_NA_186",0,0
"1382","MountainHome_40_2019_postfire_NA_178",0,0
"1383","MountainHome_40_2019_postfire_NA_238",0,0
"1384","MountainHome_40_2019_prefire_NA_178",0,0
"1385","MountainHome_40_2019_prefire_NA_238",0,0
"1386","MountainHome_5_2019_prefire_NA_288",0,0
"1387","MountainHome_5_2019_prefire_NA_348",0,0
"1388","MountainHome_6_2019_prefire_NA_304",0,0
"1389","MountainHome_6_2019_prefire_NA_4",0,0
"1390","MountainHome_9_2019_prefire_NA_14",0,0
"1391","MountainHome_9_2019_prefire_NA_314",0,0
"1392","MountainHome_97_2019_prefire_NA_162",0,0
"1393","MountainHome_97_2019_prefire_NA_222",0,0
"1394","MountainHome_98_2019_prefire_NA_2",0,0
"1395","MountainHome_98_2019_prefire_NA_62",0,0
"1396","odell_Odell001_2022_prefire_NA_0",361,0
"1397","RioLindo_RIO002_2021_prefire_NA_0",110.25,0
"1398","riolindo_RIO002_2022_postfire_immediate_90",0,182.25
"1399","riolindo_RIO003_2022_postfire_immediate_90",0,121
"1400","RioLindo_RIO004_2021_prefire_NA_0",0,171.25
"1401","RioLindo_RIO004_2021_prefire_NA_180",225,0
"1402","RioLindo_RIO004_2021_prefire_NA_90",0,1600
"1403","riolindo_RIO004_2022_postfire_immediate_0",0,187.69
"1404","riolindo_RIO004_2022_postfire_immediate_270",0,110.25
"1405","RioLindo_RIO005_2021_prefire_NA_180",0,305.96
"1406","RioLindo_RIO005_2021_prefire_NA_270",225,0
"1407","RioLindo_RIO005_2021_prefire_NA_90",756.25,289
"1408","riolindo_RIO005_2022_postfire_immediate_90",0,139.24
"1409","RioLindo_RIO006_2021_prefire_NA_0",0,729
"1410","RioLindo_RIO006_2021_prefire_NA_180",0,86.49
"1411","RioLindo_RIO006_2021_prefire_NA_270",225,1390
"1412","riolindo_RIO006_2022_postfire_immediate_90",0,144
"1413","RioLindo_RIO007_2021_prefire_NA_90",100,0
"1414","riolindo_RIO008_2022_postfire_immediate_90",0,144
"1415","shaverlake_SHL001_2021_prefire_NA_0",0,400
"1416","shaverlake_SHL001_2021_prefire_NA_270",0,121
"1417","shaverlake_SHL002_2021_prefire_NA_0",0,400
"1418","shaverlake_SHL002_2021_prefire_NA_180",0,435.33
"1419","shaverlake_SHL002_2021_prefire_NA_90",0,86.49
"1420","shaverlake_SHL003_2021_prefire_NA_180",0,62.41
"1421","shaverlake_SHL003_2021_prefire_NA_90",0,139.57
"1422","shaverlake_SHL004_2021_prefire_NA_90",0,361
"1423","shaverlake_SHL005_2021_prefire_NA_0",0,196.04
"1424","shaverlake_SHL005_2021_prefire_NA_90",0,86.49
"1425","shaverlake_SHL006_2021_prefire_NA_0",0,324
"1426","shaverlake_SHL006_2021_prefire_NA_270",0,684.5
"1427","shaverlake_SHL008_2021_prefire_NA_180",0,169
"1428","shaverlake_SHL008_2021_prefire_NA_90",0,384.89
"1429","shaverlake_SHL009_2021_prefire_NA_180",0,256
"1430","shaverlake_SHL009_2021_prefire_NA_90",67.24,2432
"1431","shaverlake_SHL010_2021_prefire_NA_0",0,676
"1432","shaverlake_SHL010_2021_prefire_NA_180",0,1089
"1433","shaverlake_SHL010_2021_prefire_NA_90",0,810
"1434","shaverlake_SHL011_2021_prefire_NA_0",0,7482.85
"1435","shaverlake_SHL011_2021_prefire_NA_180",0,1208.29
"1436","shaverlake_SHL011_2021_prefire_NA_270",0,5517
"1437","shaverlake_SHL011_2021_prefire_NA_90",0,2820.24
"1438","shaverlake_SHL011_2022_postfire_immediate_0",0,1600
"1439","shaverlake_SHL011_2022_postfire_immediate_180",0,400
"1440","shaverlake_SHL011_2022_postfire_immediate_270",0,529
"1441","shaverlake_SHL011_2022_postfire_immediate_90",0,256
"1442","shaverlake_SHL012_2021_prefire_NA_180",72.25,81
"1443","shaverlake_SHL012_2021_prefire_NA_90",0,72.25
"1444","shaverlake_SHL013_2021_prefire_NA_0",0,5141
"1445","shaverlake_SHL013_2021_prefire_NA_90",0,506.25
"1446","shaverlake_SHL014_2021_prefire_NA_0",386.42,0
"1447","shaverlake_SHL014_2021_prefire_NA_180",0,310.25
"1448","shaverlake_SHL014_2021_prefire_NA_270",0,225
"1449","shaverlake_SHL014_2022_postfire_immediate_0",256,0
"1450","shaverlake_SHL014_2022_postfire_immediate_180",0,121
"1451","shaverlake_SHL015_2021_prefire_NA_0",0,784
"1452","shaverlake_SHL015_2021_prefire_NA_180",0,713.36
"1453","shaverlake_SHL015_2021_prefire_NA_270",324,484
"1454","shaverlake_SHL015_2021_prefire_NA_90",0,169
"1455","shaverlake_SHL015_2022_postfire_immediate_0",0,1685
"1456","shaverlake_SHL015_2022_postfire_immediate_180",0,86.49
"1457","shaverlake_SHL015_2022_postfire_immediate_270",193,46.24
"1458","shaverlake_SHL015_2022_postfire_immediate_90",64,276.89
"1459","shaverlake_SHL016_2021_prefire_NA_0",0,1296
"1460","shaverlake_SHL016_2021_prefire_NA_180",0,425.5
"1461","shaverlake_SHL016_2021_prefire_NA_90",0,64
"1462","shaverlake_SHL016_2022_postfire_immediate_0",1521,0
"1463","shaverlake_SHL016_2022_postfire_immediate_180",0,614.94
"1464","shaverlake_SHL016_2022_postfire_immediate_90",0,181
"1465","shaverlake_SHL017_2021_prefire_NA_0",0,1764
"1466","shaverlake_SHL018_2021_prefire_NA_0",0,110.25
"1467","shaverlake_SHL018_2021_prefire_NA_180",324,0
"1468","shaverlake_SHL018_2021_prefire_NA_90",0,1420.84
"1469","shaverlake_SHL018_2022_postfire_immediate_90",0,1449.25
"1470","shaverlake_SHL020_2021_prefire_NA_0",0,104.04
"1471","shaverlake_SHL021_2021_prefire_NA_90",0,6241
"1472","shaverlake_SHL022_2021_prefire_NA_180",0,506.25
"1473","shaverlake_SHL022_2021_prefire_NA_270",0,2457.76
"1474","shaverlake_SHL023_2021_prefire_NA_90",0,256
"1475","shaverlake_SHL024_2021_prefire_NA_0",900,1324
"1476","shaverlake_SHL024_2021_prefire_NA_180",3025,289
"1477","shaverlake_SHL024_2021_prefire_NA_90",0,1721
"1478","shaverlake_SHL025_2021_prefire_NA_0",0,59.29
"1479","shaverlake_SHL025_2021_prefire_NA_270",1296,0
"1480","shaverlake_SHL026_2021_prefire_NA_0",0,662.44
"1481","shaverlake_SHL026_2021_prefire_NA_180",0,321.04
"1482","shaverlake_SHL026_2021_prefire_NA_270",0,606.24
"1483","slypark_hcp1_2019_prefire_NA_180",0,81
"1484","slypark_hcp11_2019_prefire_NA_0",196,0
"1485","slypark_hcp11_2019_prefire_NA_90",36,169
"1486","slypark_hcp3_2019_prefire_NA_180",0,100
"1487","slypark_hcp4_2019_prefire_NA_90",289,0
"1488","slypark_hcp6_2019_prefire_NA_180",0,144
"1489","slypark_hcp9_2019_prefire_NA_180",529,0
"1490","slypark_hcp9_2019_prefire_NA_270",100,0
"1491","slypark_spi1_2019_postfire_immediate_270",0,596
"1492","slypark_spi1_2019_prefire_NA_270",0,596
"1493","slypark_spi1_2021_postfire_1yr_270",0,544
"1494","slypark_spi10_2019_postfire_immediate_0",144,0
"1495","slypark_spi10_2019_postfire_immediate_180",90.25,0
"1496","slypark_spi10_2019_prefire_NA_0",144,0
"1497","slypark_spi10_2019_prefire_NA_180",90.25,0
"1498","slypark_spi10_2021_postfire_1yr_270",0,108.16
"1499","slypark_spi11_2019_postfire_immediate_270",225,0
"1500","slypark_spi11_2019_prefire_NA_270",225,0
"1501","slypark_spi11_2021_postfire_1yr_0",576,94.09
"1502","slypark_spi11_2021_postfire_1yr_270",0,94.09
"1503","slypark_spi2_2019_postfire_immediate_180",0,576
"1504","slypark_spi2_2019_postfire_immediate_270",196,0
"1505","slypark_spi2_2019_prefire_NA_180",0,696.96
"1506","slypark_spi2_2019_prefire_NA_270",0,1513.21
"1507","slypark_spi2_2021_postfire_1yr_0",0,252.29
"1508","slypark_spi2_2021_postfire_1yr_180",0,691.69
"1509","slypark_spi2_2021_postfire_1yr_270",0,277.25
"1510","slypark_spi2_2021_postfire_1yr_90",810.64,0
"1511","slypark_spi3_2019_postfire_immediate_270",0,81
"1512","slypark_spi3_2019_prefire_NA_270",0,81
"1513","slypark_spi4_2019_postfire_immediate_0",0,110.25
"1514","slypark_spi4_2019_prefire_NA_0",0,146.41
"1515","slypark_spi4_2019_prefire_NA_180",0,100
"1516","slypark_spi4_2019_prefire_NA_90",187.85,0
"1517","slypark_spi4_2021_postfire_1yr_0",0,92.16
"1518","slypark_spi4_2021_postfire_1yr_90",0,323.01
"1519","slypark_spi5_2021_postfire_1yr_180",0,100
"1520","slypark_spi6_2019_prefire_NA_0",169,0
"1521","slypark_spi6_2019_prefire_NA_90",0,65.61
"1522","slypark_spi6_2021_postfire_1yr_90",0,151.29
"1523","slypark_spi7_2019_postfire_immediate_0",81,0
"1524","slypark_spi7_2019_postfire_immediate_180",438.25,0
"1525","slypark_spi7_2019_postfire_immediate_270",256,441
"1526","slypark_spi7_2019_postfire_immediate_90",562.25,0
"1527","slypark_spi7_2019_prefire_NA_0",81,0
"1528","slypark_spi7_2019_prefire_NA_180",438.25,0
"1529","slypark_spi7_2019_prefire_NA_90",562.25,0
"1530","slypark_spi7_2021_postfire_1yr_180",624.49,0
"1531","slypark_spi7_2021_postfire_1yr_270",0,497.29
"1532","slypark_spi8_2019_postfire_immediate_180",0,400
"1533","slypark_spi8_2019_postfire_immediate_90",0,36
"1534","slypark_spi8_2019_prefire_NA_90",0,36
"1535","slypark_spi8_2021_postfire_1yr_180",0,81
"1536","springsfire_springs1_2019_postfire_immediate_270",0,1024
"1537","springsfire_springs1_2019_postfire_immediate_90",0,169
"1538","springsfire_springs1_2019_prefire_NA_270",0,1565
"1539","springsfire_springs10_2019_prefire_NA_0",8464,0
"1540","springsfire_springs10_2019_prefire_NA_180",1296,256
"1541","springsfire_springs10_2019_prefire_NA_90",0,256
"1542","springsfire_springs11_2019_postfire_immediate_180",0,156.25
"1543","springsfire_springs11_2019_postfire_immediate_90",0,121.76
"1544","springsfire_springs11_2019_prefire_NA_180",0,264.0625
"1545","springsfire_springs11_2019_prefire_NA_90",0,3481
"1546","springsfire_springs12_2019_postfire_immediate_270",0,72.25
"1547","springsfire_springs12_2019_prefire_NA_0",0,3410.56
"1548","springsfire_springs12_2019_prefire_NA_180",144,88.36
"1549","springsfire_springs12_2019_prefire_NA_270",0,56.25
"1550","springsfire_springs12_2020_postfire_1yr_0",0,110.25
"1551","springsfire_springs12_2020_postfire_1yr_270",0,72.25
"1552","springsfire_springs13_2019_postfire_immediate_90",0,246.5
"1553","springsfire_springs13_2019_prefire_NA_0",676,0
"1554","springsfire_springs13_2019_prefire_NA_180",100,225
"1555","springsfire_springs13_2019_prefire_NA_270",0,7225
"1556","springsfire_springs13_2019_prefire_NA_90",0,6125
"1557","springsfire_springs13_2020_postfire_1yr_90",0,100
"1558","springsfire_springs14_2019_postfire_immediate_0",0,1062.76
"1559","springsfire_springs15_2019_prefire_NA_0",0,64
"1560","springsfire_springs16_2019_postfire_immediate_90",225,0
"1561","springsfire_springs16_2020_postfire_1yr_90",0,240.25
"1562","springsfire_springs17_2019_postfire_immediate_0",0,276.25
"1563","springsfire_springs17_2020_postfire_1yr_0",0,266
"1564","springsfire_springs18_2019_postfire_immediate_270",0,296
"1565","springsfire_springs18_2019_postfire_immediate_90",0,484
"1566","springsfire_springs18_2019_prefire_NA_0",0,174.25
"1567","springsfire_springs18_2019_prefire_NA_180",0,324
"1568","springsfire_springs18_2019_prefire_NA_270",0,544
"1569","springsfire_springs18_2019_prefire_NA_90",0,484
"1570","springsfire_springs18_2020_postfire_1yr_90",0,506.25
"1571","springsfire_springs19_2019_postfire_immediate_180",64,0
"1572","springsfire_springs19_2019_postfire_immediate_270",0,326.25
"1573","springsfire_springs19_2019_prefire_NA_180",400,81
"1574","springsfire_springs19_2019_prefire_NA_270",0,421
"1575","springsfire_springs19_2019_prefire_NA_90",100,784
"1576","springsfire_springs19_2020_postfire_1yr_270",139.24,0
"1577","springsfire_springs2_2019_prefire_NA_270",1458,94.09
"1578","springsfire_springs2_2020_postfire_1yr_90",17.64,0
"1579","springsfire_springs20_2019_prefire_NA_0",798.41,225
"1580","springsfire_springs20_2019_prefire_NA_180",0,125.44
"1581","springsfire_springs20_2019_prefire_NA_270",0,361
"1582","springsfire_springs20_2019_prefire_NA_90",0,144
"1583","springsfire_springs20_2020_postfire_1yr_180",0,125.44
"1584","springsfire_springs21_2019_prefire_NA_0",0,521
"1585","springsfire_springs21_2019_prefire_NA_180",625,1024
"1586","springsfire_springs21_2019_prefire_NA_270",196,0
"1587","springsfire_springs21_2019_prefire_NA_90",625,0
"1588","springsfire_springs21_2020_postfire_1yr_270",0,110.25
"1589","springsfire_springs22_2019_postfire_immediate_180",0,400
"1590","springsfire_springs22_2019_prefire_NA_0",0,121
"1591","springsfire_springs22_2019_prefire_NA_180",0,400
"1592","springsfire_springs22_2019_prefire_NA_270",100,0
"1593","springsfire_springs22_2020_postfire_1yr_180",0,342.25
"1594","springsfire_springs24_2019_postfire_immediate_0",0,81
"1595","springsfire_springs24_2019_prefire_NA_0",0,260
"1596","springsfire_springs25_2019_postfire_immediate_270",0,100
"1597","springsfire_springs25_2019_prefire_NA_0",121,0
"1598","springsfire_springs25_2019_prefire_NA_180",2304,0
"1599","springsfire_springs26_2019_postfire_immediate_0",0,215.24
"1600","springsfire_springs26_2019_postfire_immediate_270",0,250
"1601","springsfire_springs26_2019_postfire_immediate_90",0,121
"1602","springsfire_springs26_2019_prefire_NA_0",0,268.25
"1603","springsfire_springs26_2019_prefire_NA_180",0,486
"1604","springsfire_springs26_2019_prefire_NA_270",0,90.25
"1605","springsfire_springs26_2019_prefire_NA_90",0,144
"1606","springsfire_springs26_2020_postfire_1yr_0",0,416.5
"1607","springsfire_springs26_2020_postfire_1yr_180",0,64
"1608","springsfire_springs26_2020_postfire_1yr_270",0,81
"1609","springsfire_springs26_2020_postfire_1yr_90",0,121
"1610","springsfire_springs29_2019_prefire_NA_180",0,221
"1611","springsfire_springs29_2020_postfire_1yr_180",0,86.49
"1612","springsfire_springs30_2019_prefire_NA_180",0,64
"1613","springsfire_springs31_2020_postfire_1yr_90",0,306.25
"1614","springsfire_springs32_2019_prefire_NA_270",729,0
"1615","springsfire_springs32_2019_prefire_NA_90",0,121
"1616","springsfire_springs33_2020_postfire_1yr_270",0,576
"1617","springsfire_springs34_2020_postfire_1yr_270",0,256
"1618","springsfire_springs35_2020_postfire_1yr_270",0,408.5
"1619","springsfire_springs38_2019_prefire_NA_180",0,49
"1620","springsfire_springs4_2019_postfire_immediate_0",0,144
"1621","springsfire_springs4_2019_prefire_NA_0",62.41,81
"1622","springsfire_springs4_2019_prefire_NA_270",0,64
"1623","springsfire_springs4_2020_postfire_1yr_0",312.04,0
"1624","springsfire_springs4_2020_postfire_1yr_270",0,72.25
"1625","springsfire_springs41_2020_postfire_1yr_0",0,43.56
"1626","springsfire_springs41_2020_postfire_1yr_180",0,15.21
"1627","springsfire_springs42_2020_postfire_1yr_180",0,144
"1628","springsfire_springs42_2020_postfire_1yr_270",0,579.5
"1629","springsfire_springs46_2020_postfire_1yr_180",100,0
"1630","springsfire_springs47_2020_postfire_1yr_0",0,356.75
"1631","springsfire_springs47_2020_postfire_1yr_270",1369,0
"1632","springsfire_springs47_2020_postfire_1yr_90",29.38,0
"1633","springsfire_springs48_2020_postfire_1yr_0",0,70.56
"1634","springsfire_springs48_2020_postfire_1yr_270",0,225
"1635","springsfire_springs48_2020_postfire_1yr_90",0,70.56
"1636","springsfire_springs49_2020_postfire_1yr_0",0,182.25
"1637","springsfire_springs49_2020_postfire_1yr_180",0,196
"1638","springsfire_springs5_2019_prefire_NA_0",0,841
"1639","springsfire_springs5_2019_prefire_NA_270",400,0
"1640","springsfire_springs5_2020_postfire_1yr_0",0,153.76
"1641","springsfire_springs5_2020_postfire_1yr_270",0,43.56
"1642","springsfire_springs50_2020_postfire_1yr_270",0,900
"1643","springsfire_springs51_2020_postfire_1yr_0",0,182.25
"1644","springsfire_springs51_2020_postfire_1yr_90",441,246.25
"1645","springsfire_springs6_2020_postfire_1yr_270",0,64
"1646","springsfire_springs7_2020_postfire_1yr_90",42.25,0
"1647","springsfire_springs9_2019_prefire_NA_90",6400,144
"1648","springsfire_springs9_2020_postfire_1yr_0",1963.25,369.5
"1649","springsfire_springs9_2020_postfire_1yr_90",905,353.25
"1650","SugarPineSP_sugarpine1_2020_prefire_NA_180",1600,0
"1651","SugarPineSP_sugarpine1_2020_prefire_NA_270",4625,832
"1652","SugarPineSP_sugarpine1_2020_prefire_NA_90",225,0
"1653","SugarPineSP_sugarpine2_2020_prefire_NA_0",0,9476
"1654","SugarPineSP_sugarpine2_2020_prefire_NA_180",0,213.25
"1655","SugarPineSP_sugarpine2_2020_prefire_NA_270",0,395.5
"1656","SugarPineSP_sugarpine2_2020_prefire_NA_90",0,242.5
"1657","valentine_VR1_2019_prefire_NA_0",0,0
"1658","valentine_VR1_2019_prefire_NA_180",0,0
"1659","valentine_VR1_2019_prefire_NA_270",0,0
"1660","valentine_VR1_2021_postthin_NA_0",0,2548
"1661","valentine_VR1_2021_postthin_NA_180",0,3398
"1662","valentine_VR1_2021_postthin_NA_270",132.25,4305.25
"1663","valentine_VR1_2021_postthin_NA_90",0,2664
"1664","valentine_VR10_2019_prefire_NA_0",0,0
"1665","valentine_VR10_2019_prefire_NA_180",0,0
"1666","valentine_VR10_2019_prefire_NA_270",0,0
"1667","valentine_VR10_2019_prefire_NA_90",0,0
"1668","valentine_VR10_2021_postthin_NA_0",0,5625
"1669","valentine_VR10_2021_postthin_NA_180",0,4349
"1670","valentine_VR10_2021_postthin_NA_90",6400,820
"1671","valentine_VR10N_2019_prefire_NA_0",4160,0
"1672","valentine_VR10N_2019_prefire_NA_180",5941,3797
"1673","valentine_VR10N_2019_prefire_NA_270",0,1156
"1674","valentine_VR10N_2019_prefire_NA_90",0,324
"1675","valentine_VR10N_2021_postthin_NA_180",0,1775.25
"1676","valentine_VR10N_2021_postthin_NA_270",0,625
"1677","valentine_VR10N_2021_postthin_NA_90",0,144
"1678","valentine_VR11_2019_prefire_NA_0",0,420.25
"1679","valentine_VR11_2021_postthin_NA_0",0,449.44
"1680","valentine_VR11_2021_postthin_NA_180",0,961
"1681","valentine_VR11_2021_postthin_NA_270",0,256
"1682","valentine_VR11N_2019_prefire_NA_0",225,4761
"1683","valentine_VR11N_2019_prefire_NA_180",3104,0
"1684","valentine_VR11N_2021_postthin_NA_0",0,932
"1685","valentine_VR11N_2021_postthin_NA_180",0,623.25
"1686","valentine_VR12_2019_prefire_NA_0",3170,144
"1687","valentine_VR12_2019_prefire_NA_180",2026.4884,0
"1688","valentine_VR12_2019_prefire_NA_270",2665,0
"1689","valentine_VR12_2019_prefire_NA_90",1108,2669
"1690","valentine_VR12_2021_postthin_NA_0",324,172.25
"1691","valentine_VR12_2021_postthin_NA_180",1296,529
"1692","valentine_VR12_2021_postthin_NA_90",0,732.25
"1693","valentine_VR12N_2019_prefire_NA_0",1538,0
"1694","valentine_VR12N_2019_prefire_NA_90",1369,0
"1695","valentine_VR12N_2021_postthin_NA_0",0,905
"1696","valentine_VR12N_2021_postthin_NA_90",0,529
"1697","valentine_VR13_2019_prefire_NA_0",144,0
"1698","valentine_VR13_2019_prefire_NA_180",0,2760.5
"1699","valentine_VR13_2019_prefire_NA_270",3377.5,625
"1700","valentine_VR13_2019_prefire_NA_90",0.81,0
"1701","valentine_VR13_2021_postthin_NA_0",0,277.25
"1702","valentine_VR13_2021_postthin_NA_180",0,2910
"1703","valentine_VR13_2021_postthin_NA_270",0,8723
"1704","valentine_VR13_2021_postthin_NA_90",0,441
"1705","valentine_VR13N_2019_prefire_NA_0",0,277
"1706","valentine_VR13N_2019_prefire_NA_180",0,521
"1707","valentine_VR13N_2019_prefire_NA_90",361,338
"1708","valentine_VR13N_2021_postthin_NA_0",0,546.25
"1709","valentine_VR13N_2021_postthin_NA_180",0,784
"1710","valentine_VR13N_2021_postthin_NA_270",0,1162.69
"1711","valentine_VR14N_2019_prefire_NA_0",9250,0
"1712","valentine_VR14N_2019_prefire_NA_180",0,0.2025
"1713","valentine_VR14N_2021_postthin_NA_0",1489,0
"1714","valentine_VR16_2021_postthin_NA_0",0,5744.25
"1715","valentine_VR16_2021_postthin_NA_90",0,1600
"1716","valentine_VR16N_2021_postthin_NA_0",0,1600
"1717","valentine_VR16N_2021_postthin_NA_270",0,784
"1718","valentine_VR19_2019_prefire_NA_0",0,2304
"1719","valentine_VR19_2019_prefire_NA_180",0,441
"1720","valentine_VR19_2019_prefire_NA_270",0,1024
"1721","valentine_VR19_2019_prefire_NA_90",729,0
"1722","valentine_VR1N_2019_prefire_NA_0",0,0
"1723","valentine_VR1N_2019_prefire_NA_180",0,0
"1724","valentine_VR1N_2019_prefire_NA_270",0,0
"1725","valentine_VR1N_2019_prefire_NA_90",0,0
"1726","valentine_VR1N_2021_postthin_NA_0",2500,726.5
"1727","valentine_VR1N_2021_postthin_NA_180",0,1549
"1728","valentine_VR1N_2021_postthin_NA_270",2500,625
"1729","valentine_VR1N_2021_postthin_NA_90",0,2001.69
"1730","valentine_VR2_2019_prefire_NA_0",1369,841
"1731","valentine_VR2_2019_prefire_NA_180",1369,841
"1732","valentine_VR2_2019_prefire_NA_270",1521,961
"1733","valentine_VR2_2019_prefire_NA_90",0,64
"1734","valentine_VR2_2021_postthin_NA_0",0,1737
"1735","valentine_VR2_2021_postthin_NA_180",0,3589
"1736","valentine_VR2_2021_postthin_NA_270",0,225
"1737","valentine_VR20_2019_prefire_NA_0",0,289
"1738","valentine_VR20_2019_prefire_NA_180",784,0
"1739","valentine_VR20_2019_prefire_NA_270",6928,0
"1740","valentine_VR20_2019_prefire_NA_90",0,324
"1741","valentine_VR20_2021_postthin_NA_0",144,784
"1742","valentine_VR20_2021_postthin_NA_180",0,132.25
"1743","valentine_VR20_2021_postthin_NA_90",0,110.25
"1744","valentine_VR20N_2019_prefire_NA_0",2500,272.25
"1745","valentine_VR20N_2019_prefire_NA_270",0,0.81
"1746","valentine_VR20N_2019_prefire_NA_90",0.09,0
"1747","valentine_VR20N_2021_postthin_NA_0",0,2169
"1748","valentine_VR20N_2021_postthin_NA_270",0,1600
"1749","valentine_VR20N_2021_postthin_NA_90",0,784
"1750","valentine_VR21_2019_prefire_NA_0",1156,0
"1751","valentine_VR21_2019_prefire_NA_180",0,225
"1752","valentine_VR21_2019_prefire_NA_270",0,196
"1753","valentine_VR21_2021_postthin_NA_0",0,92.16
"1754","valentine_VR21N_2019_prefire_NA_0",324,0
"1755","valentine_VR21N_2019_prefire_NA_180",6980,0.1521
"1756","valentine_VR21N_2019_prefire_NA_270",225,400
"1757","valentine_VR21N_2019_prefire_NA_90",0,121
"1758","valentine_VR22_2021_postthin_NA_270",0,400
"1759","valentine_VR22N_2019_prefire_NA_0",289,72.25
"1760","valentine_VR22N_2019_prefire_NA_180",843.5,1212.25
"1761","valentine_VR22N_2019_prefire_NA_270",196,326
"1762","valentine_VR22N_2019_prefire_NA_90",1144,0
"1763","valentine_VR22N_2021_postthin_NA_0",0,361
"1764","valentine_VR22N_2021_postthin_NA_180",0,1708
"1765","valentine_VR22N_2021_postthin_NA_270",0,2335
"1766","valentine_VR22N_2021_postthin_NA_90",2125,676
"1767","valentine_VR23_2019_prefire_NA_0",0,2239.25
"1768","valentine_VR23_2019_prefire_NA_180",196,169
"1769","valentine_VR23_2019_prefire_NA_270",100,729
"1770","valentine_VR23_2019_prefire_NA_90",0,1845
"1771","valentine_VR23_2021_postthin_NA_0",0,4831.56
"1772","valentine_VR23_2021_postthin_NA_180",0,144
"1773","valentine_VR23_2021_postthin_NA_270",0,884
"1774","valentine_VR23_2021_postthin_NA_90",0,3205
"1775","valentine_VR24_2019_prefire_NA_0",342.25,90.25
"1776","valentine_VR24_2019_prefire_NA_180",747.25,0
"1777","valentine_VR24_2019_prefire_NA_270",754,0
"1778","valentine_VR24_2019_prefire_NA_90",900,0
"1779","valentine_VR24_2021_postthin_NA_180",900,100
"1780","valentine_VR24_2021_postthin_NA_270",369,0
"1781","valentine_VR24_2021_postthin_NA_90",0,529
"1782","valentine_VR24N_2021_postthin_NA_270",0,81
"1783","valentine_VR24N_2021_postthin_NA_90",0,182.25
"1784","valentine_VR25_2019_prefire_NA_0",0,324
"1785","valentine_VR25_2019_prefire_NA_90",586,0
"1786","valentine_VR25_2021_postthin_NA_0",0,240.25
"1787","valentine_VR25N_2019_prefire_NA_0",169,0
"1788","valentine_VR25N_2021_postthin_NA_0",0,311.49
"1789","valentine_VR25N_2021_postthin_NA_180",0,72.25
"1790","valentine_VR25S_2021_postthin_NA_90",0,900
"1791","valentine_VR26_2021_postthin_NA_0",0,72.25
