"","project","site","year","plotid","pre_post_fire","postFire","tag_id","status","species","dbh_cm","ht_m","ht2crown_m","livecrownratio_perc","crownclass","crownwidth_m","decay","scorch_ht_m","torch_ht_m","bolechar_m","healthCode","notes","ht2dead_m","scorch_percent","torch_percent","healthCode2","resprout","stump_diameter_cm","stump_ht_m","presentPostThin","StatusPostThin","samplingTime","Beetles2019","DeadPriorFire"
"124","CPFMP","caples","2020","4","postfire","1yr","481","DEAD","PICO",60.3,31,0,0,NA,NA,"1",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"125","CPFMP","caples","2020","4","postfire","1yr","483","DEAD","PICO",29.9,23.5,0,0,NA,NA,"1",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"126","CPFMP","caples","2020","4","postfire","1yr","484","DEAD","ABCO",15.3,8.1,0,0,NA,NA,"1",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"127","CPFMP","caples","2020","4","postfire","1yr","488","DEAD","ABCO",9.1,3.5,0,0,NA,NA,"1",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"128","CPFMP","caples","2020","4","postfire","1yr","0","DEAD","ABCO",14,15.9,0,0,NA,NA,"3",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"129","CPFMP","caples","2020","4","postfire","1yr","482","DEAD","ABCO",21.5,18.1,0,0,NA,NA,"3",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"130","CPFMP","caples","2020","4","postfire","1yr","486","DEAD","PICO",8.5,4,0,0,NA,NA,"2",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"131","CPFMP","caples","2020","4","postfire","1yr","492","DEAD","ABCO",83.2,6.9,0,0,NA,NA,"2",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"Y"
"132","CPFMP","caples","2013-2018","4","prefire",NA,"465","LIVE","ABCO",47.7,21.9,2.8,NA,"CO",4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"133","CPFMP","caples","2013-2018","4","prefire",NA,"466","LIVE","CADE27",14.2,6.6,0.1,NA,"IN",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"134","CPFMP","caples","2013-2018","4","prefire",NA,"467","LIVE","PICO",50.6,32.6,7.5,NA,"CO",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"135","CPFMP","caples","2013-2018","4","prefire",NA,"471","LIVE","PICO",78.7,31.9,0.7,NA,"CO",7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"136","CPFMP","caples","2013-2018","4","prefire",NA,"472","LIVE","ABCO",13.7,6.2,1.4,NA,"OT",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"137","CPFMP","caples","2013-2018","4","prefire",NA,"473","LIVE","PICO",14.5,12.6,5.7,NA,"IN",1.5,NA,NA,NA,NA,NA,"Mostly dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"138","CPFMP","caples","2013-2018","4","prefire",NA,"474","LIVE","PICO",72.3,35.9,6.6,NA,"CO",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"139","CPFMP","caples","2013-2018","4","prefire",NA,"475","LIVE","ABCO",15.4,7.4,7,NA,"OT",2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"140","CPFMP","caples","2013-2018","4","prefire",NA,"476","LIVE","CADE27",8.8,3.6,5,NA,"OT",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"141","CPFMP","caples","2013-2018","4","prefire",NA,"477","LIVE","ABCO",12.3,4.9,4,NA,"OT",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"142","CPFMP","caples","2013-2018","4","prefire",NA,"478","LIVE","PICO",39,26.7,13.2,NA,"IN",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"143","CPFMP","caples","2013-2018","4","prefire",NA,"479","LIVE","ABCO",9.4,4,1.3,NA,"OT",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"144","CPFMP","caples","2013-2018","4","prefire",NA,"480","LIVE","ABCO",39.8,22.8,5.1,NA,"IN",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"145","CPFMP","caples","2013-2018","4","prefire",NA,"481","LIVE","PICO",40.5,30.9,1,NA,"CO",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"146","CPFMP","caples","2013-2018","4","prefire",NA,"482","LIVE","PICO",23,22.1,11.8,NA,"OT",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"147","CPFMP","caples","2013-2018","4","prefire",NA,"483","LIVE","PICO",30.6,23.7,16,NA,"IN",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"148","CPFMP","caples","2013-2018","4","prefire",NA,"484","LIVE","ABCO",13.1,7.5,1.5,NA,"OT",2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"149","CPFMP","caples","2013-2018","4","prefire",NA,"485","LIVE","PICO",31.2,28.4,13.6,NA,"CO",4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"150","CPFMP","caples","2013-2018","4","prefire",NA,"486","LIVE","CADE27",9,4.2,1,NA,"OT",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"151","CPFMP","caples","2013-2018","4","prefire",NA,"487","LIVE","PICO",33.5,27.7,12.3,NA,"CO",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"152","CPFMP","caples","2013-2018","4","prefire",NA,"488","LIVE","CADE27",8.1,3.5,1,NA,"OT",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"153","CPFMP","caples","2013-2018","4","prefire",NA,"489","LIVE","ABCO",58.8,25,3.8,NA,"CO",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"154","CPFMP","caples","2013-2018","4","prefire",NA,"490","LIVE","ABCO",22.5,12.6,1.3,NA,"IN",3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"155","CPFMP","caples","2013-2018","4","prefire",NA,"491","LIVE","CADE27",8.2,4.2,0.3,NA,"IN",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"156","CPFMP","caples","2013-2018","4","prefire",NA,"492","LIVE","PIJE",32.8,17,8.4,NA,"CO",3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"157","CPFMP","caples","2013-2018","4","prefire",NA,"493","LIVE","PIJE",39,22.3,10.6,NA,"CO",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"158","CPFMP","caples","2019","4","prefire","immediate","476","LIVE","CADE27",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"C = Consumed",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"159","CPFMP","caples","2013-2018","5","prefire",NA,NA,"DEAD","ABCO",18.6,10.2,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"160","CPFMP","caples","2013-2018","5","prefire",NA,NA,"DEAD","CADE27",8.8,5.3,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"161","CPFMP","caples","2013-2018","5","prefire",NA,NA,"DEAD","CADE27",9,5.2,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"162","CPFMP","caples","2013-2018","5","prefire",NA,NA,"DEAD","CADE27",11.3,3.7,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"163","CPFMP","caples","2013-2018","5","prefire",NA,NA,"DEAD","CADE27",15,6,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"164","CPFMP","caples","2013-2018","5","prefire",NA,NA,"DEAD","CADE27",15.2,8.8,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"165","CPFMP","caples","2013-2018","5","prefire",NA,NA,"DEAD","CADE27",15.3,6.5,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"166","CPFMP","caples","2013-2018","5","prefire",NA,NA,"DEAD","CADE27",16.5,8.4,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"167","CPFMP","caples","2013-2018","5","prefire",NA,NA,"DEAD","CADE27",17.1,9.6,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"168","CPFMP","caples","2013-2018","5","prefire",NA,NA,"DEAD","CADE27",17.3,7,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"169","CPFMP","caples","2013-2018","5","prefire",NA,NA,"DEAD","CADE27",17.3,8.1,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"170","CPFMP","caples","2013-2018","5","prefire",NA,NA,"DEAD","CADE27",23.8,9.4,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"171","CPFMP","caples","2013-2018","5","prefire",NA,NA,"DEAD","PIJE",31.1,24.4,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"172","CPFMP","caples","2013-2018","5","prefire",NA,NA,"DEAD","PIJE",38.7,33.3,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"173","CPFMP","caples","2019","5","prefire","immediate","495","DEAD","ABCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"174","CPFMP","caples","2019","5","prefire","immediate","635","DEAD","CADE27",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"175","CPFMP","caples","2019","5","prefire","immediate","640","DEAD","CADE27",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"176","CPFMP","caples","2019","5","prefire","immediate","643","DEAD","CADE27",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"177","CPFMP","caples","2019","5","prefire","immediate","645","DEAD","ABCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Y",NA
"178","CPFMP","caples","2020","5","postfire","1yr","0","DEAD","ABCO",7.9,3.3,0,0,"OT",NA,"1",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"Y"
"179","CPFMP","caples","2020","5","postfire","1yr","0","DEAD","ABCO",7.9,5,0,0,"IN",NA,"1",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"180","CPFMP","caples","2020","5","postfire","1yr","0","DEAD","ABCO",14.3,8.1,0,0,"IN",NA,"1",NA,NA,0,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"181","CPFMP","caples","2020","5","postfire","1yr","0","DEAD","CADE27",13.5,6.9,0,0,"OT",NA,"1",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"182","CPFMP","caples","2020","5","postfire","1yr","496","DEAD","ABCO",8.3,5,0,0,"OT",NA,"1",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"183","CPFMP","caples","2020","5","postfire","1yr","499","DEAD","ABCO",18.7,8.8,0,0,"IN",NA,"1",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"184","CPFMP","caples","2020","5","postfire","1yr","645","DEAD","ABCO",43.5,21.9,0,0,"CO",NA,"1",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"Y"
"185","CPFMP","caples","2020","5","postfire","1yr","0","DEAD","CADE27",9.1,3.4,0,0,"OT",NA,"1",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"186","CPFMP","caples","2020","5","postfire","1yr","0","DEAD","CADE27",18,6.7,0,0,"OT",NA,"1",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"187","CPFMP","caples","2020","5","postfire","1yr","635","DEAD","CADE27",22.5,11.7,0,0,"IN",NA,"1",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"188","CPFMP","caples","2020","5","postfire","1yr","638","DEAD","CADE27",27.4,12.9,0,0,"IN",NA,"1",NA,NA,0,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"189","CPFMP","caples","2020","5","postfire","1yr","639","DEAD","CADE27",20.6,12.2,0,0,"IN",NA,"1",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"190","CPFMP","caples","2020","5","postfire","1yr","0","DEAD","PIJE",31.9,23.6,0,0,"CO",NA,"3",NA,NA,0,NA,"DEAD 2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"Y"
"191","CPFMP","caples","2020","5","postfire","1yr","628","DEAD","PIJE",87.9,30.7,0,0,"CO",NA,"3",NA,NA,0,"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"Y"
"192","CPFMP","caples","2020","5","postfire","1yr","643","DEAD","CADE27",26.5,6.6,0,0,"IN",NA,"2",NA,NA,0,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"193","CPFMP","caples","2013-2018","5","prefire",NA,"494","LIVE","ABCO",25.4,16.1,9.4,NA,"OT",2.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"194","CPFMP","caples","2013-2018","5","prefire",NA,"495","LIVE","ABCO",10.9,5.9,2.2,NA,"OT",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"195","CPFMP","caples","2013-2018","5","prefire",NA,"496","LIVE","ABCO",7.9,4.6,2,NA,"OT",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"196","CPFMP","caples","2013-2018","5","prefire",NA,"497","LIVE","CADE27",39.1,18.7,7.4,NA,"IN",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"197","CPFMP","caples","2013-2018","5","prefire",NA,"498","LIVE","PIJE",99.7,38.5,20.3,NA,"DO",5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"198","CPFMP","caples","2013-2018","5","prefire",NA,"499","LIVE","ABCO",15.6,7.2,1,NA,"OT",2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"199","CPFMP","caples","2013-2018","5","prefire",NA,"500","LIVE","ABCO",42.2,24.9,10.4,NA,"IN",3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"200","CPFMP","caples","2013-2018","5","prefire",NA,"628","LIVE","PIJE",87.8,39,24.3,NA,"CO",4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"201","CPFMP","caples","2013-2018","5","prefire",NA,"629","LIVE","ABCO",9.5,7.7,4.9,NA,"OT",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"202","CPFMP","caples","2013-2018","5","prefire",NA,"630","LIVE","PIJE",35.5,22.9,15.3,NA,"IN",2.5,NA,NA,NA,NA,NA,"Mostly dead, crown broken",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"203","CPFMP","caples","2013-2018","5","prefire",NA,"631","LIVE","ABCO",20.6,15,1.2,NA,"IN",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"204","CPFMP","caples","2013-2018","5","prefire",NA,"632","LIVE","CADE27",22.3,11.8,7.4,NA,"IN",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"205","CPFMP","caples","2013-2018","5","prefire",NA,"633","LIVE","CADE27",26.3,12,7,NA,"IN",3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"206","CPFMP","caples","2013-2018","5","prefire",NA,"634","LIVE","CADE27",27.9,13.3,8.4,NA,"IN",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"207","CPFMP","caples","2013-2018","5","prefire",NA,"635","LIVE","CADE27",22.1,12.1,8.3,NA,"IN",2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"208","CPFMP","caples","2013-2018","5","prefire",NA,"636","LIVE","CADE27",62,26.3,9.9,NA,"IN",5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"209","CPFMP","caples","2013-2018","5","prefire",NA,"637","LIVE","CADE27",22.6,12.5,8.7,NA,"IN",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"210","CPFMP","caples","2013-2018","5","prefire",NA,"638","LIVE","CADE27",27.2,13.1,10.4,NA,"IN",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"211","CPFMP","caples","2013-2018","5","prefire",NA,"639","LIVE","CADE27",19.5,11.9,11.7,NA,"IN",0.5,NA,NA,NA,NA,NA,"Barely alive",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"212","CPFMP","caples","2013-2018","5","prefire",NA,"640","LIVE","CADE27",26.9,15.6,9.5,NA,"IN",2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"213","CPFMP","caples","2013-2018","5","prefire",NA,"641","LIVE","PICO",30.6,17.9,10.1,NA,"IN",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"214","CPFMP","caples","2013-2018","5","prefire",NA,"642","LIVE","CADE27",27,15.8,11.2,NA,"IN",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"215","CPFMP","caples","2013-2018","5","prefire",NA,"643","LIVE","CADE27",24.6,14.9,7.3,NA,"IN",4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"216","CPFMP","caples","2013-2018","5","prefire",NA,"644","LIVE","CADE27",20.8,11.8,8.6,NA,"IN",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"217","CPFMP","caples","2013-2018","5","prefire",NA,"645","LIVE","ABCO",42.6,21.7,12.9,NA,"IN",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"218","CPFMP","caples","2013-2018","5","prefire",NA,"646","LIVE","CADE27",23.8,14,8.5,NA,"IN",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"219","CPFMP","caples","2019","5","prefire","immediate","498","LIVE","PIJE",NA,NA,21.4,NA,NA,NA,NA,NA,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"220","CPFMP","caples","2019","5","prefire","immediate","499","LIVE","ABCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"221","CPFMP","caples","2019","5","prefire","immediate","631","LIVE","ABCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"222","CPFMP","caples","2019","5","prefire","immediate","633","LIVE","CADE27",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"223","CPFMP","caples","2019","5","prefire","immediate","636","LIVE","CADE27",NA,NA,13.4,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"N",NA
"224","CPFMP","caples","2019","5","prefire","immediate","638","LIVE","CADE27",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"225","CPFMP","caples","2019","5","prefire","immediate","646","LIVE","CADE27",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"226","CPFMP","caples","2020","5","postfire","1yr","494","LIVE","ABCO",30.1,18.3,12,60,"IN",7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"227","CPFMP","caples","2020","5","postfire","1yr","497","LIVE","CADE27",39.8,19.4,9.6,35,"IN",5.2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"228","CPFMP","caples","2020","5","postfire","1yr","498","LIVE","PIJE",100.8,46.7,23.5,90,"DO",9.6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"229","CPFMP","caples","2020","5","postfire","1yr","500","LIVE","ABCO",48.3,27,13.5,100,"CO",6.4,NA,NA,NA,0,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"230","CPFMP","caples","2020","5","postfire","1yr","631","LIVE","ABCO",24.7,14.2,7.4,0,"IN",4.7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"231","CPFMP","caples","2020","5","postfire","1yr","636","LIVE","CADE27",65.2,28.6,10.5,60,"CO",8.3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"232","CPFMP","caples","2020","5","postfire","1yr","644","LIVE","CADE27",22.1,12.4,8.7,10,"IN",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"233","CPFMP","caples","2020","5","postfire","1yr","0","LIVE","CADE27",18,10.4,7.6,20,"OT",4.3,NA,NA,NA,0,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"234","CPFMP","caples","2020","5","postfire","1yr","320","LIVE","CADE27",20.3,12.6,9.9,10,"IN",4.1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"235","CPFMP","caples","2020","5","postfire","1yr","321","LIVE","CADE27",35.5,10.5,9.2,5,"IN",7.7,NA,NA,NA,0,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"236","CPFMP","caples","2020","5","postfire","1yr","632","LIVE","CADE27",23,12.8,8.4,30,"IN",4.8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"237","CPFMP","caples","2020","5","postfire","1yr","633","LIVE","CADE27",27.1,9.8,7.2,25,"IN",4.6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"238","CPFMP","caples","2020","5","postfire","1yr","634","LIVE","ABCO",31,14.5,9,20,"IN",5.7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"239","CPFMP","caples","2020","5","postfire","1yr","637","LIVE","CADE27",23.5,13.7,10.1,20,"IN",4.7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"240","CPFMP","caples","2020","5","postfire","1yr","642","LIVE","CADE27",29,16.1,9.1,30,"IN",6.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"241","CPFMP","caples","2020","5","postfire","1yr","646","LIVE","CADE27",26,13.3,8.9,30,"IN",5.2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"242","CPFMP","caples","2013-2018","6","prefire",NA,NA,"DEAD","ABCO",46.4,11.9,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"243","CPFMP","caples","2013-2018","6","prefire",NA,NA,"DEAD","ABCO",50.7,20.8,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"244","CPFMP","caples","2013-2018","6","prefire",NA,NA,"DEAD","QUKE",20,2.9,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"245","CPFMP","caples","2019","6","prefire","immediate","650","DEAD","ABCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"N",NA
"246","CPFMP","caples","2019","6","prefire","immediate","654","DEAD","ABCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"N",NA
