"","project","site","year","plotid","pre_post_fire","postFire","tag_id","status","species","dbh_cm","ht_m","ht2crown_m","livecrownratio_perc","crownclass","crownwidth_m","bolechar_m","decay","scorch_ht_m","scorch_percent","torch_ht_m","torch_percent","healthCode","healthCode2","notes","ht2dead_m","torch_percent.1","resprout","stump_diameter_cm","stump_ht_m","presentPostThin","StatusPostThin","samplingTime","Beetles2019","DeadPriorFire"
"34","CPFMP","Valentine","2020","VR14","prefire",NA,"312","LIVE","ABCO","7.6","2.4","0.8",NA,"ov","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","CPFMP","downieville","2020","RedAnt52","prefire",NA,"1602","LIVE","ABCO","7.6","5","2.8",65,NA,"3",NA,"na",NA,NA,NA,NA,"na","na",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","CPFMP","frenchmeadows","2019","FM019-16","prefire",NA,"2225","LIVE","ABCO","7.6","2.5","0.75",NA,"1",NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"37","CPFMP","frenchmeadows","2019","FM010-15","prefire",NA,NA,"LIVE","ABCO","7.6","8","5",NA,"OV","1.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","CPFMP","BlissSP","2019","bliss2","prefire",NA,NA,"LIVE","CADE","7.6","3","2.1",NA,"IN","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","CPFMP","BurtonSP","2019","burton24","prefire",NA,"909","LIVE","CADE","7.6","3","1.75",NA,"IN","1",NA,"1",NA,NA,NA,NA,NA,NA,NA,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","CPFMP","BurtonSP","2019","burton24","prefire",NA,"940","LIVE","CADE","7.6","3","1.6",NA,"OV","1.25",NA,"2",NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","CPFMP","BurtonSP","2019","burton24","prefire",NA,"942","LIVE","CADE","7.6","3.5","1.9",NA,"IN","1.25",NA,"2",NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","CPFMP","BurtonSP","2019","burton24","prefire",NA,"953","LIVE","CADE","7.6","3","2",NA,"OV","0.5",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","CPFMP","frenchmeadows","2019","FM010-5","prefire",NA,NA,"LIVE","CADE","7.6","3","2.5",NA,"OV","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","CPFMP","springsfire","2020","springs06","postfire","1yr","42","LIVE","PICO","7.6","4.5","3",NA,NA,NA,NA,"na","4.5","100","1.1","15",NA,NA,NA,1,"15",NA,NA,NA,NA,NA,NA,NA,NA
"45","CPFMP","frenchmeadows","2020","FM047","prefire",NA,"1721","LIVE","ABCO","7.65","4.8","1.8",50,NA,"2",NA,"na",NA,NA,NA,NA,"na",NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","CPFMP","valentine","2021","VR22N","prefire",NA,"1103","LIVE","ALNINC","7.65",NA,NA,NA,NA,NA,NA,"na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","CPFMP","caples","2020","122","postfire","1yr","22","DEAD","ABCO","7.7","3.5","0",0,NA,NA,"0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"48","CPFMP","caples","2020","105","postfire","1yr","0","DEAD","CADE","7.7","3.7","0",0,"OT",NA,"0","1",NA,NA,NA,NA,NA,NA,"0.25 HTD",NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"49","CPFMP","caples","2020","117","postfire","1yr","0","DEAD","CADE","7.7","3.1","0",0,"OT",NA,"0","1",NA,NA,NA,NA,NA,NA,"1.2 HTD",NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"50","CPFMP","caples","2020","117","postfire","1yr","740","DEAD","ABCO","7.7","3","0",0,"OT",NA,"0","1",NA,NA,NA,NA,NA,NA,"0.0 HTD",NA,NA,NA,NA,NA,NA,NA,2,NA,"Y"
"51","CPFMP","caples","2020","105","postfire","1yr","532","DEAD","CADE","7.7","2.9","0",0,"OT",NA,"0","1",NA,NA,NA,NA,NA,NA,"0.65 HTD",NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"52","CPFMP","caples","2020","117","postfire","1yr","761","DEAD","CADE","7.7","3.4","0",0,"OT",NA,"0","1",NA,NA,NA,NA,NA,NA,"0.8 HTD",NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"53","CPFMP","caples","2020","33","postfire","1yr","0","DEAD","PICO","7.7","4.2","0",0,"OT",NA,"0","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"Y"
"54","CPFMP","frenchmeadows","2020","FM044","prefire",NA,"na","DEAD","ABCO","7.7","5.6",NA,0,NA,NA,NA,"2",NA,NA,NA,NA,"na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","CPFMP","shaverlake","2021","SHL008","prefire",NA,"na","DEAD","ABCO","7.7","5.8","na",NA,NA,"na","na","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","CPFMP","klamath","2021","KLAMATH016","prefire",NA,"na","DEAD","NODE","7.7","8.6","na",NA,NA,"na","na","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","CPFMP","frenchmeadows","2022","FM048","postfire","1yr","257","DEAD","PILA","7.7","2","na",NA,NA,NA,"0.1","2","2","100","2","100","na","na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","CPFMP","bearmountain","2019","BM13","prefire",NA,NA,"DEAD","QUKE","7.7","4",NA,NA,NA,NA,"4","2",NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","CPFMP","KLAMATH","2022","KLAMATH008","postfire","1yr","4536","DEAD","ROPS","7.7","12.3","na",NA,NA,NA,"na","2","12.3","100","12.3","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","CPFMP","KLAMATH","2022","KLAMATH008","postfire","1yr","na","DEAD","ROPS","7.7","9.5","na",NA,NA,NA,"na","2","na","0","na","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","CPFMP","caples","2013-2018","108","prefire",NA,"53","LIVE","ABCO","7.7",NA,"1.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pitching",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"62","CPFMP","caples","2013-2018","111","prefire",NA,"575","LIVE","ABCO","7.7",NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"63","CPFMP","caples","2013-2018","123","prefire",NA,"64","LIVE","ABCO","7.7",NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"64","CPFMP","caples","2013-2018","125","prefire",NA,"20","LIVE","ABCO","7.7",NA,"1.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"65","CPFMP","caples","2013-2018","125","prefire",NA,"35","LIVE","ABMA","7.7",NA,"1.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"66","CPFMP","Valentine","2020","VR40","prefire",NA,"553","LIVE","ABMA","7.7","2.4","0.5",NA,"ib","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","L",NA,NA,NA
"67","CPFMP","caples","2013-2018","129","prefire",NA,"206","LIVE","CADE","7.7",NA,"1.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"68","CPFMP","caples","2013-2018","49","prefire",NA,"386","LIVE","PICO","7.7","4.3","2.1",NA,"OT","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"69","CPFMP","BurtonSP","2019","burton19","prefire",NA,"787","LIVE","ABCO","7.7","4.5","2",NA,"IN","1.5",NA,"2",NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","CPFMP","BurtonSP","2019","burton4","prefire",NA,"484","LIVE","ABCO","7.7","5","2.5",NA,"OV","0.5",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","CPFMP","frenchmeadows","2022","FM046","postfire","1yr","1286","LIVE","ABCO","7.7","3.4","3",NA,NA,NA,"0.1","na","3.4","100","na","0","na","na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","CPFMP","Independence","2020","Indy27","prefire",NA,"1551","LIVE","ABCO","7.7","3.3","1",60,NA,"1.75",NA,"na",NA,NA,NA,NA,"na","na",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","CPFMP","Modoc","2020","MOD002","prefire",NA,"325","LIVE","ABCO","7.7","4.2","0.5",NA,NA,"1.5",NA,"na",NA,"0",NA,"0",NA,NA,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA
"74","CPFMP","Modoc","2020","MOD005","prefire",NA,"354","LIVE","ABCO","7.7","6","2.2",NA,NA,"2",NA,"na",NA,"0",NA,"0",NA,NA,NA,0.2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"75","CPFMP","frenchmeadows","2019","FM019-10","prefire",NA,NA,"LIVE","ABCO","7.7","4.5","2",NA,"OV","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","CPFMP","frenchmeadows","2020","FM048","prefire",NA,"257","LIVE","ABMA","7.7","2.4","0.3",98,NA,"1.5",NA,"na",NA,NA,NA,NA,"na",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","CPFMP","frenchmeadows","2020","FM053","prefire",NA,NA,"LIVE","ABMA","7.7","3.7","1.8",70,NA,"1.2",NA,"na",NA,NA,NA,NA,"na",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","CPFMP","concow","2021","CONCOW002","prefire",NA,"4618","LIVE","CADE","7.7","3.8","2.7",NA,NA,"1.2","0.1","na","na","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","CPFMP","frenchmeadows","2019","FM019-9","prefire",NA,NA,"LIVE","CADE","7.7","2.5","0.6",NA,"OV","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","CPFMP","klamath","2021","KLAMATH013","prefire",NA,"4738","LIVE","CONU","7.7","7","na",NA,NA,"na","na","na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","CPFMP","springsfire","2019","springs06","prefire",NA,"48","LIVE","PICO","7.7","4","1.8",NA,"IN","0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","CPFMP","springsfire","2019","springs30","prefire",NA,"322","LIVE","PIJE","7.7","3","1.3",NA,"OV","1.5",NA,NA,NA,NA,NA,NA,"1",NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","CPFMP","klamath","2021","KLAMATH008","prefire",NA,"4536","LIVE","ROPS","7.7","13.4","11",NA,NA,"3","na","na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","CPFMP","klamath","2021","KLAMATH008","prefire",NA,"4537","LIVE","ROPS","7.7","13","9",NA,NA,"1.5","na","na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","CPFMP","wilderranch","2021","WIL016","prefire",NA,"4936","LIVE","UMBCAL","7.7","6","na",NA,NA,"na",NA,"na",NA,NA,NA,NA,"na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","CPFMP","caples","2013-2018","105","prefire",NA,"532","LIVE","CADE","7.7",NA,"2.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,"very wilted",NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"87","CPFMP","caples","2020","129","postfire","1yr","206","LIVE","CADE","7.7","3.3","2.2",40,"OT",NA,"0",NA,NA,NA,NA,NA,NA,NA,"0.0 HTD",NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"88","CPFMP","caples","2020","33","postfire","1yr","0","DEAD","ABCO","7.8","4.4","0",0,"OT",NA,"0","1",NA,NA,NA,NA,NA,NA,"1.1 HTD",NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"89","CPFMP","caples","2020","117","postfire","1yr","765","DEAD","CADE","7.8","2.7","0",0,"OT",NA,"0","1",NA,NA,NA,NA,NA,NA,"0.5 HTD",NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"90","CPFMP","caples","2020","105","postfire","1yr","538","DEAD","ABCO","7.8","4","0",0,"OT",NA,"0","1",NA,NA,NA,NA,NA,NA,"4.2 HTD",NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"91","CPFMP","caples","2020","37","postfire","1yr","0","DEAD","CADE","7.8","2.8","0",0,"OT",NA,"0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"92","CPFMP","caples","2020","7","postfire","1yr","0","DEAD","POTR","7.8","6.7","0",0,"OT",NA,"0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"93","CPFMP","BurtonSP","2019","burton6","prefire",NA,NA,"DEAD","ABCO","7.8","4.75",NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","CPFMP","frenchmeadows","2019","FM019-12","prefire",NA,NA,"DEAD","ABCO","7.8","2",NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","CPFMP","frenchmeadows","2022","FM039","postfire","1yr","2974","DEAD","ABCO","7.8","3.2","0.5",NA,NA,NA,"na","na","na","0","na","0","na","na","not found",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","CPFMP","frenchmeadows","2022","FM048","postfire","1yr","259","DEAD","ABCO","7.8","4","na",NA,NA,NA,"0.1","1","4","100","4","98","na","na","prev live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","CPFMP","modoc","2022","MOD013","postfire","1yr","na","DEAD","ABCO","7.8","5","na",NA,NA,NA,"1.5","1","5","100","2.5","10","na","na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","CPFMP","Modoc","2020","MOD013","prefire",NA,"na","DEAD","ABCO","7.8","5",NA,NA,NA,NA,"2","1","5","100","2.5","10",NA,NA,NA,3,"10",NA,NA,NA,NA,NA,NA,NA,NA
"99","CPFMP","modoc","2021","MOD013","postfire","immediate","na","DEAD","ABCO","7.8",NA,NA,NA,NA,NA,"1.2",NA,"na","0","na","0",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
"100","CPFMP","bearmountain","2019","BM5","prefire",NA,NA,"DEAD","CADE","7.8","2.5",NA,NA,NA,NA,"0.3","2",NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","CPFMP","shaverlake","2021","SHL005","prefire",NA,"na","DEAD","CADE","7.8","3.3","na",NA,NA,"na","na","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","CPFMP","springsfire","2020","springs09","postfire","1yr","101","DEAD","PICO","7.8","4.3",NA,NA,NA,NA,"1",NA,"4.3","100","0.1","1",NA,NA,NA,0.1,"1",NA,NA,NA,NA,NA,NA,NA,NA
"103","CPFMP","springsfire","2020","springs26","postfire","1yr","240","DEAD","PIJE","7.8","4.6",NA,NA,NA,NA,"1.9",NA,"4.6","100","1.4","10",NA,NA,NA,0.5,"10",NA,NA,NA,NA,NA,NA,NA,NA
"104","CPFMP","springsfire","2020","springs30","postfire","1yr","322","DEAD","PIJE","7.8","4",NA,NA,NA,NA,"1.8","1","4","100","0.8","3",NA,NA,NA,0.5,"3",NA,NA,NA,NA,NA,NA,NA,NA
"105","CPFMP","downieville","2020","RedAnt42","prefire",NA,"na","DEAD","PILA","7.8","3",NA,0,NA,NA,NA,"3",NA,NA,NA,NA,"na","na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","CPFMP","bearmountain","2019","BM7","prefire",NA,NA,"DEAD","PIPO","7.8","1.4",NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","CPFMP","riolindo","2022","RIO002","postfire","immediate","na","DEAD","QUAG","7.8","4","na",NA,NA,NA,"0.2","1","4","100","na","0","na","na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","CPFMP","caples","2013-2018","7","prefire",NA,"672","LIVE","ABCO","7.8","3.4","0.2",NA,"OT","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"109","CPFMP","caples","2013-2018","32","prefire",NA,"72","LIVE","ABCO","7.8","4.5","2",NA,"OT","1.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"110","CPFMP","caples","2013-2018","120","prefire",NA,NA,"LIVE","ABCO","7.8",NA,"6.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"111","CPFMP","caples","2013-2018","122","prefire",NA,"22","LIVE","ABCO","7.8",NA,"1.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"112","CPFMP","Valentine","2020","VR1","prefire",NA,"484","LIVE","ABMA","7.8","2.2","1.2",NA,"ib","1.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","L",NA,NA,NA
"113","CPFMP","Valentine","2020","VR11","prefire",NA,"730","LIVE","ABMA","7.8","6.9","3.1",NA,"ov","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA
"114","CPFMP","Valentine","2020","VR19","prefire",NA,"816","LIVE","ABMA","7.8","4.6","2",NA,"ov","1.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","CPFMP","Valentine","2020","VR19","prefire",NA,"833","LIVE","ABMA","7.8","3.1","1.8",NA,"ov","1.54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","CPFMP","caples","2013-2018","106","prefire",NA,"60","LIVE","CADE","7.8",NA,"1.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mistletoe",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"117","CPFMP","caples","2013-2018","121","prefire",NA,"97","LIVE","CADE","7.8",NA,"1.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"118","CPFMP","BurtonSP","2019","burton4","prefire",NA,"507","LIVE","ABCO","7.8","4.5","0.75",NA,"IN","1",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","CPFMP","downieville","2020","RedAnt52","prefire",NA,"1641","LIVE","ABCO","7.8","5","3.6",25,NA,"1.3",NA,"na",NA,NA,NA,NA,"lean","na",NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","CPFMP","frenchmeadows","2019","FM010-1","prefire",NA,NA,"LIVE","ABCO","7.8","4.5","2",NA,"IN","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","CPFMP","frenchmeadows","2019","FM010-14","prefire",NA,NA,"LIVE","ABCO","7.8","5","3",NA,"OV","1.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","CPFMP","frenchmeadows","2019","FM019-2","prefire",NA,NA,"LIVE","ABCO","7.8","4.75","3",NA,"OV","0.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","CPFMP","frenchmeadows","2020","FM039","prefire",NA,"2974","LIVE","ABCO","7.8","3.2","0.5",55,NA,"1.4",NA,"na",NA,NA,NA,NA,"na",NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","CPFMP","frenchmeadows","2020","FM045","prefire",NA,"2927","LIVE","ABCO","7.8","2.7","0.5",90,NA,"2",NA,"na",NA,NA,NA,NA,"na",NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","CPFMP","frenchmeadows","2020","FM048","prefire",NA,"259","LIVE","ABCO","7.8","4","0.6",98,NA,"1.8",NA,"na",NA,NA,NA,NA,"na",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","CPFMP","frenchmeadows","2020","FM051","prefire",NA,"1879","LIVE","ABCO","7.8","3.7","1",80,NA,"1.8",NA,"na",NA,NA,NA,NA,"na",NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","CPFMP","Independence","2020","Indy12","prefire",NA,"1259","LIVE","ABCO","7.8","4.6","1",85,NA,"1.9",NA,"na",NA,NA,NA,NA,"na","na",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","CPFMP","Independence","2020","Indy35","prefire",NA,"1559","LIVE","ABCO","7.8","3.3","1.1",90,NA,"2",NA,"na",NA,NA,NA,NA,"na","na",NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","CPFMP","Independence","2020","Indy35","prefire",NA,"1560","LIVE","ABCO","7.8","3.3","0.5",80,NA,"3",NA,"na",NA,NA,NA,NA,"na","na",NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","CPFMP","BurtonSP","2019","burton22","prefire",NA,"856","LIVE","ABCO","7.8","4.5","2.5",NA,"OV","0.75",NA,"3",NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","CPFMP","valentine","2021","VR22N","prefire",NA,"4767","LIVE","ALNINC","7.8",NA,NA,NA,NA,NA,NA,"na",NA,NA,NA,NA,NA,NA,"added in 2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","CPFMP","valentine","2021","VR33N","prefire",NA,"997","LIVE","ALNINC","7.8",NA,NA,NA,NA,NA,NA,"na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","CPFMP","wilderranch","2021","WIL018","prefire",NA,"4721","LIVE","ARBMEN","7.8","5","na",NA,NA,"na",NA,"na",NA,NA,NA,NA,"na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","CPFMP","BurtonSP","2019","burton24","prefire",NA,"923","LIVE","CADE","7.8","3.7","2.2",NA,"OV","1",NA,"2",NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","CPFMP","BurtonSP","2019","burton24","prefire",NA,"946","LIVE","CADE","7.8","3.2","1",NA,"IN","0.5",NA,"2",NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","CPFMP","BurtonSP","2019","burton24","prefire",NA,"952","LIVE","CADE","7.8","3","2.2",NA,"OV","0.5",NA,"2",NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","CPFMP","BurtonSP","2019","burton24","prefire",NA,"970","LIVE","CADE","7.8","3","1.9",NA,"IN","1",NA,"2",NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","CPFMP","klamath","2021","KLAMATH014","prefire",NA,"4779","LIVE","NODE","7.8","6.4","5.5",NA,NA,"2","na","na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","CPFMP","Independence","2020","Indy01","prefire",NA,"1250","LIVE","PICO","7.8","5.3","2.8",80,NA,"1.3",NA,"na",NA,NA,NA,NA,"na","na",NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","CPFMP","springsfire","2019","springs06","prefire",NA,"38","LIVE","PICO","7.8","4","0.5",NA,"IN","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","CPFMP","springsfire","2019","springs06","prefire",NA,"42","LIVE","PICO","7.8","4","1.9",NA,"IN","0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","CPFMP","Antelope","2020","Antelope07","prefire",NA,"2464","LIVE","PIJE","7.8","2.7","1.1",88,NA,"1.2",NA,"na",NA,NA,NA,NA,"na","na",NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","CPFMP","frenchmeadows","2019","FM019-9","prefire",NA,"100","LIVE","PIJE","7.8","3.7","0.6",NA,"OV","0.5",NA,NA,NA,NA,NA,NA,NA,NA,"HEIGHTS FOR 19-9 THROUGH 19-13 WERE ALL TAKEN USING CLINOMETER DUE TO RANGEFINDER PROBLEMS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","CPFMP","springsfire","2019","springs30","prefire",NA,"318","LIVE","PIJE","7.8","3.9","1.2",NA,"OV","1.5",NA,NA,NA,NA,NA,NA,"1",NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","CPFMP","wilderranch","2021","WIL015","prefire",NA,"4909","LIVE","PSME","7.8","9.1","2.5",NA,NA,"2.5",NA,"na",NA,NA,NA,NA,"na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","CPFMP","odell","2022","Odell001","prefire",NA,NA,"LIVE","QUWI","7.8","3.2","1.5",NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","CPFMP","RioLindo","2021","RIO004","prefire",NA,"4662","LIVE","UMBCAL","7.8","6.7",NA,NA,NA,NA,NA,"na",NA,NA,NA,NA,NA,"na",NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA
"148","CPFMP","RioLindo","2021","RIO007","prefire",NA,"4637","LIVE","UMBCAL","7.8","8.4",NA,NA,NA,NA,NA,"na",NA,NA,NA,NA,NA,"na",NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA
