"","project","site","year","plotid","pre_post_fire","postFire","tag_id","status","species","dbh_cm","ht_m","ht2crown_m","livecrownratio_perc","crownclass","crownwidth_m","bolechar_m","decay","scorch_ht_m","scorch_percent","torch_ht_m","torch_percent","healthCode","healthCode2","notes","ht2dead_m","torch_percent.1","resprout","stump_diameter_cm","stump_ht_m","presentPostThin","StatusPostThin","samplingTime","Beetles2019","DeadPriorFire"
"8608","CPFMP","valentine","2021","VR26N","prefire",NA,"215","LIVE","PICO","30.3",NA,NA,NA,NA,NA,NA,"na",NA,NA,NA,NA,NA,NA,"loader damage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8609","CPFMP","springsfire","2019","springs14","prefire",NA,"154","LIVE","PIJE","30.3","13","11",NA,"IN","1.75","4",NA,NA,NA,NA,NA,"3",NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8610","CPFMP","springsfire","2019","springs30","prefire",NA,"305","LIVE","PIJE","30.3","11.8","3",NA,"IN","2.5",NA,NA,NA,NA,NA,NA,"1",NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8611","CPFMP","valentine","2021","VR30","prefire",NA,"606","LIVE","PIJE","30.3",NA,NA,NA,NA,NA,NA,"na",NA,NA,NA,NA,NA,NA,"tag 607, last crew measured wrong tree. Changed from ""pinjef"" to ""pije"" QAQC 2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8612","CPFMP","slypark","2019","spi2","prefire",NA,"spi-no tag","LIVE","PIPO","30.3","22.5","9.2",NA,"CO","2.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8613","CPFMP","Bouverie","2021","BOUV006","prefire",NA,"4364","LIVE","QUAG","30.3","10.5",NA,NA,NA,NA,NA,"na",NA,NA,NA,NA,NA,"na",NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA
"8614","CPFMP","slypark","2021","SPI11","postfire","1yr","na","LIVE","QUKE","30.3","na","8.4",NA,NA,"na","na","na","na","0","na","0","na",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
"8615","CPFMP","caples","2020","33","postfire","1yr","208","LIVE","PICO","30.3","20.9","9.9",25,"CO",NA,"0",NA,NA,NA,NA,NA,NA,NA,"2 TO DEAD",NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"8616","CPFMP","BurtonSP","2020","burton40","postfire","1yr","na","DEAD","ABMA","30.4","14.8",NA,0,NA,NA,"4","2",NA,NA,NA,NA,"na","na",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8617","CPFMP","calaveras","2020","BigTrees25","prefire",NA,"na","DEAD","CADE","30.4","6.7",NA,0,NA,NA,NA,"2",NA,NA,NA,NA,"na","na",NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8618","CPFMP","henrycoe","2021","HCM007","prefire",NA,"na","DEAD","QUAG","30.4","1.8","na",NA,NA,"na",NA,"2",NA,NA,NA,NA,"na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8619","CPFMP","henrycoe","2022","HCM007","postfire","1yr","na","DEAD","QUAG","30.4","1.8","na",NA,NA,NA,"na","2","na","0","na","0","na","na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8620","CPFMP","concow","2021","CONCOW013","prefire",NA,"na","DEAD","UNK","30.4","9.3","na",NA,NA,"na","9.3","3","na","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8621","CPFMP","caples","2020","77","postfire","1yr","963","LIVE","ABCO","30.4","15.4","4.8",65,"IN",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"8622","CPFMP","Valentine","2020","VR19","prefire",NA,"837","LIVE","ABMA","30.4","11.2","5.1",NA,"in","3.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8623","CPFMP","BurtonSP","2019","burton5","prefire",NA,"546","LIVE","ABCO","30.4","13","5",NA,"IN","2",NA,"2",NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8624","CPFMP","Independence","2020","Indy07","prefire",NA,"1120","LIVE","ABCO","30.4","12","1",75,NA,"2",NA,"na",NA,NA,NA,NA,"na","na",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8625","CPFMP","Modoc","2020","MOD005","prefire",NA,"363","LIVE","ABCO","30.4","15","6.9",NA,NA,"4.5",NA,"na",NA,"0",NA,"0",NA,NA,NA,0.2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"8626","CPFMP","valentine","2021","VR35N","prefire",NA,"267","LIVE","PICO","30.4",NA,NA,NA,NA,NA,NA,"na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8627","CPFMP","Independence","2020","Indy24","prefire",NA,"1313","LIVE","POTR","30.4","13","6",50,NA,"4.5",NA,"na",NA,NA,NA,NA,"na","na","leaner",1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8628","CPFMP","caples","2013-2018","110","prefire",NA,"6","LIVE","ABCO","30.4",NA,"7.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead top",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"8629","CPFMP","downieville","2020","RedAnt38","prefire",NA,"2549","LIVE","PIPO","30.45","15","3.8",80,NA,"5.231",NA,"na",NA,NA,NA,NA,"na","na",NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8630","CPFMP","caples","2020","4","postfire","1yr","490","DEAD","ABCO","30.5","15.7","0",0,NA,NA,"0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"8631","CPFMP","frenchmeadows","2019","FM010-11","prefire",NA,NA,"DEAD","ABCO","30.5","5",NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8632","CPFMP","frenchmeadows","2020","FM045","prefire",NA,"na","DEAD","ABCO","30.5","13",NA,0,NA,NA,NA,"2",NA,NA,NA,NA,"na",NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8633","CPFMP","wilderranch","2021","WIL022","prefire",NA,"na","DEAD","ARBMEN","30.5","8.4","na",NA,NA,"na",NA,"1",NA,NA,NA,NA,"na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8634","CPFMP","caples","2020","65","postfire","1yr","495","LIVE","ABCO","30.5","20.5","1.5",95,"IN",NA,"0",NA,NA,NA,NA,NA,NA,NA,"HTD: 0",NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"8635","CPFMP","caples","2020","103","postfire","1yr","161","LIVE","ABCO","30.5","16.3","7.1",80,"IN",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"8636","CPFMP","caples","2013-2018","116","prefire",NA,"49","LIVE","ABCO","30.5",NA,"5.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other (see notes)",NA,"bole canker",NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"8637","CPFMP","Valentine","2020","VR12N","prefire",NA,"1160","LIVE","ABMA","30.5","12.8","5.6",NA,"co","2.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","L",NA,NA,NA
"8638","CPFMP","caples","2013-2018","13","prefire",NA,"613","LIVE","CADE","30.5","10.2","3.3",NA,"IN","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"8639","CPFMP","Valentine","2020","VR26N","prefire",NA,"208","LIVE","PICO","30.5","23.7","14.2",NA,"do","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA
"8640","CPFMP","caples","2013-2018","114","prefire",NA,"24","LIVE","PIJE","30.5","18.5","14",NA,"IN","2.1",NA,NA,NA,NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"8641","CPFMP","calaveras","2022","BigTrees13","postfire","immediate",NA,"LIVE","ABCO","30.5","24","23.5",NA,NA,NA,"4.3","na","24","98","na","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8642","CPFMP","BurtonSP","2020","burton43","prefire",NA,"1944","LIVE","ABCO","30.5","16","9.5",45,NA,"3",NA,"na",NA,NA,NA,NA,"na","na",NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8643","CPFMP","calaveras","2020","BigTrees13","prefire",NA,"na","LIVE","ABCO","30.5","24","4.8",100,NA,"3",NA,"na",NA,NA,NA,NA,"pitching on bole of tree","na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8644","CPFMP","frenchmeadows","2019","FM019-15","prefire",NA,"2194","LIVE","ABCO","30.5","13.7","6",NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA
"8645","CPFMP","frenchmeadows","2020","FM040","prefire",NA,"2964","LIVE","ABCO","30.5","15","6.6",55,NA,"4.8",NA,"na",NA,NA,NA,NA,"na",NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8646","CPFMP","frenchmeadows","2020","FM050","prefire",NA,"1817","LIVE","ABCO","30.5","17.5","3",45,NA,"2.5",NA,"na",NA,NA,NA,NA,"pitching on bole of tree",NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8647","CPFMP","Modoc","2020","MOD006","prefire",NA,"58","LIVE","ABCO","30.5","21","6",NA,NA,"4.5",NA,"na",NA,"0",NA,"0",NA,NA,NA,6,"0",NA,NA,NA,NA,NA,NA,NA,NA
"8648","CPFMP","valentine","2021","VR26N","prefire",NA,"210","LIVE","ABCO","30.5",NA,NA,NA,NA,NA,NA,"na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8649","CPFMP","valentine","2021","VR13N","prefire",NA,"1175","LIVE","PICO","30.5",NA,NA,NA,NA,NA,NA,"na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8650","CPFMP","BurtonSP","2020","burton27","prefire",NA,"1724","LIVE","PIJE","30.5","12.6","4",93,NA,"5.4",NA,"na",NA,NA,NA,NA,"na","na",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8651","CPFMP","Independence","2020","Indy29","prefire",NA,"1444","LIVE","PIJE","30.5","13.9","1.6",95,NA,"3",NA,"na",NA,NA,NA,NA,"na","na",NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8652","CPFMP","springsfire","2020","springs43","prefire",NA,"2368","LIVE","PIJE","30.5","8.8","2.3",NA,NA,"2.8",NA,"na",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8653","CPFMP","springsfire","2020","springs03","postfire","1yr","24","LIVE","PIJE","30.5","9","3",NA,NA,NA,"3.5","na","7","40","2.5","10",NA,NA,NA,1,"10",NA,NA,NA,NA,NA,NA,NA,NA
"8654","CPFMP","henrycoe","2022","HCM010","postfire","1yr","5260","LIVE","PIPO","30.5","13.4","5.4",NA,NA,NA,"na","na","na","0","na","0","na","na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8655","CPFMP","klamath","2021","KLAMATH010","prefire",NA,"4574","LIVE","PSME","30.5","26","15",NA,NA,"7","0.1","na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8656","CPFMP","klamath","2021","KLAMATH017","prefire",NA,"4839","LIVE","PSME","30.5","33.6","20.3",NA,NA,"3.5","0.25","na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8657","CPFMP","wilderranch","2021","WIL021","prefire",NA,"4456","LIVE","QUWI","30.5","17.5","na",NA,NA,"na",NA,"na",NA,NA,NA,NA,"na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8658","CPFMP","Independence","2020","Indy25","prefire",NA,"1003","LIVE","PICO","30.55","13.8","4.6",70,NA,"5.2",NA,"na",NA,NA,NA,NA,"pitching on bole of tree","na","sappy",2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8659","CPFMP","caples","2020","111","postfire","1yr","576","DEAD","ABCO","30.6","11.6","0",0,"IN",NA,"0","1",NA,NA,NA,NA,NA,NA,"3.0  HTD",NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"8660","CPFMP","BurtonSP","2020","burton41","postfire","1yr","na","DEAD","ABCO","30.6","16",NA,0,NA,NA,NA,"2",NA,NA,NA,NA,"pitching on bole of tree","na",NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8661","CPFMP","caples","2013-2018","76","prefire",NA,"12","LIVE","ABCO","30.6","17.4","8.8",NA,"IN","6.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"8662","CPFMP","caples","2013-2018","119","prefire",NA,"73","LIVE","ABCO","30.6",NA,"7.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"8663","CPFMP","caples","2013-2018","131","prefire",NA,"223","LIVE","ABCO","30.6",NA,"5.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"8664","CPFMP","caples","2013-2018","131","prefire",NA,"250","LIVE","ABCO","30.6",NA,"2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"8665","CPFMP","caples","2013-2018","4","prefire",NA,"483","LIVE","PICO","30.6","23.7","16",NA,"IN","1.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"8666","CPFMP","caples","2013-2018","5","prefire",NA,"641","LIVE","PICO","30.6","17.9","10.1",NA,"IN","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"8667","CPFMP","Valentine","2020","VR21N","prefire",NA,"1223","LIVE","PICO","30.6","25.5","6.1",NA,"CO","2",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA
"8668","CPFMP","calaveras","2022","BigTrees08","postfire","immediate",NA,"LIVE","ABCO","30.6","23.9","7.5",NA,NA,NA,"0.5","na","4.7","5","na","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8669","CPFMP","frenchmeadows","2020","FM050","prefire",NA,"1818","LIVE","ABCO","30.6","15","6.7",45,NA,"3.5",NA,"na",NA,NA,NA,NA,"pitching on bole of tree",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8670","CPFMP","Independence","2020","Indy31","prefire",NA,"1817","LIVE","ABCO","30.6","13.6","0.1",98,NA,"3",NA,"na",NA,NA,NA,NA,"pitching on bole of tree","na",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8671","CPFMP","BurtonSP","2019","burton6","prefire",NA,"595","LIVE","ABMA","30.6","19","10",NA,"IN","1.5",NA,"1",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8672","CPFMP","RioLindo","2021","RIO006","prefire",NA,"1678","LIVE","ARBMEN","30.6","13.5",NA,NA,NA,NA,NA,"na",NA,NA,NA,NA,NA,"na",NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA
"8673","CPFMP","riolindo","2022","RIO006","postfire","immediate","1678","LIVE","ARBMEN","30.6","13","6",NA,NA,NA,"tr","na","na","0","na","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8674","CPFMP","frenchmeadows","2019","FM019-5","prefire",NA,NA,"LIVE","CADE","30.6","10.5","3",NA,"IN","3.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8675","CPFMP","LoneBobcatWoods","2020","LBW003","prefire",NA,"4150","LIVE","CADE","30.6","26.5","20.6",98,NA,"1.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8676","CPFMP","LoneBobcatWoods","2020","LBW003","prefire",NA,"4154","LIVE","CADE","30.6","19.4","15",90,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8677","CPFMP","valentine","2021","VR22N","prefire",NA,"1075","LIVE","PICO","30.6",NA,NA,NA,NA,NA,NA,"na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8678","CPFMP","BlissSP","2019","bliss11","prefire",NA,NA,"LIVE","PIJE","30.6","18.2","13.8",NA,"CO","1.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8679","CPFMP","springsfire","2019","springs03","prefire",NA,"24","LIVE","PIJE","30.6","9.2","3",NA,"IN","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8680","CPFMP","springsfire","2020","springs27","postfire","1yr","255","LIVE","PIJE","30.6","10.7","3",NA,NA,NA,"0.5","na","3.2","25","3","25",NA,NA,NA,1,"25",NA,NA,NA,NA,NA,NA,NA,NA
"8681","CPFMP","springsfire","2020","springs02","postfire","1yr","14","LIVE","PIJE","30.6","9.4","2.3",NA,NA,NA,"0.5","na","3","5","2","5",NA,NA,NA,1.5,"5",NA,NA,NA,NA,NA,NA,NA,NA
"8682","CPFMP","klamath","2021","KLAMATH014","prefire",NA,"4762","LIVE","PSME","30.6","26.4","15.5",NA,NA,"7","na","na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8683","CPFMP","caples","2020","11","postfire","1yr","731","DEAD","ABCO","30.7","13.1","0",0,"IN",NA,"0","1",NA,NA,NA,NA,NA,NA,"1.2 TO DEAD",NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"8684","CPFMP","valentine","2021","VR20N","prefire",NA,"1248","DEAD","ABMA","30.7",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"not rooted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8685","CPFMP","concow","2021","CONCOW010","prefire",NA,"na","DEAD","UNK","30.7","8.1","na",NA,NA,"na","8.1","3","na","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
