"","site","plotid","year","postFire","species","dbh_cm","ht_m","bolechar_m","scorch_ht_m","scorch_percent","torch_ht_m","torch_percent"
"1984","springsfire","SPRINGS06","2020","1yr","PICO",13.3,8.3,0.1,7.4,50,1.9,10
"1985","springsfire","SPRINGS06","2020","1yr","PICO",14.5,9.2,0.1,1.4,5,1.4,5
"1986","springsfire","SPRINGS06","2020","1yr","PICO",14.75,8.3,0.1,7,75,1.4,15
"1987","springsfire","SPRINGS06","2020","1yr","PICO",15.3,7.2,0.1,2.4,20,2.4,20
"1988","springsfire","SPRINGS06","2020","1yr","PICO",15.6,7.4,0.1,1.5,5,1.5,5
"1989","springsfire","SPRINGS06","2020","1yr","PICO",17.1,10.7,0.1,5.6,50,5.6,50
"1990","springsfire","SPRINGS06","2020","1yr","PICO",17.35,9.6,0.1,2,5,2,5
"1991","springsfire","SPRINGS06","2020","1yr","PICO",17.65,7.6,1,7.6,97,1.1,15
"1992","springsfire","SPRINGS06","2020","1yr","PICO",19.4,10.4,0.1,3.2,15,3.2,15
"1993","springsfire","SPRINGS06","2020","1yr","PICO",20,9.6,0.1,1.4,5,1.4,5
"1994","springsfire","SPRINGS06","2020","1yr","PICO",20.7,10.7,0,4.2,60,4.2,50
"1995","springsfire","SPRINGS06","2020","1yr","PICO",31.2,10,0.1,1.4,2,2,1
"1996","springsfire","SPRINGS06","2020","1yr","PICO",36.6,14.1,0.1,1,1,0.7,1
"1997","springsfire","SPRINGS06","2020","1yr","PICO",37.3,10.7,0,1.4,1,1.4,1
"1998","springsfire","SPRINGS06","2020","1yr","PICO",38.3,10.4,0.02,10.4,50,1,5
"1999","springsfire","SPRINGS06","2020","1yr","PICO",49.6,16.2,0,2.2,5,1.5,5
"2000","springsfire","SPRINGS06","2020","1yr","PICO",67.1,16.5,0.1,6.3,5,0.7,1
"2001","springsfire","SPRINGS07","2020","1yr","PICO",14.3,5.2,0,0,0,0,0
"2002","springsfire","SPRINGS07","2020","1yr","PICO",14.7,7.8,0.1,7.8,70,0.8,10
"2003","springsfire","SPRINGS07","2020","1yr","PICO",14.9,9.1,0.2,2.5,5,0.5,2
"2004","springsfire","SPRINGS07","2020","1yr","PICO",15,11.2,1.4,11.2,60,2.8,10
"2005","springsfire","SPRINGS07","2020","1yr","PICO",16.2,5.6,0,0,0,0,0
"2006","springsfire","SPRINGS07","2020","1yr","PICO",16.7,11.3,1.5,11.3,75,2.5,15
"2007","springsfire","SPRINGS07","2020","1yr","PICO",18,0.2,0.3,7,80,2.6,40
"2008","springsfire","SPRINGS07","2020","1yr","PICO",24.2,8.4,0.2,5.5,5,1.2,2
"2009","springsfire","SPRINGS07","2020","1yr","PICO",31.1,16.4,0.6,0,0,0,0
"2010","springsfire","SPRINGS07","2020","1yr","PICO",33.5,14.9,0.1,4.8,5,0.3,1
"2011","springsfire","SPRINGS07","2020","1yr","PICO",43.4,17.8,0.1,11,5,0.5,1
"2012","springsfire","SPRINGS07","2020","1yr","PICO",45,18.4,0,0,0,0,0
"2013","springsfire","SPRINGS07","2020","1yr","PICO",47.5,19.8,0.1,0,0,0,0
"2014","springsfire","SPRINGS07","2020","1yr","PICO",50.3,23.2,1.2,0,0,0,0
"2015","springsfire","SPRINGS07","2020","1yr","PICO",52.5,16.6,0,2.1,3,1.2,1
"2016","springsfire","SPRINGS07","2020","1yr","PICO",52.7,17.6,0.1,3.7,10,2.7,5
"2017","springsfire","SPRINGS07","2020","1yr","PICO",72.2,24.1,0.2,2.1,0.5,1.6,0.2
"2018","springsfire","SPRINGS08","2020","1yr","PIJE",10.2,4,0.5,4,97,0.9,5
"2019","springsfire","SPRINGS08","2020","1yr","PIJE",11.9,4.5,1.4,4,95,0.9,10
"2020","springsfire","SPRINGS08","2020","1yr","PIJE",23.1,11,1,11,95,1.3,5
"2021","springsfire","SPRINGS08","2020","1yr","PIJE",23.2,9.2,2.2,9.2,98,1.9,15
"2022","springsfire","SPRINGS08","2020","1yr","PICO",28.6,12.6,3.1,12.6,60,1.4,15
"2023","springsfire","SPRINGS08","2020","1yr","PIJE",44.9,16.8,7.3,16.8,80,3,20
"2024","springsfire","SPRINGS08","2020","1yr","PIJE",47.1,14.8,5,14.4,70,3,30
"2025","springsfire","SPRINGS08","2020","1yr","PIJE",48.3,8.5,1.4,8,70,6.6,60
"2026","springsfire","SPRINGS08","2020","1yr","PICO",48.5,19.1,0.5,12.1,45,5,25
"2027","springsfire","SPRINGS08","2020","1yr","PICO",57.1,14.8,2,6.1,40,3,25
"2028","springsfire","SPRINGS08","2020","1yr","PIJE",58.6,17.8,3.4,15,40,4.1,20
"2029","springsfire","SPRINGS08","2020","1yr","PICO",59.7,16.2,0.1,12.6,40,2.5,5
"2030","springsfire","SPRINGS09","2020","1yr","PICO",14.5,6.4,0,0,0,0,0
"2031","springsfire","SPRINGS09","2020","1yr","PICO",19.2,10,0.6,10,95,0.4,1
"2032","springsfire","SPRINGS09","2020","1yr","PICO",19.5,11.8,0,0,0,0,0
"2033","springsfire","SPRINGS09","2020","1yr","PICO",19.9,7.6,0.1,3,3,1,1
"2034","springsfire","SPRINGS09","2020","1yr","PICO",20,9.8,0,0,0,0,0
"2035","springsfire","SPRINGS09","2020","1yr","PICO",25,10.1,0,0,0,0,0
"2036","springsfire","SPRINGS09","2020","1yr","PICO",26.6,10.4,0,0,0,0,0
"2037","springsfire","SPRINGS09","2020","1yr","PICO",31.3,10.6,0.1,1.9,5,1.9,5
"2038","springsfire","SPRINGS09","2020","1yr","PICO",35.3,12.5,0.5,11.5,95,0.7,1
"2039","springsfire","SPRINGS09","2020","1yr","PICO",44.4,12.2,0.1,9,20,1,2
"2040","springsfire","SPRINGS10","2020","1yr","PICO",13.7,8,0,3,5,3,5
"2041","springsfire","SPRINGS10","2020","1yr","PIJE",16.2,6.4,1,2.2,1,0,0
"2042","springsfire","SPRINGS10","2020","1yr","PICO",18.3,8,0.5,8,90,1.9,5
"2043","springsfire","SPRINGS10","2020","1yr","PICO",21,11,0,2.5,5,2,1
"2044","springsfire","SPRINGS10","2020","1yr","PIJE",34.1,16.7,1.2,3.9,10,3.7,5
"2045","springsfire","SPRINGS10","2020","1yr","PICO",39.8,17.2,0.1,8,15,2,5
"2046","springsfire","SPRINGS10","2020","1yr","PICO",40.7,12.6,0.1,2,5,2,5
"2047","springsfire","SPRINGS10","2020","1yr","PICO",44.6,14,0.1,2,1,1.8,1
"2048","springsfire","SPRINGS10","2020","1yr","PICO",47.4,18,0.7,3.2,10,0,0
"2049","springsfire","SPRINGS10","2020","1yr","PICO",55.8,19.4,0,4,10,0.2,1
"2050","springsfire","SPRINGS10","2020","1yr","PICO",64.8,21,0.05,6,20,4,10
"2051","springsfire","SPRINGS10","2020","1yr","PICO",75.9,25,0.1,4,2,3.5,2
"2052","springsfire","SPRINGS11","2020","1yr","PIJE",28.1,10,3,4.7,70,4.7,70
"2053","springsfire","SPRINGS11","2020","1yr","PIJE",34.1,13,1.5,3.5,35,3.5,35
"2054","springsfire","SPRINGS11","2020","1yr","PIJE",35.7,14,4.5,5,45,5,45
"2055","springsfire","SPRINGS11","2020","1yr","PIJE",55,17,4,7,60,7,60
"2056","springsfire","SPRINGS11","2020","1yr","PIJE",94.3,24,5,9,45,9,45
"2057","springsfire","SPRINGS12","2020","1yr","PIJE",30.7,12,4,6,60,2.4,20
"2058","springsfire","SPRINGS12","2020","1yr","PIJE",30.9,12,3,8,65,2.2,65
"2059","springsfire","SPRINGS12","2020","1yr","PIJE",33.3,14,4,5,50,5,50
"2060","springsfire","SPRINGS12","2020","1yr","PIJE",34.8,14,4,6,55,6,55
"2061","springsfire","SPRINGS12","2020","1yr","PIJE",37.8,16,3.9,5,40,2.5,15
"2062","springsfire","SPRINGS12","2020","1yr","PIJE",39.4,17,4,8,50,8,50
"2063","springsfire","SPRINGS12","2020","1yr","PIJE",47,14,4,6,55,1.7,15
"2064","springsfire","SPRINGS12","2020","1yr","PIJE",55.4,16,5.5,7,45,5,30
"2065","springsfire","SPRINGS12","2020","1yr","PIJE",67.3,21,4,11,60,11,60
"2066","springsfire","SPRINGS13","2020","1yr","PIJE",8.8,4,0.6,4,100,0.1,5
"2067","springsfire","SPRINGS13","2020","1yr","PIJE",15,5,0.6,5,100,0.3,5
"2068","springsfire","SPRINGS13","2020","1yr","PIJE",39.4,11,1.6,4,30,0.5,5
"2069","springsfire","SPRINGS13","2020","1yr","PIJE",41.2,12,1.5,3.4,15,1.37,10
"2070","springsfire","SPRINGS13","2020","1yr","PIJE",41.5,12.6,4,3.5,25,1.5,15
"2071","springsfire","SPRINGS14","2020","1yr","PIJE",23.8,6,2.1,2.7,60,1.5,30
"2072","springsfire","SPRINGS14","2020","1yr","PIJE",30.7,14,4,9,75,9,75
"2073","springsfire","SPRINGS14","2020","1yr","PIJE",31.1,17,4,6.5,55,6.5,55
"2074","springsfire","SPRINGS14","2020","1yr","PIJE",31.6,16,4,9,70,9,70
"2075","springsfire","SPRINGS14","2020","1yr","PIJE",33,16,3.5,7.8,65,7.8,65
"2076","springsfire","SPRINGS14","2020","1yr","PIJE",33.5,13,3.5,7,65,7,65
"2077","springsfire","SPRINGS14","2020","1yr","PIJE",35.3,12,4.7,4.7,40,4.7,40
"2078","springsfire","SPRINGS14","2020","1yr","PIJE",41.2,14,4,4.8,40,4.8,40
"2079","springsfire","SPRINGS14","2020","1yr","PIJE",53,17,7,7,65,7,65
"2080","springsfire","SPRINGS14","2020","1yr","PIJE",69.9,16,4,5,45,5,45
"2081","springsfire","SPRINGS15","2020","1yr","PIJE",20.8,7,3,6,90,2.2,10
"2082","springsfire","SPRINGS15","2020","1yr","PICO",29.7,13,1,7,5,0.8,1
"2083","springsfire","SPRINGS15","2020","1yr","PICO",31.7,12,3,1,2,1,2
"2084","springsfire","SPRINGS15","2020","1yr","PICO",45.8,14,1,10,75,1,1
"2085","springsfire","SPRINGS15","2020","1yr","PIJE",55.4,15.9,6,6,25,6,25
"2086","springsfire","SPRINGS15","2020","1yr","PIJE",57.6,18,4,6,25,6,25
"2087","springsfire","SPRINGS16","2020","1yr","PIJE",35.8,9,1.2,3,5,2.2,5
"2088","springsfire","SPRINGS16","2020","1yr","PIJE",49.1,14.4,0,0,0,0,0
"2089","springsfire","SPRINGS16","2020","1yr","PIJE",53.2,13.3,2,6,50,6,50
"2090","springsfire","SPRINGS16","2020","1yr","PIJE",64.6,20,4,8,35,8,35
"2091","springsfire","SPRINGS16","2020","1yr","PIJE",74.1,18,5,6,30,6,30
"2092","springsfire","SPRINGS17","2020","1yr","PIJE",51.5,15,4,4,10,4,10
"2093","springsfire","SPRINGS17","2020","1yr","PIJE",54.4,15,3.8,4,10,2,5
"2094","springsfire","SPRINGS17","2020","1yr","PIJE",56,15,2.5,3.7,10,3.7,10
"2095","springsfire","SPRINGS18","2020","1yr","PIJE",29,7,3,4.5,65,4,50
"2096","springsfire","SPRINGS18","2020","1yr","PIJE",38.1,13,2.75,6,60,3,45
"2097","springsfire","SPRINGS18","2020","1yr","PIJE",38.4,14,5,6,55,5,48
"2098","springsfire","SPRINGS18","2020","1yr","PIJE",42.3,15,3,3.7,30,3.7,30
"2099","springsfire","SPRINGS18","2020","1yr","PIJE",45.2,14,0.8,2.2,20,2.2,20
"2100","springsfire","SPRINGS18","2020","1yr","PIJE",45.6,15,2.5,7,60,5,50
"2101","springsfire","SPRINGS18","2020","1yr","PIJE",48.3,16,2.5,4,25,4,25
"2102","springsfire","SPRINGS18","2020","1yr","PIJE",49.5,17,3,5,50,5,50
"2103","springsfire","SPRINGS18","2020","1yr","PIJE",50.1,15,0.1,6,50,5,40
"2104","springsfire","SPRINGS19","2020","1yr","PIJE",39.4,13,1,4.5,30,2.3,20
"2105","springsfire","SPRINGS19","2020","1yr","PIJE",39.7,13,0.5,3,10,2.7,9
"2106","springsfire","SPRINGS19","2020","1yr","PIJE",41.1,16,2.5,6,25,3,20
"2107","springsfire","SPRINGS19","2020","1yr","PIJE",42.6,13,0.8,3,15,2.8,10
"2108","springsfire","SPRINGS19","2020","1yr","PIJE",44.6,14,0.3,4,10,2.3,9
"2109","springsfire","SPRINGS19","2020","1yr","PIJE",58.8,15,0.4,5.5,10,3.5,5
"2110","springsfire","SPRINGS20","2020","1yr","PIJE",35.3,14,2,4,20,1.8,15
"2111","springsfire","SPRINGS20","2020","1yr","PIJE",36.9,18,2.5,6,20,4,10
"2112","springsfire","SPRINGS20","2020","1yr","PIJE",39,12,1.7,5,30,2.5,15
"2113","springsfire","SPRINGS20","2020","1yr","PIJE",46.3,13,0.2,4,50,3,40
"2114","springsfire","SPRINGS20","2020","1yr","PIJE",47.7,12,4,4.8,30,4.5,25
"2115","springsfire","SPRINGS21","2020","1yr","PIJE",28.3,11,4,6,70,1.5,15
"2116","springsfire","SPRINGS21","2020","1yr","PIJE",35.4,12.8,3.2,12.8,90,1.3,10
"2117","springsfire","SPRINGS21","2020","1yr","PIJE",41.8,16,5,16,70,4,40
"2118","springsfire","SPRINGS21","2020","1yr","PIJE",41.8,16,6,16,85,3,15
"2119","springsfire","SPRINGS21","2020","1yr","PIJE",42.2,14,6,14,80,3,20
"2120","springsfire","SPRINGS21","2020","1yr","PIJE",45,18,6.7,18,100,5,30
"2121","springsfire","SPRINGS21","2020","1yr","PIJE",49.6,15,5,13,60,2.7,20
"2122","springsfire","SPRINGS21","2020","1yr","PIJE",51.6,16,5,16,100,3.5,20
"2123","springsfire","SPRINGS22","2020","1yr","PIJE",34.3,11,1.2,4,50,2.4,35
"2124","springsfire","SPRINGS22","2020","1yr","PIJE",34.9,NA,0,0,0,0,0
"2125","springsfire","SPRINGS22","2020","1yr","PIJE",40.6,17,0.3,5,35,5,35
"2126","springsfire","SPRINGS22","2020","1yr","PIJE",41.1,NA,0,0,0,0,0
"2127","springsfire","SPRINGS22","2020","1yr","PIJE",46.1,16,1.8,5,32,5,32
"2128","springsfire","SPRINGS22","2020","1yr","PIJE",46.3,NA,0,0,0,0,0
"2129","springsfire","SPRINGS22","2020","1yr","PIJE",47.4,18,0.8,6,45,6,45
"2130","springsfire","SPRINGS22","2020","1yr","PIJE",47.65,17.1,2.4,7,50,7,50
"2131","springsfire","SPRINGS22","2020","1yr","PIJE",48,NA,0,0,0,0,0
"2132","springsfire","SPRINGS22","2020","1yr","PIJE",48.1,NA,0,0,0,0,0
"2133","springsfire","SPRINGS22","2020","1yr","PIJE",52.8,NA,0,0,0,0,0
"2134","springsfire","SPRINGS22","2020","1yr","PIJE",53.7,NA,0,0,0,0,0
"2135","springsfire","SPRINGS22","2020","1yr","PIJE",53.8,17,0.2,5,40,5,40
"2136","springsfire","SPRINGS22","2020","1yr","PIJE",54.3,18,1.3,4,30,4,30
"2137","springsfire","SPRINGS23","2020","1yr","PIJE",24.8,7,1,2.5,2,1.8,1
"2138","springsfire","SPRINGS23","2020","1yr","PIJE",39.2,12,2.5,0,0,0,0
"2139","springsfire","SPRINGS23","2020","1yr","PIJE",42,10,2.5,4,1,3.5,1
"2140","springsfire","SPRINGS23","2020","1yr","PIJE",46.6,16,6.5,4,2,3.5,1
"2141","springsfire","SPRINGS23","2020","1yr","PIJE",53.6,14,4,5.5,2,5,1
"2142","springsfire","SPRINGS23","2020","1yr","PIJE",57.5,16,0.5,6,3,5.5,1
"2143","springsfire","SPRINGS24","2020","1yr","PIJE",38.8,11,0.7,7,35,1.5,20
"2144","springsfire","SPRINGS24","2020","1yr","PIJE",43.5,16,4,14,60,3,10
"2145","springsfire","SPRINGS24","2020","1yr","PIJE",48.5,19,5,14,45,5,1
"2146","springsfire","SPRINGS24","2020","1yr","PIJE",51.8,16,4,10,30,3,15
"2147","springsfire","SPRINGS24","2020","1yr","PIJE",59.2,23,4.5,11,20,4,0
"2148","springsfire","SPRINGS25","2020","1yr","PIJE",32.5,10,5.5,6,30,1.8,20
"2149","springsfire","SPRINGS25","2020","1yr","PIJE",38.2,11,1,4.2,15,2,13
"2150","springsfire","SPRINGS25","2020","1yr","PIJE",48.2,15,10,12,25,2.5,15
"2151","springsfire","SPRINGS26","2020","1yr","PIJE",9.2,4,1,2.7,70,2,40
"2152","springsfire","SPRINGS26","2020","1yr","PIJE",10.8,4,1,2.2,50,0.8,25
"2153","springsfire","SPRINGS26","2020","1yr","PIJE",12,5,0.1,3,60,2,30
"2154","springsfire","SPRINGS26","2020","1yr","PIJE",20.4,9.2,1,5.1,60,3,30
"2155","springsfire","SPRINGS26","2020","1yr","PIJE",20.7,10,1.1,6,50,3.3,30
"2156","springsfire","SPRINGS26","2020","1yr","PICO",21.7,12,1,5,40,6,60
"2157","springsfire","SPRINGS26","2020","1yr","PICO",25.5,15.5,2,8,50,3,15
"2158","springsfire","SPRINGS26","2020","1yr","PIJE",28,16.4,1.9,16.4,10,5,25
"2159","springsfire","SPRINGS26","2020","1yr","PICO",28.8,13,1.2,7.5,60,7,55
"2160","springsfire","SPRINGS26","2020","1yr","PICO",29.8,9,0.1,8,90,4,40
"2161","springsfire","SPRINGS26","2020","1yr","PICO",38.9,15,3,15,100,1.8,2
"2162","springsfire","SPRINGS26","2020","1yr","PIJE",40.7,15,2,15,100,5,30
"2163","springsfire","SPRINGS26","2020","1yr","PIJE",46.4,16,0.3,7.8,55,7,40
"2164","springsfire","SPRINGS26","2020","1yr","PIJE",58.7,17,8,10,100,7,50
"2165","springsfire","SPRINGS26","2020","1yr","PIJE",62.5,19.5,2,8.2,50,7.8,45
"2166","springsfire","SPRINGS27","2020","1yr","PIJE",9.4,5.3,0.5,4.2,80,2,50
"2167","springsfire","SPRINGS27","2020","1yr","PIJE",10.1,4.6,0.6,4,90,1,10
"2168","springsfire","SPRINGS27","2020","1yr","PIJE",11.2,7,0.6,4,60,3,40
"2169","springsfire","SPRINGS27","2020","1yr","PIJE",15.5,7,0.5,4,50,3,33
"2170","springsfire","SPRINGS27","2020","1yr","PIJE",16.9,6.4,2.3,5.2,95,1.8,15
"2171","springsfire","SPRINGS27","2020","1yr","PIJE",19.7,9,0.5,3,35,3,35
"2172","springsfire","SPRINGS27","2020","1yr","PIJE",23.1,9,0.2,5,60,4,50
"2173","springsfire","SPRINGS27","2020","1yr","PIJE",23.4,11,3,8.1,70,2.7,20
"2174","springsfire","SPRINGS27","2020","1yr","PIJE",30.6,10.7,0.5,3.2,25,3,25
"2175","springsfire","SPRINGS27","2020","1yr","PIJE",35,15.7,2,5.2,25,4,15
"2176","springsfire","SPRINGS27","2020","1yr","PICO",35.1,16,3,9,60,0.7,1
"2177","springsfire","SPRINGS27","2020","1yr","PIJE",35.2,13.2,1.5,6,50,5,50
"2178","springsfire","SPRINGS27","2020","1yr","PICO",37.1,12.3,0.2,4,30,1.4,10
"2179","springsfire","SPRINGS27","2020","1yr","PIJE",40.8,15.5,1.4,7,50,6,50
"2180","springsfire","SPRINGS27","2020","1yr","PICO",45.5,16,1,4.5,20,1.9,10
"2181","springsfire","SPRINGS27","2020","1yr","PIJE",49.6,16.2,2.5,7,45,7,45
"2182","springsfire","SPRINGS28","2020","1yr","PIJE",9.7,5.5,1.8,5,80,1,5
"2183","springsfire","SPRINGS28","2020","1yr","PIJE",10.3,4,1,4,40,0.7,10
"2184","springsfire","SPRINGS28","2020","1yr","PIJE",11.5,5.5,0.8,5.2,30,1.8,10
"2185","springsfire","SPRINGS28","2020","1yr","PIJE",11.7,5.5,1,4,60,2,20
"2186","springsfire","SPRINGS28","2020","1yr","PIJE",14,5.5,0.3,5,70,1.8,20
"2187","springsfire","SPRINGS28","2020","1yr","PIJE",15.6,6,1.3,5.8,98,1.5,10
"2188","springsfire","SPRINGS28","2020","1yr","PIJE",15.7,5.8,0.7,3.5,20,3,5
"2189","springsfire","SPRINGS28","2020","1yr","PIJE",16.2,6,0.5,5.8,60,1,5
"2190","springsfire","SPRINGS28","2020","1yr","PIJE",18.3,7,1.5,5.5,20,3,5
"2191","springsfire","SPRINGS28","2020","1yr","PIJE",18.3,5,2,5,75,2,10
"2192","springsfire","SPRINGS28","2020","1yr","PIJE",19.1,8,1.5,7.7,90,1.5,10
"2193","springsfire","SPRINGS28","2020","1yr","PIJE",20.6,6,0.5,4,40,2.5,10
"2194","springsfire","SPRINGS28","2020","1yr","PIJE",22,9,0.8,5,25,2,5
"2195","springsfire","SPRINGS28","2020","1yr","PIJE",22.4,8,2,7.5,30,2.5,10
"2196","springsfire","SPRINGS28","2020","1yr","PIJE",28.4,13,0,12,55,3.5,30
"2197","springsfire","SPRINGS28","2020","1yr","PIJE",29.7,10,1,6,25,3,10
"2198","springsfire","SPRINGS28","2020","1yr","PIJE",34.2,11.8,2,7,10,5.5,5
"2199","springsfire","SPRINGS28","2020","1yr","PIJE",34.6,12,1.5,7.3,10,5,5
"2200","springsfire","SPRINGS28","2020","1yr","PIJE",37.5,14,6,6,25,4,20
"2201","springsfire","SPRINGS28","2020","1yr","PIJE",39.3,14.5,1.5,4,15,2,10
"2202","springsfire","SPRINGS28","2020","1yr","PIJE",46.4,16,3,6,30,5,25
"2203","springsfire","SPRINGS28","2020","1yr","PIJE",60.1,21,4,7,10,3.5,5
"2204","springsfire","SPRINGS28","2020","1yr","PIJE",60.3,11,3.5,6,40,2,20
"2205","springsfire","SPRINGS29","2020","1yr","PIJE",31.8,12,2,7,30,6.5,10
"2206","springsfire","SPRINGS29","2020","1yr","PIJE",38.8,14,0.7,6,50,5.5,5
"2207","springsfire","SPRINGS29","2020","1yr","PIJE",42.6,15,6,6,50,3,5
"2208","springsfire","SPRINGS29","2020","1yr","PIJE",46.4,15,0,5,25,3,5
"2209","springsfire","SPRINGS29","2020","1yr","PIJE",53.4,17,9,11,55,7,5
"2210","springsfire","SPRINGS30","2020","1yr","PIJE",10,4,1.5,4,99,1.3,10
"2211","springsfire","SPRINGS30","2020","1yr","PIJE",10.8,5.5,2,5.4,97,0,0
"2212","springsfire","SPRINGS30","2020","1yr","PIJE",12,5.5,1.2,5.5,93,0.8,2
"2213","springsfire","SPRINGS30","2020","1yr","PIJE",13,7,3,6.6,60,1.3,5
"2214","springsfire","SPRINGS30","2020","1yr","PIJE",15.9,7,1,7,87,1,3
"2215","springsfire","SPRINGS30","2020","1yr","PIJE",16,7,1.5,6.5,90,1,5
"2216","springsfire","SPRINGS30","2020","1yr","PIJE",16.2,6,1.3,5.5,60,1,5
"2217","springsfire","SPRINGS30","2020","1yr","PIJE",18.3,10,2.3,5,45,4,40
"2218","springsfire","SPRINGS30","2020","1yr","PIJE",19.2,6,1.5,5,70,1.5,5
"2219","springsfire","SPRINGS30","2020","1yr","PIJE",20,9,3.3,6.5,50,5,40
"2220","springsfire","SPRINGS30","2020","1yr","PIJE",22,9,3.5,6.5,35,3.5,5
"2221","springsfire","SPRINGS30","2020","1yr","PIJE",22.1,8,4,7.7,80,1.5,5
"2222","springsfire","SPRINGS30","2020","1yr","PIJE",22.4,7,2.5,6.5,75,1,5
"2223","springsfire","SPRINGS30","2020","1yr","PIJE",28.1,10,4,8.5,55,4,5
"2224","springsfire","SPRINGS30","2020","1yr","PIJE",29,10,3,6,40,2.5,5
"2225","springsfire","SPRINGS30","2020","1yr","PIJE",34.2,11,5,7,55,3,30
"2226","springsfire","SPRINGS30","2020","1yr","PICO",36.1,16,1.3,7.5,40,4,10
"2227","springsfire","SPRINGS30","2020","1yr","PIJE",37.6,15,4.5,9,30,4,15
"2228","springsfire","SPRINGS30","2020","1yr","PIJE",51.4,15,2.5,10,35,4,20
"2229","springsfire","SPRINGS30","2020","1yr","PIJE",100.7,25,7,11,20,5.5,5
"2230","springsfire","SPRINGS37","2020","1yr","PIJE",17.3,7,0,6.7,96,2.2,0
"2231","springsfire","SPRINGS37","2020","1yr","PIJE",31.7,10,0,4,25,1.8,0
"2232","springsfire","SPRINGS37","2020","1yr","PICO",35.4,14,0,6,40,1,0
"2233","springsfire","SPRINGS37","2020","1yr","PIJE",40,16,0,6.4,55,2.3,0
"2234","springsfire","SPRINGS37","2020","1yr","PIJE",41.7,13,0,6,35,0,0
"2235","springsfire","SPRINGS37","2020","1yr","PIJE",48,20,0,9,60,4,0
"2236","springsfire","SPRINGS37","2020","1yr","PIJE",48.4,15,0,6.4,10,3,0
"2237","springsfire","SPRINGS37","2020","1yr","PIJE",48.5,15,0,6,30,6,0
"2238","springsfire","SPRINGS37","2020","1yr","PIJE",50.1,17,0,8,40,2.2,0
"2239","springsfire","SPRINGS37","2020","1yr","PIJE",51.1,19.1,0,15,80,14,0
"2240","springsfire","SPRINGS37","2020","1yr","PICO",55,18,0,1.8,15,0.6,0
"2241","springsfire","SPRINGS37","2020","1yr","PIJE",69.2,22,0,7.3,45,6,0
"2242","springsfire","SPRINGS37","2020","1yr","PIJE",87.7,25.6,0,9,40,5.5,0
"2243","springsfire","SPRINGS38","2020","1yr","PIJE",44,15.5,1.2,8.3,65,8.3,65
"2244","springsfire","SPRINGS38","2020","1yr","PIJE",45.1,16,2.3,6.9,40,6.9,40
"2245","springsfire","SPRINGS38","2020","1yr","PIJE",47.2,18.4,4.5,8.1,50,8.1,50
"2246","springsfire","SPRINGS38","2020","1yr","PIJE",48.4,18.4,3.5,10,60,10,60
"2247","springsfire","SPRINGS38","2020","1yr","PIJE",60.9,22,5.6,8.5,50,8.5,50
"2248","springsfire","SPRINGS38","2020","1yr","PIJE",63.2,23.1,4.2,12,60,12,60
"2249","springsfire","SPRINGS38","2020","1yr","PIJE",63.8,18.2,5.2,8.5,45,8.5,45
"2250","springsfire","SPRINGS38","2020","1yr","PIJE",65.7,21.5,3,12.5,70,12.5,70
"2251","springsfire","SPRINGS39","2020","1yr","PICO",41.9,12.3,0,6.5,70,6.5,70
"2252","springsfire","SPRINGS39","2020","1yr","PIJE",50.5,16.6,2,5.2,15,5,15
"2253","springsfire","SPRINGS39","2020","1yr","PIJE",56.65,18.4,2.5,4.6,15,4.6,15
"2254","springsfire","SPRINGS39","2020","1yr","PIJE",60,21,2,5.5,20,5,20
"2255","springsfire","SPRINGS40","2020","1yr","PIJE",11.4,3.4,0.9,3.4,75,0,0
"2256","springsfire","SPRINGS40","2020","1yr","PICO",18.5,5,0.4,3.2,40,0,0
"2257","springsfire","SPRINGS40","2020","1yr","PICO",21.6,5,0.9,4.5,75,0.75,10
"2258","springsfire","SPRINGS40","2020","1yr","PICO",22,6,0,5,50,0,0
"2259","springsfire","SPRINGS40","2020","1yr","PICO",27.5,5.9,1.6,3.5,70,2.5,5
"2260","springsfire","SPRINGS40","2020","1yr","PIJE",54,16.5,5.3,5,15,3,8
