site,year,plot_id,tag,status,species_id,dbh_cm,height_m,ht_to_crown_m,crown_class,crown_width_m,stump_diam_cm,stump_ht_m,decay,scorch_ht_m,scorch%,torch_ht_m,torch%,bolechar_ht_m,resprout,notes,
frenchmeadows,2019,fm10-1,,stump,cade,,,,,,85,0.37,4,,,,,,,,
frenchmeadows,2019,fm10-1,84,live,pila,108.2,36.8,11,DO,6,,,,,,,,,,,
frenchmeadows,2019,fm10-1,,live,cade,52.6,21.3,4,IN,5,,,,,,,,,,,
frenchmeadows,2019,fm10-1,,stump,unk,,,,,,13.5,39,5,,,,,,,,
frenchmeadows,2019,fm10-1,,dead,abco,79.2,20,,,,,,2,,,,,,,,
frenchmeadows,2019,fm10-1,,live,abma,83.4,55.8,31,DO,6.5,,,,,,,,,,,
frenchmeadows,2019,fm10-1,,live,abco,23.1,8,5,IN,2,,,,,,,,,,,
frenchmeadows,2019,fm10-1,,live,abco,38.4,17,9,IN,2,,,,,,,,,,,
frenchmeadows,2019,fm10-1,,live,abco,11.6,5,3,OV,1,,,,,,,,,,,
frenchmeadows,2019,fm10-1,,live,abco,38.3,16,7,OV,5,,,,,,,,,,,
frenchmeadows,2019,fm10-1,,dead,abco,50.4,25,,,,,,1,,,,,,,,
frenchmeadows,2019,fm10-1,,stump,unk,,,,,,69.4,0.8,3,,,,,0.7,,,
frenchmeadows,2019,fm10-1,,live,abco,7.8,4.5,2,IN,2,,,,,,,,,,,
frenchmeadows,2019,fm10-1,,live,cade,42.6,18,6,IN,5,,,,,,,,,,,
frenchmeadows,2019,fm10-1,,live,abco,23.6,11,4.5,OV,4,,,,,,,,,,,
frenchmeadows,2019,fm10-1,,live,cade,21,6,2.2,OV,3,,,,,,,,,,,
frenchmeadows,2019,fm10-1,,dead,abco,44.2,5,,,,,,3,,,,,,,,
frenchmeadows,2019,fm10-1,,live,abma,71,36,6.5,DO,,,,,,,,,,,,
frenchmeadows,2019,fm10-1,,live,cade,8,4,2.5,OV,2,,,,4,,,,,,top broken off,
frenchmeadows,2019,fm10-1,,live,abco,22.2,10.5,4.5,OV,3,,,,,,,,,,,
frenchmeadows,2019,fm10-1,,stump,abco,,,,,,15.9,1.6,4,,,,,,,,
frenchmeadows,2019,fm10-1,,live,pila,60.9,36,17,CO,8,,,,,,,,,,,
frenchmeadows,2019,fm10-1,,dead,abco,52.5,7.8,,,,,,4,,,,,,,,
frenchmeadows,2019,fm10-1,,dead,abco,29.4,7,,,,,,,,,,,,,,
frenchmeadows,2019,fm10-1,,live,abco,7.9,4.5,2.5,IN,3,,,,,,,,,,,
frenchmeadows,2019,fm10-1,,live,pila,79.1,43,13,CO,8,,,,,,,,,,,
frenchmeadows,2019,fm10-1,,stump,pila,,,,,,26.5,1.2,5,,,,,,,,
frenchmeadows,2019,fm10-1,,live,abco,14.2,6,2.5,IN,3,,,,,,,,,,,
frenchmeadows,2019,fm10-1,,live,abco,8.3,5,2.5,IN,2,,,,,,,,,,,
frenchmeadows,2019,fm10-10,96,live,abco,26.7,12,4,IN,4,,,,,,,,,,,
frenchmeadows,2019,fm10-10,,live,abco,22.4,10,4,IN,4,,,,,,,,,,,
frenchmeadows,2019,fm10-10,,live,abco,16.9,10,6,IN,3.5,,,,,,,,,,,
frenchmeadows,2019,fm10-10,,live,pila,86.5,34,17,DO,11,,,,,,,,,,,
frenchmeadows,2019,fm10-10,,live,abco,34.6,18,7,IN,5,,,,,,,,,,,
frenchmeadows,2019,fm10-10,,live,abco,32.1,15,5,IN,3,,,,,,,,,,,
frenchmeadows,2019,fm10-10,,stump,cade,,,,,,195,0.7,3,,,,,,,,
frenchmeadows,2019,fm10-10,,live,cade,42.5,16,5,IN,3,,,,,,,,,,,
frenchmeadows,2019,fm10-10,,live,abco,17.2,8,4,OV,1.5,,,,,,,,,,,
frenchmeadows,2019,fm10-10,,live,cade,16.7,6,2,OV,2,,,,,,,,,,,
frenchmeadows,2019,fm10-10,,live,cade,19,9,2,IN,2,,,,,,,,,,,
frenchmeadows,2019,fm10-10,,stump,cade,,,,,,70,1,5,,,,,,,,
frenchmeadows,2019,fm10-10,,live,cade,41.6,17,4,IN,7,,,,,,,,,,,
frenchmeadows,2019,fm10-10,,live,cade,14.3,9,3,OV,1,,,,,,,,,,,
frenchmeadows,2019,fm10-10,,live,abco,79.9,30,13,CO,4.5,,,,,,,,,,,
frenchmeadows,2019,fm10-10,,live,cade,10.5,4,3,OV,1,,,,,,,,,,,
frenchmeadows,2019,fm10-10,,live,abco,18.8,10,3,IN,2,,,,,,,,,,,
frenchmeadows,2019,fm10-10,,live,abco,8.4,4.5,3,OV,1,,,,,,,,,,,
frenchmeadows,2019,fm10-10,,live,abco,8.3,4,3.5,OV,1,,,,,,,,,,,
frenchmeadows,2019,fm10-10,,live,abco,14.2,7,4,OV,1,,,,,,,,,,,
frenchmeadows,2019,fm10-10,,dead,abco,12.3,2.1,,,,,,3,,,,,,,,
frenchmeadows,2019,fm10-10,,live,abco,21.6,15,9,IN,1.5,,,,,,,,,,,
frenchmeadows,2019,fm10-10,,live,abco,25.4,15,6,IN,4,,,,,,,,,,,
frenchmeadows,2019,fm10-10,,live,abco,10.4,4,1.5,OV,1.5,,,,,,,,,,,
frenchmeadows,2019,fm10-10,,live,abco,7.9,5,2.5,OV,1.5,,,,,,,,,,,
frenchmeadows,2019,fm10-10,,live,abco,9.6,4.5,3.5,OV,1.5,,,,,,,,,,,
frenchmeadows,2019,fm10-10,,live,abco,23.1,12,6,IN,2,,,,,,,,,,,
frenchmeadows,2019,fm10-10,,dead,abma,9.8,4,,,,,,1,,,,,,,,
frenchmeadows,2019,fm10-10,,live,cade,51.4,21,10,CO,5.5,,,,,,,,,,,
frenchmeadows,2019,fm10-10,,live,abco,13.5,8,5,OV,1,,,,,,,,,,,
frenchmeadows,2019,fm10-10,,dead,abco,18.3,2,,,,,,4,,,,,,,,
frenchmeadows,2019,fm10-10,,live,abco,8.5,4,3,ov,1,,,,,,,,,,,
frenchmeadows,2019,fm10-10,,live,abco,33.9,18,8,IN,4.5,,,,,,,,,,,
frenchmeadows,2019,fm10-10,,live,abco,9.9,5,2.5,OV,1.5,,,,,,,,,,,
frenchmeadows,2019,fm10-10,,live,cade,17.4,3,6,OV,3.5,,,,,,,,,,,
frenchmeadows,2019,fm10-10,,live,abco,12.1,5.5,3,OV,1.25,,,,,,,,,,,
frenchmeadows,2019,fm10-11,,dead,abco,30.5,5,,,,,,3,,,,,,,,
frenchmeadows,2019,fm10-11,94,live,abco,9.1,5,1,IN,2,,,,,,,,,,,
frenchmeadows,2019,fm10-11,,Live,abco,10.5,6,1.5,IN,1.5,,,,,,,,,,,
frenchmeadows,2019,fm10-11,,live,cade,124,34,22,DO,6,,,,,,,,,,,
frenchmeadows,2019,fm10-11,,dead,abco,58.8,21,,,,,,1,,,,,,,,
frenchmeadows,2019,fm10-11,,live,abco,13.5,6,3,IN,1.5,,,,,,,,,,,
frenchmeadows,2019,fm10-11,,dead ,abco,62.1,23,,,,,,2,,,,,,,,
frenchmeadows,2019,fm10-11,,live,abco,15.7,6,4,IN,1.3,,,,,,,,,,,
frenchmeadows,2019,fm10-11,,live,abco,14.3,6,4,IN,2,,,,,,,,,,,
frenchmeadows,2019,fm10-11,,live,abco,15.8,10,7.5,IN,2,,,,,,,,,,,
frenchmeadows,2019,fm10-11,,live,abco,10.3,6.1,3.5,OV,2,,,,,,,,,,,
frenchmeadows,2019,fm10-11,,live,abco,24.5,14,8,IN,2.5,,,,,,,,,,,
frenchmeadows,2019,fm10-11,,live,abco,9,5.5,4.5,OV,1.5,,,,,,,,,,,
frenchmeadows,2019,fm10-11,,live,abco,16.3,10,4,IN,2,,,,,,,,,,,
frenchmeadows,2019,fm10-11,,live,abco,17.8,11,7,IN,2.5,,,,,,,,,,,
frenchmeadows,2019,fm10-11,,live,abco,11.6,7,6,OV,2.2,,,,,,,,,,,
frenchmeadows,2019,fm10-11,,live,abco,17.8,10,8,IN,2.5,,,,,,,,,,,
frenchmeadows,2019,fm10-11,,live,abco,9.4,4,2.9,OV,1,,,,,,,,,,,
frenchmeadows,2019,fm10-11,,live,abco,11.7,6,4,OV,1,,,,,,,,,,,
frenchmeadows,2019,fm10-11,,live,abco,25.2,11,5,IN,2,,,,,,,,,,,
frenchmeadows,2019,fm10-11,,live,abco,33.3,19,5.1,IN,2.5,,,,,,,,,,,
frenchmeadows,2019,fm10-11,,live,abco,29.8,20,8.5,OV,1.5,,,,,,,,,,,
frenchmeadows,2019,fm10-11,,live,abco,10.6,5,4,OV,0.5,,,,,,,,,,,
frenchmeadows,2019,fm10-11,,live,abco,15.5,7,4.5,OV,2,,,,,,,,,,,
frenchmeadows,2019,fm10-11,,live,abco,14,5,2.5,IN,1.5,,,,,,,,,,,
frenchmeadows,2019,fm10-12,95,live,abco,31.1,25,8,OV,5,,,,,,,,,,,
frenchmeadows,2019,fm10-12,,dead,abco,12,7,,,,,,3,,,,,,,,
frenchmeadows,2019,fm10-12,,live,abco,8,6,2.5,OV,2,,,,,,,,,,,
frenchmeadows,2019,fm10-12,,live,abco,16.4,9,3,OV,4,,,,,,,,,,,
frenchmeadows,2019,fm10-12,,live,abco,29.4,15,10,IN,6,,,,,,,,,,,
frenchmeadows,2019,fm10-12,,live,abco,20,15,6,OV,6,,,,,,,,,,,
frenchmeadows,2019,fm10-12,,dead,abma,50.6,15.2,,,,,,2,,,,,,,,
frenchmeadows,2019,fm10-12,,live,abco,29.3,15,9,OV,5.5,,,,,,,,,,,
frenchmeadows,2019,fm10-12,,live,abco,63.5,33,13,CO,7,,,,,,,,,,,
frenchmeadows,2019,fm10-12,,live,abco,29.2,18,6,OV,4.5,,,,,,,,,,,
frenchmeadows,2019,fm10-12,,live,abco,24,16,9,OV,2.5,,,,,,,,,,,
frenchmeadows,2019,fm10-12,,live,cade,104.7,35,8,DO,6,,,,,,,,,,,
frenchmeadows,2019,fm10-12,,live,abco,78.2,32,9,CO,8,,,,,,,,,,,
frenchmeadows,2019,fm10-12,,live,abco,27.5,12,5,OV,4.5,,,,,,,,,,,
frenchmeadows,2019,fm10-12,,live,abco,45.2,22,7,OV,5.5,,,,,,,,,,,
frenchmeadows,2019,fm10-12,,live,abco,12.8,7,3,OV,3,,,,,,,,,,,
frenchmeadows,2019,fm10-12,,live,pila,104.8,40,19,DO,7,,,,,,,,,,,
frenchmeadows,2019,fm10-12,,live,abco,77.4,30,12,IN,5,,,,,,,,,,,
frenchmeadows,2019,fm10-12,,live,cade,55.2,20,10,OV,7,,,,,,,,,,,
frenchmeadows,2019,fm10-12,,live,abco,8,6,3.5,OV,3,,,,,,,,,,,
frenchmeadows,2019,fm10-12,,live,abco,12.3,7,5.5,OV,3,,,,,,,,,,,
frenchmeadows,2019,fm10-12,,live,abco,12,5.5,4.5,OV,3,,,,,,,,,,,
frenchmeadows,2019,fm10-12,,live,abco,39.8,25,10,OV,5,,,,,,,,,,,
frenchmeadows,2019,fm10-12,,live,abco,31.3,19,10,IN,4,,,,,,,,,,,
frenchmeadows,2019,fm10-12,,live,abco,12.9,7,4,OV,2,,,,,,,,,,,
frenchmeadows,2019,fm10-12,,live,abco,18.7,14,5,OV,2.5,,,,,,,,,,,
frenchmeadows,2019,fm10-13,96,live,pipo,36.6,10.2,3,IN,5,,,,,,,,,,,
frenchmeadows,2019,fm10-13,,live,pipo,43.1,16,4,CO,5,,,,,,,,,,,
frenchmeadows,2019,fm10-13,,live,cade,10.9,3.5,0.5,IN,1.5,,,,,,,,,,,
frenchmeadows,2019,fm10-13,,stump,pipo,,,,,,110,0.5,3,,,,,,,,
frenchmeadows,2019,fm10-13,,live,pipo,37.1,14,5,CO,4.5,,,,,,,,,,,
frenchmeadows,2019,fm10-13,,live,pipo,29.7,11,4.5,CO,5,,,,,,,,,,,
frenchmeadows,2019,fm10-13,,live,pipo,36.45,16,5,CO,5,,,,,,,,,,,
frenchmeadows,2019,fm10-13,,live,pipo,27.75,13.5,2,CO,4.5,,,,,,,,,,,
frenchmeadows,2019,fm10-13,,live,cade,7.9,4.5,0.5,IN,1,,,,,,,,,,,
frenchmeadows,2019,fm10-13,,live,cade,9.57,5,0.5,IN,1,,,,,,,,,,,
frenchmeadows,2019,fm10-13,,live,pipo,35,15,2.5,CO,5,,,,,,,,,,,
frenchmeadows,2019,fm10-14,97,live,abco ,8.1,6,2.5,OV,2,,,,,,,,,,,
frenchmeadows,2019,fm10-14,,live,abma,64.3,33,12,CO,7,,,,,,,,,,,
frenchmeadows,2019,fm10-14,,dead,abma,33.4,21,,,,,,1,,,,,,,,
frenchmeadows,2019,fm10-14,,live,abco,11.1,8,3,OV,1.5,,,,,,,,,,,
frenchmeadows,2019,fm10-14,,dead,cade,72.1,27,,,,,,2,,,,,1.6,,,
frenchmeadows,2019,fm10-14,,live,abma,25.8,19,7,OV,3.5,,,,,,,,,,,
frenchmeadows,2019,fm10-14,,live,abco,11,9,7,OV,1.5,,,,,,,,,,,
frenchmeadows,2019,fm10-14,,dead,abma,10.1,7,,,,,,2,,,,,,,,
frenchmeadows,2019,fm10-14,,live,abma,19.8,15,11,OV,4,,,,,,,,,,,
frenchmeadows,2019,fm10-14,,live,abma,16.9,14.5,8,OV,3,,,,,,,,,,,
frenchmeadows,2019,fm10-14,,live,abco,23.9,16,11,OV,4,,,,,,,,,,,
frenchmeadows,2019,fm10-14,,live,abco,58.4,32,10,IN,5,,,,,,,,,,,
frenchmeadows,2019,fm10-14,,live,abma,22.1,13,10,OV,3,,,,,,,,,,,
frenchmeadows,2019,fm10-14,,live,abma,7.9,6,4,OV,1.5,,,,,,,,,,,
frenchmeadows,2019,fm10-14,,live,abco,21.7,14,10,OV,4,,,,,,,,,,,
frenchmeadows,2019,fm10-14,,live,abma,25.9,15,9,OV,4.25,,,,,,,,,,,
frenchmeadows,2019,fm10-14,,live,abma,22,17,9,OV,3,,,,,,,,,,,
frenchmeadows,2019,fm10-14,,live,abco,7.8,5,3,OV,1.5,,,,,,,,,,,
frenchmeadows,2019,fm10-14,,live,abco,40,24,15,CO,6,,,,,,,,,,,
frenchmeadows,2019,fm10-14,,live,abco,36.2,21,8,IN,6,,,,,,,,,,,
frenchmeadows,2019,fm10-14,,live,abma,15.4,14,9,OV,2,,,,,,,,,,,
frenchmeadows,2019,fm10-14,,live,abco,14.3,10,6,OV,1.5,,,,,,,,,,,
frenchmeadows,2019,fm10-14,,live,cade,96.7,33,22,DO,5.5,,,,,,,,,,,
frenchmeadows,2019,fm10-14,,live,abco,25.5,36,13,CO,6,,,,,,,,,,,
frenchmeadows,2019,fm10-14,,live,abma,23,16,11,OV,4,,,,,,,,,,,
frenchmeadows,2019,fm10-14,,live,abma,9,6,3.5,OV,2,,,,,,,,,,,
frenchmeadows,2019,fm10-14,,live,abco,27.8,20,12,IN,3,,,,,,,,,,,
frenchmeadows,2019,fm10-14,,live,abma,8.9,6,4,OV,1.5,,,,,,,,,,,
frenchmeadows,2019,fm10-14,,live,abma,15,9,8,OV,1,,,,,,,,,,,
frenchmeadows,2019,fm10-14,,dead,abma,8.8,7.5,,,,,,1,,,,,,,,
frenchmeadows,2019,fm10-14,,live,abco,15.7,9.5,8.5,OV,2,,,,,,,,,,,
frenchmeadows,2019,fm10-14,,live,abco,23.1,1,8,IN,3.5,,,,,,,,,,,
frenchmeadows,2019,fm10-14,,live,abma,41.3,25,15,IN,4,,,,,,,,,,,
frenchmeadows,2019,fm10-14,,live,abma,27.5,28,15,IN,3,,,,,,,,,,,
frenchmeadows,2019,fm10-14,,dead,abma,8.8,7,,,,,,2,,,,,,,,
frenchmeadows,2019,fm10-15,98,live,abco ,41.7,21.8,6,CO,5,,,,,,,,,,,
frenchmeadows,2019,fm10-15,,live,cade,13.3,6,2,OV,3,,,,,,,,,,,
frenchmeadows,2019,fm10-15,,live,cade,22.8,11,2,IN,3.5,,,,,,,,,,,
frenchmeadows,2019,fm10-15,,live,abco,14.9,8,4.5,OV,5,,,,,,,,,,,
frenchmeadows,2019,fm10-15,,live,cade,9.5,4.5,3,OV,2,,,,,,,,,,,
frenchmeadows,2019,fm10-15,,live,pila,59.7,28,12,CO,7,,,,,,,,,,,
frenchmeadows,2019,fm10-15,,live,abco ,16,10,4.5,OV,5,,,,,,,,,,,
frenchmeadows,2019,fm10-15,,live,abco ,14.4,10,5,OV,4.5,,,,,,,,,,,
frenchmeadows,2019,fm10-15,,live,abco ,13.6,9,5,OV,4.5,,,,,,,,,,,
frenchmeadows,2019,fm10-15,,live,cade,16.45,6,5,OV,2.5,,,,,,,,,,,
frenchmeadows,2019,fm10-15,,live,cade,21.5,10,6.5,IN,4,,,,,,,,,,,
frenchmeadows,2019,fm10-15,,live,abco,12.8,8,6,OV,2,,,,,,,,,,,
frenchmeadows,2019,fm10-15,,live,abco,24.5,14,10,IN,3.5,,,,,,,,,,,
frenchmeadows,2019,fm10-15,,live,pila,48.2,24,11,CO,6,,,,,,,,,,,
frenchmeadows,2019,fm10-15,,live,abma,27.9,11,6,IN,5,,,,,,,,,,,
frenchmeadows,2019,fm10-15,,live,abco,13.8,6,5,OV,1,,,,,,,,,,,
frenchmeadows,2019,fm10-15,,live,abco ,22.2,13,8,OV,4,,,,,,,,,,,
frenchmeadows,2019,fm10-15,,live,abco ,7.6,8,5,OV,1.5,,,,,,,,,,,
frenchmeadows,2019,fm10-15,,live,abco,9.9,5,2,OV,2.5,,,,,,,,,,,
frenchmeadows,2019,fm10-15,,live,abco ,14.8,9,3,OV,3.5,,,,,,,,,,,
frenchmeadows,2019,fm10-15,,live,abma,15.3,7,5,IN,2.5,,,,,,,,,,,
frenchmeadows,2019,fm10-15,,live,abco,8.4,4.5,2,OV,2.5,,,,,,,,,,,
frenchmeadows,2019,fm10-15,,live,abco ,11.6,6,4.5,IN,2.5,,,,,,,,,,,
frenchmeadows,2019,fm10-15,,live,cade,8.5,2,1,OV,1,,,,,,,,,,,
frenchmeadows,2019,fm10-15,,live,abma,8.4,4,2,IN,1,,,,,,,,,,,
frenchmeadows,2019,fm10-15,,live,cade,10.4,3,1.5,OV,1.25,,,,,,,,,,,
frenchmeadows,2019,fm10-15,,live,abco ,12.3,5,1.5,IN,2.5,,,,,,,,,,,
frenchmeadows,2019,fm10-15,,stump,abco ,,,,,,35,0.9,4,,,,,,,,
frenchmeadows,2019,fm10-15,,dead,abco,61.1,10,,,,,,4,,,,,,,,
frenchmeadows,2019,fm10-15,,dead,abco ,15,1.5,,,,,,5,,,,,,,,
frenchmeadows,2019,fm10-15,,live,pila,7.9,4.5,0.5,IN,1,,,,,,,,,,,
frenchmeadows,2019,fm10-15,,dead,abco,52.3,4,,,,,,5,,,,,,,,
frenchmeadows,2019,fm10-15,,live,abma,7.9,4,2,OV,1.5,,,,,,,,,,,
frenchmeadows,2019,fm10-15,,live,abco,16.2,9,4,IN,4,,,,,,,,,,,
frenchmeadows,2019,fm10-15,,live,abco,7.9,4,1,IN,1,,,,,,,,,,,
frenchmeadows,2019,fm10-15,,live,pila,31.2,16,4,IN,4,,,,,,,,,,,
frenchmeadows,2019,fm10-15,,live,abco,10,4.6,0.75,IN,2,,,,,,,,,,,
frenchmeadows,2019,fm10-15,,live,pila,27.9,9,3.5,IN,4.5,,,,,,,,,,,
frenchmeadows,2019,fm10-15,,live,abco,8.8,4.5,1,OV,2,,,,,,,,,,,
frenchmeadows,2019,fm10-15,,live,abco,15.2,4,1,IN,2,,,,,,,,,,,
frenchmeadows,2019,fm10-15,,live,abco ,10.5,5,2,IN,2,,,,,,,,,,,
frenchmeadows,2019,fm10-2,85,live,abma,13.9,11,5,IN,3.5,,,,,,,,,,,
frenchmeadows,2019,fm10-2,,live,abma,31,20,12,CO,2,,,,,,,,,,,
frenchmeadows,2019,fm10-2,,live,abma,14.7,9,7.5,IN,,,,,,,,,,,,
frenchmeadows,2019,fm10-2,,dead,abma,8.45,4,,,,,,,,,,,,,,
frenchmeadows,2019,fm10-2,,live,abma,23.8,16,4,CO,,,,,,,,,,,,
frenchmeadows,2019,fm10-2,,live,abco,8.7,7,6.5,OV,1,,,,,,,,,,,
frenchmeadows,2019,fm10-2,,live,amba,47,28,20,DO,5,,,,,,,,,,,
frenchmeadows,2019,fm10-2,,live,abma,21.1,9,7.5,OV,4.5,,,,,,,,,,,
frenchmeadows,2019,fm10-2,,live,abma,25,14,11.5,OV,6,,,,,,,,,,,
frenchmeadows,2019,fm10-2,,dead,abma,8.5,4,,,,,,2,,,,,,,,
frenchmeadows,2019,fm10-2,,live,abco,9.1,6,4.5,OV,1.5,,,,,,,,,,,
frenchmeadows,2019,fm10-2,,dead,abco,17.2,6,,,,,,3,,,,,,,,
frenchmeadows,2019,fm10-2,,live,abco,10.1,5,3.5,IN,2,,,,,,,,,,,
frenchmeadows,2019,fm10-2,,live,abma,9.3,4,3,OV,1,,,,,,,,,,,
frenchmeadows,2019,fm10-2,,live,abco,8.7,6,5.5,OV,1,,,,,,,,,,,
frenchmeadows,2019,fm10-2,,dead,abco,17.6,1.8,,,,,,4,,,,,,,,
frenchmeadows,2019,fm10-2,,live,abma,45.2,21,14,CO,7,,,,,,,,,,,
frenchmeadows,2019,fm10-2,,dead,abma,33,16,,,,,,2,,,,,,,,
frenchmeadows,2019,fm10-2,,live,cade,37.1,16,11.5,OV,6,,,,,,,,,,,
frenchmeadows,2019,fm10-2,,live,abma,51.3,30,15,DO,3,,,,,,,,,,,
frenchmeadows,2019,fm10-2,,live,abco,22.9,16,12,IN,5,,,,,,,,,,,
frenchmeadows,2019,fm10-2,,dead,abco,8.3,7,,,,,,1,,,,,,,,
frenchmeadows,2019,fm10-2,,stump,abco,,,,,,9.4,0.48,1,,,,,,,,
frenchmeadows,2019,fm10-2,,live,abco,11.2,7,6,OV,2,,,,,,,,,,,
frenchmeadows,2019,fm10-2,,live,abco,20.2,15,11,OV,6,,,,,,,,,,,
frenchmeadows,2019,fm10-2,,live,abco,20.3,17,12,IN,6,,,,,,,,,,,
frenchmeadows,2019,fm10-2,,dead,abma,13.7,6,,,,,,2,,,,,,,,
frenchmeadows,2019,fm10-2,,dead,abma,10.8,6,,,,,,2,,,,,,,,
frenchmeadows,2019,fm10-2,,live,abma,52.9,27,15,CO,5,,,,,,,,,,,
frenchmeadows,2019,fm10-2,,dead,abma,13.5,7,,,,,,2,,,,,,,,
frenchmeadows,2019,fm10-2,,live,abco,18.1,12,11,OV,5.5,,,,,,,,,,,
frenchmeadows,2019,fm10-2,,live,abco,9.9,6,4.5,OV,2,,,,,,,,,,,
frenchmeadows,2019,fm10-2,,live,abma,58.2,32,15,CO,9,,,,,,,,,,,
frenchmeadows,2019,fm10-2,,live,abco,12.6,9,6,OV,3,,,,,,,,,,,
frenchmeadows,2019,fm10-2,,live,abco,11.1,6,4.5,OV,2,,,,,,,,,,,
frenchmeadows,2019,fm10-2,,dead,dead ,8.2,9,,,,,,2,,,,,,,,
frenchmeadows,2019,fm10-2,,live,abco,11.4,9,7,OV,3.5,,,,,,,,,,,
frenchmeadows,2019,fm10-2,,live,abco,13.2,10,4,OV,3,,,,,,,,,,,
frenchmeadows,2019,fm10-2,,live,abco,20.1,13,9,IN,5.5,,,,,,,,,,,
frenchmeadows,2019,fm10-2,,live,abco,8.6,7,5,OV,2,,,,,,,,,,,
frenchmeadows,2019,fm10-2,,stump,abma,,,,,,22,0.62,1,,,,,,,,
frenchmeadows,2019,fm10-2,,live,cade,102.4,30,10,DO,8,,,,,,,,,,,
frenchmeadows,2019,fm10-2,,live,abco,12.8,6,4.5,OV,4,,,,,,,,,,,
frenchmeadows,2019,fm10-2,,live,abco,8,5,4,OV,2,,,,,,,,,,,
frenchmeadows,2019,fm10-2,,live,abco,7.9,5,4,OV,2,,,,,,,,,,,
frenchmeadows,2019,fm10-2,,live,abco,14.5,9,5,OV,3,,,,,,,,,,,
frenchmeadows,2019,fm10-2,,live,abco,14.1,7,5,OV,3.5,,,,,,,,,,,
frenchmeadows,2019,fm10-2,,live,abco,79.1,34,13,DO,6,,,,,,,,,,,
frenchmeadows,2019,fm10-2,,live,abma,9.2,6,4,OV,2.5,,,,,,,,,,,
frenchmeadows,2019,fm10-2,,live,abco,59.4,31,11,CO,6,,,,,,,,,,,
frenchmeadows,2019,fm10-2,,live,abco,79.3,41,15,DO,6.5,,,,,,,,,,,
frenchmeadows,2019,fm10-2,,live,abco,13.5,7,4.5,OV,5,,,,,,,,,,,
frenchmeadows,2019,fm10-2,,live,abco,9.7,5.5,4.5,OV,3.5,,,,,,,,,,,
frenchmeadows,2019,fm10-2,,live,abco,33.9,14,8,OV,5.5,,,,,,,,,,,
frenchmeadows,2019,fm10-2,,live,pila,20.1,9,5.5,OV,4,,,,,,,,,,,
frenchmeadows,2019,fm10-2,,live,abco,8.2,5,4.5,OV,4,,,,,,,,,,,
frenchmeadows,2019,fm10-2,,live,abco,8.4,5,4,OV,4,,,,,,,,,,,
frenchmeadows,2019,fm10-2,,live,abma,11.4,7,5,OV,4,,,,,,,,,,,
frenchmeadows,2019,fm10-2,,stump,abco,,,,,,13.5,1.5,4,,,,,,,,
frenchmeadows,2019,fm10-2,,live,abco,8.5,5,3,OV,1.5,,,,,,,,,,,
frenchmeadows,2019,fm10-2,,live,abco,9,6,5,OV,3.7,,,,,,,,,,,
frenchmeadows,2019,fm10-2,,live,abco,13.2,9,5.5,OV,3.5,,,,,,,,,,,
frenchmeadows,2019,fm10-3,86,live,abco,8.3,4,3,OV,1.5,,,,,,,,,,,
frenchmeadows,2019,fm10-3,,live,abco,17,9.6,4,OV,2,,,,,,,,,,,
frenchmeadows,2019,fm10-3,,live,abco,10.2,4,2.5,OV,1,,,,,,,,,,,
frenchmeadows,2019,fm10-3,,live,abco,8,4,3.5,OV,1,,,,,,,,,,,
frenchmeadows,2019,fm10-3,,live,abma,18,8,4,IN,2,,,,,,,,,,,
frenchmeadows,2019,fm10-3,,live,abco,10.1,7,5,OV,1.5,,,,,,,,,,,
frenchmeadows,2019,fm10-3,,live,abma,17.3,11,5,IN,3,,,,,,,,,,,
frenchmeadows,2019,fm10-3,,live,abco,83.7,44,19,DO,6.5,,,,,,,,,,,
frenchmeadows,2019,fm10-3,,live,abco,45,29,15,IN,5,,,,,,,,,,,
frenchmeadows,2019,fm10-3,,live,abma,9.6,5.5,4,OV,2,,,,,,,,,,,
frenchmeadows,2019,fm10-3,,live,abco,13,8,6,OV,1.5,,,,,,,,,,,
frenchmeadows,2019,fm10-3,,live,abco,16.6,7.5,3,IN,2.5,,,,,,,,,,,
frenchmeadows,2019,fm10-3,,live,abco,10.3,6,3.5,OV,3,,,,,,,,,,,
frenchmeadows,2019,fm10-3,,live,cade,123.4,41,8.5,CO,12,,,,,,,,,,,
frenchmeadows,2019,fm10-3,,live,abco,22.1,10,4,IN,3,,,,,,,,,,,
frenchmeadows,2019,fm10-3,,live,abma,18.1,9,2.5,IN,3,,,,,,,,,,,
frenchmeadows,2019,fm10-3,,live,abco,68.5,37,18,CO,9,,,,,,,,,,,
frenchmeadows,2019,fm10-3,,live,abco,9.6,4.5,2,IN,1.5,,,,,,,,,,,
frenchmeadows,2019,fm10-3,,stump,cade,,,,,,140,0.6,3,,,,,,,,
frenchmeadows,2019,fm10-3,,live,abma,12.5,6.8,2,IN,1,,,,,,,,,,,
frenchmeadows,2019,fm10-3,,live,abma,9.9,6,3,OV,1.5,,,,,,,,,,,
frenchmeadows,2019,fm10-3,,live,cade,8.7,4.5,2,OV,1.3,,,,,,,,,,,
frenchmeadows,2019,fm10-3,,live,abco,25.1,17,8,IN,2,,,,,,,,,,,
frenchmeadows,2019,fm10-3,,stump,abco,,,,,,60,0.3,5,,,,,,,,
