site,plotid,pre_post_fire,year,diamclass,n_trees_diamclass,n_trees_diamclass_acre
BurtonSP,Burton35,prefire,2020,[<20],1,10
BurtonSP,Burton35,prefire,2020,[20-40],8,80
BurtonSP,Burton35,prefire,2020,[40-60],6,60
BurtonSP,Burton35,prefire,2020,[>100],0,0
BurtonSP,Burton35,prefire,2020,[60-80],4,40
BurtonSP,Burton35,prefire,2020,[80-100],0,0
BurtonSP,Burton37,prefire,2020,[<20],4,40
BurtonSP,Burton37,prefire,2020,[20-40],3,30
BurtonSP,Burton37,prefire,2020,[40-60],6,60
BurtonSP,Burton37,prefire,2020,[>100],0,0
BurtonSP,Burton37,prefire,2020,[60-80],1,10
BurtonSP,Burton37,prefire,2020,[80-100],0,0
BurtonSP,Burton38,postfire,2020,[<20],0,0
BurtonSP,Burton38,postfire,2020,[20-40],0,0
BurtonSP,Burton38,postfire,2020,[40-60],3,30
BurtonSP,Burton38,postfire,2020,[>100],0,0
BurtonSP,Burton38,postfire,2020,[60-80],1,10
BurtonSP,Burton38,postfire,2020,[80-100],1,10
BurtonSP,Burton39,postfire,2020,[<20],0,0
BurtonSP,Burton39,postfire,2020,[20-40],4,40
BurtonSP,Burton39,postfire,2020,[40-60],1,10
BurtonSP,Burton39,postfire,2020,[>100],0,0
BurtonSP,Burton39,postfire,2020,[60-80],5,50
BurtonSP,Burton39,postfire,2020,[80-100],0,0
BurtonSP,burton4,prefire,2019,[<20],31,310
BurtonSP,burton4,prefire,2019,[20-40],11,110
BurtonSP,burton4,prefire,2019,[40-60],4,40
BurtonSP,burton4,prefire,2019,[>100],0,0
BurtonSP,burton4,prefire,2019,[60-80],1,10
BurtonSP,burton4,prefire,2019,[80-100],1,10
BurtonSP,Burton40,postfire,2020,[<20],1,10
BurtonSP,Burton40,postfire,2020,[20-40],6,60
BurtonSP,Burton40,postfire,2020,[40-60],0,0
BurtonSP,Burton40,postfire,2020,[>100],0,0
BurtonSP,Burton40,postfire,2020,[60-80],2,20
BurtonSP,Burton40,postfire,2020,[80-100],1,10
BurtonSP,Burton41,postfire,2020,[<20],0,0
BurtonSP,Burton41,postfire,2020,[20-40],1,10
BurtonSP,Burton41,postfire,2020,[40-60],4,40
BurtonSP,Burton41,postfire,2020,[>100],0,0
BurtonSP,Burton41,postfire,2020,[60-80],2,20
BurtonSP,Burton41,postfire,2020,[80-100],0,0
BurtonSP,Burton42,prefire,2020,[<20],0,0
BurtonSP,Burton42,prefire,2020,[20-40],0,0
BurtonSP,Burton42,prefire,2020,[40-60],0,0
BurtonSP,Burton42,prefire,2020,[>100],0,0
BurtonSP,Burton42,prefire,2020,[60-80],4,40
BurtonSP,Burton42,prefire,2020,[80-100],1,10
BurtonSP,Burton43,prefire,2020,[<20],1,10
BurtonSP,Burton43,prefire,2020,[20-40],10,100
BurtonSP,Burton43,prefire,2020,[40-60],4,40
BurtonSP,Burton43,prefire,2020,[>100],0,0
BurtonSP,Burton43,prefire,2020,[60-80],0,0
BurtonSP,Burton43,prefire,2020,[80-100],0,0
BurtonSP,Burton44,prefire,2020,[<20],0,0
BurtonSP,Burton44,prefire,2020,[20-40],3,30
BurtonSP,Burton44,prefire,2020,[40-60],7,70
BurtonSP,Burton44,prefire,2020,[>100],0,0
BurtonSP,Burton44,prefire,2020,[60-80],0,0
BurtonSP,Burton44,prefire,2020,[80-100],0,0
BurtonSP,Burton45,prefire,2020,[<20],1,10
BurtonSP,Burton45,prefire,2020,[20-40],8,80
BurtonSP,Burton45,prefire,2020,[40-60],2,20
BurtonSP,Burton45,prefire,2020,[>100],0,0
BurtonSP,Burton45,prefire,2020,[60-80],1,10
BurtonSP,Burton45,prefire,2020,[80-100],0,0
BurtonSP,Burton46,prefire,2020,[<20],11,110
BurtonSP,Burton46,prefire,2020,[20-40],5,50
BurtonSP,Burton46,prefire,2020,[40-60],2,20
BurtonSP,Burton46,prefire,2020,[>100],0,0
BurtonSP,Burton46,prefire,2020,[60-80],0,0
BurtonSP,Burton46,prefire,2020,[80-100],1,10
BurtonSP,Burton47,prefire,2020,[<20],0,0
BurtonSP,Burton47,prefire,2020,[20-40],3,30
BurtonSP,Burton47,prefire,2020,[40-60],1,10
BurtonSP,Burton47,prefire,2020,[>100],0,0
BurtonSP,Burton47,prefire,2020,[60-80],0,0
BurtonSP,Burton47,prefire,2020,[80-100],0,0
BurtonSP,burton5,prefire,2019,[<20],14,140
BurtonSP,burton5,prefire,2019,[20-40],9,90
BurtonSP,burton5,prefire,2019,[40-60],4,40
BurtonSP,burton5,prefire,2019,[>100],0,0
BurtonSP,burton5,prefire,2019,[60-80],2,20
BurtonSP,burton5,prefire,2019,[80-100],0,0
BurtonSP,burton6,prefire,2019,[<20],15,150
BurtonSP,burton6,prefire,2019,[20-40],21,210
BurtonSP,burton6,prefire,2019,[40-60],6,60
BurtonSP,burton6,prefire,2019,[>100],0,0
BurtonSP,burton6,prefire,2019,[60-80],1,10
BurtonSP,burton6,prefire,2019,[80-100],0,0
BurtonSP,burton7,prefire,2019,[<20],3,30
BurtonSP,burton7,prefire,2019,[20-40],4,40
BurtonSP,burton7,prefire,2019,[40-60],4,40
BurtonSP,burton7,prefire,2019,[>100],0,0
BurtonSP,burton7,prefire,2019,[60-80],2,20
BurtonSP,burton7,prefire,2019,[80-100],1,10
BurtonSP,burton8,prefire,2019,[<20],0,0
BurtonSP,burton8,prefire,2019,[20-40],2,20
BurtonSP,burton8,prefire,2019,[40-60],1,10
BurtonSP,burton8,prefire,2019,[>100],0,0
BurtonSP,burton8,prefire,2019,[60-80],1,10
BurtonSP,burton8,prefire,2019,[80-100],2,20
BurtonSP,burton9,prefire,2019,[<20],2,20
BurtonSP,burton9,prefire,2019,[20-40],4,40
BurtonSP,burton9,prefire,2019,[40-60],0,0
BurtonSP,burton9,prefire,2019,[>100],0,0
BurtonSP,burton9,prefire,2019,[60-80],2,20
BurtonSP,burton9,prefire,2019,[80-100],0,0
calaveras,BigTrees01,prefire,2020,[<20],2,20
calaveras,BigTrees01,prefire,2020,[20-40],1,10
calaveras,BigTrees01,prefire,2020,[40-60],0,0
calaveras,BigTrees01,prefire,2020,[>100],1,10
calaveras,BigTrees01,prefire,2020,[60-80],2,20
calaveras,BigTrees01,prefire,2020,[80-100],0,0
calaveras,BigTrees02,prefire,2020,[<20],0,0
calaveras,BigTrees02,prefire,2020,[20-40],0,0
calaveras,BigTrees02,prefire,2020,[40-60],0,0
calaveras,BigTrees02,prefire,2020,[>100],1,10
calaveras,BigTrees02,prefire,2020,[60-80],1,10
calaveras,BigTrees02,prefire,2020,[80-100],0,0
calaveras,BigTrees03,prefire,2020,[<20],0,0
calaveras,BigTrees03,prefire,2020,[20-40],2,20
calaveras,BigTrees03,prefire,2020,[40-60],2,20
calaveras,BigTrees03,prefire,2020,[>100],0,0
calaveras,BigTrees03,prefire,2020,[60-80],4,40
calaveras,BigTrees03,prefire,2020,[80-100],0,0
calaveras,BigTrees04,prefire,2020,[<20],2,20
calaveras,BigTrees04,prefire,2020,[20-40],3,30
calaveras,BigTrees04,prefire,2020,[40-60],2,20
calaveras,BigTrees04,prefire,2020,[>100],0,0
calaveras,BigTrees04,prefire,2020,[60-80],1,10
calaveras,BigTrees04,prefire,2020,[80-100],0,0
calaveras,BigTrees05,prefire,2020,[<20],0,0
calaveras,BigTrees05,prefire,2020,[20-40],1,10
calaveras,BigTrees05,prefire,2020,[40-60],6,60
calaveras,BigTrees05,prefire,2020,[>100],0,0
calaveras,BigTrees05,prefire,2020,[60-80],0,0
calaveras,BigTrees05,prefire,2020,[80-100],0,0
calaveras,BigTrees06,prefire,2020,[<20],5,50
calaveras,BigTrees06,prefire,2020,[20-40],7,70
calaveras,BigTrees06,prefire,2020,[40-60],2,20
calaveras,BigTrees06,prefire,2020,[>100],0,0
calaveras,BigTrees06,prefire,2020,[60-80],4,40
calaveras,BigTrees06,prefire,2020,[80-100],0,0
calaveras,BigTrees07,prefire,2020,[<20],1,10
calaveras,BigTrees07,prefire,2020,[20-40],0,0
calaveras,BigTrees07,prefire,2020,[40-60],0,0
calaveras,BigTrees07,prefire,2020,[>100],0,0
calaveras,BigTrees07,prefire,2020,[60-80],3,30
calaveras,BigTrees07,prefire,2020,[80-100],2,20
calaveras,BigTrees08,prefire,2020,[<20],0,0
calaveras,BigTrees08,prefire,2020,[20-40],5,50
calaveras,BigTrees08,prefire,2020,[40-60],3,30
calaveras,BigTrees08,prefire,2020,[>100],3,30
calaveras,BigTrees08,prefire,2020,[60-80],4,40
calaveras,BigTrees08,prefire,2020,[80-100],1,10
calaveras,BigTrees09,prefire,2020,[<20],0,0
calaveras,BigTrees09,prefire,2020,[20-40],3,30
calaveras,BigTrees09,prefire,2020,[40-60],5,50
calaveras,BigTrees09,prefire,2020,[>100],0,0
calaveras,BigTrees09,prefire,2020,[60-80],2,20
calaveras,BigTrees09,prefire,2020,[80-100],0,0
calaveras,BigTrees10,prefire,2020,[<20],0,0
calaveras,BigTrees10,prefire,2020,[20-40],4,40
calaveras,BigTrees10,prefire,2020,[40-60],2,20
calaveras,BigTrees10,prefire,2020,[>100],1,10
calaveras,BigTrees10,prefire,2020,[60-80],0,0
calaveras,BigTrees10,prefire,2020,[80-100],1,10
calaveras,BigTrees11,prefire,2020,[<20],16,160
calaveras,BigTrees11,prefire,2020,[20-40],3,30
calaveras,BigTrees11,prefire,2020,[40-60],2,20
calaveras,BigTrees11,prefire,2020,[>100],0,0
calaveras,BigTrees11,prefire,2020,[60-80],0,0
calaveras,BigTrees11,prefire,2020,[80-100],0,0
calaveras,BigTrees12,prefire,2020,[<20],7,70
calaveras,BigTrees12,prefire,2020,[20-40],8,80
calaveras,BigTrees12,prefire,2020,[40-60],5,50
calaveras,BigTrees12,prefire,2020,[>100],0,0
calaveras,BigTrees12,prefire,2020,[60-80],1,10
calaveras,BigTrees12,prefire,2020,[80-100],0,0
calaveras,BigTrees13,prefire,2020,[<20],1,10
calaveras,BigTrees13,prefire,2020,[20-40],2,20
calaveras,BigTrees13,prefire,2020,[40-60],1,10
calaveras,BigTrees13,prefire,2020,[>100],0,0
calaveras,BigTrees13,prefire,2020,[60-80],1,10
calaveras,BigTrees13,prefire,2020,[80-100],3,30
calaveras,BigTrees14,prefire,2020,[<20],2,20
calaveras,BigTrees14,prefire,2020,[20-40],1,10
calaveras,BigTrees14,prefire,2020,[40-60],2,20
calaveras,BigTrees14,prefire,2020,[>100],0,0
calaveras,BigTrees14,prefire,2020,[60-80],3,30
calaveras,BigTrees14,prefire,2020,[80-100],0,0
calaveras,BigTrees15,prefire,2020,[<20],3,30
calaveras,BigTrees15,prefire,2020,[20-40],5,50
calaveras,BigTrees15,prefire,2020,[40-60],3,30
calaveras,BigTrees15,prefire,2020,[>100],0,0
calaveras,BigTrees15,prefire,2020,[60-80],2,20
calaveras,BigTrees15,prefire,2020,[80-100],1,10
calaveras,BigTrees17,prefire,2020,[<20],0,0
calaveras,BigTrees17,prefire,2020,[20-40],4,40
calaveras,BigTrees17,prefire,2020,[40-60],2,20
calaveras,BigTrees17,prefire,2020,[>100],2,20
calaveras,BigTrees17,prefire,2020,[60-80],1,10
calaveras,BigTrees17,prefire,2020,[80-100],0,0
calaveras,BigTrees18 ,prefire,2020,[<20],1,10
calaveras,BigTrees18 ,prefire,2020,[20-40],0,0
calaveras,BigTrees18 ,prefire,2020,[40-60],0,0
calaveras,BigTrees18 ,prefire,2020,[>100],0,0
calaveras,BigTrees18 ,prefire,2020,[60-80],1,10
calaveras,BigTrees18 ,prefire,2020,[80-100],0,0
calaveras,BigTrees18,prefire,2020,[<20],1,10
calaveras,BigTrees18,prefire,2020,[20-40],1,10
calaveras,BigTrees18,prefire,2020,[40-60],0,0
calaveras,BigTrees18,prefire,2020,[>100],0,0
calaveras,BigTrees18,prefire,2020,[60-80],0,0
calaveras,BigTrees18,prefire,2020,[80-100],3,30
calaveras,BigTrees19,prefire,2020,[<20],1,10
calaveras,BigTrees19,prefire,2020,[20-40],2,20
calaveras,BigTrees19,prefire,2020,[40-60],1,10
calaveras,BigTrees19,prefire,2020,[>100],0,0
calaveras,BigTrees19,prefire,2020,[60-80],0,0
calaveras,BigTrees19,prefire,2020,[80-100],0,0
calaveras,BigTrees20,prefire,2020,[<20],0,0
calaveras,BigTrees20,prefire,2020,[20-40],2,20
calaveras,BigTrees20,prefire,2020,[40-60],1,10
calaveras,BigTrees20,prefire,2020,[>100],3,30
calaveras,BigTrees20,prefire,2020,[60-80],0,0
calaveras,BigTrees20,prefire,2020,[80-100],1,10
calaveras,BigTrees21,prefire,2020,[<20],0,0
calaveras,BigTrees21,prefire,2020,[20-40],4,40
calaveras,BigTrees21,prefire,2020,[40-60],0,0
calaveras,BigTrees21,prefire,2020,[>100],1,10
calaveras,BigTrees21,prefire,2020,[60-80],0,0
calaveras,BigTrees21,prefire,2020,[80-100],0,0
calaveras,BigTrees22,prefire,2020,[<20],0,0
calaveras,BigTrees22,prefire,2020,[20-40],1,10
calaveras,BigTrees22,prefire,2020,[40-60],0,0
calaveras,BigTrees22,prefire,2020,[>100],2,20
calaveras,BigTrees22,prefire,2020,[60-80],1,10
calaveras,BigTrees22,prefire,2020,[80-100],0,0
calaveras,BigTrees23,prefire,2020,[<20],0,0
calaveras,BigTrees23,prefire,2020,[20-40],1,10
calaveras,BigTrees23,prefire,2020,[40-60],3,30
calaveras,BigTrees23,prefire,2020,[>100],0,0
calaveras,BigTrees23,prefire,2020,[60-80],4,40
calaveras,BigTrees23,prefire,2020,[80-100],0,0
calaveras,BigTrees24,prefire,2020,[<20],2,20
calaveras,BigTrees24,prefire,2020,[20-40],4,40
calaveras,BigTrees24,prefire,2020,[40-60],5,50
calaveras,BigTrees24,prefire,2020,[>100],1,10
calaveras,BigTrees24,prefire,2020,[60-80],0,0
calaveras,BigTrees24,prefire,2020,[80-100],0,0
calaveras,BigTrees25,prefire,2020,[<20],2,20
calaveras,BigTrees25,prefire,2020,[20-40],2,20
calaveras,BigTrees25,prefire,2020,[40-60],1,10
calaveras,BigTrees25,prefire,2020,[>100],1,10
calaveras,BigTrees25,prefire,2020,[60-80],0,0
calaveras,BigTrees25,prefire,2020,[80-100],0,0
calaveras,BigTrees27,prefire,2020,[<20],0,0
calaveras,BigTrees27,prefire,2020,[20-40],1,10
calaveras,BigTrees27,prefire,2020,[40-60],1,10
calaveras,BigTrees27,prefire,2020,[>100],2,20
calaveras,BigTrees27,prefire,2020,[60-80],0,0
calaveras,BigTrees27,prefire,2020,[80-100],0,0
calaveras,BigTrees28,prefire,2020,[<20],1,10
calaveras,BigTrees28,prefire,2020,[20-40],1,10
calaveras,BigTrees28,prefire,2020,[40-60],0,0
calaveras,BigTrees28,prefire,2020,[>100],1,10
calaveras,BigTrees28,prefire,2020,[60-80],2,20
calaveras,BigTrees28,prefire,2020,[80-100],1,10
calaveras,BigTrees29,prefire,2020,[<20],0,0
calaveras,BigTrees29,prefire,2020,[20-40],0,0
calaveras,BigTrees29,prefire,2020,[40-60],0,0
calaveras,BigTrees29,prefire,2020,[>100],2,20
calaveras,BigTrees29,prefire,2020,[60-80],0,0
calaveras,BigTrees29,prefire,2020,[80-100],0,0
calaveras,BigTrees30,prefire,2020,[<20],0,0
calaveras,BigTrees30,prefire,2020,[20-40],1,10
calaveras,BigTrees30,prefire,2020,[40-60],2,20
calaveras,BigTrees30,prefire,2020,[>100],2,20
calaveras,BigTrees30,prefire,2020,[60-80],2,20
calaveras,BigTrees30,prefire,2020,[80-100],0,0
calaveras,BigTrees32,prefire,2020,[<20],5,50
calaveras,BigTrees32,prefire,2020,[20-40],2,20
calaveras,BigTrees32,prefire,2020,[40-60],1,10
calaveras,BigTrees32,prefire,2020,[>100],1,10
calaveras,BigTrees32,prefire,2020,[60-80],1,10
calaveras,BigTrees32,prefire,2020,[80-100],0,0
calaveras,BigTrees33,prefire,2020,[<20],1,10
calaveras,BigTrees33,prefire,2020,[20-40],0,0
calaveras,BigTrees33,prefire,2020,[40-60],1,10
calaveras,BigTrees33,prefire,2020,[>100],0,0
calaveras,BigTrees33,prefire,2020,[60-80],0,0
calaveras,BigTrees33,prefire,2020,[80-100],0,0
calaveras,BigTrees34,prefire,2020,[<20],1,10
calaveras,BigTrees34,prefire,2020,[20-40],8,80
calaveras,BigTrees34,prefire,2020,[40-60],3,30
calaveras,BigTrees34,prefire,2020,[>100],1,10
calaveras,BigTrees34,prefire,2020,[60-80],1,10
calaveras,BigTrees34,prefire,2020,[80-100],0,0
calaveras,BigTrees35,prefire,2020,[<20],1,10
calaveras,BigTrees35,prefire,2020,[20-40],3,30
calaveras,BigTrees35,prefire,2020,[40-60],1,10
calaveras,BigTrees35,prefire,2020,[>100],4,40
calaveras,BigTrees35,prefire,2020,[60-80],0,0
calaveras,BigTrees35,prefire,2020,[80-100],0,0
calaveras,BigTrees36,prefire,2020,[<20],2,20
calaveras,BigTrees36,prefire,2020,[20-40],5,50
calaveras,BigTrees36,prefire,2020,[40-60],0,0
calaveras,BigTrees36,prefire,2020,[>100],1,10
calaveras,BigTrees36,prefire,2020,[60-80],1,10
calaveras,BigTrees36,prefire,2020,[80-100],2,20
caples,1,postfire,2020,[<20],0,0
caples,1,postfire,2020,[20-40],0,0
caples,1,postfire,2020,[40-60],0,0
caples,1,postfire,2020,[>100],0,0
caples,1,postfire,2020,[60-80],0,0
caples,1,postfire,2020,[80-100],2,20
caples,1,prefire,2013-2018,[<20],6,60
caples,1,prefire,2013-2018,[20-40],8,80
caples,1,prefire,2013-2018,[40-60],6,60
caples,1,prefire,2013-2018,[>100],0,0
caples,1,prefire,2013-2018,[60-80],0,0
caples,1,prefire,2013-2018,[80-100],2,20
caples,1,prefire,2019,[<20],0,0
caples,1,prefire,2019,[20-40],0,0
caples,1,prefire,2019,[40-60],4,40
caples,1,prefire,2019,[>100],0,0
caples,1,prefire,2019,[60-80],0,0
caples,1,prefire,2019,[80-100],2,20
caples,10,prefire,2013-2018,[<20],0,0
caples,10,prefire,2013-2018,[20-40],4,40
caples,10,prefire,2013-2018,[40-60],0,0
caples,10,prefire,2013-2018,[>100],0,0
caples,10,prefire,2013-2018,[60-80],0,0
caples,10,prefire,2013-2018,[80-100],0,0
caples,100,postfire,2020,[<20],8,80
caples,100,postfire,2020,[20-40],4,40
caples,100,postfire,2020,[40-60],0,0
caples,100,postfire,2020,[>100],0,0
caples,100,postfire,2020,[60-80],0,0
caples,100,postfire,2020,[80-100],0,0
caples,100,prefire,2013-2018,[<20],26,260
caples,100,prefire,2013-2018,[20-40],16,160
caples,100,prefire,2013-2018,[40-60],0,0
caples,100,prefire,2013-2018,[>100],0,0
caples,100,prefire,2013-2018,[60-80],0,0
caples,100,prefire,2013-2018,[80-100],0,0
caples,101,prefire,2013-2018,[<20],2,20
caples,101,prefire,2013-2018,[20-40],6,60
caples,101,prefire,2013-2018,[40-60],2,20
caples,101,prefire,2013-2018,[>100],0,0
caples,101,prefire,2013-2018,[60-80],2,20
caples,101,prefire,2013-2018,[80-100],0,0
caples,102,prefire,2013-2018,[<20],18,180
caples,102,prefire,2013-2018,[20-40],10,100
caples,102,prefire,2013-2018,[40-60],0,0
caples,102,prefire,2013-2018,[>100],0,0
caples,102,prefire,2013-2018,[60-80],0,0
caples,102,prefire,2013-2018,[80-100],0,0
caples,103,postfire,2020,[<20],2,20
caples,103,postfire,2020,[20-40],14,140
caples,103,postfire,2020,[40-60],6,60
caples,103,postfire,2020,[>100],0,0
caples,103,postfire,2020,[60-80],6,60
caples,103,postfire,2020,[80-100],2,20
caples,103,prefire,2013-2018,[<20],14,140
caples,103,prefire,2013-2018,[20-40],22,220
caples,103,prefire,2013-2018,[40-60],8,80
caples,103,prefire,2013-2018,[>100],0,0
caples,103,prefire,2013-2018,[60-80],6,60
caples,103,prefire,2013-2018,[80-100],2,20
caples,104,prefire,2013-2018,[<20],18,180
caples,104,prefire,2013-2018,[20-40],16,160
caples,104,prefire,2013-2018,[40-60],4,40
caples,104,prefire,2013-2018,[>100],2,20
caples,104,prefire,2013-2018,[60-80],0,0
caples,104,prefire,2013-2018,[80-100],2,20
caples,105,postfire,2020,[<20],12,120
caples,105,postfire,2020,[20-40],12,120
caples,105,postfire,2020,[40-60],4,40
caples,105,postfire,2020,[>100],0,0
caples,105,postfire,2020,[60-80],2,20
caples,105,postfire,2020,[80-100],4,40
caples,105,prefire,2013-2018,[<20],62,620
caples,105,prefire,2013-2018,[20-40],14,140
caples,105,prefire,2013-2018,[40-60],2,20
caples,105,prefire,2013-2018,[>100],0,0
caples,105,prefire,2013-2018,[60-80],2,20
caples,105,prefire,2013-2018,[80-100],6,60
caples,106,prefire,2013-2018,[<20],26,260
caples,106,prefire,2013-2018,[20-40],8,80
caples,106,prefire,2013-2018,[40-60],4,40
caples,106,prefire,2013-2018,[>100],4,40
caples,106,prefire,2013-2018,[60-80],2,20
caples,106,prefire,2013-2018,[80-100],0,0
caples,107,prefire,2013-2018,[<20],44,440
caples,107,prefire,2013-2018,[20-40],36,360
caples,107,prefire,2013-2018,[40-60],8,80
caples,107,prefire,2013-2018,[>100],0,0
caples,107,prefire,2013-2018,[60-80],6,60
caples,107,prefire,2013-2018,[80-100],2,20
caples,108,prefire,2013-2018,[<20],22,220
caples,108,prefire,2013-2018,[20-40],12,120
caples,108,prefire,2013-2018,[40-60],12,120
caples,108,prefire,2013-2018,[>100],0,0
caples,108,prefire,2013-2018,[60-80],2,20
caples,108,prefire,2013-2018,[80-100],2,20
caples,109,prefire,2013-2018,[<20],12,120
caples,109,prefire,2013-2018,[20-40],4,40
caples,109,prefire,2013-2018,[40-60],8,80
caples,109,prefire,2013-2018,[>100],0,0
caples,109,prefire,2013-2018,[60-80],2,20
caples,109,prefire,2013-2018,[80-100],0,0
caples,11,postfire,2020,[<20],2,20
caples,11,postfire,2020,[20-40],32,320
caples,11,postfire,2020,[40-60],4,40
caples,11,postfire,2020,[>100],0,0
caples,11,postfire,2020,[60-80],0,0
caples,11,postfire,2020,[80-100],0,0
caples,11,prefire,2013-2018,[<20],38,380
caples,11,prefire,2013-2018,[20-40],52,520
caples,11,prefire,2013-2018,[40-60],2,20
caples,11,prefire,2013-2018,[>100],0,0
caples,11,prefire,2013-2018,[60-80],0,0
caples,11,prefire,2013-2018,[80-100],0,0
caples,110,prefire,2013-2018,[<20],16,160
caples,110,prefire,2013-2018,[20-40],20,200
caples,110,prefire,2013-2018,[40-60],20,200
caples,110,prefire,2013-2018,[>100],0,0
caples,110,prefire,2013-2018,[60-80],8,80
caples,110,prefire,2013-2018,[80-100],0,0
caples,111,postfire,2020,[<20],0,0
caples,111,postfire,2020,[20-40],0,0
caples,111,postfire,2020,[40-60],0,0
caples,111,postfire,2020,[>100],2,20
caples,111,postfire,2020,[60-80],0,0
caples,111,postfire,2020,[80-100],0,0
caples,111,prefire,2013-2018,[<20],6,60
caples,111,prefire,2013-2018,[20-40],2,20
caples,111,prefire,2013-2018,[40-60],2,20
caples,111,prefire,2013-2018,[>100],4,40
caples,111,prefire,2013-2018,[60-80],2,20
caples,111,prefire,2013-2018,[80-100],2,20
caples,112,prefire,2013-2018,[<20],4,40
caples,112,prefire,2013-2018,[20-40],4,40
caples,112,prefire,2013-2018,[40-60],10,100
caples,112,prefire,2013-2018,[>100],0,0
caples,112,prefire,2013-2018,[60-80],0,0
caples,112,prefire,2013-2018,[80-100],0,0
caples,113,prefire,2013-2018,[<20],8,80
caples,113,prefire,2013-2018,[20-40],20,200
caples,113,prefire,2013-2018,[40-60],8,80
caples,113,prefire,2013-2018,[>100],2,20
caples,113,prefire,2013-2018,[60-80],2,20
caples,113,prefire,2013-2018,[80-100],0,0
caples,114,prefire,2013-2018,[<20],56,560
caples,114,prefire,2013-2018,[20-40],28,280
caples,114,prefire,2013-2018,[40-60],10,100
caples,114,prefire,2013-2018,[>100],0,0
caples,114,prefire,2013-2018,[60-80],8,80
caples,114,prefire,2013-2018,[80-100],0,0
caples,115,postfire,2020,[<20],2,20
caples,115,postfire,2020,[20-40],2,20
caples,115,postfire,2020,[40-60],2,20
caples,115,postfire,2020,[>100],0,0
caples,115,postfire,2020,[60-80],2,20
caples,115,postfire,2020,[80-100],0,0
caples,115,prefire,2013-2018,[<20],4,40
caples,115,prefire,2013-2018,[20-40],8,80
caples,115,prefire,2013-2018,[40-60],2,20
caples,115,prefire,2013-2018,[>100],0,0
caples,115,prefire,2013-2018,[60-80],2,20
caples,115,prefire,2013-2018,[80-100],0,0
caples,116,prefire,2013-2018,[<20],18,180
caples,116,prefire,2013-2018,[20-40],18,180
caples,116,prefire,2013-2018,[40-60],14,140
caples,116,prefire,2013-2018,[>100],0,0
caples,116,prefire,2013-2018,[60-80],12,120
caples,116,prefire,2013-2018,[80-100],4,40
caples,117,postfire,2020,[<20],22,220
caples,117,postfire,2020,[20-40],22,220
caples,117,postfire,2020,[40-60],2,20
caples,117,postfire,2020,[>100],0,0
caples,117,postfire,2020,[60-80],0,0
caples,117,postfire,2020,[80-100],2,20
caples,117,prefire,2013-2018,[<20],64,640
caples,117,prefire,2013-2018,[20-40],28,280
caples,117,prefire,2013-2018,[40-60],2,20
caples,117,prefire,2013-2018,[>100],0,0
caples,117,prefire,2013-2018,[60-80],0,0
caples,117,prefire,2013-2018,[80-100],2,20
caples,118,postfire,2020,[<20],0,0
caples,118,postfire,2020,[20-40],2,20
caples,118,postfire,2020,[40-60],8,80
caples,118,postfire,2020,[>100],0,0
caples,118,postfire,2020,[60-80],0,0
caples,118,postfire,2020,[80-100],2,20
caples,118,prefire,2013-2018,[<20],20,200
caples,118,prefire,2013-2018,[20-40],12,120
caples,118,prefire,2013-2018,[40-60],8,80
caples,118,prefire,2013-2018,[>100],4,40
caples,118,prefire,2013-2018,[60-80],4,40
caples,118,prefire,2013-2018,[80-100],0,0
caples,119,postfire,2020,[<20],0,0
caples,119,postfire,2020,[20-40],0,0
caples,119,postfire,2020,[40-60],4,40
caples,119,postfire,2020,[>100],2,20
caples,119,postfire,2020,[60-80],0,0
caples,119,postfire,2020,[80-100],0,0
caples,119,prefire,2013-2018,[<20],18,180
caples,119,prefire,2013-2018,[20-40],6,60
caples,119,prefire,2013-2018,[40-60],8,80
caples,119,prefire,2013-2018,[>100],2,20
caples,119,prefire,2013-2018,[60-80],0,0
caples,119,prefire,2013-2018,[80-100],0,0
caples,12,prefire,2013-2018,[<20],34,340
caples,12,prefire,2013-2018,[20-40],20,200
caples,12,prefire,2013-2018,[40-60],4,40
caples,12,prefire,2013-2018,[>100],0,0
caples,12,prefire,2013-2018,[60-80],6,60
caples,12,prefire,2013-2018,[80-100],2,20
caples,120,prefire,2013-2018,[<20],48,480
caples,120,prefire,2013-2018,[20-40],46,460
caples,120,prefire,2013-2018,[40-60],8,80
caples,120,prefire,2013-2018,[>100],2,20
caples,120,prefire,2013-2018,[60-80],0,0
caples,120,prefire,2013-2018,[80-100],0,0
caples,121,postfire,2020,[<20],10,100
caples,121,postfire,2020,[20-40],0,0
caples,121,postfire,2020,[40-60],0,0
caples,121,postfire,2020,[>100],0,0
caples,121,postfire,2020,[60-80],0,0
caples,121,postfire,2020,[80-100],0,0
caples,121,prefire,2013-2018,[<20],22,220
caples,121,prefire,2013-2018,[20-40],6,60
caples,121,prefire,2013-2018,[40-60],0,0
caples,121,prefire,2013-2018,[>100],0,0
caples,121,prefire,2013-2018,[60-80],0,0
caples,121,prefire,2013-2018,[80-100],0,0
caples,121,prefire,2019,[<20],2,20
caples,121,prefire,2019,[20-40],0,0
caples,121,prefire,2019,[40-60],0,0
caples,121,prefire,2019,[>100],0,0
caples,121,prefire,2019,[60-80],0,0
caples,121,prefire,2019,[80-100],0,0
caples,122,postfire,2020,[<20],18,180
caples,122,postfire,2020,[20-40],34,340
