site,plotid,pre_post_fire,year,status,BA_m2_acre_plot,n_trees_totalPlot
Modoc,Modoc24,prefire,2020,LIVE,10.2783172688232,8
Modoc,Modoc25,prefire,2020,LIVE,11.0544870038007,6
Modoc,Modoc26,prefire,2020,DEAD,1.28189546637078,1
Modoc,Modoc26,prefire,2020,LIVE,12.2533973002269,10
Modoc,Modoc27,prefire,2020,LIVE,5.81743634230327,5
Modoc,Modoc28,prefire,2020,LIVE,0.6696618900392,1
slypark,hcp1,prefire,2019,DEAD,0.522792433483878,1
slypark,hcp1,prefire,2019,LIVE,24.6111268924796,10
slypark,hcp10,prefire,2019,LIVE,19.6181387102579,9
slypark,hcp11,prefire,2019,LIVE,17.1113598301973,8
slypark,hcp2,prefire,2019,DEAD,1.76460117759485,1
slypark,hcp2,prefire,2019,LIVE,14.047969271737,6
slypark,hcp3,prefire,2019,LIVE,38.2511289422214,10
slypark,hcp4,prefire,2019,LIVE,24.9588069514524,14
slypark,hcp5,prefire,2019,LIVE,7.54516307612661,6
slypark,hcp6,prefire,2019,LIVE,8.92841417548383,3
slypark,hcp7 ,prefire,2019,LIVE,9.59305737125892,10
slypark,hcp8,prefire,2019,LIVE,6.62154268995284,7
slypark,hcp9,prefire,2019,LIVE,27.3073202476067,12
slypark,spi1,prefire,2019,LIVE,13.5319685688711,16
slypark,spi10,prefire,2019,LIVE,14.5206847183227,10
slypark,spi11,prefire,2019,DEAD,0.221670777637296,1
slypark,spi11,prefire,2019,LIVE,23.0919233710383,20
slypark,spi2,prefire,2019,LIVE,14.3430512157071,15
slypark,spi3,prefire,2019,LIVE,9.20333494859947,2
slypark,spi4,prefire,2019,LIVE,6.37976571933257,3
slypark,spi5,prefire,2019,LIVE,10.3124977968942,4
slypark,spi6,prefire,2019,DEAD,5.79530382205873,1
slypark,spi6,prefire,2019,LIVE,18.7238293835421,4
slypark,spi7,prefire,2019,LIVE,14.7670150347952,11
slypark,spi8,prefire,2019,LIVE,10.6132031917142,9
slypark,spi9,prefire,2019,LIVE,12.0152017452317,9
springsfire,springs01,postfire,2020,LIVE,15.492239917904,11
springsfire,springs01,prefire,2019,LIVE,15.1199749329215,11
springsfire,springs02,postfire,2020,LIVE,7.65639116402695,6
springsfire,springs02,prefire,2019,LIVE,7.51791761383835,6
springsfire,springs03,postfire,2020,LIVE,14.2694436998335,10
springsfire,springs03,prefire,2019,LIVE,14.5592948920353,10
springsfire,springs04,postfire,2020,LIVE,3.99498273599256,3
springsfire,springs04,prefire,2019,LIVE,3.89212699251403,3
springsfire,springs05,postfire,2020,LIVE,14.5714135856965,5
springsfire,springs05,prefire,2019,LIVE,13.934094392026,5
springsfire,springs06,postfire,2020,DEAD,0.300344111664818,3
springsfire,springs06,postfire,2020,LIVE,12.7421819932357,26
springsfire,springs06,prefire,2019,DEAD,0.203583057934253,1
springsfire,springs06,prefire,2019,LIVE,12.9810215747249,28
springsfire,springs07,postfire,2020,DEAD,0.103868907109313,1
springsfire,springs07,postfire,2020,LIVE,18.7311964183148,17
springsfire,springs07,prefire,2019,DEAD,0.113097335529233,1
springsfire,springs07,prefire,2019,LIVE,18.8754112290778,17
springsfire,springs08,postfire,2020,DEAD,1.09533198663735,5
springsfire,springs08,postfire,2020,LIVE,16.7395680476082,12
springsfire,springs08,prefire,2019,LIVE,17.7420188474422,17
springsfire,springs09,postfire,2020,DEAD,4.21770594716881,4
springsfire,springs09,postfire,2020,LIVE,5.7215078106259,10
springsfire,springs10,postfire,2020,DEAD,0.0502654824574367,1
springsfire,springs10,postfire,2020,LIVE,18.0160678285965,12
springsfire,springs10,prefire,2019,LIVE,18.1053597457931,13
springsfire,springs11,postfire,2020,LIVE,11.8943839457563,5
springsfire,springs11,prefire,2019,LIVE,11.7766606150447,5
springsfire,springs12,postfire,2020,LIVE,13.3563869189574,9
springsfire,springs12,prefire,2019,LIVE,13.2801718811813,9
springsfire,springs13,postfire,2020,LIVE,4.14257475885821,5
springsfire,springs13,prefire,2019,LIVE,4.0220397027216,5
springsfire,springs14,postfire,2020,LIVE,12.8212244644,10
springsfire,springs14,prefire,2019,LIVE,12.5455261471026,10
springsfire,springs15,postfire,2020,DEAD,0.103868907109313,1
springsfire,springs15,postfire,2020,LIVE,8.48558312901544,6
springsfire,springs15,prefire,2019,LIVE,8.70676695979143,7
springsfire,springs16,postfire,2020,LIVE,12.7129730355389,5
springsfire,springs16,prefire,2019,LIVE,10.6908398001661,5
springsfire,springs17,postfire,2020,LIVE,6.87035682811715,3
springsfire,springs17,prefire,2019,LIVE,7.02732650505377,3
springsfire,springs18,postfire,2020,LIVE,13.3297854831631,9
springsfire,springs18,prefire,2019,LIVE,13.1857198980511,9
springsfire,springs19,postfire,2020,LIVE,9.48684012364105,6
springsfire,springs19,prefire,2019,LIVE,9.4087401302728,6
springsfire,springs20,postfire,2020,DEAD,0.0967689077121996,1
springsfire,springs20,postfire,2020,LIVE,6.7133321733091,5
springsfire,springs20,prefire,2019,LIVE,6.64286035960286,6
springsfire,springs21,postfire,2020,LIVE,11.3702798973396,8
springsfire,springs21,prefire,2019,LIVE,10.1485616382483,8
springsfire,springs22,postfire,2020,LIVE,24.0727069990395,14
springsfire,springs22,prefire,2019,LIVE,11.8829485484973,7
springsfire,springs23,postfire,2020,LIVE,9.63404730140663,6
springsfire,springs23,prefire,2019,LIVE,7.72413960960162,5
springsfire,springs24,postfire,2020,DEAD,0.41547562843725,1
springsfire,springs24,postfire,2020,LIVE,9.37594190296933,5
springsfire,springs24,prefire,2019,LIVE,9.68242782827191,6
springsfire,springs25,postfire,2020,LIVE,3.80032965517614,3
springsfire,springs25,prefire,2019,LIVE,3.76382434854142,3
springsfire,springs26,postfire,2020,DEAD,3.68608563832834,16
springsfire,springs26,postfire,2020,LIVE,13.7343754930557,15
springsfire,springs26,prefire,2019,DEAD,5.73882584012882,2
springsfire,springs26,prefire,2019,LIVE,17.3938125717,31
springsfire,springs27,postfire,2020,DEAD,0.871053687097574,3
springsfire,springs27,postfire,2020,LIVE,11.3998972620813,16
springsfire,springs27,prefire,2019,DEAD,1.05762502081264,3
springsfire,springs27,prefire,2019,LIVE,11.4275511314145,16
springsfire,springs28,postfire,2020,DEAD,0.346596209507294,4
springsfire,springs28,postfire,2020,LIVE,15.919683050856,23
springsfire,springs28,prefire,2019,LIVE,17.5167038223268,28
springsfire,springs29,postfire,2020,LIVE,7.33244583755204,5
springsfire,springs29,prefire,2019,LIVE,7.10506521526685,5
springsfire,springs30,postfire,2020,DEAD,0.712662439485211,9
springsfire,springs30,postfire,2020,LIVE,17.4187646713511,20
springsfire,springs30,prefire,2019,LIVE,18.7812027193783,33
springsfire,springs31,postfire,2020,DEAD,1.00521540136913,5
springsfire,springs31,postfire,2020,LIVE,15.6091209090854,16
springsfire,springs32,prefire,2019,LIVE,5.88096719974049,3
springsfire,springs33,postfire,2020,LIVE,12.9865900477033,6
springsfire,springs34,postfire,2020,LIVE,6.68569401193915,4
springsfire,springs35,postfire,2020,LIVE,10.2529646161087,7
springsfire,springs35,prefire,2019,LIVE,2.66692941955891,4
springsfire,springs37,postfire,2020,DEAD,0.484166551807991,3
springsfire,springs37,postfire,2020,LIVE,26.3274810608969,13
springsfire,springs37,prefire,2019,LIVE,27.3065034335167,16
springsfire,springs38,postfire,2020,DEAD,2.41922269280499,1
springsfire,springs38,postfire,2020,LIVE,19.3446630697629,8
springsfire,springs38,prefire,2019,DEAD,2.37582944427728,1
springsfire,springs38,prefire,2019,LIVE,19.2387992513185,8
springsfire,springs39,postfire,2020,DEAD,2.18956441584594,1
springsfire,springs39,postfire,2020,LIVE,8.72976538151112,4
springsfire,springs39,prefire,2019,DEAD,2.38447667805629,1
springsfire,springs39,prefire,2019,LIVE,8.70928023391431,4
springsfire,springs40,postfire,2020,DEAD,0.554883802440297,2
springsfire,springs40,postfire,2020,LIVE,4.00161935047327,6
springsfire,springs40,prefire,2019,LIVE,4.61439092454677,8
springsfire,springs41,prefire,2020,LIVE,17.415774267844,8
springsfire,springs42,prefire,2020,LIVE,7.86299015090865,4
springsfire,springs43,prefire,2020,LIVE,8.05016624120953,15
springsfire,springs44,prefire,2020,DEAD,1.4793445646489,1
springsfire,springs44,prefire,2020,LIVE,15.1023977220246,10
springsfire,springs45,prefire,2020,LIVE,8.94434990421916,4
springsfire,springs46,prefire,2020,LIVE,12.2976073628446,6
springsfire,springs47,prefire,2020,LIVE,9.51352009925166,5
springsfire,springs48,prefire,2020,LIVE,7.18162582823483,3
springsfire,springs49,prefire,2020,LIVE,14.7384756290328,6
springsfire,springs50,prefire,2020,LIVE,5.44178040075027,2
springsfire,springs51,prefire,2020,LIVE,18.9645696285867,8
SugarPineSP,sugarpine1,prefire,2020,DEAD,22.1742170330349,11
SugarPineSP,sugarpine1,prefire,2020,LIVE,20.7276000098547,13
SugarPineSP,sugarpine2,prefire,2020,DEAD,17.2689892415912,6
SugarPineSP,sugarpine2,prefire,2020,LIVE,46.687357650649,17
Valentine,VR1,prefire,2020,DEAD,12.3681125559728,10
Valentine,VR1,prefire,2020,LIVE,27.7769569333918,21
Valentine,VR10,prefire,2020,DEAD,4.87262591368104,3
Valentine,VR10,prefire,2020,LIVE,27.2508736816033,19
Valentine,VR10N,prefire,2020,DEAD,14.6717403470889,8
Valentine,VR10N,prefire,2020,LIVE,15.9959452125219,13
Valentine,VR11,prefire,2020,DEAD,5.98174949206765,4
Valentine,VR11,prefire,2020,LIVE,31.5652385807414,23
Valentine,VR11N,prefire,2020,DEAD,12.564485658767,6
Valentine,VR11N,prefire,2020,LIVE,28.3356263549797,16
Valentine,VR12,prefire,2020,DEAD,3.84652677514717,4
Valentine,VR12,prefire,2020,LIVE,46.0633666638113,21
Valentine,VR12N,prefire,2020,LIVE,32.2728823259625,23
Valentine,VR13,prefire,2020,DEAD,8.80141529246246,5
Valentine,VR13,prefire,2020,LIVE,39.9147436239666,21
Valentine,VR13N,prefire,2020,DEAD,2.24042680090756,6
Valentine,VR13N,prefire,2020,LIVE,39.5417344742243,29
Valentine,VR14,prefire,2020,DEAD,8.72184660452866,3
Valentine,VR14,prefire,2020,LIVE,25.1263009637785,28
Valentine,VR14N,prefire,2020,LIVE,14.8355351340654,10
Valentine,VR16,prefire,2020,LIVE,20.2106352307433,21
Valentine,VR16N,prefire,2020,DEAD,6.42805199841825,3
Valentine,VR16N,prefire,2020,LIVE,45.2451702731104,41
Valentine,VR19,prefire,2020,DEAD,0.99611263665535,2
Valentine,VR19,prefire,2020,LIVE,53.6543577227722,46
Valentine,VR1N,prefire,2020,DEAD,9.55421157809728,8
Valentine,VR1N,prefire,2020,LIVE,21.0373060676273,24
Valentine,VR2,prefire,2020,DEAD,7.26645668386339,4
Valentine,VR2,prefire,2020,LIVE,25.2119329255337,14
Valentine,VR20,prefire,2020,DEAD,2.2343085492147,2
Valentine,VR20,prefire,2020,LIVE,48.4382300683476,28
Valentine,VR20N,prefire,2020,DEAD,3.33304916388119,4
Valentine,VR20N,prefire,2020,LIVE,21.3772813706171,20
Valentine,VR21,prefire,2020,DEAD,5.93415436336576,2
Valentine,VR21,prefire,2020,LIVE,14.3858632695939,8
Valentine,VR21N,prefire,2020,DEAD,4.9408141822272,7
Valentine,VR21N,prefire,2020,LIVE,25.3999650998327,30
Valentine,VR22,prefire,2020,DEAD,2.1237166338267,1
Valentine,VR22,prefire,2020,LIVE,13.0889745522838,13
Valentine,VR22N,prefire,2020,DEAD,6.55002433319387,9
Valentine,VR22N,prefire,2020,LIVE,13.6055073624054,30
Valentine,VR23,prefire,2020,LIVE,59.0745004041208,24
Valentine,VR24,prefire,2020,DEAD,5.34426536478284,11
Valentine,VR24,prefire,2020,LIVE,27.6486071655294,30
Valentine,VR24N,prefire,2020,DEAD,0.589315657923641,2
Valentine,VR24N,prefire,2020,LIVE,26.6321527164421,8
Valentine,VR25,prefire,2020,DEAD,1.41973284404703,8
Valentine,VR25,prefire,2020,LIVE,32.5770434727015,54
Valentine,VR25N,prefire,2020,LIVE,52.1907132674096,42
Valentine,VR25S,prefire,2020,LIVE,14.9381159881868,13
Valentine,VR26,prefire,2020,LIVE,9.44881114456934,7
Valentine,VR26N,prefire,2020,DEAD,29.5592452776264,1
Valentine,VR26N,prefire,2020,LIVE,18.895533130024,33
Valentine,VR26S,prefire,2020,LIVE,27.4732356096244,23
Valentine,VR29,prefire,2020,DEAD,5.89050193344413,5
Valentine,VR29,prefire,2020,LIVE,48.7244605750162,21
Valentine,VR2N,prefire,2020,DEAD,4.27308437166996,6
Valentine,VR2N,prefire,2020,LIVE,31.3988362718624,21
Valentine,vr3,prefire,2020,DEAD,27.1794417186423,7
Valentine,vr3,prefire,2020,LIVE,9.53170206673431,10
Valentine,VR30,prefire,2020,DEAD,1.49301049269201,1
Valentine,VR30,prefire,2020,LIVE,12.2830225189503,14
Valentine,VR30N,prefire,2020,DEAD,25.0055145802296,9
Valentine,VR30N,prefire,2020,LIVE,6.48917953747547,7
Valentine,VR31,prefire,2020,DEAD,1.44617720020862,2
Valentine,VR31,prefire,2020,LIVE,34.6695719454596,23
Valentine,VR31N,prefire,2020,DEAD,3.58998431905503,3
Valentine,VR31N,prefire,2020,LIVE,24.4053290117245,21
Valentine,VR33,prefire,2020,DEAD,0.232854847484076,2
Valentine,VR33,prefire,2020,LIVE,56.9906505810682,31
Valentine,VR33N,prefire,2020,LIVE,13.6240506130433,23
Valentine,VR34,prefire,2020,DEAD,3.7611147248777,2
Valentine,VR34,prefire,2020,LIVE,16.216312229208,16
Valentine,VR35,prefire,2020,DEAD,1.13565432834617,2
Valentine,VR35,prefire,2020,LIVE,24.4739256873157,19
Valentine,VR35N,prefire,2020,DEAD,1.65388359850071,5
Valentine,VR35N,prefire,2020,LIVE,33.2210306967792,27
Valentine,VR3N,prefire,2020,DEAD,8.31622772304205,5
Valentine,VR3N,prefire,2020,LIVE,18.7447995145048,10
Valentine,VR4,prefire,2020,DEAD,35.6442667741991,3
Valentine,VR4,prefire,2020,LIVE,24.3858040133825,10
Valentine,VR40,prefire,2020,DEAD,3.01907054009979,1
Valentine,VR40,prefire,2020,LIVE,17.2471237567222,14
Valentine,VR40E,prefire,2020,DEAD,1.05784493229839,1
Valentine,VR40E,prefire,2020,LIVE,34.1292729869136,15
Valentine,VR43,prefire,2020,DEAD,6.12640412580219,6
Valentine,VR43,prefire,2020,LIVE,24.3021119850908,23
Valentine,VR44,prefire,2020,DEAD,1.11036450748478,1
Valentine,VR44,prefire,2020,LIVE,25.0163452209028,13
Valentine,VR4N,prefire,2020,LIVE,34.7927145234987,12
Valentine,VR52,prefire,2020,DEAD,10.7646750815071,5
Valentine,VR52,prefire,2020,LIVE,20.3243687387849,17
