site,plotid,pre_post_fire,postTime,fuelType,mass_tonAcre
downieville,RedAnt44,prefire,NA,mass_10hr,2.08606543902439
downieville,RedAnt44,prefire,NA,mass_100hr,7.19415878048781
downieville,RedAnt44,prefire,NA,total_fine,9.63990809780488
downieville,RedAnt44,prefire,NA,total_cwd,3.757999548079
downieville,RedAnt44,prefire,NA,total_fuel,13.3979076458839
downieville,RedAnt44,prefire,NA,litter_depth_cm,4.4875
downieville,RedAnt44,prefire,NA,duff_depth_cm,4.2
downieville,RedAnt44,prefire,NA,fuel_depth_cm,9.5
downieville,RedAnt46,prefire,NA,mass_1hr,0.330618514390244
downieville,RedAnt46,prefire,NA,mass_10hr,2.08606543902439
downieville,RedAnt46,prefire,NA,mass_100hr,2.49028573170732
downieville,RedAnt46,prefire,NA,total_fine,4.90696968512195
downieville,RedAnt46,prefire,NA,total_cwd,6.89198108373354
downieville,RedAnt46,prefire,NA,total_fuel,11.7989507688555
downieville,RedAnt46,prefire,NA,litter_depth_cm,2.45
downieville,RedAnt46,prefire,NA,duff_depth_cm,4.6125
downieville,RedAnt46,prefire,NA,fuel_depth_cm,8.025
downieville,RedAnt49,prefire,NA,mass_1hr,0.719367756585366
downieville,RedAnt49,prefire,NA,mass_10hr,3.40724021707317
downieville,RedAnt49,prefire,NA,mass_100hr,6.08736512195122
downieville,RedAnt49,prefire,NA,total_fine,10.2139730956098
downieville,RedAnt49,prefire,NA,total_cwd,7.07290794301748
downieville,RedAnt49,prefire,NA,total_fuel,17.2868810386272
downieville,RedAnt49,prefire,NA,litter_depth_cm,5.84375
downieville,RedAnt49,prefire,NA,duff_depth_cm,1.84375
downieville,RedAnt49,prefire,NA,fuel_depth_cm,33.60625
downieville,RedAnt50,prefire,NA,mass_1hr,0.0762965802439024
downieville,RedAnt50,prefire,NA,mass_10hr,1.9469944097561
downieville,RedAnt50,prefire,NA,mass_100hr,2.49028573170732
downieville,RedAnt50,prefire,NA,total_fine,4.51357672170732
downieville,RedAnt50,prefire,NA,total_cwd,12.2418990799698
downieville,RedAnt50,prefire,NA,total_fuel,16.7554758016771
downieville,RedAnt50,prefire,NA,litter_depth_cm,4.59375
downieville,RedAnt50,prefire,NA,duff_depth_cm,2.0625
downieville,RedAnt50,prefire,NA,fuel_depth_cm,18.7875
downieville,RedAnt51,prefire,NA,mass_1hr,0.276120957073171
downieville,RedAnt51,prefire,NA,mass_10hr,1.66885235121951
downieville,RedAnt51,prefire,NA,mass_100hr,2.76698414634146
downieville,RedAnt51,prefire,NA,total_fine,4.71195745463415
downieville,RedAnt51,prefire,NA,total_cwd,5.90486502232625
downieville,RedAnt51,prefire,NA,total_fuel,10.6168224769604
downieville,RedAnt51,prefire,NA,litter_depth_cm,8
downieville,RedAnt51,prefire,NA,duff_depth_cm,5.375
downieville,RedAnt51,prefire,NA,fuel_depth_cm,22.45
downieville,RedAnt52,prefire,NA,mass_1hr,0.203457547317073
downieville,RedAnt52,prefire,NA,mass_10hr,1.8079233804878
downieville,RedAnt52,prefire,NA,mass_100hr,2.21358731707317
downieville,RedAnt52,prefire,NA,total_fine,4.22496824487805
downieville,RedAnt52,prefire,NA,total_cwd,9.15363527816749
downieville,RedAnt52,prefire,NA,total_fuel,13.3786035230455
downieville,RedAnt52,prefire,NA,litter_depth_cm,7.375
downieville,RedAnt52,prefire,NA,duff_depth_cm,8.2875
downieville,RedAnt52,prefire,NA,fuel_depth_cm,18.0625
downieville,RedAnt53,prefire,NA,mass_1hr,0.0508643868292683
downieville,RedAnt53,prefire,NA,mass_10hr,1.8079233804878
downieville,RedAnt53,prefire,NA,mass_100hr,1.38349207317073
downieville,RedAnt53,prefire,NA,total_fine,3.2422798404878
downieville,RedAnt53,prefire,NA,total_cwd,3.30895447165713
downieville,RedAnt53,prefire,NA,total_fuel,6.55123431214494
downieville,RedAnt53,prefire,NA,litter_depth_cm,5.775
downieville,RedAnt53,prefire,NA,duff_depth_cm,3
downieville,RedAnt53,prefire,NA,fuel_depth_cm,20.2625
downieville,RedAnt54,prefire,NA,mass_1hr,0.0835629212195122
downieville,RedAnt54,prefire,NA,mass_10hr,2.01652992439024
downieville,RedAnt54,prefire,NA,mass_100hr,1.93688890243902
downieville,RedAnt54,prefire,NA,total_fine,4.03698174804878
downieville,RedAnt54,prefire,NA,total_cwd,12.8152037826462
downieville,RedAnt54,prefire,NA,total_fuel,16.852185530695
downieville,RedAnt54,prefire,NA,litter_depth_cm,4.6875
downieville,RedAnt54,prefire,NA,duff_depth_cm,3.9875
downieville,RedAnt54,prefire,NA,fuel_depth_cm,9.05
downieville,RedAnt55,prefire,NA,mass_1hr,0.116261455609756
downieville,RedAnt55,prefire,NA,mass_10hr,0.695355146341463
downieville,RedAnt55,prefire,NA,mass_100hr,3.04368256097561
downieville,RedAnt55,prefire,NA,total_fine,3.85529916292683
downieville,RedAnt55,prefire,NA,total_cwd,4.31895221778545
downieville,RedAnt55,prefire,NA,total_fuel,8.17425138071228
downieville,RedAnt55,prefire,NA,litter_depth_cm,3.2
downieville,RedAnt55,prefire,NA,duff_depth_cm,2.6375
downieville,RedAnt55,prefire,NA,fuel_depth_cm,6.2375
downieville,RedAnt56,prefire,NA,mass_1hr,0.341518025853659
downieville,RedAnt56,prefire,NA,mass_10hr,2.29467198292683
downieville,RedAnt56,prefire,NA,mass_100hr,3.5970793902439
downieville,RedAnt56,prefire,NA,total_fine,6.23326939902439
